        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              43640             12874.415237         3353.562658          9520.852580     
        0.10               5.016308              43802             11400.156471         2816.336424          8583.820047     
        0.20               5.016308              44243             8641.548940          2149.158749          6492.390191     
        0.30               5.016308              44594             6831.584161          1655.420555          5176.163606     
        0.40               5.016308              44605             5395.019419          1210.927875          4184.091544     
        0.50               5.016308              44383             4351.380029           926.557581          3424.822448     
        0.60               5.016308              44320             3622.880626           732.896197          2889.984429     
        0.70               5.016308              44105             3117.562556           573.313415          2544.249141     
        0.80               5.016308              43763             2722.196978           457.372001          2264.824978     
        0.90               5.016308              43350             2570.048973           447.346906          2122.702067     
        1.00               5.016308              43124             2338.516147           419.699390          1918.816757     
        1.10               5.016308              42808             1910.522580           313.929048          1596.593532     
        1.20               5.016308              42461             1987.410915           329.126523          1658.284391     
        1.30               5.016308              42152             1944.378069           297.201504          1647.176565     
        1.40               5.016308              42069             2077.965676           265.844163          1812.121512     
        1.50               5.016308              41808             2062.957278           272.309454          1790.647824     
        1.60               5.016308              41430             2293.955323           429.254204          1864.701119     
        1.70               5.016308              41187             2356.373877           304.863140          2051.510737     
        1.80               5.016308              40922             2339.611069           338.707762          2000.903307     
        1.90               5.016308              40799             2544.487696           397.595756          2146.891940     
        2.00               5.016308              40808             2564.738188           468.403724          2096.334464     
        2.10               5.016308              40723             2396.161617           439.465575          1956.696042     
        2.20               5.016308              40726             2630.950268           491.828561          2139.121707     
        2.30               5.016308              40635             2503.326050           519.031879          1984.294171     
        2.40               5.016308              40422             2378.932720           501.753931          1877.178788     
        2.50               5.016308              40377             2436.328609           493.779778          1942.548830     
        2.60               5.016308              40233             2399.408072           472.061215          1927.346857     
        2.70               5.016308              40029             2394.773132           431.401794          1963.371338     
        2.80               5.016308              39917             2409.952054           297.593307          2112.358747     
        2.90               5.016308              40053             2364.006990           358.889996          2005.116993     
        3.00               5.016308              39963             2618.062091           379.442850          2238.619241     
        3.10               5.016308              40001             2558.670551           338.721735          2219.948816     
        3.20               5.016308              40128             2433.955546           401.048829          2032.906718     
        3.30               5.016308              40006             2464.831581           421.762758          2043.068823     
        3.40               5.016308              39676             2491.370623           357.520222          2133.850402     
        3.50               5.016308              39456             2600.716975           288.540657          2312.176318     
        3.60               5.016308              39315             2740.809492           362.543059          2378.266433     
        3.70               5.016308              39232             2714.135074           430.028528          2284.106546     
        3.80               5.016308              39280             2758.712714           453.963297          2304.749416     
        3.90               5.016308              39301             2461.056050           403.898978          2057.157072     
        4.00               5.016308              39547             2469.598555           527.800070          1941.798485     
        4.10               5.016308              39485             2349.921505           554.851922          1795.069583     
        4.20               5.016308              39264             2495.227094           509.012960          1986.214134     
        4.30               5.016308              39324             2641.411420           589.362168          2052.049252     
        4.40               5.016308              39249             2585.899500           553.543512          2032.355988     
        4.50               5.016308              39268             2721.219648           452.541916          2268.677732     
        4.60               5.016308              39226             2472.462577           402.493582          2069.968995     
        4.70               5.016308              38961             2292.085868           400.905153          1891.180715     
        4.80               5.016308              38880             2336.823675           340.391189          1996.432486     
        4.90               5.016308              38944             2281.473185           254.392579          2027.080605     
        5.00               5.016308              39077             2183.243811           292.217694          1891.026118     
        5.10               5.016308              39036             2063.843503           268.538196          1795.305307     
        5.20               5.016308              39033             2187.731939           215.317299          1972.414640     
        5.30               5.016308              38960             2437.963021           235.784547          2202.178474     
        5.40               5.016308              39017             2361.087928           264.695823          2096.392104     
        5.50               5.016308              38888             2555.455266           373.190675          2182.264592     
        5.60               5.016308              38784             2998.121214           442.753713          2555.367501     
        5.70               5.016308              38784             2777.554163           426.715352          2350.838810     
        5.80               5.016308              38865             2773.004346           462.785901          2310.218445     
        5.90               5.016308              38846             2435.944853           423.171656          2012.773197     
        6.00               5.016308              38654             2125.761869           324.422889          1801.338980     
        6.10               5.016308              38675             2354.792451           391.978813          1962.813638     
        6.20               5.016308              38651             2391.591847           386.779906          2004.811941     
        6.30               5.016308              38813             2247.272379           455.152532          1792.119847     
        6.40               5.016308              39029             2253.443498           465.965365          1787.478134     
        6.50               5.016308              39261             2158.649030           371.760959          1786.888071     
        6.60               5.016308              39394             2302.666596           496.585896          1806.080700     
        6.70               5.016308              39329             2251.425176           467.436451          1783.988725     
        6.80               5.016308              39246             2602.100486           501.082299          2101.018187     
        6.90               5.016308              39312             2292.981006           367.322707          1925.658299     
        7.00               5.016308              39047             2204.001512           419.031887          1784.969625     
        7.10               5.016308              38732             2591.952192           438.613684          2153.338508     
        7.20               5.016308              38572             2606.399707           483.001558          2123.398149     
        7.30               5.016308              38572             2515.501946           461.897828          2053.604119     
        7.40               5.016308              38593             2356.685927           475.299046          1881.386881     
        7.50               5.016308              38512             2490.585874           388.607581          2101.978293     
        7.60               5.016308              38602             2510.953034           507.050451          2003.902583     
        7.70               5.016308              38761             2294.841086           380.193502          1914.647584     
        7.80               5.016308              38689             2310.239252           327.176803          1983.062449     
        7.90               5.016308              38708             2316.398292           359.160130          1957.238162     
        8.00               5.016308              38640             2601.944070           404.164727          2197.779342     
        8.10               5.016308              38456             2614.712047           467.198012          2147.514035     
        8.20               5.016308              38500             2594.383265           398.480024          2195.903241     
        8.30               5.016308              38332             2447.447973           396.833970          2050.614003     
        8.40               5.016308              38371             2332.144007           348.172139          1983.971868     
        8.50               5.016308              38377             2416.649974           334.091514          2082.558459     
        8.60               5.016308              38565             2475.385638           314.779692          2160.605945     
        8.70               5.016308              38621             2712.133691           385.865638          2326.268053     
        8.80               5.016308              38641             2836.448668           418.176056          2418.272612     
