        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              36760             6212.020243          1993.449257          4218.570986     
        0.10               5.016308              36766             5246.510638          1658.018958          3588.491681     
        0.20               5.016308              37198             4212.055990          1266.497377          2945.558612     
        0.30               5.016308              37577             3274.370400           957.427793          2316.942607     
        0.40               5.016308              38033             2475.756358           748.954113          1726.802245     
        0.50               5.016308              38392             2186.691504           628.082740          1558.608764     
        0.60               5.016308              38758             1770.233564           565.605469          1204.628095     
        0.70               5.016308              39045             1477.308293           427.064746          1050.243547     
        0.80               5.016308              39345             1273.380329           352.561960           920.818370     
        0.90               5.016308              39518             1250.907395           352.366401           898.540994     
        1.00               5.016308              39732             1063.111192           291.385538           771.725653     
        1.10               5.016308              39766              946.451213           230.886833           715.564380     
        1.20               5.016308              39841             1032.989709           247.319733           785.669976     
        1.30               5.016308              39851              918.954649           225.268010           693.686639     
        1.40               5.016308              39802              764.748041           206.813107           557.934934     
        1.50               5.016308              39820              715.333320           147.068429           568.264891     
        1.60               5.016308              39656              763.333601           182.145284           581.188317     
        1.70               5.016308              39574              951.687189           214.441546           737.245643     
        1.80               5.016308              39512              921.727355           207.534988           714.192368     
        1.90               5.016308              39429              692.128642           153.305001           538.823640     
        2.00               5.016308              39344              521.936059           89.952877            431.983182     
        2.10               5.016308              39198              559.354980           155.369256           403.985724     
        2.20               5.016308              39236              784.382606           191.024534           593.358071     
        2.30               5.016308              39313              837.851661           206.192399           631.659262     
        2.40               5.016308              39233              739.580326           124.970060           614.610266     
        2.50               5.016308              39253              677.060620           173.960841           503.099780     
        2.60               5.016308              39124              677.515205           179.024387           498.490819     
        2.70               5.016308              39158              683.309874           155.239480           528.070394     
        2.80               5.016308              39176              669.710003           208.901694           460.808308     
        2.90               5.016308              39074              872.129491           157.016994           715.112496     
        3.00               5.016308              39021              868.962366           174.973397           693.988969     
        3.10               5.016308              39079              922.571323           170.339221           752.232103     
        3.20               5.016308              38993              844.510052           161.402755           683.107296     
        3.30               5.016308              38918              837.615704           138.393688           699.222015     
        3.40               5.016308              38911              876.093391           130.261009           745.832382     
        3.50               5.016308              38816             1017.358561           150.599694           866.758867     
        3.60               5.016308              38891             1001.743250           142.682352           859.060898     
        3.70               5.016308              38673              866.622221           147.128083           719.494138     
        3.80               5.016308              38543              812.854935           164.030543           648.824393     
        3.90               5.016308              38526              730.324054           207.444755           522.879299     
        4.00               5.016308              38242              700.456060           155.749117           544.706944     
        4.10               5.016308              37979              697.415105           126.875312           570.539793     
        4.20               5.016308              37758              825.012601           160.446042           664.566558     
        4.30               5.016308              37684              764.825711           161.565842           603.259868     
        4.40               5.016308              37575              762.671051           192.501433           570.169618     
        4.50               5.016308              37601              902.312057           267.311161           635.000897     
        4.60               5.016308              37595              901.014324           192.909741           708.104582     
        4.70               5.016308              37745             1011.328850           214.808680           796.520170     
        4.80               5.016308              37770              899.872926           250.637207           649.235719     
        4.90               5.016308              37739              891.400200           236.506515           654.893685     
        5.00               5.016308              37754              916.674641           238.055443           678.619197     
        5.10               5.016308              37639              852.870413           238.939948           613.930465     
        5.20               5.016308              37656              842.471641           245.402147           597.069494     
        5.30               5.016308              37645              836.729917           208.269146           628.460772     
        5.40               5.016308              37444              867.640139           198.215715           669.424425     
        5.50               5.016308              37474              722.128627           236.029133           486.099493     
        5.60               5.016308              37722              897.226745           192.890088           704.336657     
        5.70               5.016308              37771              717.478358           176.725963           540.752395     
        5.80               5.016308              37762              724.787043           221.533012           503.254031     
        5.90               5.016308              37690              665.048456           206.019516           459.028940     
        6.00               5.016308              37629              700.624050           237.199801           463.424249     
        6.10               5.016308              37521              782.474370           235.184078           547.290291     
        6.20               5.016308              37574              839.799157           201.408433           638.390724     
        6.30               5.016308              37678              898.491498           202.150803           696.340695     
        6.40               5.016308              37698              782.687464           194.796810           587.890654     
        6.50               5.016308              37870              761.757851           182.326740           579.431111     
        6.60               5.016308              38050              705.902743           169.269752           536.632991     
        6.70               5.016308              37988              826.396644           190.868984           635.527660     
        6.80               5.016308              37964              785.525365           180.598416           604.926948     
