        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              38879             7258.922583          2064.020059          5194.902524     
        0.10               5.016308              38882             6393.596582          1724.525085          4669.071497     
        0.20               5.016308              39323             5159.266789          1351.604965          3807.661823     
        0.30               5.016308              39785             4105.935607          1042.986892          3062.948715     
        0.40               5.016308              40167             3314.121893           803.227791          2510.894102     
        0.50               5.016308              40508             2807.520302           631.806269          2175.714033     
        0.60               5.016308              40787             2248.079571           485.985661          1762.093910     
        0.70               5.016308              40982             1928.187634           389.330409          1538.857225     
        0.80               5.016308              41031             1741.954658           352.290336          1389.664322     
        0.90               5.016308              41104             1420.131814           273.054063          1147.077751     
        1.00               5.016308              41155             1259.942788           177.767322          1082.175466     
        1.10               5.016308              40991             1135.096557           156.642397           978.454160     
        1.20               5.016308              40964              972.898916           143.741736           829.157180     
        1.30               5.016308              40803              833.382903           129.052378           704.330525     
        1.40               5.016308              40556              770.145072           117.410057           652.735015     
        1.50               5.016308              40243             1036.091796           116.473236           919.618559     
        1.60               5.016308              40007             1061.690091           128.720047           932.970044     
        1.70               5.016308              39805              873.667353           143.380830           730.286524     
        1.80               5.016308              39774             1092.617807           173.083623           919.534184     
        1.90               5.016308              39526             1123.188144           161.707627           961.480517     
        2.00               5.016308              39555             1084.896289           152.382176           932.514112     
        2.10               5.016308              39519             1109.445417           157.572684           951.872733     
        2.20               5.016308              39176             1146.351719           155.607407           990.744312     
        2.30               5.016308              39071             1241.989793           160.815245          1081.174548     
        2.40               5.016308              39012             1174.253572           231.598920           942.654652     
        2.50               5.016308              38880             1066.691090           229.114311           837.576779     
        2.60               5.016308              38730             1185.804620           269.675921           916.128699     
        2.70               5.016308              38529             1305.098499           268.325945          1036.772554     
        2.80               5.016308              38414             1238.911099           235.170576          1003.740523     
        2.90               5.016308              38314             1207.924409           246.987332           960.937077     
        3.00               5.016308              38325              991.415822           164.130614           827.285208     
        3.10               5.016308              38295              969.639647           112.197917           857.441730     
        3.20               5.016308              38322             1098.582945           182.988071           915.594875     
        3.30               5.016308              38271              948.240903           184.167389           764.073514     
        3.40               5.016308              38179              927.902018           143.013380           784.888638     
        3.50               5.016308              37974              845.981493           109.783680           736.197813     
        3.60               5.016308              37923              847.926546           134.752572           713.173974     
        3.70               5.016308              37857              913.371769           183.034450           730.337320     
        3.80               5.016308              37975              989.251029           176.659343           812.591686     
        3.90               5.016308              38025             1026.727685           225.732268           800.995417     
        4.00               5.016308              37926             1093.615680           214.426404           879.189276     
        4.10               5.016308              37942             1095.066377           189.251950           905.814427     
        4.20               5.016308              37932             1035.642971           217.363953           818.279018     
        4.30               5.016308              37867              959.927208           144.549418           815.377790     
        4.40               5.016308              37992             1133.500102           194.977108           938.522994     
        4.50               5.016308              37925             1116.064943           164.614539           951.450404     
        4.60               5.016308              37944             1165.642137           186.546680           979.095457     
        4.70               5.016308              38020             1106.603225           197.874515           908.728710     
        4.80               5.016308              37971             1221.900103           226.273234           995.626869     
        4.90               5.016308              38050             1216.057519           280.338428           935.719091     
        5.00               5.016308              37931             1196.859234           256.982524           939.876710     
        5.10               5.016308              37909             1340.907163           285.959432          1054.947732     
        5.20               5.016308              37788             1247.695802           250.608215           997.087587     
        5.30               5.016308              37737             1225.379749           189.292771          1036.086978     
        5.40               5.016308              37785             1287.101761           203.212400          1083.889361     
        5.50               5.016308              37662             1420.302353           197.211387          1223.090965     
        5.60               5.016308              37665             1502.863702           207.406394          1295.457308     
        5.70               5.016308              37497             1555.308925           233.114421          1322.194505     
        5.80               5.016308              37388             1412.964990           155.520603          1257.444387     
        5.90               5.016308              37425             1236.597362           153.372309          1083.225053     
        6.00               5.016308              37463             1271.182767           151.250317          1119.932451     
        6.10               5.016308              37598             1262.940432           219.280537          1043.659895     
        6.20               5.016308              37458             1295.556198           204.631151          1090.925048     
        6.30               5.016308              37380             1185.590381           131.123473          1054.466908     
        6.40               5.016308              37388             1357.118355           175.453753          1181.664601     
        6.50               5.016308              37369             1393.802426           188.926122          1204.876304     
        6.60               5.016308              37138             1488.995127           184.696729          1304.298398     
        6.70               5.016308              37340             1464.701477           191.221892          1273.479585     
        6.80               5.016308              37267             1401.185804           181.374274          1219.811529     
        6.90               5.016308              37371             1383.206464           165.583942          1217.622523     
        7.00               5.016308              37411             1558.660462           233.695621          1324.964841     
        7.10               5.016308              37556             1376.061326           245.823364          1130.237962     
        7.20               5.016308              37645             1240.398899           195.374056          1045.024843     
        7.30               5.016308              37521             1159.044938           239.349544           919.695394     
        7.40               5.016308              37759             1181.913973           248.852316           933.061657     
        7.50               5.016308              37727             1155.689207           264.984569           890.704638     
        7.60               5.016308              37748             1259.757676           283.373604           976.384072     
        7.70               5.016308              37583             1155.304960           271.735921           883.569038     
        7.80               5.016308              37579             1192.216728           206.847862           985.368866     
        7.90               5.016308              37515             1232.721539           274.516792           958.204747     
        8.00               5.016308              37461             1148.060521           247.150054           900.910467     
        8.10               5.016308              37246             1075.839752           209.848705           865.991047     
        8.20               5.016308              37278             1068.688276           233.474567           835.213709     
        8.30               5.016308              37144             1186.834416           290.460445           896.373971     
        8.40               5.016308              37035             1265.321801           307.271688           958.050113     
        8.50               5.016308              37009             1083.114124           238.882417           844.231707     
        8.60               5.016308              37010              898.673747           173.367732           725.306016     
        8.70               5.016308              37047              960.161573           122.641533           837.520040     
        8.80               5.016308              37116             1015.400037           157.900698           857.499338     
        8.90               5.016308              36983              982.818959           111.060136           871.758823     
        9.00               5.016308              36945             1037.649225           102.051812           935.597413     
        9.10               5.016308              36896              750.984201           106.219952           644.764249     
        9.20               5.016308              36750              961.308850           142.474064           818.834786     
        9.30               5.016308              36725              958.982097           94.031554            864.950543     
        9.40               5.016308              36633             1107.082397           198.732794           908.349603     
        9.50               5.016308              36653             1094.313199           208.508226           885.804974     
        9.60               5.016308              36766             1070.446273           239.435368           831.010905     
