        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              33680             5159.667728     
        0.10               5.016308              33665             4305.238750     
        0.20               5.016308              34127             3446.869533     
        0.30               5.016308              34483             2858.664429     
        0.40               5.016308              34899             2279.541317     
        0.50               5.016308              35286             1845.719359     
        0.60               5.016308              35643             1468.587698     
        0.70               5.016308              35952             1161.544814     
        0.80               5.016308              36216              976.693864     
        0.90               5.016308              36381              839.558942     
        1.00               5.016308              36523              808.130509     
        1.10               5.016308              36782              772.389683     
        1.20               5.016308              36951              737.341333     
        1.30               5.016308              37168              673.741730     
        1.40               5.016308              37257              578.004947     
        1.50               5.016308              37354              458.983701     
        1.60               5.016308              37475              496.970010     
        1.70               5.016308              37502              660.805928     
        1.80               5.016308              37465              592.382609     
        1.90               5.016308              37653              509.478997     
        2.00               5.016308              37624              517.898131     
        2.10               5.016308              37683              519.921050     
        2.20               5.016308              37774              598.291748     
        2.30               5.016308              37921              625.612207     
        2.40               5.016308              37834              654.121452     
        2.50               5.016308              37818              611.877180     
        2.60               5.016308              37954              579.068584     
        2.70               5.016308              37942              524.943340     
        2.80               5.016308              37964              518.601940     
        2.90               5.016308              37896              576.164864     
        3.00               5.016308              37942              610.150984     
        3.10               5.016308              37926              617.232814     
        3.20               5.016308              38025              597.425455     
        3.30               5.016308              38115              593.343752     
        3.40               5.016308              37877              499.042586     
        3.50               5.016308              37888              543.536719     
        3.60               5.016308              37831              528.648999     
        3.70               5.016308              37850              513.837446     
        3.80               5.016308              37804              589.428908     
        3.90               5.016308              37834              613.245878     
        4.00               5.016308              37765              636.984619     
        4.10               5.016308              37677              557.602343     
        4.20               5.016308              37805              600.564920     
        4.30               5.016308              37807              627.205272     
        4.40               5.016308              37793              621.379849     
        4.50               5.016308              37762              650.844693     
        4.60               5.016308              37834              600.053979     
        4.70               5.016308              37721              595.290371     
        4.80               5.016308              37809              621.834135     
        4.90               5.016308              37801              577.745934     
        5.00               5.016308              37790              659.803718     
        5.10               5.016308              37799              647.216741     
        5.20               5.016308              37642              663.921871     
        5.30               5.016308              37603              677.066500     
        5.40               5.016308              37513              697.605500     
        5.50               5.016308              37544              677.456430     
        5.60               5.016308              37504              625.447722     
        5.70               5.016308              37439              635.225260     
        5.80               5.016308              37411              639.476342     
        5.90               5.016308              37480              611.084965     
        6.00               5.016308              37555              631.901625     
        6.10               5.016308              37630              593.769396     
        6.20               5.016308              37604              510.513642     
        6.30               5.016308              37723              565.080246     
        6.40               5.016308              37690              553.800332     
        6.50               5.016308              37581              582.693216     
        6.60               5.016308              37496              532.373208     
        6.70               5.016308              37494              614.312975     
        6.80               5.016308              37563              688.720196     
        6.90               5.016308              37550              649.241950     
        7.00               5.016308              37501              631.930885     
        7.10               5.016308              37525              585.932830     
        7.20               5.016308              37428              625.476903     
        7.30               5.016308              37415              664.663716     
        7.40               5.016308              37296              704.614084     
        7.50               5.016308              37174              724.274830     
        7.60               5.016308              37211              598.906920     
        7.70               5.016308              37116              570.633170     
        7.80               5.016308              37053              527.448671     
        7.90               5.016308              37037              515.281083     
        8.00               5.016308              36989              588.564971     
        8.10               5.016308              36882              553.218245     
        8.20               5.016308              36801              549.358908     
        8.30               5.016308              36884              628.147802     
        8.40               5.016308              36837              589.770251     
        8.50               5.016308              36998              652.472482     
        8.60               5.016308              36845              572.346114     
        8.70               5.016308              36922              602.459520     
        8.80               5.016308              37021              608.012582     
        8.90               5.016308              36965              620.661929     
        9.00               5.016308              36924              633.997837     
        9.10               5.016308              36957              614.661398     
        9.20               5.016308              36931              687.866214     
        9.30               5.016308              36937              805.384004     
        9.40               5.016308              36868              863.057679     
        9.50               5.016308              36975              921.017369     
        9.60               5.016308              36972              806.675286     
        9.70               5.016308              37006              803.944182     
        9.80               5.016308              37099              877.130606     
        9.90               5.016308              37132              753.479038     
       10.00               5.016308              37170              689.179423     
       10.10               5.016308              37276              635.467414     
       10.20               5.016308              37253              532.001516     
       10.30               5.016308              37180              514.599987     
       10.40               5.016308              37232              651.448249     
       10.50               5.016308              37073              644.336374     
       10.60               5.016308              37178              628.856117     
       10.70               5.016308              37124              577.670745     
       10.80               5.016308              37017              529.916119     
       10.90               5.016308              36962              531.706892     
       11.00               5.016308              36768              591.906384     
