        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              44165             13990.446074         4327.422805          9663.023269     
        0.10               5.016308              44331             12613.802736         3868.954951          8744.847784     
        0.20               5.016308              44836             9756.876221          2929.613211          6827.263010     
        0.30               5.016308              45114             7761.247963          2285.665611          5475.582352     
        0.40               5.016308              45171             6153.248302          1854.577735          4298.670567     
        0.50               5.016308              45018             5334.434620          1501.916208          3832.518411     
        0.60               5.016308              44853             4332.284579          1234.350428          3097.934151     
        0.70               5.016308              44735             3678.467053          1033.142211          2645.324842     
        0.80               5.016308              44418             3355.170861           818.611701          2536.559160     
        0.90               5.016308              44055             2992.737834           609.986672          2382.751162     
        1.00               5.016308              43757             2486.791017           544.781426          1942.009591     
        1.10               5.016308              43540             2277.922809           486.154829          1791.767980     
        1.20               5.016308              43273             2418.919501           551.444757          1867.474744     
        1.30               5.016308              43087             2416.170374           653.269737          1762.900637     
        1.40               5.016308              42835             2438.055357           520.051985          1918.003372     
        1.50               5.016308              42541             2457.082261           458.797565          1998.284696     
        1.60               5.016308              42297             2394.702799           439.475035          1955.227764     
        1.70               5.016308              42221             2734.792154           357.916068          2376.876086     
        1.80               5.016308              41906             2677.179600           478.595276          2198.584324     
        1.90               5.016308              41824             2531.076836           517.425960          2013.650876     
        2.00               5.016308              41603             2326.592494           563.707411          1762.885083     
        2.10               5.016308              41513             2483.250809           636.132592          1847.118217     
        2.20               5.016308              41327             2680.489825           535.749018          2144.740807     
        2.30               5.016308              41385             2762.214139           523.925123          2238.289016     
        2.40               5.016308              41388             2820.520730           633.626982          2186.893748     
        2.50               5.016308              41254             2638.776803           654.787090          1983.989713     
        2.60               5.016308              41205             2745.014489           765.883436          1979.131053     
        2.70               5.016308              41383             3039.061728           820.170892          2218.890836     
        2.80               5.016308              41448             3102.793266           841.573355          2261.219910     
        2.90               5.016308              41439             2923.360456           760.747184          2162.613273     
        3.00               5.016308              41412             2684.709913           771.364823          1913.345090     
        3.10               5.016308              41386             2793.499272           842.963326          1950.535946     
        3.20               5.016308              41415             2739.945057           654.631844          2085.313213     
        3.30               5.016308              41136             2754.006655           682.008369          2071.998287     
        3.40               5.016308              41097             2345.279579           499.553338          1845.726240     
        3.50               5.016308              41460             2623.933479           620.528576          2003.404903     
        3.60               5.016308              41786             2435.698025           601.731279          1833.966745     
        3.70               5.016308              41933             2139.873776           493.134573          1646.739203     
        3.80               5.016308              42012             2227.404632           569.287834          1658.116798     
        3.90               5.016308              41830             2541.210560           783.914364          1757.296196     
        4.00               5.016308              41738             2392.218228           761.372295          1630.845933     
        4.10               5.016308              41677             2355.599758           743.744900          1611.854858     
        4.20               5.016308              41545             2600.033736           729.428074          1870.605662     
        4.30               5.016308              41440             2088.643116           666.389014          1422.254102     
        4.40               5.016308              41302             2056.175031           714.326516          1341.848515     
        4.50               5.016308              41209             1952.470696           727.311626          1225.159070     
        4.60               5.016308              41269             2425.796427           672.240622          1753.555806     
        4.70               5.016308              41147             2548.445572           828.405144          1720.040428     
        4.80               5.016308              41004             2271.238718           772.553517          1498.685201     
        4.90               5.016308              41065             2356.159966           739.778469          1616.381497     
        5.00               5.016308              41187             2161.593342           645.980839          1515.612503     
        5.10               5.016308              41045             2757.514485           728.248966          2029.265519     
        5.20               5.016308              40654             2616.239446           726.296394          1889.943051     
        5.30               5.016308              40598             2610.580065           670.819729          1939.760336     
        5.40               5.016308              40470             2862.968793           722.935455          2140.033338     
        5.50               5.016308              40595             2404.485946           692.230828          1712.255119     
        5.60               5.016308              40743             2652.190829           769.208013          1882.982816     
        5.70               5.016308              40926             2779.345266           825.891288          1953.453978     
        5.80               5.016308              41069             3057.708825           784.480288          2273.228537     
        5.90               5.016308              41165             3158.536147           820.165250          2338.370897     
        6.00               5.016308              41371             3536.675373          1046.691202          2489.984171     
        6.10               5.016308              41338             3265.274872           864.853425          2400.421447     
        6.20               5.016308              41317             3188.793192           871.292073          2317.501119     
        6.30               5.016308              41233             2924.812972           679.796322          2245.016650     
        6.40               5.016308              41253             2732.650357           650.663806          2081.986550     
        6.50               5.016308              41151             2808.528925           689.718566          2118.810359     
        6.60               5.016308              41260             2740.141137           634.232822          2105.908315     
        6.70               5.016308              41203             2905.087758           616.014332          2289.073426     
        6.80               5.016308              41010             2789.646248           679.967121          2109.679127     
        6.90               5.016308              40895             2603.208710           785.945370          1817.263341     
        7.00               5.016308              40938             2606.276486           749.825096          1856.451390     
        7.10               5.016308              40994             2509.350591           680.010056          1829.340535     
        7.20               5.016308              41065             2375.615314           674.204531          1701.410783     
        7.30               5.016308              41209             2453.232968           818.928228          1634.304740     
        7.40               5.016308              41356             2193.461938           829.476344          1363.985594     
        7.50               5.016308              41334             2104.375409           782.871620          1321.503789     
        7.60               5.016308              41229             2175.343132           789.153307          1386.189825     
        7.70               5.016308              41233             2438.814817           799.941875          1638.872942     
        7.80               5.016308              41190             2223.923982           756.008702          1467.915280     
        7.90               5.016308              41060             2561.698354           775.899166          1785.799189     
        8.00               5.016308              40892             2582.637480           722.016725          1860.620754     
        8.10               5.016308              40679             2765.873704           579.090980          2186.782724     
        8.20               5.016308              40461             2944.339393           580.988439          2363.350954     
        8.30               5.016308              40447             3099.329512           485.102973          2614.226539     
        8.40               5.016308              40431             3113.245100           647.522036          2465.723064     
        8.50               5.016308              40496             3099.052652           679.509312          2419.543341     
        8.60               5.016308              40647             2902.808900           609.795771          2293.013129     
        8.70               5.016308              40710             2895.877236           735.700854          2160.176382     
        8.80               5.016308              40615             2424.249234           644.825410          1779.423824     
        8.90               5.016308              40674             2413.389501           700.204187          1713.185314     
        9.00               5.016308              40937             2575.955409           758.104433          1817.850976     
        9.10               5.016308              41087             2231.981407           781.667628          1450.313779     
        9.20               5.016308              41121             1946.115857           745.140177          1200.975679     
        9.30               5.016308              41095             2212.210578           765.986208          1446.224370     
        9.40               5.016308              41279             2197.775186           670.709630          1527.065556     
        9.50               5.016308              41329             2157.136045           635.498623          1521.637422     
        9.60               5.016308              41368             2213.253771           616.514747          1596.739024     
        9.70               5.016308              41225             2097.630508           690.115518          1407.514990     
        9.80               5.016308              41202             2181.474191           668.344775          1513.129416     
        9.90               5.016308              41015             2179.527071           656.885610          1522.641460     
       10.00               5.016308              40947             2369.339269           592.790278          1776.548991     
       10.10               5.016308              40856             2516.180995           619.415163          1896.765832     
       10.20               5.016308              40923             2825.771535           564.317797          2261.453738     
       10.30               5.016308              40815             2722.922940           716.220890          2006.702050     
       10.40               5.016308              40845             2686.597788           744.282285          1942.315503     
       10.50               5.016308              40806             2887.004533           756.413602          2130.590931     
       10.60               5.016308              41113             2830.829305           772.498115          2058.331190     
       10.70               5.016308              41403             3204.977969           903.703000          2301.274969     
       10.80               5.016308              41499             3104.510458           866.621304          2237.889153     
       10.90               5.016308              41371             3127.517445           798.992451          2328.524994     
       11.00               5.016308              41444             3077.358635           820.899618          2256.459016     
       11.10               5.016308              41477             3212.552425           807.579531          2404.972894     
       11.20               5.016308              41356             2943.623348           728.174897          2215.448451     
       11.30               5.016308              41202             2619.530027           687.458662          1932.071365     
       11.40               5.016308              41182             2463.559488           654.804441          1808.755047     
       11.50               5.016308              41218             2376.341316           592.115444          1784.225872     
       11.60               5.016308              41343             2787.915904           680.671142          2107.244761     
       11.70               5.016308              41305             2596.719257           575.564955          2021.154303     
       11.80               5.016308              41149             2564.262955           604.890331          1959.372625     
       11.90               5.016308              41265             2691.898772           746.978318          1944.920454     
       12.00               5.016308              41224             2658.755373           732.915553          1925.839820     
       12.10               5.016308              40812             2373.246186           715.705686          1657.540500     
