        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              42321             10646.426366         3224.689807          7421.736560     
        0.10               5.016308              42458             9279.075680          2830.509829          6448.565851     
        0.20               5.016308              42902             7409.258458          2225.703923          5183.554535     
        0.30               5.016308              43222             5907.621720          1700.459987          4207.161733     
        0.40               5.016308              43470             4559.530686          1319.704335          3239.826351     
        0.50               5.016308              43620             3396.285053           991.141143          2405.143909     
        0.60               5.016308              43635             2866.430989           856.699865          2009.731124     
        0.70               5.016308              43613             2534.428655           693.696087          1840.732568     
        0.80               5.016308              43573             2336.489860           550.449897          1786.039963     
        0.90               5.016308              43374             2202.891712           515.900833          1686.990880     
        1.00               5.016308              43143             1755.930522           488.594258          1267.336264     
        1.10               5.016308              42843             1257.398747           259.237941           998.160805     
        1.20               5.016308              42675             1256.418924           281.396384           975.022541     
        1.30               5.016308              42238             1382.194908           265.721894          1116.473014     
        1.40               5.016308              41907             1588.760151           220.808746          1367.951405     
        1.50               5.016308              41569             1507.179524           220.666021          1286.513502     
        1.60               5.016308              41335             1888.486843           321.043050          1567.443793     
        1.70               5.016308              41232             1806.229491           303.525810          1502.703680     
        1.80               5.016308              41125             1828.504762           359.184351          1469.320411     
        1.90               5.016308              40971             1823.267238           424.885109          1398.382129     
        2.00               5.016308              40960             1799.522823           447.680932          1351.841891     
        2.10               5.016308              40793             1584.562873           427.131468          1157.431405     
        2.20               5.016308              40743             1793.477699           516.880980          1276.596719     
        2.30               5.016308              40567             1658.476854           435.341729          1223.135126     
        2.40               5.016308              40443             1750.752001           483.719807          1267.032194     
        2.50               5.016308              40434             1717.874050           470.217243          1247.656808     
        2.60               5.016308              40310             1650.008767           419.383477          1230.625290     
        2.70               5.016308              40215             1708.144872           398.790409          1309.354462     
        2.80               5.016308              40230             1383.454187           281.146984          1102.307203     
        2.90               5.016308              40315             1378.732219           305.506360          1073.225859     
        3.00               5.016308              40221             1531.940997           336.591342          1195.349654     
        3.10               5.016308              40193             1476.126082           398.713656          1077.412426     
        3.20               5.016308              40106             1646.657226           384.612315          1262.044911     
        3.30               5.016308              40014             1728.181621           317.505700          1410.675921     
        3.40               5.016308              39935             1653.233563           302.616877          1350.616686     
        3.50               5.016308              39860             1570.383550           289.983825          1280.399725     
        3.60               5.016308              39543             1619.649178           329.947599          1289.701580     
        3.70               5.016308              39430             1921.683494           411.015987          1510.667508     
        3.80               5.016308              39464             1782.937649           333.337164          1449.600484     
        3.90               5.016308              39591             1747.373573           322.421208          1424.952365     
        4.00               5.016308              39558             1919.016344           387.889963          1531.126380     
        4.10               5.016308              39590             1700.271289           273.127337          1427.143951     
        4.20               5.016308              39794             1814.264018           315.312802          1498.951216     
        4.30               5.016308              39992             1677.927057           352.630109          1325.296948     
        4.40               5.016308              40065             1792.636661           389.491284          1403.145377     
        4.50               5.016308              40033             1597.848041           512.588368          1085.259673     
        4.60               5.016308              40103             1568.181598           513.400827          1054.780771     
