        tauB               sizeBin             clust_size          interface_id       press_align_bub1     press_align_bub2     press_align_bub3     press_align_bub4     press_align_bub5  
        0.00               5.016308              28427                  1               4348.421946            0.000000             0.000000             0.000000             0.000000      
        0.10               5.016308              28309                  1               3540.316801            0.000000             0.000000             0.000000             0.000000      
        0.20               5.016308              28653                  1               2733.511367            0.000000             0.000000             0.000000             0.000000      
        0.30               5.016308              29098                  1               2049.895314            0.000000             0.000000             0.000000             0.000000      
        0.40               5.016308              29507                  1               1605.818210            0.000000             0.000000             0.000000             0.000000      
        0.50               5.016308              29970                  1               1296.054740            0.000000             0.000000             0.000000             0.000000      
        0.60               5.016308              30336                  1               1023.227514            0.000000             0.000000             0.000000             0.000000      
        0.70               5.016308              30678                  1                680.905062            0.000000             0.000000             0.000000             0.000000      
        0.80               5.016308              31018                  2                615.111530           -7.415926             0.000000             0.000000             0.000000      
        0.90               5.016308              31310                  1                512.936333            0.000000             0.000000             0.000000             0.000000      
        1.00               5.016308              31554                  1                471.919433            0.000000             0.000000             0.000000             0.000000      
        1.10               5.016308              31847                  1                444.691525            0.000000             0.000000             0.000000             0.000000      
        1.20               5.016308              32071                  1                429.016995           -43.058326            0.000000             0.000000             0.000000      
        1.30               5.016308              32299                  2                425.813913           -5.489827             0.000000             0.000000             0.000000      
        1.40               5.016308              32548                  2                95.421150             0.000000             0.000000             0.000000             0.000000      
        1.50               5.016308              32806                  2                454.308223            0.000000             0.000000             0.000000             0.000000      
        1.60               5.016308              33073                  1                408.476225           -21.661031            0.000000             0.000000             0.000000      
        1.70               5.016308              33303                  3                369.428562            0.000000             0.000000             0.000000             0.000000      
        1.80               5.016308              33524                  2                397.008810            0.000000             0.000000             0.000000             0.000000      
        1.90               5.016308              33650                  2                387.451187            0.000000             0.000000             0.000000             0.000000      
        2.00               5.016308              33817                  2                397.447890            0.000000             0.000000             0.000000             0.000000      
        2.10               5.016308              33831                  2                383.795854            0.000000             0.000000             0.000000             0.000000      
        2.20               5.016308              33920                  2                135.219267           -2.039119             0.000000             0.000000             0.000000      
        2.30               5.016308              33993                  4                357.501261            3.105099            -5.396464             9.258310            -2.878842      
        2.40               5.016308              34051                  3                365.537618           11.505019            -41.752597           22.155087            35.210951      
        2.50               5.016308              34096                  4                316.141890           30.843284            28.041600            14.788614            -5.151831      
        2.60               5.016308              34176                  4                353.059568           47.253781            -9.361388            39.839894             6.115345      
        2.70               5.016308              34158                  4                357.689996            0.000000             0.000000             0.000000             0.000000      
        2.80               5.016308              34274                  2                382.700811            0.000000             0.000000             0.000000             0.000000      
        2.90               5.016308              34293                  1                41.280808            -92.887211           -13.660686            0.000000             0.000000      
        3.00               5.016308              34389                  2                365.539122            3.719175             0.000000             0.000000             0.000000      
        3.10               5.016308              34327                  5                349.546855           -26.885886           23.059678             0.000000             0.000000      
        3.20               5.016308              34403                  2                328.278746           11.079913            -30.234480            0.332227             0.000000      
        3.30               5.016308              34343                  2                398.107013           -10.416321            1.848516            19.934784             0.958003      
        3.40               5.016308              34453                  2               1430.731228           24.369257            16.563884            57.940953            -0.195002      
        3.50               5.016308              34420                  4                148.493799           19.009962            21.145428            29.801068               nan         
        3.60               5.016308              34588                  2                387.083353           -11.261746            0.000000             0.000000             0.000000      
        3.70               5.016308              34593                  3                379.865497           15.909310            -35.777227            0.000000             0.000000      
        3.80               5.016308              34611                  1                380.824748            0.000000             0.000000             0.000000             0.000000      
        3.90               5.016308              34654                  3                424.859360           42.198837            -17.078007           -17.776558           -14.172145     
        4.00               5.016308              34668                  1                383.006530           26.015253             0.000000             0.000000             0.000000      
        4.10               5.016308              34654                  3                221.983486           56.470058            -18.243919           -47.020350            0.000000      
        4.20               5.016308              34692                  2               -423.283798           35.630742            -1.086859             0.000000             0.000000      
        4.30               5.016308              34597                  4                362.722525           -39.356225            0.000000             0.000000             0.000000      
        4.40               5.016308              34728                  6                365.747303           29.941008            -36.299144            2.762630               nan         
        4.50               5.016308              34841                  4                367.111480            4.449666             0.000000             0.000000             0.000000      
        4.60               5.016308              34849                  2                402.202592           -4.087215            -18.439289           19.425226             0.000000      
        4.70               5.016308              34973                  2                391.701263          -117.825739           116.562044           -21.082770           -0.352978      
        4.80               5.016308              34876                  4                376.321696           -29.979359           64.753089             9.084101               nan         
        4.90               5.016308              34854                  2                388.595995            3.135856            -10.042905           -22.108807           -37.044350     
        5.00               5.016308              34868                  4                383.770937           -29.311762           -25.347109            6.027110             0.000000      
        5.10               5.016308              35032                  2                184.439890           16.246968             0.000000             0.000000             0.000000      
        5.20               5.016308              35125                  3                89.031794            -37.886576            1.124810            -31.190321            0.000000      
        5.30               5.016308              35070                  5                349.522678           -9.300583            -2.813415             0.000000             0.000000      
        5.40               5.016308              35073                  5                385.977438           10.696843            47.628393            -14.418117              nan         
        5.50               5.016308              35231                  4                374.481110           -19.916205           39.102373            -0.154832            -0.309980      
        5.60               5.016308              35229                  4                363.807117            7.713526            12.714113            -1.162975             0.000000      
        5.70               5.016308              35230                  2                74.593476            36.263416            -33.832068           -15.346737            0.000000      
        5.80               5.016308              35360                  1                326.547616           -39.111601            0.000000             0.000000             0.000000      
        5.90               5.016308              35289                  3               -111.968589           109.367115           -46.866886            0.000000             0.000000      
        6.00               5.016308              35023                  3                375.137319           26.207420             0.000000             0.000000             0.000000      
        6.10               5.016308              34959                  1                397.370607           -21.927685           34.887241            29.956677             0.000000      
        6.20               5.016308              35031                  2               -168.515681           -0.180748             0.000000             0.000000             0.000000      
        6.30               5.016308              34951                  2                73.445224            51.266304            27.424002             0.000000             0.000000      
        6.40               5.016308              35050                  7                409.958558           22.832334             0.187479             3.748610            -21.749366     
        6.50               5.016308              34968                  5                387.161616           34.908977            13.672967             0.000000             0.000000      
        6.60               5.016308              35130                  2                412.816511           -1.369833            13.804380             0.000000             0.000000      
        6.70               5.016308              35181                  3                122.377470           37.552887            -18.482643            0.000000             0.000000      
        6.80               5.016308              35295                  2                396.875017            0.000000             0.000000             0.000000             0.000000      
        6.90               5.016308              35340                  5                403.888568           35.251962             0.000000             0.000000             0.000000      
        7.00               5.016308              35350                  1                402.737171            0.000000             0.000000             0.000000             0.000000      
        7.10               5.016308              35362                  1                140.404849            0.000000             0.000000             0.000000             0.000000      
        7.20               5.016308              35374                  5                386.005710            7.040891            -11.753052           10.910367             0.000000      
        7.30               5.016308              35381                  4               -190.178354           -20.464201            0.000000             0.000000             0.000000      
        7.40               5.016308              35360                  3                359.198428           -67.825548           -20.530498           -49.763550              nan         
        7.50               5.016308              35516                  4                342.127693           -12.216885           -56.921565           15.631391             4.348629      
        7.60               5.016308              35425                  4                384.118391           54.110130            -5.842316            -5.771037               nan         
        7.70               5.016308              35479                  3                377.263290           -19.393347           -68.527251           -16.508934            0.000000      
        7.80               5.016308              35449                  4                370.797259           80.498365            -18.656024            0.000000             0.000000      
        7.90               5.016308              35479                  3                418.111452           12.923660            -8.169242             0.000000             0.000000      
        8.00               5.016308              35397                  4                129.199325            0.605599            -29.070913           -12.279655            0.000000      
        8.10               5.016308              35337                  2                390.544520           -6.300717            27.816964             0.000000             0.000000      
        8.20               5.016308              35343                  1                413.632910           19.574841             0.000000             0.000000             0.000000      
        8.30               5.016308              35399                  5                371.104529           13.126515            -35.033791            4.479673             0.000000      
        8.40               5.016308              35473                  4                380.994527            3.386127             0.000000             0.000000             0.000000      
        8.50               5.016308              35572                  1                385.214236           -23.052537            0.000000             0.000000             0.000000      
        8.60               5.016308              35652                  1                381.463224            0.000000             0.000000             0.000000             0.000000      
        8.70               5.016308              35750                  3                161.971602           17.540252            48.165507             0.000000             0.000000      
        8.80               5.016308              35828                  2                362.717140           -44.560820            0.000000             0.000000             0.000000      
        8.90               5.016308              35839                  2                152.348103            0.000000             0.000000             0.000000             0.000000      
        9.00               5.016308              35982                  2                356.709884           -16.286345           -42.752525            1.945496             0.000000      
        9.10               5.016308              36063                  3                338.055251           21.069788             0.000000             0.000000             0.000000      
        9.20               5.016308              36091                  4                266.216321           40.601314            -5.538274             0.000000             0.000000      
        9.30               5.016308              36184                  7                375.051322            7.494979            20.511765             0.000000             0.000000      
        9.40               5.016308              36156                  2                 9.258238             0.000000             0.000000             0.000000             0.000000      
        9.50               5.016308              36146                  1                349.060445            0.000000             0.000000             0.000000             0.000000      
        9.60               5.016308              36083                  3                300.821560           13.240249            18.162702             5.360820             0.000000      
        9.70               5.016308              36069                  4                311.733044           30.483995             3.188222            -7.339231               nan         
        9.80               5.016308              36041                  4                361.773880           -40.355834           17.214377            -14.360331            1.882966      
        9.90               5.016308              35982                  8                320.103603           49.622515            -29.992105           58.990070               nan         
       10.00               5.016308              35943                  4                255.415422           73.397167            -19.503383           -5.484345             0.000000      
       10.10               5.016308              35945                  3                373.777997           13.878594             4.252417             0.000000             0.000000      
       10.20               5.016308              36019                  2                393.319097            0.000000             0.000000             0.000000             0.000000      
       10.30               5.016308              35985                  1                388.127755            0.000000             0.000000             0.000000             0.000000      
       10.40               5.016308              36156                  1                365.559813           -5.255149             0.000000             0.000000             0.000000      
       10.50               5.016308              36029                  2                350.396071           25.456712            -39.355680           -7.644118             0.000000      
       10.60               5.016308              36059                  1                324.095294            0.000000             0.000000             0.000000             0.000000      
       10.70               5.016308              35932                  1                378.158193            0.000000             0.000000             0.000000             0.000000      
       10.80               5.016308              35962                  3                465.706527            0.000000             0.000000             0.000000             0.000000      
       10.90               5.016308              36064                  3                331.103360            0.000000             0.000000             0.000000             0.000000      
       11.00               5.016308              36042                  1                360.257567            0.000000             0.000000             0.000000             0.000000      
       11.10               5.016308              36163                  2                331.296904           -19.594950            0.000000             0.000000             0.000000      
       11.20               5.016308              36181                  1                333.770909           -8.950649             0.000000             0.000000             0.000000      
       11.30               5.016308              36314                  1                 8.960898            48.776269            -38.952390           16.437391               nan         
       11.40               5.016308              36311                  3                326.707421           -35.479142            0.000000             0.000000             0.000000      
       11.50               5.016308              36322                  1                335.197845            0.000000             0.000000             0.000000             0.000000      
       11.60               5.016308              36212                  3                376.678561            7.167985            -1.090004             0.000000             0.000000      
       11.70               5.016308              36181                  4                275.683700           -23.414183            9.645920            -22.266651              nan         
       11.80               5.016308              36150                  3                368.324401           107.407865           -6.815255             0.000000             0.000000      
       11.90               5.016308              36183                  3                478.773672           -24.993376           -27.085642           -10.438236           -6.727990      
       12.00               5.016308              36195                  4               -103.707863            0.000000             0.000000             0.000000             0.000000      
