        tauB               sizeBin             clust_size          interface_id       press_align_bub1     press_align_bub2     press_align_bub3     press_align_bub4     press_align_bub5  
        0.00               5.016308              44552                  1               16143.850681           0.000000             0.000000             0.000000             0.000000      
        0.10               5.016308              44821                  1               14076.022424           0.000000             0.000000             0.000000             0.000000      
        0.20               5.016308              45249                  1               10625.650260           0.000000             0.000000             0.000000             0.000000      
        0.30               5.016308              45585                  1               8135.674666            0.000000             0.000000             0.000000             0.000000      
        0.40               5.016308              45829                  1               6351.339210            0.000000             0.000000             0.000000             0.000000      
        0.50               5.016308              45790                  1               5029.177670            0.000000             0.000000             0.000000             0.000000      
        0.60               5.016308              45719                  2               3641.493599            0.000000             0.000000             0.000000             0.000000      
        0.70               5.016308              45502                  3               3134.782211            0.000000             0.000000             0.000000             0.000000      
        0.80               5.016308              45256                  1               2642.077224            0.000000             0.000000             0.000000             0.000000      
        0.90               5.016308              44900                  2               2257.925099            0.000000             0.000000             0.000000             0.000000      
        1.00               5.016308              44727                  4               2132.889783            0.000000             0.000000             0.000000             0.000000      
        1.10               5.016308              44342                  1               1973.801272            0.000000             0.000000             0.000000             0.000000      
        1.20               5.016308              43932                  1               2128.441082            0.000000             0.000000             0.000000             0.000000      
        1.30               5.016308              43725                  3               2104.032350            0.000000             0.000000             0.000000             0.000000      
        1.40               5.016308              43646                  3               2075.548662            0.000000             0.000000             0.000000             0.000000      
        1.50               5.016308              43397                  1               2039.841041            0.000000             0.000000             0.000000             0.000000      
        1.60               5.016308              43142                  1               2013.617282            0.000000             0.000000             0.000000             0.000000      
        1.70               5.016308              42949                  3               2067.709672            0.000000             0.000000             0.000000             0.000000      
        1.80               5.016308              42808                  1                685.962965            0.000000             0.000000             0.000000             0.000000      
        1.90               5.016308              42785                  2               2205.648324            0.000000             0.000000             0.000000             0.000000      
        2.00               5.016308              42740                  1               2358.058169            0.000000             0.000000             0.000000             0.000000      
        2.10               5.016308              42828                  1               2348.394603            0.000000             0.000000             0.000000             0.000000      
        2.20               5.016308              42860                  1               2348.400664            0.000000             0.000000             0.000000             0.000000      
        2.30               5.016308              42919                  1               2274.715123            0.000000             0.000000             0.000000             0.000000      
        2.40               5.016308              42959                  1               2437.559421            0.000000             0.000000             0.000000             0.000000      
        2.50               5.016308              42849                  2               2368.422266            0.000000             0.000000             0.000000             0.000000      
        2.60               5.016308              42652                  1               2306.632544            0.000000             0.000000             0.000000             0.000000      
        2.70               5.016308              42541                  1               2398.191997            0.000000             0.000000             0.000000             0.000000      
        2.80               5.016308              42654                  1               2507.194415            0.000000             0.000000             0.000000             0.000000      
        2.90               5.016308              42859                  2               2420.673585            0.000000             0.000000             0.000000             0.000000      
        3.00               5.016308              43097                  1               2293.264758            0.000000             0.000000             0.000000             0.000000      
        3.10               5.016308              43213                  1               2198.448061            0.000000             0.000000             0.000000             0.000000      
        3.20               5.016308              43172                  2               2314.207759            0.000000             0.000000             0.000000             0.000000      
        3.30               5.016308              43166                  1               2348.241220            0.000000             0.000000             0.000000             0.000000      
        3.40               5.016308              43232                  3               2284.209911            0.000000             0.000000             0.000000             0.000000      
