        tauB              sizeBin_x            sizeBin_y            clust_size               r                  all_XX               all_YY               all_XY               all_YX             all_press           all_num_dens             A_XX                 A_YY                 A_XY                 A_YX               A_press             A_num_dens              B_XX                 B_YY                 B_XY                 B_YX               B_press             B_num_dens     
    0.000000000          5.016308000          5.016308000             30433             33.501767658      4095427.397848986    4174866.410826629     -33636.272195925     -33636.272195925      6757.276668497        1.975636581       1433321.111986935    1469250.635592777     -11124.043710790     -11124.043710790      2371.557867507        0.689593579       2662106.285862051    2705615.775233851     -22512.228485135     -22512.228485135      4385.718800990        1.286043002     
    0.000000000          5.016308000          5.016308000             30433             36.547382900      4366452.380619735    4382522.522220212     -49774.226480681     -49774.226480681      6526.786279695        1.973931425       1546771.279803969    1544756.098698885     -26907.983321851     -26907.983321851      2306.297446432        0.689309386       2819681.100815766    2837766.423521327     -22866.243158829     -22866.243158829      4220.488833264        1.284622038     
    0.000000000          5.016308000          5.016308000             30433             39.592998141      4418878.079247277    4482118.570176294     -35145.393487142     -35145.393487142      6108.979757749        1.995834156       1618751.266013935    1634037.941138927     -7415.762915669      -7415.762915669       2232.471733826        0.723386933       2800126.813233342    2848080.629037366     -27729.630571474     -27729.630571474      3876.508023923        1.272447223     
    0.000000000          5.016308000          5.016308000             30433             42.638613383      4113377.967693609    4155140.664949287     -15241.026074744     -15241.026074744      5254.531530743        1.982717716       1434045.117603680    1438899.791273418     -4866.806486160      -4866.806486160       1825.717553588        0.707931902       2679332.850089929    2716240.873675869     -10374.219588584     -10374.219588584      3428.813977155        1.274785813     
    0.000000000          5.016308000          5.016308000             30433             45.684228625      3856580.633857138    3782394.185578223     -18855.840665420     -18855.840665420      4519.674281887        1.964310522       1274837.011882206    1234703.120741611     -7013.552567946      -7013.552567946       1484.794002452        0.647275817       2581743.621974931    2547691.064836612     -11842.288097474     -11842.288097474      3034.880279434        1.317034705     
    0.000000000          5.016308000          5.016308000             30433             48.729843866      3884819.869093568    3811389.829753721     -6829.283042940      -6829.283042940       4259.761222891        1.936101710       1280310.036195145    1235984.134469887     -3325.422425433      -3325.422425433       1392.739121336        0.628762591       2604509.832898423    2575405.695283834     -3503.860617508      -3503.860617508       2867.022101556        1.307339119     
    0.000000000          5.016308000          5.016308000             30433             51.775459108      4042822.131263811    4015447.082365791      2273.880463897       2273.880463897       4189.844351778        1.940428981       1362335.057825180    1357622.679229662     -2599.806299096      -2599.806299096       1414.224228498        0.674886607       2680487.073438630    2657824.403136129      4873.686762992       4873.686762992       2775.620123280        1.265542374     
    0.000000000          5.016308000          5.016308000             30433             54.821074350      4091385.791268809    3983088.410906092       62.752979684         62.752979684        3958.368884997        1.864844058       1468575.529877600    1438258.042953743     -3369.263641974      -3369.263641974       1425.024005335        0.673579321       2622810.261391209    2544830.367952349      3432.016621658       3432.016621658       2533.344879662        1.191264737     
    0.000000000          5.016308000          5.016308000             30433             57.866689591      3878703.426938900    3803889.606441036     -17194.668318857     -17194.668318857      3562.674630752        1.785373411       1360175.611306901    1347525.051717753     -4788.392693319      -4788.392693319       1255.651108671        0.599143493       2518527.815631999    2456364.554723283     -12406.275625538     -12406.275625538      2307.023522082        1.186229918     
    0.000000000          5.016308000          5.016308000             30433             60.912304833      3517693.031184664    3496998.781704355     12181.100243787      12181.100243787       3086.128785780        1.521354555       1321484.676099880    1290210.214865286     -2114.841646633      -2114.841646633       1149.020797731        0.544660769       2196208.355084784    2206788.566839069     14295.941890420      14295.941890420       1937.107988049        0.976693786     
    0.000000000          5.016308000          5.016308000             30433             63.957920074      2973123.544271117    2910362.127920265     28863.162426402      28863.162426402       2462.186244215        1.264680029        933954.793793181     928945.714115958      3484.154184248       3484.154184248       779.607236335         0.422675986       2039168.750477936    1981416.413804307     25379.008242154      25379.008242154       1682.579007880        0.842004043     
    0.000000000          5.016308000          5.016308000             30433             67.003535316      2771120.081833950    2724353.594975909      4869.816531338       4869.816531338       2192.838934232        1.073380946        955706.223069197     927345.736917342      1041.830093918       1041.830093918       751.387395497         0.380671161       1815413.858764753    1797007.858058568      3827.986437420       3827.986437420       1441.451538735        0.692709785     
    0.000000000          5.016308000          5.016308000             30433             70.049150558      2337454.880807116    2264340.721108891      7100.208095395       7100.208095395       1754.627243108        0.870870627        773939.687535433     739917.891900723      3348.111628864       3348.111628864       577.221584974         0.290544404       1563515.193271683    1524422.829208168      3752.096466531       3752.096466531       1177.405658134        0.580326224     
    0.000000000          5.016308000          5.016308000             30433             73.094765799      1917939.103370044    1882288.757557970     16202.089938410      16202.089938410       1387.336578020        0.698007497        622310.828720160     615158.605606181      5534.819030854       5534.819030854       451.758861113         0.253356278       1295628.274649884    1267130.151951789     10667.270907556      10667.270907556       935.577716907         0.444651219     
    0.000000000          5.016308000          5.016308000             30433             76.140381041      1529763.278076049    1462678.763616708     17656.490433975      17656.490433975       1047.851464770        0.626797143        484600.235291831     465799.149140772      4116.702315766       4116.702315766       332.797552373         0.248617861       1045163.042784218     996879.614475936     13539.788118208      13539.788118208       715.053912397         0.378179282     
    0.000000000          5.016308000          5.016308000             30433             79.185996283      1070098.440223876    1044094.297936273     -4306.165874294      -4306.165874294       711.286322927         0.575302143        380448.011377751     374805.692399094      6173.437468070       6173.437468070       254.093025740         0.298753393        689650.428846125     669288.605537179     -10479.603342364     -10479.603342364      457.193297187         0.276548749     
    0.000000000          5.016308000          5.016308000             30433             82.231611524       693537.662316513     681298.571130868      2069.748267454       2069.748267454       445.087253388         0.546470383        228511.365013014     233074.676435626      3791.692377740       3791.692377740       149.433116754         0.317911088        465026.297303499     448223.894695242     -1721.944110286      -1721.944110286       295.654136634         0.228559295     
    0.000000000          5.016308000          5.016308000             30433             85.277226766       457034.573131246     443565.513178294      869.303951240        869.303951240        280.956673310         0.509752565        187630.439389356     177254.217594865      1191.665557880       1191.665557880       113.831633959         0.328188310        269404.133741889     266311.295583428      -322.361606640       -322.361606640       167.125039351         0.181564255     
    0.000000000          5.016308000          5.016308000             30433             88.322842008       409070.175327724     396762.378775961     -1429.052714193      -1429.052714193       242.571631723         0.523774619        159451.722164417     155229.668615597     -1740.921380012      -1740.921380012        94.725359562         0.320887209        249618.453163307     241532.710160363      311.868665819        311.868665819        147.846272161         0.202887410     
    0.000000000          5.016308000          5.016308000             30433             91.368457249       234165.211459599     223260.551817917     -2552.747321330      -2552.747321330       133.026653853         0.514744022        106802.733454106     100827.868379664     -2147.079207391      -2147.079207391        60.382266188         0.339091260        127362.478005493     122432.683438254      -405.668113939       -405.668113939        72.644387665         0.175652762     
    0.000000000          5.016308000          5.016308000             30433             94.414072491       119488.664948975     114518.854087747      3462.593957422       3462.593957422        65.821842410         0.496742046        72893.515308628      70302.934653623       1849.561047613       1849.561047613        40.278424394         0.345412929        46595.149640347      44215.919434124       1613.032909808       1613.032909808        25.543418016         0.151329117     
    0.000000000          5.016308000          5.016308000             30433             97.459687733       108993.031741375     108580.243071348      -272.435589325       -272.435589325        59.256371764         0.492411213        54266.469666704      51680.195077347      -2710.240480672      -2710.240480672        28.854715537         0.345886195        54726.562074671      56900.047994002       2437.804891348       2437.804891348        30.401656227         0.146525018     
    0.000000000          5.016308000          5.016308000             30433            100.505302974       84331.581553589      77889.270664559       476.815648451        476.815648451         42.821648195         0.501017515        61890.522816329      56317.684777111       575.093985040        575.093985040         31.203573463         0.359000959        22441.058737260      21571.585887449       -98.278336589        -98.278336589         11.618074733         0.142016556     
    0.000000000          5.016308000          5.016308000             30433            103.550918216       73294.418876085      69572.971058214      -1641.220633053      -1641.220633053        36.587131820         0.458916064        49177.342756531      50196.080015476      -1394.156101475      -1394.156101475        25.448694206         0.326772822        24117.076119554      19376.891042738       -247.064531579       -247.064531579        11.138437615         0.132143242     
    0.000000000          5.016308000          5.016308000             30433            106.596533457       73620.806534745      73929.082921970       -427.363031920       -427.363031920        36.691025892         0.466502312        54400.405847672      51362.198580124       -972.731206189       -972.731206189        26.299839816         0.330729251        19220.400687073      22566.884341846       545.368174269        545.368174269         10.391186077         0.135773061     
    0.000000000          5.016308000          5.016308000             30433            109.642148699       80066.459058148      88176.221085779      -2116.703919303      -2116.703919303        40.658175544         0.464961267        56705.881822514      64144.510039760       -117.457427485       -117.457427485        29.205172212         0.327212867        23360.577235635      24031.711046018      -1999.246491818      -1999.246491818        11.453003333         0.137748400     
    0.000000000          5.016308000          5.016308000             30433            112.687763941       76654.852436158      78342.473019975        71.498505851         71.498505851         36.431025918         0.432008910        55305.297677225      56773.468185811       -955.831348769       -955.831348769        26.343321809         0.305555812        21349.554758934      21569.004834164       1027.329854620       1027.329854620        10.087704109         0.126453098     
    0.000000000          5.016308000          5.016308000             30433            115.733379182       79942.188475765      76650.681890731       1789.101385388       1789.101385388        35.824552873         0.449771888        61177.105660122      57788.865179811       1698.770832151       1698.770832151        27.216454379         0.327605973        18765.082815643      18861.816710920        90.330553238         90.330553238         8.608098494          0.122165915     
    0.000000000          5.016308000          5.016308000             30433            118.778994424       77828.398188479      81233.163088767      -2684.351138817      -2684.351138817        35.444150586         0.447448484        55681.384637741      58607.592526951      -2172.383922428      -2172.383922428        25.467345375         0.319096727        22147.013550738      22625.570561816       -511.967216389       -511.967216389        9.976805211          0.128351756     
    0.000000000          5.016308000          5.016308000             30433            121.824609666       92435.675410234      87726.434440224       431.211915192        431.211915192         39.129691604         0.460880513        65004.944284501      61765.747863971       563.133956874        563.133956874         27.533525736         0.321877908        27430.731125733      25960.686576253       -131.922041682       -131.922041682        11.596165868         0.139002605     
    0.000000000          5.016308000          5.016308000             30433            124.870224907       88456.203764926      88084.886665201      -3528.409579582      -3528.409579582        37.396490123         0.447806117        63960.882271284      61479.743322073      -1494.232380175      -1494.232380175        26.571939171         0.320708827        24495.321493642      26605.143343128      -2034.177199406      -2034.177199406        10.824550952         0.127097289     
    0.000000000          5.016308000          5.016308000             30433            127.915840149       87871.345070605      88685.983033544      -1876.308651932      -1876.308651932        36.498726604         0.452726670        60960.464327368      63559.103787841      -1634.174432413      -1634.174432413        25.741246327         0.316288496        26910.880743237      25126.879245703       -242.134219519       -242.134219519        10.757480278         0.136438175     
    0.300000000          5.016308000          5.016308000             29989             3.045615242        183203.114974695     182721.696886134       73.192185738         73.192185738        6278.586984585        1.956027285        56889.069838133      56711.349658267       -176.658196493       -176.658196493       1949.171229101        0.617692827        126314.045136562     126010.347227867      249.850382231        249.850382231        4329.415755483        1.338334458     
    0.300000000          5.016308000          5.016308000             29989             6.091230483        539410.148452992     512207.225150333     -3970.472483946      -3970.472483946       6014.597298547        1.887394749        179146.349794736     172980.966646051     -3167.858280843      -3167.858280843       2013.949236073        0.629131583        360263.798658256     339226.258504282      -802.614203102       -802.614203102       4000.648062474        1.258263166     
    0.300000000          5.016308000          5.016308000             29989             9.136845725        929733.015193532     907831.010313075      3630.258768652       3630.258768652       6305.833985521        1.990343553        290852.997176094     290696.575221941     -2651.089389490      -2651.089389490       1995.661107308        0.638282588        638880.018017438     617134.435091134      6281.348158143       6281.348158143       4310.172878212        1.352060965     
    0.300000000          5.016308000          5.016308000             29989             12.182460967      1281220.556026455    1238042.532257473      8391.678435392       8391.678435392       6175.121978282        1.965831933        501055.538053142     483070.485714167      7990.589727221       7990.589727221       2412.252323716        0.764762548        780165.017973313     754972.046543305      401.088708171        401.088708171        3762.869654566        1.201069386     
    0.300000000          5.016308000          5.016308000             29989             15.228076208      1627385.121797927    1585572.516112251     -1020.225409361      -1020.225409361       6125.373104449        1.936962692        543272.807246002     527234.107290349      210.996079650        210.996079650        2040.877907962        0.640570339       1084112.314551925    1058338.408821903     -1231.221489011      -1231.221489011       4084.495196487        1.296392353     
    0.300000000          5.016308000          5.016308000             29989             18.273691450      2015685.718076458    1948965.379572973      -332.635064495       -332.635064495       6184.183191657        1.952907624        678180.289954711     655545.466167802     -4889.423545679      -4889.423545679       2080.385940691        0.661368077       1337505.428121747    1293419.913405171      4556.788481184       4556.788481184       4103.797250967        1.291539547     
    0.300000000          5.016308000          5.016308000             29989             21.319306691      2399380.002630076    2322792.240021792      4684.352807193       4684.352807193       6232.589575503        1.958666998        833969.150220745     814383.148617111      1183.105091350       1183.105091350       2175.588442476        0.678406224       1565410.852409331    1508409.091404682      3501.247715843       3501.247715843       4057.001133027        1.280260774     
    0.300000000          5.016308000          5.016308000             29989             24.364921933      2712968.380907522    2645904.510595142     -13442.735950851     -13442.735950851      6129.883972162        1.940013026        954018.209317030     907970.639724615     -4513.117847830      -4513.117847830       2129.883621644        0.677174358       1758950.171590491    1737933.870870527     -8929.618103021      -8929.618103021       4000.000350518        1.262838668     
    0.300000000          5.016308000          5.016308000             29989             27.410537175      3165971.763752203    3067422.611354180      6675.546666014       6675.546666014       6291.377438394        1.978231929       1087112.893073140    1064985.562844494      3354.190360438       3354.190360438       2172.117285701        0.686325363       2078858.870679063    2002437.048509685      3321.356305576       3321.356305576       4119.260152692        1.291906566     
    0.300000000          5.016308000          5.016308000             29989             30.456152416      3431752.563749935    3324871.346870624     -10605.054196837     -10605.054196837      6101.634682996        1.927129375       1181144.420970581    1156507.664050253     -7332.509204271      -7332.509204271       2111.039363360        0.671876408       2250608.142779354    2168363.682820370     -3272.544992566      -3272.544992566       3990.595319636        1.255252967     
    0.300000000          5.016308000          5.016308000             29989             33.501767658      3819607.124772578    3736319.235300221      3371.081435856       3371.081435856       6173.599884474        1.967466041       1384877.780176822    1352446.114975891      7234.331882346       7234.331882346       2236.541448072        0.707568767       2434729.344595755    2383873.120324330     -3863.250446491      -3863.250446491       3937.058436402        1.259897274     
    0.300000000          5.016308000          5.016308000             29989             36.547382900      4156825.985305204    4033988.158992914     -14268.425260448     -14268.425260448      6110.395100023        1.933647110       1454151.836565267    1413571.937906350     -7373.875358352      -7373.875358352       2139.338653161        0.681849328       2702674.148739937    2620416.221086564     -6894.549902096      -6894.549902096       3971.056446863        1.251797782     
    0.300000000          5.016308000          5.016308000             29989             39.592998141      4348102.310884732    4259801.378521990     14014.727007999      14014.727007999       5907.822625531        1.953281984       1555650.522636470    1521225.300372771      3759.702744579       3759.702744579       2111.737916572        0.704169823       2792451.788248261    2738576.078149220     10255.024263420      10255.024263420       3796.084708959        1.249112161     
    0.300000000          5.016308000          5.016308000             29989             42.638613383      4198179.240437362    4112017.597210921      1783.051564947       1783.051564947       5281.017465174        1.942046583       1487841.313025293    1442240.162247873      2010.014991305       2010.014991305       1862.027067181        0.681241472       2710337.927412069    2669777.434963048      -226.963426358       -226.963426358       3418.990397993        1.260805112     
    0.300000000          5.016308000          5.016308000             29989             45.684228625      4020411.195473840    4011807.233030290      4434.470196462       4434.470196462       4752.340715333        1.961943883       1355280.131242327    1367811.935447101     12328.987400797      12328.987400797       1611.144096157        0.659109013       2665131.064231512    2643995.297583189     -7894.517204334      -7894.517204334       3141.196619176        1.302834870     
    0.300000000          5.016308000          5.016308000             29989             48.729843866      3859881.272829297    3877575.420926946      1631.850426708       1631.850426708       4282.590947697        1.946064497       1325611.083253836    1342778.538331398      1649.626604315       1649.626604315       1476.922158098        0.652009095       2534270.189575460    2534796.882595548      -17.776177607        -17.776177607        2805.668789600        1.294055402     
    0.300000000          5.016308000          5.016308000             29989             51.775459108      3741258.307335110    3774739.951704296     20478.615293834      20478.615293834       3907.894117058        1.938349207       1292386.282561155    1310019.116184385     10244.960140290      10244.960140290       1353.103659348        0.667607399       2448872.024773955    2464720.835519912     10233.655153543      10233.655153543       2554.790457710        1.270741809     
    0.300000000          5.016308000          5.016308000             29989             54.821074350      3837605.839066824    3904638.844038337     -10056.066696001     -10056.066696001      3795.499209767        1.901121256       1378591.114272694    1388209.956817764     -3010.630999186      -3010.630999186       1356.375535615        0.676520715       2459014.724794130    2516428.887220573     -7045.435696815      -7045.435696815       2439.123674152        1.224600541     
    0.300000000          5.016308000          5.016308000             29989             57.866689591      3728502.404728609    3754057.774136443     -4314.364552690      -4314.364552690       3469.912724323        1.818762212       1310507.663804449    1329767.633191179      2786.361391965       2786.361391965       1224.383717573        0.651081628       2417994.740924160    2424290.140945264     -7100.725944655      -7100.725944655       2245.529006750        1.167680584     
    0.300000000          5.016308000          5.016308000             29989             60.912304833      3498351.202855572    3597230.759461256     13681.533867545      13681.533867545       3121.716581409        1.633102403       1172477.715973478    1211413.960484202      6589.388309827       6589.388309827       1048.798282396        0.551700003       2325873.486882094    2385816.798977053      7092.145557718       7092.145557718       2072.918299012        1.081402399     
    0.300000000          5.016308000          5.016308000             29989             63.957920074      3312599.263255614    3356207.852555641      3343.499084282       3343.499084282       2790.836259445        1.422032673       1087950.189552146    1102463.656194673      3443.628232808       3443.628232808       916.668645192         0.462851129       2224649.073703468    2253744.196360968      -100.129148526       -100.129148526       1874.167614252        0.959181544     
    0.300000000          5.016308000          5.016308000             29989             67.003535316      2717289.047630864    2766470.016681236      7953.339130953       7953.339130953       2188.164494885        1.148397904        890081.488218100     898007.700227116      4597.354367941       4597.354367941       713.494745111         0.391045846       1827207.559412764    1868462.316454120      3355.984763012       3355.984763012       1474.669749774        0.757352058     
    0.300000000          5.016308000          5.016308000             29989             70.049150558      2186720.201498710    2243699.318626896     -13912.552567466     -13912.552567466      1689.282936681        0.892985556        764822.183324547     787704.782305920     -11046.903067470     -11046.903067470      591.965907486         0.327911007       1421898.018174163    1455994.536320976     -2865.649499997      -2865.649499997       1097.317029195        0.565074549     
    0.300000000          5.016308000          5.016308000             29989             73.094765799      1763564.885800326    1784829.777822244     17500.520513259      17500.520513259       1295.400668130        0.727212832        621712.331769393     642859.895774226      3681.520644994       3681.520644994       461.653187920         0.276720545       1141852.554030932    1141969.882048017     13818.999868264      13818.999868264       833.747480211         0.450492286     
    0.300000000          5.016308000          5.016308000             29989             76.140381041      1496065.040480882    1524696.224880636      3189.239648844       3189.239648844       1057.767894090        0.638002455        534950.680562382     550731.217681581      3622.099270189       3622.099270189       380.168889321         0.272429149        961114.359918500     973965.007199055      -432.859621345       -432.859621345       677.599004769         0.365573306     
    0.300000000          5.016308000          5.016308000             29989             79.185996283      1086804.335834418    1079927.325987657      6963.997955102       6963.997955102       728.962203252         0.575302143        339599.300996782     337372.725524692      7242.403081259       7242.403081259       227.756407814         0.274530145        747205.034837636     742554.600462965      -278.405126156       -278.405126156       501.205795438         0.300771997     
    0.300000000          5.016308000          5.016308000             29989             82.231611524       629976.887260927     636630.839291314      7309.446122593       7309.446122593       410.049532021         0.491434859        251189.272641661     255823.644260947      3933.040622219       3933.040622219       164.139539769         0.277767529        378787.614619267     380807.195030367      3376.405500374       3376.405500374       245.909992252         0.213667330     
    0.300000000          5.016308000          5.016308000             29989             85.277226766       396131.523426024     400961.467575935      5964.070622852       5964.070622852       248.665971140         0.498521787        188894.196768612     184626.508618547      872.330264651        872.330264651        116.525788076         0.338171224        207237.326657412     216334.958957388      5091.740358201       5091.740358201       132.140183064         0.160350562     
    0.300000000          5.016308000          5.016308000             29989             88.322842008       276706.791728032     263900.851362011      4576.988073916       4576.988073916       162.733656562         0.475611436        125575.562671476     124214.505431991      2240.407021715       2240.407021715        75.191780351         0.328713727        151131.229056556     139686.345930020      2336.581052200       2336.581052200        87.541876211         0.146897709     
    0.300000000          5.016308000          5.016308000             29989             91.368457249       150240.439875860     154187.748664454     -1067.053192868      -1067.053192868        88.532536886         0.468213489        74100.337723901      78579.094826715      -1058.777326453      -1058.777326453        44.401596182         0.321060678        76140.102151959      75608.653837738        -8.275866415         -8.275866415         44.130940704         0.147152811     
    0.300000000          5.016308000          5.016308000             29989             94.414072491       95982.797453190      100476.929246445      1969.703237440       1969.703237440        55.260366094         0.475927260        57969.494847306      58620.066318521       1454.592905988       1454.592905988        32.794415125         0.339224749        38013.302605884      41856.862927924       515.110331452        515.110331452         22.465950969         0.136702511     
    0.300000000          5.016308000          5.016308000             29989             97.459687733       70744.649542544      67353.415749347       2699.442958090       2699.442958090        37.611192385         0.465176079        50699.512650672      48513.013008697       1976.046059264       1976.046059264        27.020663770         0.343162682        20045.136891871      18840.402740650       723.396898827        723.396898827         10.590528615         0.122013398     
    0.300000000          5.016308000          5.016308000             29989            100.505302974       73284.735860678      73498.219812230       -907.386319556       -907.386319556        38.746486675         0.466701247        55447.653840560      52964.339854435      -1517.477536953      -1517.477536953        28.617654208         0.342634739        17837.082020118      20533.879957795       610.091217398        610.091217398         10.128832467         0.124066508     
    0.300000000          5.016308000          5.016308000             29989            103.550918216       73020.829174772      74055.056694036      -1462.090873648      -1462.090873648        37.664892082         0.459428247        48974.590526422      52745.348324476      -1046.772916321      -1046.772916321        26.049617153         0.323187540        24046.238648350      21309.708369560       -415.317957327       -415.317957327        11.615274928         0.136240706     
    0.300000000          5.016308000          5.016308000             29989            106.596533457       67235.971419965      70746.946263301       1189.418405474       1189.418405474        34.312020321         0.461528940        47594.312400835      53277.280344452       -455.953911708       -455.953911708        25.083598740         0.331226588        19641.659019130      17469.665918849       1645.372317182       1645.372317182        9.228421581          0.130302352     
    0.300000000          5.016308000          5.016308000             29989            109.642148699       72469.191803706      72533.910670838       469.451893884        469.451893884         35.042009494         0.455778040        51347.300248263      50868.964435231       146.817771145        146.817771145         24.701977105         0.327212867        21121.891555444      21664.946235607       322.634122739        322.634122739         10.340032389         0.128565174     
    0.300000000          5.016308000          5.016308000             29989            112.687763941       80096.274757403      77141.082067876       2612.869538177       2612.869538177        36.957529460         0.455513203        56802.380494478      55853.436841441       2972.403564261       2972.403564261        26.478953679         0.326709676        23293.894262924      21287.645226435       -359.534026084       -359.534026084        10.478575781         0.128803527     
    0.300000000          5.016308000          5.016308000             29989            115.733379182       73993.077014740      74514.733053206       178.976076033        178.976076033         33.974892225         0.433300079        52310.654656948      52321.158999858       540.234900608        540.234900608         23.937155835         0.306101112        21682.422357792      22193.574053347       -361.258824575       -361.258824575        10.037736390         0.127198967     
    0.300000000          5.016308000          5.016308000             29989            118.778994424       78646.902380170      81688.708506090       963.277125537        963.277125537         35.728050768         0.436306838        56655.056290299      59731.961190459       1383.351003093       1383.351003093        25.934857804         0.320879391        21991.846089871      21956.747315631       -420.073877555       -420.073877555        9.793192964          0.115427447     
    0.300000000          5.016308000          5.016308000             29989            121.824609666       100529.038239822     104834.908598303      -641.457663136       -641.457663136        44.603318161         0.421786030        57493.640515886      59162.688536431       167.655505704        167.655505704         25.336771329         0.303199433        43035.397723936      45672.220061872       -809.113168840       -809.113168840        19.266546832         0.118586598     
    0.300000000          5.016308000          5.016308000             29989            124.870224907       158577.580167098     160597.523319146     -6073.522482972      -6073.522482972        67.610484199         0.451195378        89817.423539903      91888.485169714       -703.364906965       -703.364906965        38.490547463         0.314777620        68760.156627195      68709.038149432      -5370.157576006      -5370.157576006        29.119936736         0.136417757     
    0.300000000          5.016308000          5.016308000             29989            127.915840149       194507.644953130     200976.792056577     -1482.442310247      -1482.442310247        81.756325255         0.442390445        106491.365676509     114424.590155039     -1489.787612307      -1489.787612307        45.668742051         0.316701945        88016.279276621      86552.201901539        7.345302060          7.345302060          36.087583204         0.125688500     
    0.600000000          5.016308000          5.016308000             31066             3.045615242        190955.563870512     185506.722401124     -1418.540266336      -1418.540266336       6459.390383375        2.024659821        61460.016683375      60405.429914140       -655.274558615       -655.274558615       2090.983672265        0.617692827        129495.547187137     125101.292486984      -763.265707721       -763.265707721       4368.406711109        1.406966994     
    0.600000000          5.016308000          5.016308000             31066             6.091230483        562798.198308571     533770.894999777      9970.143497681       9970.143497681       6271.693176468        1.956027285        204251.893969251     193141.857873007      5840.118056714       5840.118056714       2272.845092032        0.709202875        358546.304339320     340629.037126770      4130.025440967       4130.025440967       3998.848084436        1.246824410     
    0.600000000          5.016308000          5.016308000             31066             9.136845725        950721.593553952     910359.191797158      3832.744766330       3832.744766330       6386.534729222        1.956027285        339510.048899052     324440.690919538      3074.744303448       3074.744303448       2278.431163075        0.693188617        611211.544654900     585918.500877621      758.000462882        758.000462882        4108.103566147        1.262838668     
    0.600000000          5.016308000          5.016308000             31066             12.182460967      1314336.656242428    1276973.087280501      2395.901310477       2395.901310477       6351.720002640        1.936417989        395931.720065982     378162.365717093      1948.743448028       1948.743448028       1897.430016185        0.578474235        918404.936176446     898810.721563408      447.157862448        447.157862448        4454.289986455        1.357943754     
