        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              43749             7160.928656          -340.451280          7501.379937     
        0.10               5.016308              43850             5198.138994          -1060.229732         6258.368726     
        0.20               5.016308              44147             3908.932885          -971.850309          4880.783194     
        0.30               5.016308              44372             3153.474114          -601.037233          3754.511347     
        0.40               5.016308              44474             2545.702628          -352.714137          2898.416765     
        0.50               5.016308              44573             1797.949491          -453.023035          2250.972526     
        0.60               5.016308              44566             1115.679475          -688.911261          1804.590736     
        0.70               5.016308              44490             1060.642247          -440.153180          1500.795427     
        0.80               5.016308              44441             1077.552593          -210.429002          1287.981595     
        0.90               5.016308              44274              187.279862          -924.939262          1112.219124     
        1.00               5.016308              44142              144.418402          -890.997335          1035.415736     
        1.10               5.016308              43665             -240.201923          -1223.348058          983.146135     
        1.20               5.016308              43243             -402.390733          -1276.534189          874.143457     
        1.30               5.016308              42501              69.044494           -758.427427           827.471921     
        1.40               5.016308              41727             -1032.952912         -1927.283978          894.331067     
        1.50               5.016308              31017             -1912.865013         -2804.767744          891.902732     
        1.60               5.016308              20552             1440.814311           774.449044           666.365267     
        1.70               5.016308              10153             1097.624782           752.598902           345.025880     
        1.80               5.016308               7788             3186.961952          2585.139782           601.822170     
        1.90               5.016308              14041             -231.462330           80.472296           -311.934626     
        2.00               5.016308              11724             2494.594880          1914.235201           580.359679     
        2.10               5.016308              12259             2966.289148          2310.551960           655.737188     
        2.20               5.016308              13117             2948.627466          2504.208171           444.419295     
        2.30               5.016308              14210             2686.187919          2225.054298           461.133620     
        2.40               5.016308              14629             2731.894637          2206.676961           525.217676     
        2.50               5.016308              16999             3081.611279          2191.317730           890.293549     
        2.60               5.016308              14950             3049.129409          2346.792039           702.337370     
        2.70               5.016308              15362             3170.069015          2354.885882           815.183133     
        2.80               5.016308              15847             3473.208580          2832.837208           640.371372     
        2.90               5.016308              16650             3187.961367          2507.100881           680.860486     
        3.00               5.016308              17523             3305.613575          2553.709882           751.903693     
        3.10               5.016308              18153             3190.264898          2375.229280           815.035618     
        3.20               5.016308              18824             3104.255339          2354.400448           749.854891     
        3.30               5.016308              19375             2959.298188          2299.045117           660.253071     
        3.40               5.016308              19595             2753.848847          2037.820222           716.028624     
        3.50               5.016308              19936             2746.540643          2056.119310           690.421333     
        3.60               5.016308              20272             2380.466688          1857.337565           523.129123     
        3.70               5.016308              20394             2307.037830          1814.783068           492.254762     
        3.80               5.016308              20365             2557.180392          1882.603551           674.576840     
        3.90               5.016308              20439             2525.174618          1861.369855           663.804763     
        4.00               5.016308              39080             1875.196883          1287.907456           587.289427     
        4.10               5.016308              39218             1779.717962          1318.847784           460.870178     
        4.20               5.016308              39412             2387.432670          1943.161511           444.271158     
        4.30               5.016308              39317             2508.153964          2015.725670           492.428294     
        4.40               5.016308              39482             2212.765227          1714.938268           497.826960     
        4.50               5.016308              39535             1945.761276          1566.165392           379.595885     
        4.60               5.016308              39553             2066.664643          1649.400694           417.263949     
        4.70               5.016308              39801             1806.047569          1455.026708           351.020860     
        4.80               5.016308              40102             1904.145633          1635.689923           268.455710     
        4.90               5.016308              40173             1350.306558          1040.767748           309.538810     
        5.00               5.016308              40287              893.147800           577.714402           315.433397     
        5.10               5.016308              40312              402.190102           202.402116           199.787987     
        5.20               5.016308              40388              596.052977           343.676058           252.376919     
        5.30               5.016308              40622              661.696822           496.648678           165.048144     
        5.40               5.016308              40530              525.772090           296.508319           229.263771     
        5.50               5.016308              40415              688.840248           422.548963           266.291285     
        5.60               5.016308              40569              572.247868           212.002223           360.245645     
        5.70               5.016308              40826              535.836739           224.369673           311.467067     
        5.80               5.016308              40941              728.280160           512.767141           215.513018     
        5.90               5.016308              41062              560.195331           241.895578           318.299752     
        6.00               5.016308              40985              709.077548           433.720816           275.356732     
        6.10               5.016308              40945             1343.267324          1070.263829           273.003495     
        6.20               5.016308              41043              865.548879           597.513240           268.035639     
        6.30               5.016308              40954             1419.488300          1108.359994           311.128306     
        6.40               5.016308              40774              845.456282           643.102586           202.353696     
        6.50               5.016308              40731              802.014784           485.119754           316.895030     
        6.60               5.016308              40805             1270.170909           836.360317           433.810592     
        6.70               5.016308              40949             1450.879268          1011.946440           438.932829     
        6.80               5.016308              41002             1517.804711           994.619595           523.185116     
        6.90               5.016308              40666             1444.614868           826.106670           618.508197     
        7.00               5.016308              40485             1392.953602           782.609406           610.344196     
        7.10               5.016308              40659             1783.162914          1242.506441           540.656473     
        7.20               5.016308              40706             2011.452799          1419.164571           592.288228     
        7.30               5.016308              40829             2012.797076          1347.766951           665.030126     
        7.40               5.016308              40819             1396.974680           880.617224           516.357456     
        7.50               5.016308              40845             1336.623344           682.130679           654.492665     
        7.60               5.016308              40550              981.304001           507.618944           473.685057     
        7.70               5.016308              40264              974.963457           573.340868           401.622589     
        7.80               5.016308              40013              984.178706           597.391608           386.787098     
        7.90               5.016308              40134             1440.791492           937.978543           502.812949     
        8.00               5.016308              40190             2360.366765          1714.877760           645.489005     
        8.10               5.016308              40222             2410.485333          1853.020078           557.465255     
        8.20               5.016308              40301             2334.163763          1727.912134           606.251628     
        8.30               5.016308              40106             2501.586052          1767.161200           734.424852     
        8.40               5.016308              40035             2681.495807          1985.724255           695.771552     
        8.50               5.016308              40176             2600.582735          1800.560201           800.022534     
        8.60               5.016308              40241             2525.469175          1827.903219           697.565956     
        8.70               5.016308              40429             2666.159438          2006.436243           659.723195     
        8.80               5.016308              40485             2628.099040          1945.282444           682.816596     
        8.90               5.016308              40595             2593.970022          1970.926882           623.043140     
        9.00               5.016308              40578             2441.748017          1896.328338           545.419680     
        9.10               5.016308              40527             2657.077190          2160.252843           496.824347     
        9.20               5.016308              40664             2741.369931          2182.767057           558.602874     
        9.30               5.016308              40928             2550.061298          2055.498103           494.563195     
        9.40               5.016308              40988             2199.425910          1679.950480           519.475431     
        9.50               5.016308              40929             2257.143941          1577.587473           679.556468     
        9.60               5.016308              40991             2485.518933          1779.741173           705.777759     
        9.70               5.016308              40940             2486.880836          1721.537990           765.342846     
        9.80               5.016308              40929             2350.558375          1639.371672           711.186703     
        9.90               5.016308              40682             2505.147373          1840.429049           664.718325     
       10.00               5.016308              40406             2346.127210          1564.236848           781.890362     
       10.10               5.016308              40312             2090.228294          1428.390198           661.838096     
       10.20               5.016308              40169             1762.039250          1223.342445           538.696805     
       10.30               5.016308              40129             1837.297524          1279.088929           558.208595     
       10.40               5.016308              40203             2315.934759          1635.545048           680.389711     
       10.50               5.016308              40404             2784.336547          1944.168742           840.167805     
       10.60               5.016308              40506             2731.238156          1909.667322           821.570834     
       10.70               5.016308              40382             2622.460121          1821.085316           801.374804     
       10.80               5.016308              40542             2246.905977          1582.343435           664.562542     
       10.90               5.016308              40722             1918.108364          1378.923210           539.185154     
       11.00               5.016308              40462             2068.073237          1522.600370           545.472867     
       11.10               5.016308              40474             1985.839238          1523.943184           461.896055     
       11.20               5.016308              40266             2644.039541          1954.013827           690.025714     
       11.30               5.016308              40205             2606.864104          1871.178654           735.685450     
       11.40               5.016308              40350             2365.905873          1514.549686           851.356186     
       11.50               5.016308              40262             2290.000246          1470.998048           819.002198     
       11.60               5.016308              40339             2335.214529          1489.708278           845.506251     
       11.70               5.016308              40295             2132.636789          1342.428377           790.208412     
       11.80               5.016308              40436             2188.858390          1424.122548           764.735842     
       11.90               5.016308              40181             2040.712023          1175.274165           865.437858     
       12.00               5.016308              40109             1952.053618          1224.894184           727.159434     
       12.10               5.016308              40345             2053.696621          1350.509766           703.186854     
       12.20               5.016308              40245             1995.218061          1365.382130           629.835931     
       12.30               5.016308              40374             2175.523257          1527.498289           648.024968     
       12.40               5.016308              40355             2063.253796          1483.670885           579.582912     
       12.50               5.016308              40364             2016.352044          1380.695475           635.656569     
       12.60               5.016308              40375             2007.891813          1295.283887           712.607926     
       12.70               5.016308              40095             1993.299442          1203.465052           789.834390     
       12.80               5.016308              40067             1768.372093          1082.861013           685.511080     
       12.90               5.016308              40341             1967.482048          1267.445369           700.036678     
       13.00               5.016308              40605             1544.600619           937.039609           607.561010     
       13.10               5.016308              40678              943.078141           536.460707           406.617434     
       13.20               5.016308              40567              805.923999           288.822342           517.101657     
       13.30               5.016308              40478             1206.016193           744.567922           461.448270     
       13.40               5.016308              40434             1530.715312          1007.593984           523.121329     
       13.50               5.016308              40149             1619.476856          1039.786122           579.690734     
       13.60               5.016308              40292             1500.445680           819.194361           681.251319     
       13.70               5.016308              40412             1672.536227          1085.847898           586.688329     
       13.80               5.016308              40441             1873.230818          1163.169120           710.061698     
       13.90               5.016308              40673             1571.835379           859.742402           712.092977     
       14.00               5.016308              40931             1499.198314           894.532848           604.665466     
       14.10               5.016308              41022             1134.831959           620.941926           513.890034     
       14.20               5.016308              41113             1104.997594           588.715989           516.281606     
       14.30               5.016308              40956             1437.509981           958.552653           478.957328     
       14.40               5.016308              40795             1576.944857          1134.255753           442.689104     
       14.50               5.016308              40717             1399.283744          1002.576061           396.707683     
       14.60               5.016308              40607             1845.985486          1384.190764           461.794722     
       14.70               5.016308              40670             1824.171547          1300.713114           523.458433     
       14.80               5.016308              40592             1706.911027          1100.770588           606.140439     
       14.90               5.016308              40507             1942.822919          1289.099675           653.723244     
       15.00               5.016308              40294             2308.627993          1660.231304           648.396689     
       15.10               5.016308              39901             1804.490298          1332.351762           472.138535     
       15.20               5.016308              39969             1942.289392          1413.131180           529.158212     
       15.30               5.016308              39879             2052.303946          1555.162953           497.140993     
       15.40               5.016308              39806             1999.681218          1525.044828           474.636390     
       15.50               5.016308              39931             1747.986002          1288.037980           459.948022     
       15.60               5.016308              39949             2262.002874          1736.838809           525.164065     
       15.70               5.016308              39965             2429.974622          1878.334894           551.639728     
       15.80               5.016308              40057             2376.619915          1786.092069           590.527846     
       15.90               5.016308              40064             2305.301881          1725.815254           579.486627     
       16.00               5.016308              40061             1753.465367          1218.483530           534.981838     
       16.10               5.016308              40056             1919.397184          1282.024728           637.372456     
       16.20               5.016308              40019             1913.868478          1249.594564           664.273914     
       16.30               5.016308              22244             1912.529100          1473.668486           438.860614     
       16.40               5.016308              39912             2033.256521          1480.619249           552.637272     
       16.50               5.016308              39928             2212.235305          1721.193873           491.041432     
       16.60               5.016308              39874             2082.481118          1620.227028           462.254090     
       16.70               5.016308              40107             2360.801719          1801.497146           559.304573     
       16.80               5.016308              39943             2153.403508          1646.690230           506.713278     
       16.90               5.016308              39821             2250.870516          1650.498690           600.371826     
       17.00               5.016308              39716             2093.923764          1591.327838           502.595926     
       17.10               5.016308              39797             2213.739594          1641.523935           572.215659     
       17.20               5.016308              39800             1780.005056          1277.707211           502.297844     
       17.30               5.016308              39852             1775.912610          1257.140626           518.771984     
       17.40               5.016308              39771             1900.373218          1376.118344           524.254875     
       17.50               5.016308              39598             2185.276875          1538.992464           646.284412     
       17.60               5.016308              39629             2518.580839          1851.635365           666.945474     
       17.70               5.016308              39818             2129.390202          1406.481148           722.909054     
       17.80               5.016308              22003             1872.129731          1429.760231           442.369499     
       17.90               5.016308              22084             1731.192086          1274.197362           456.994725     
       18.00               5.016308              22201             1976.772407          1278.459341           698.313066     
       18.10               5.016308              22233             2010.068780          1441.987363           568.081417     
       18.20               5.016308              22283             2078.869499          1475.886223           602.983276     
       18.30               5.016308              22337             2243.986422          1725.701536           518.284886     
       18.40               5.016308              22394             2132.399772          1554.427475           577.972297     
       18.50               5.016308              22439             1973.697030          1435.055602           538.641427     
       18.60               5.016308              22323             2001.621637          1430.515317           571.106319     
       18.70               5.016308              22396             1665.614370          1127.805368           537.809003     
       18.80               5.016308              22370             2027.986270          1545.823284           482.162986     
       18.90               5.016308              22500             2042.357936          1637.073798           405.284139     
       19.00               5.016308              22604             2048.984800          1690.962344           358.022456     
       19.10               5.016308              22494             1999.029310          1540.640268           458.389042     
       19.20               5.016308              22457             2066.861091          1596.879592           469.981499     
       19.30               5.016308              22470             2204.093351          1680.374863           523.718488     
       19.40               5.016308              22473             2200.253171          1646.249045           554.004126     
       19.50               5.016308              22523             2186.324954          1509.371547           676.953406     
       19.60               5.016308              22529             2046.723135          1470.560443           576.162692     
       19.70               5.016308              22281             1970.696238          1396.358874           574.337364     
       19.80               5.016308              22301             1662.228569          1164.321588           497.906981     
       19.90               5.016308              22403             1827.612859          1296.780732           530.832127     
       20.00               5.016308              22642             1733.912809          1127.009005           606.903804     
       20.10               5.016308              22735             1570.756440          1046.333767           524.422674     
       20.20               5.016308              22847             1620.200764          1100.559161           519.641603     
       20.30               5.016308              22991             1540.326794           975.166373           565.160421     
       20.40               5.016308              23082             1569.098086          1034.759704           534.338381     
       20.50               5.016308              23097             1448.824198           867.893833           580.930365     
       20.60               5.016308              23124             1566.176075           931.668730           634.507345     
       20.70               5.016308              40355             2009.419575          1317.822795           691.596780     
       20.80               5.016308              23311             1941.195287          1263.927531           677.267756     
       20.90               5.016308              23025             1748.459329          1073.846946           674.612383     
       21.00               5.016308              23109             1891.021743          1220.823304           670.198440     
       21.10               5.016308              23136             1954.509268          1350.770994           603.738274     
       21.20               5.016308              23187             1783.083658          1215.315715           567.767942     
       21.30               5.016308              23191             1652.380474          1139.613349           512.767125     
       21.40               5.016308              23366             1625.973287          1165.542831           460.430456     
       21.50               5.016308              40034             2541.298846          1921.360720           619.938126     
       21.60               5.016308              23602             1680.566446          1113.205154           567.361293     
       21.70               5.016308              23822             1711.614807          1175.950612           535.664195     
       21.80               5.016308              24127             1784.432602          1317.142336           467.290265     
       21.90               5.016308              24297             2018.414923          1382.049934           636.364989     
       22.00               5.016308              24322             2037.968437          1346.222976           691.745461     
       22.10               5.016308              24417             2027.323114          1234.189294           793.133820     
       22.20               5.016308              24474             1628.340687           969.954721           658.385966     
       22.30               5.016308              24216             1912.433843          1230.084011           682.349832     
       22.40               5.016308              24299             2293.469686          1512.294104           781.175582     
       22.50               5.016308              24372             1910.053867          1194.874674           715.179192     
       22.60               5.016308              24379             1681.088110          1009.375453           671.712657     
       22.70               5.016308              24279             1888.093441          1244.021154           644.072287     
       22.80               5.016308              24297             1752.720316          1190.458333           562.261983     
       22.90               5.016308              24239             1943.255427          1362.895273           580.360153     
       23.00               5.016308              24350             1754.598857          1151.724994           602.873863     
       23.10               5.016308              24160             1675.449459          1067.582297           607.867162     
       23.20               5.016308              24198             1720.828269          1155.888263           564.940006     
       23.30               5.016308              24236             1537.587226          1050.684549           486.902677     
       23.40               5.016308              24433             1558.521899          1164.001079           394.520819     
       23.50               5.016308              24453             1299.770142           845.702398           454.067744     
       23.60               5.016308              24470             1596.101671          1050.327813           545.773858     
       23.70               5.016308              24567             2182.312398          1488.438378           693.874020     
       23.80               5.016308              24778             2254.915122          1589.234102           665.681020     
       23.90               5.016308              24555             2319.769807          1681.537515           638.232291     
       24.00               5.016308              24650             2204.579775          1564.203575           640.376200     
       24.10               5.016308              24567             2248.740697          1773.381553           475.359144     
       24.20               5.016308              24635             2324.676426          1835.808619           488.867806     
       24.30               5.016308              24603             2192.286228          1610.803949           581.482279     
       24.40               5.016308              24723             2349.528571          1734.034212           615.494360     
       24.50               5.016308              24776             2082.140513          1293.182249           788.958264     
       24.60               5.016308              24891             2277.356271          1638.611074           638.745198     
       24.70               5.016308              25086             2321.577492          1757.938431           563.639062     
       24.80               5.016308              25268             2343.576121          1718.851654           624.724467     
       24.90               5.016308              25330             2152.836526          1717.985111           434.851415     
       25.00               5.016308              25548             1740.226002          1373.368038           366.857964     
       25.10               5.016308              25702             1530.395668          1162.832001           367.563666     
       25.20               5.016308              25616             1354.088630          1077.103358           276.985271     
       25.30               5.016308              25441             1802.955526          1531.788994           271.166532     
       25.40               5.016308              25420             2398.744504          1958.245686           440.498819     
       25.50               5.016308              25511             2449.936670          1953.136051           496.800619     
       25.60               5.016308              25721             2637.668642          2103.004288           534.664353     
       25.70               5.016308              25869             2483.044897          2008.431724           474.613173     
       25.80               5.016308              25801             2196.269442          1574.953725           621.315717     
       25.90               5.016308              26060             2205.663733          1660.359955           545.303778     
       26.00               5.016308              26325             1934.074751          1422.195876           511.878875     
       26.10               5.016308              26440             1837.866238          1298.152904           539.713334     
       26.20               5.016308              26444             2215.205519          1715.502550           499.702969     
       26.30               5.016308              26412             2077.097778          1499.807964           577.289814     
       26.40               5.016308              26508             2176.009446          1588.075946           587.933500     
       26.50               5.016308              26788             2419.468331          1878.718049           540.750282     
       26.60               5.016308              27040             2437.796130          1876.173355           561.622775     
       26.70               5.016308              27198             2212.421794          1605.607098           606.814695     
       26.80               5.016308              27384             2053.730892          1521.779275           531.951617     
       26.90               5.016308              27508             2236.916244          1677.420084           559.496160     
       27.00               5.016308              27604             2625.445035          1974.597328           650.847707     
       27.10               5.016308              27621             2601.460217          1852.625383           748.834834     
       27.20               5.016308              27685             2638.674211          1923.653552           715.020659     
