        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              33379              680.504591          -143.149269           823.653860     
        0.10               5.016308              33409              291.187987          -345.870085           637.058072     
        0.20               5.016308              33733              104.215211          -387.189816           491.405027     
        0.30               5.016308              33990              55.652631           -320.336994           375.989626     
        0.40               5.016308              34153             -157.519810          -467.874155           310.354345     
        0.50               5.016308              34462             -289.570935          -535.920606           246.349671     
        0.60               5.016308              34540             -465.876241          -667.476172           201.599931     
        0.70               5.016308              34828             -707.333048          -880.749226           173.416177     
        0.80               5.016308              35304             -903.332898          -1055.662282          152.329385     
        0.90               5.016308              35626             -1185.719038         -1328.711093          142.992055     
        1.00               5.016308              36018             -1398.975932         -1530.348427          131.372495     
        1.10               5.016308              36072             -1525.260589         -1652.291167          127.030578     
        1.20               5.016308              35220             -1330.391204         -1447.862161          117.470958     
        1.30               5.016308              21645              730.527129           805.219837           -74.692708     
        1.40               5.016308              19814              638.281863           723.655952           -85.374089     
        1.50               5.016308              14563              43.049164            64.406149            -21.356985     
        1.60               5.016308              16961              461.983703           459.710584            2.273119      
        1.70               5.016308              24239              829.453355           912.417955           -82.964600     
        1.80               5.016308              23071              804.273201           901.158603           -96.885402     
        1.90               5.016308              13243              321.647232           361.673529           -40.026296     
        2.00               5.016308              25781              803.326521           894.540692           -91.214171     
        2.10               5.016308              26495              739.611242           819.320402           -79.709159     
        2.20               5.016308              27119              689.362441           795.136120          -105.773678     
        2.30               5.016308              27162              682.596255           785.850429          -103.254174     
        2.40               5.016308              27801              638.730922           745.070032          -106.339110     
        2.50               5.016308              28562              658.415430           746.428634           -88.013204     
        2.60               5.016308              29049              560.100320           649.257355           -89.157035     
        2.70               5.016308              29650              478.205870           587.574964          -109.369094     
        2.80               5.016308              29745              444.039035           544.944401          -100.905366     
        2.90               5.016308              30771              500.579458           550.596204           -50.016746     
        3.00               5.016308              30792              372.806214           435.756088           -62.949874     
        3.10               5.016308              31586              307.579333           359.066505           -51.487172     
        3.20               5.016308              31834              293.760411           381.155058           -87.394648     
        3.30               5.016308              32175              243.720996           351.150646          -107.429650     
        3.40               5.016308              32311              353.821815           449.745461           -95.923646     
        3.50               5.016308              32385              341.773041           432.876212           -91.103171     
        3.60               5.016308              32824              362.762666           456.339769           -93.577103     
        3.70               5.016308              33352              393.306502           459.491566           -66.185065     
        3.80               5.016308              33805              291.234342           386.877064           -95.642722     
        3.90               5.016308              34157              272.899276           379.007149          -106.107873     
        4.00               5.016308              34467              280.717103           393.793661          -113.076559     
        4.10               5.016308              34684              280.474762           399.905524          -119.430762     
        4.20               5.016308              34825              333.095399           437.608860          -104.513461     
        4.30               5.016308              35409              375.745906           474.474169           -98.728263     
        4.40               5.016308              35552              365.720154           488.778921          -123.058768     
        4.50               5.016308              35708              428.299081           555.817872          -127.518791     
        4.60               5.016308              35917              435.639756           555.269533          -119.629777     
        4.70               5.016308              36402              559.181806           647.282213           -88.100406     
        4.80               5.016308              36391              710.996445           795.782826           -84.786381     
        4.90               5.016308              36440              657.614189           747.049631           -89.435442     
        5.00               5.016308              36506              644.484800           713.075614           -68.590815     
        5.10               5.016308              36873              735.747750           801.067278           -65.319528     
        5.20               5.016308              37078              810.478386           856.141768           -45.663382     
        5.30               5.016308              37166              842.091444           861.000038           -18.908594     
        5.40               5.016308              37435              801.621808           792.441577            9.180232      
        5.50               5.016308              37627              860.159527           827.645025           32.514502      
        5.60               5.016308              37893              706.597197           696.000157           10.597040      
        5.70               5.016308              37942              763.376637           755.074504            8.302134      
        5.80               5.016308              38027              773.900650           781.829623           -7.928974      
        5.90               5.016308              38208              772.482752           773.533802           -1.051051      
        6.00               5.016308              38316              792.091353           793.198072           -1.106720      
        6.10               5.016308              38375              867.344556           828.717796           38.626760      
        6.20               5.016308              38315              806.774851           774.027510           32.747342      
        6.30               5.016308              38499              873.272002           841.766272           31.505730      
        6.40               5.016308              38444              793.975914           750.641548           43.334366      
        6.50               5.016308              38427              785.063144           739.484471           45.578673      
        6.60               5.016308              38287              778.194060           728.704555           49.489505      
        6.70               5.016308              38340              691.949777           631.195293           60.754485      
        6.80               5.016308              38119              746.720758           695.791928           50.928830      
        6.90               5.016308              37698              719.157750           666.188880           52.968870      
        7.00               5.016308              37486              727.574697           666.857093           60.717604      
        7.10               5.016308              37767              664.994238           649.726509           15.267730      
        7.20               5.016308              37627              698.688025           701.904905           -3.216880      
        7.30               5.016308              37619              710.991207           694.066177           16.925030      
        7.40               5.016308              37271              681.041150           648.193339           32.847811      
        7.50               5.016308              37132              740.094381           704.909386           35.184995      
        7.60               5.016308              37003              584.868612           547.013007           37.855605      
        7.70               5.016308              36829              657.373730           653.052515            4.321215      
        7.80               5.016308              36930              620.275744           608.432105           11.843639      
        7.90               5.016308              36812              677.167220           647.169649           29.997571      
        8.00               5.016308              36396              775.037958           723.171843           51.866115      
        8.10               5.016308              36493              844.991864           779.202384           65.789480      
        8.20               5.016308              36314              818.246116           738.686480           79.559636      
        8.30               5.016308              30704              724.083420           700.618676           23.464744      
        8.40               5.016308              36225              787.506277           735.569170           51.937107      
        8.50               5.016308              35981              787.135402           721.351209           65.784193      
        8.60               5.016308              35485              748.546186           695.076007           53.470179      
        8.70               5.016308              35182              830.715957           764.741408           65.974549      
        8.80               5.016308              35133              770.338765           699.039496           71.299269      
        8.90               5.016308              30175              666.883577           629.190070           37.693507      
        9.00               5.016308              30155              621.450868           586.667867           34.783001      
        9.10               5.016308              29959              572.309167           558.855362           13.453806      
        9.20               5.016308              29989              556.218487           539.590099           16.628388      
        9.30               5.016308              29738              619.413452           616.255582            3.157870      
        9.40               5.016308              29751              688.730751           655.912272           32.818479      
        9.50               5.016308              29716              832.885300           771.606450           61.278850      
        9.60               5.016308              33728              925.756039           897.201388           28.554651      
        9.70               5.016308              29901              877.097766           816.530463           60.567303      
        9.80               5.016308              33472              966.832835           915.699767           51.133067      
        9.90               5.016308              33420              922.415383           885.053367           37.362016      
       10.00               5.016308              33313              942.532662           922.444484           20.088178      
       10.10               5.016308              32878             1044.320118          1004.363232           39.956886      
       10.20               5.016308              29922             1017.377222           941.619878           75.757344      
       10.30               5.016308              29987             1093.535260          1003.870761           89.664499      
       10.40               5.016308              29647             1148.318938          1074.240899           74.078040      
       10.50               5.016308              28532             1102.949829          1013.835477           89.114352      
       10.60               5.016308              32382             1041.485632           939.683925           101.801707     
       10.70               5.016308              29288             1022.844107           969.372153           53.471954      
       10.80               5.016308              29215              949.825576           909.467703           40.357873      
       10.90               5.016308              29385             1015.657837           939.373306           76.284531      
       11.00               5.016308              29381             1003.015212           905.216536           97.798677      
       11.10               5.016308              29488              971.293320           902.735961           68.557360      
       11.20               5.016308              31296             1095.409543           996.552796           98.856747      
       11.30               5.016308              30965             1030.736299           973.217477           57.518822      
       11.40               5.016308              31145              935.919161           877.221556           58.697605      
       11.50               5.016308              31337              848.597523           810.981476           37.616047      
       11.60               5.016308              30883              809.396672           775.369488           34.027184      
       11.70               5.016308              31208              856.259267           815.424396           40.834871      
       11.80               5.016308              31011              939.991987           892.905909           47.086078      
       11.90               5.016308              31065              827.083831           803.537978           23.545853      
       12.00               5.016308              31218              858.105178           822.430505           35.674673      
       12.10               5.016308              31044              809.669112           768.891232           40.777881      
       12.20               5.016308              31075              796.818218           741.937752           54.880467      
       12.30               5.016308              31233              857.356387           776.049917           81.306470      
       12.40               5.016308              31133              941.495467           880.680804           60.814663      
       12.50               5.016308              31175              928.960765           859.557288           69.403477      
       12.60               5.016308              30939              871.080710           834.398005           36.682705      
       12.70               5.016308              31168              864.435420           814.175605           50.259815      
       12.80               5.016308              31011              876.418793           813.503487           62.915306      
       12.90               5.016308              31155              803.065316           769.841968           33.223347      
       13.00               5.016308              31198              855.777413           835.545960           20.231453      
       13.10               5.016308              31253              848.858346           836.348418           12.509928      
       13.20               5.016308              31143              905.812480           855.233133           50.579347      
       13.30               5.016308              31346              887.075771           826.240740           60.835031      
       13.40               5.016308              31302              950.317684           900.090542           50.227142      
       13.50               5.016308              31082              967.038510           890.846064           76.192446      
       13.60               5.016308              31333              953.082128           847.984747           105.097381     
       13.70               5.016308              31294              849.216531           765.464864           83.751667      
       13.80               5.016308              31059              806.577598           755.361945           51.215652      
       13.90               5.016308              31040              933.457479           939.872566           -6.415087      
       14.00               5.016308              31001              882.058299           892.397754           -10.339454     
       14.10               5.016308              31091              911.229714           922.245889           -11.016175     
       14.20               5.016308              30751              873.079325           890.262114           -17.182789     
       14.30               5.016308              30843              934.241290           937.232704           -2.991414      
       14.40               5.016308              30916              956.038059           945.339572           10.698486      
       14.50               5.016308              30785              968.106527           933.349549           34.756978      
       14.60               5.016308              30663              907.599600           894.993233           12.606367      
       14.70               5.016308              30818              797.945626           766.764162           31.181464      
       14.80               5.016308              30519              794.041964           776.927179           17.114784      
       14.90               5.016308              30487              808.535635           787.600573           20.935062      
       15.00               5.016308              30464              862.088038           860.465168            1.622870      
       15.10               5.016308              29961              795.653886           799.975665           -4.321779      
       15.20               5.016308              30084              792.890976           763.911098           28.979878      
       15.30               5.016308              30353              775.705939           761.779602           13.926337      
       15.40               5.016308              30414              801.008208           801.605381           -0.597174      
       15.50               5.016308              30306              731.991884           741.775851           -9.783967      
       15.60               5.016308              30375              793.656143           793.784283           -0.128139      
       15.70               5.016308              29982              750.294111           765.453157           -15.159045     
       15.80               5.016308              30355              709.465064           693.872591           15.592473      
       15.90               5.016308              30069              626.816799           598.334363           28.482437      
       16.00               5.016308              30276              685.837320           687.350834           -1.513514      
       16.10               5.016308              30212              703.900759           683.683823           20.216936      
       16.20               5.016308              29974              692.799049           668.715489           24.083560      
       16.30               5.016308              30023              719.490562           684.880604           34.609958      
       16.40               5.016308              30096              747.119771           710.519370           36.600401      
       16.50               5.016308              30441              750.511332           728.329571           22.181761      
       16.60               5.016308              30293              840.542673           799.549342           40.993331      
       16.70               5.016308              29852              677.599264           620.255294           57.343970      
       16.80               5.016308              29807              842.160607           769.213837           72.946770      
       16.90               5.016308              29587              909.123421           817.227743           91.895678      
       17.00               5.016308              29792              979.067020           884.697372           94.369648      
       17.10               5.016308              29449              814.246616           733.132128           81.114489      
       17.20               5.016308              29391              919.726645           844.974524           74.752121      
       17.30               5.016308              29538              908.489677           841.390443           67.099234      
       17.40               5.016308              29724              922.047152           845.834185           76.212968      
       17.50               5.016308              29448              848.610221           801.959142           46.651078      
       17.60               5.016308              29391              921.418993           871.271118           50.147874      
       17.70               5.016308              29306              860.360079           800.105030           60.255050      
       17.80               5.016308              29700              831.226531           783.646659           47.579872      
       17.90               5.016308              29434              958.546304           924.744684           33.801620      
       18.00               5.016308              29528              845.050396           801.217369           43.833028      
       18.10               5.016308              29478              930.629667           880.233141           50.396526      
       18.20               5.016308              29628              791.257586           718.200158           73.057428      
       18.30               5.016308              29501              871.728403           791.332412           80.395990      
       18.40               5.016308              29351              891.998664           823.100431           68.898233      
       18.50               5.016308              29715              799.136375           709.967548           89.168827      
       18.60               5.016308              29829              808.371481           706.964296           101.407186     
       18.70               5.016308              29720              759.310254           700.911109           58.399144      
       18.80               5.016308              29878              858.316040           770.926187           87.389853      
       18.90               5.016308              29758              854.840879           754.249113           100.591766     
       19.00               5.016308              29638              829.412288           741.084397           88.327892      
       19.10               5.016308              29514              826.637871           738.390698           88.247173      
       19.20               5.016308              29476              821.053254           707.140005           113.913250     
       19.30               5.016308              29148              851.948816           759.527796           92.421020      
       19.40               5.016308              29067              919.751263           810.358218           109.393045     
       19.50               5.016308              28956              950.083799           853.633177           96.450623      
       19.60               5.016308              28888              922.219255           830.502562           91.716694      
       19.70               5.016308              29117              842.456127           755.795385           86.660742      
       19.80               5.016308              29226              882.826340           823.462497           59.363843      
