        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              39987             5783.950621          -140.106068          5924.056689     
        0.10               5.016308              40184             4912.012895          -224.432705          5136.445601     
        0.20               5.016308              40681             3974.130619          -221.806484          4195.937103     
        0.30               5.016308              41128             3315.677915           -90.682396          3406.360311     
        0.40               5.016308              41639             2707.660698           -70.124062          2777.784760     
        0.50               5.016308              41989             2223.230044            0.846749           2222.383295     
        0.60               5.016308              42333             1685.182467          -155.534892          1840.717359     
        0.70               5.016308              42624             1519.154693           -57.189483          1576.344176     
        0.80               5.016308              42813             1450.294816           78.782272           1371.512544     
        0.90               5.016308              42910             1103.147138          -114.457577          1217.604715     
        1.00               5.016308              43073             1042.487420          -124.736008          1167.223428     
        1.10               5.016308              43023              947.856983          -189.077659          1136.934642     
        1.20               5.016308              42918             1014.500472           -37.668525          1052.168998     
        1.30               5.016308              42808              763.490509          -215.499963           978.990472     
        1.40               5.016308              42656              896.814327          -163.517866          1060.332193     
        1.50               5.016308              42440              900.565025          -119.271373          1019.836398     
        1.60               5.016308              42354              976.974435           -23.498461          1000.472896     
        1.70               5.016308              42288             1146.610060           143.249868          1003.360192     
        1.80               5.016308              42284             1135.065082           131.369882          1003.695200     
        1.90               5.016308              42244             1136.392637           105.835540          1030.557098     
        2.00               5.016308              42314             1075.928326           64.416637           1011.511689     
        2.10               5.016308              42355             1181.732385           174.562129          1007.170256     
        2.20               5.016308              42290              975.461149           -30.083422          1005.544571     
        2.30               5.016308              42298              974.806995           -1.074508            975.881503     
        2.40               5.016308              42223             1018.979558           12.635854           1006.343703     
        2.50               5.016308              41980              937.430974           -85.611229          1023.042203     
        2.60               5.016308              41705              892.983246          -148.125403          1041.108650     
        2.70               5.016308              41516              886.920340          -193.333417          1080.253756     
        2.80               5.016308              41315              897.256234          -175.219283          1072.475517     
        2.90               5.016308              41153              930.876028          -140.558787          1071.434815     
        3.00               5.016308              41071              989.238536          -116.529387          1105.767923     
        3.10               5.016308              41025             1045.872032           -44.961339          1090.833371     
        3.20               5.016308              40946             1084.636812           -17.732386          1102.369197     
        3.30               5.016308              40812             1093.240962           -7.483236           1100.724198     
        3.40               5.016308              40768             1009.506331           -94.943417          1104.449749     
        3.50               5.016308              40797             1076.983654           -90.795803          1167.779457     
        3.60               5.016308              40745             1108.850285           -51.130361          1159.980647     
        3.70               5.016308              40811             1173.630819           25.986949           1147.643870     
        3.80               5.016308              40652             1201.816385           -15.299053          1217.115438     
        3.90               5.016308              40626             1016.906900          -178.648326          1195.555226     
        4.00               5.016308              40848             1086.871163          -123.259116          1210.130278     
        4.10               5.016308              40857             1093.538720          -136.983843          1230.522562     
        4.20               5.016308              40956             1024.932573          -142.967206          1167.899778     
        4.30               5.016308              41018             1093.421797           -83.469840          1176.891637     
        4.40               5.016308              41017             1055.031290          -144.869303          1199.900593     
        4.50               5.016308              41132             1041.067523          -148.822196          1189.889719     
        4.60               5.016308              41184             1192.736616           -26.928860          1219.665476     
        4.70               5.016308              41276             1231.823352           40.493819           1191.329533     
        4.80               5.016308              41370             1062.666447           -84.510336          1147.176782     
        4.90               5.016308              41441              993.982893          -142.114625          1136.097518     
        5.00               5.016308              41368              968.134152          -164.631919          1132.766070     
        5.10               5.016308              41476             1100.350029           -31.758513          1132.108542     
        5.20               5.016308              41569             1101.137056           -22.158255          1123.295310     
        5.30               5.016308              41639              975.688636          -113.459254          1089.147891     
        5.40               5.016308              41709             1018.471177           -99.961887          1118.433064     
        5.50               5.016308              41749             1148.750006           44.203314           1104.546691     
