        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              41910             1518.875788     
        0.10               5.016308              41876              188.850583     
        0.20               5.016308              41723             -1045.714945    
        0.30               5.016308              41713             -2939.332030    
        0.40               5.016308              40685             -4204.470716    
        0.50               5.016308              31849             -3877.775469    
        0.60               5.016308              33358             3359.527234     
        0.70               5.016308              34571             4028.387450     
        0.80               5.016308              35421             4268.238470     
        0.90               5.016308              37082             4294.921258     
        1.00               5.016308              38566             3874.435809     
        1.10               5.016308              40620             2421.810359     
        1.20               5.016308              42223             1592.303721     
        1.30               5.016308              43177             1134.711795     
        1.40               5.016308              43049              454.271936     
        1.50               5.016308              42573              465.070143     
        1.60               5.016308              41881              396.831066     
        1.70               5.016308              41040              332.862532     
        1.80               5.016308              40931              654.431869     
        1.90               5.016308              40461              460.926517     
        2.00               5.016308              40052              244.394027     
        2.10               5.016308              39680              110.257106     
        2.20               5.016308              38934              601.523610     
        2.30               5.016308              39065              621.678619     
        2.40               5.016308              29643             2488.381508     
        2.50               5.016308              28736             2812.921704     
        2.60               5.016308              28420             3018.355459     
        2.70               5.016308              28767             2647.166456     
        2.80               5.016308              36897             2183.214731     
        2.90               5.016308              37141             2249.005384     
        3.00               5.016308              37466             2652.670115     
        3.10               5.016308              37249             2625.162405     
        3.20               5.016308              36929             2608.039336     
        3.30               5.016308              29228             2435.536358     
        3.40               5.016308              36889             2702.962240     
        3.50               5.016308              37155             3076.894791     
        3.60               5.016308              36881             2662.504003     
        3.70               5.016308              30047             2179.231155     
        3.80               5.016308              29846             2481.291080     
        3.90               5.016308              30251             2600.387832     
        4.00               5.016308              30225             2963.377697     
        4.10               5.016308              30759             3057.447985     
        4.20               5.016308              30844             2654.443176     
        4.30               5.016308              30972             2784.164080     
        4.40               5.016308              30819             2570.964227     
        4.50               5.016308              34268             2594.477466     
        4.60               5.016308              31821             2957.361320     
        4.70               5.016308              31490             3429.079631     
        4.80               5.016308              31568             3283.271848     
        4.90               5.016308              31631             3443.964265     
        5.00               5.016308              31804             3269.501339     
        5.10               5.016308              32057             3569.423095     
        5.20               5.016308              32571             3657.794940     
        5.30               5.016308              32845             3587.697754     
        5.40               5.016308              33143             3416.398909     
        5.50               5.016308              33342             3101.472325     
        5.60               5.016308              33382             3012.515972     
        5.70               5.016308              33103             3019.623742     
        5.80               5.016308              33053             2823.152330     
        5.90               5.016308              33011             2930.039012     
        6.00               5.016308              32799             2894.645862     
        6.10               5.016308              32238             2673.946490     
        6.20               5.016308              32318             2856.867141     
        6.30               5.016308              31866             2619.781583     
        6.40               5.016308              31789             2889.522880     
        6.50               5.016308              31796             2649.746464     
        6.60               5.016308              31201             3056.978647     
        6.70               5.016308              31118             2743.438835     
        6.80               5.016308              31212             2581.969312     
        6.90               5.016308              30997             2939.651924     
        7.00               5.016308              31279             2786.349571     
        7.10               5.016308              31131             2902.166522     
        7.20               5.016308              31204             2975.478656     
        7.30               5.016308              31204             2922.867164     
        7.40               5.016308              31010             2905.208006     
        7.50               5.016308              30843             2795.568970     
        7.60               5.016308              30781             2828.131152     
        7.70               5.016308              30130             2692.322149     
        7.80               5.016308              30474             2883.470965     
        7.90               5.016308              30555             2969.413122     
        8.00               5.016308              30891             2851.306713     
        8.10               5.016308              30546             2813.311763     
        8.20               5.016308              30252             3076.758775     
        8.30               5.016308              30071             2881.467920     
        8.40               5.016308              30306             2750.526106     
        8.50               5.016308              29715             2558.940766     
        8.60               5.016308              30038             2251.795610     
        8.70               5.016308              29289             2460.719679     
        8.80               5.016308              29036             2346.121048     
        8.90               5.016308              29294             2100.263277     
        9.00               5.016308              29604             2182.698189     
        9.10               5.016308              29488             2234.836021     
        9.20               5.016308              29420             2686.662205     
        9.30               5.016308              29247             2770.244843     
        9.40               5.016308              28873             2775.871463     
        9.50               5.016308              28430             2991.778222     
        9.60               5.016308              28712             3000.597612     
        9.70               5.016308              28959             3033.453569     
        9.80               5.016308              28667             2953.613651     
        9.90               5.016308              28347             3174.652157     
       10.00               5.016308              28265             3271.648540     
       10.10               5.016308              28081             3304.781850     
       10.20               5.016308              28497             3261.358783     
       10.30               5.016308              28550             3158.678577     
       10.40               5.016308              28677             2997.785460     
       10.50               5.016308              28639             2900.113620     
       10.60               5.016308              28461             2759.001518     
       10.70               5.016308              28380             2692.470704     
       10.80               5.016308              28178             2756.320984     
       10.90               5.016308              27690             2576.038493     
       11.00               5.016308              27681             2687.382515     
       11.10               5.016308              27177             2600.481561     
       11.20               5.016308              27269             2945.930855     
       11.30               5.016308              26873             2940.273939     
