        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              38509             2529.820283     
        0.10               5.016308              38588             1849.384442     
        0.20               5.016308              38907             1205.672424     
        0.30               5.016308              39148              830.187355     
        0.40               5.016308              39341              625.989806     
        0.50               5.016308              39525              383.224314     
        0.60               5.016308              39765              35.865907      
        0.70               5.016308              39822              42.972601      
        0.80               5.016308              39927              112.663853     
        0.90               5.016308              40005             -151.272620     
        1.00               5.016308              40132             -110.697131     
        1.10               5.016308              40131             -706.252233     
        1.20               5.016308              40227             -1086.243782    
        1.30               5.016308              40199             -1690.639457    
        1.40               5.016308              39788             -1436.356529    
        1.50               5.016308              39423             -1516.009469    
        1.60               5.016308              38220             -1488.678919    
        1.70               5.016308              29968             -1441.430126    
        1.80               5.016308              29711             -1579.440678    
        1.90               5.016308              29439             -1832.730657    
        2.00               5.016308              13559              101.038055     
        2.10               5.016308              13348              82.497858      
        2.20               5.016308              13439              329.852856     
        2.30               5.016308              25906             -629.943036     
        2.40               5.016308              30472              675.955643     
        2.50               5.016308              17684              401.674097     
        2.60               5.016308              18001              278.612160     
        2.70               5.016308              18115              358.260189     
        2.80               5.016308              21012              743.947786     
        2.90               5.016308              23819              373.764724     
        3.00               5.016308              25620              235.430798     
        3.10               5.016308              25062              230.356594     
        3.20               5.016308              25172              302.234375     
        3.30               5.016308              27090              254.728724     
        3.40               5.016308              27565              392.810497     
        3.50               5.016308              26384              335.227652     
        3.60               5.016308              28802              273.090057     
        3.70               5.016308              30683              298.714215     
        3.80               5.016308              31038              294.835489     
        3.90               5.016308              31897              144.400998     
        4.00               5.016308              32585              331.004847     
        4.10               5.016308              33302              340.641639     
        4.20               5.016308              33779              100.364351     
        4.30               5.016308              34159              216.295867     
        4.40               5.016308              34922              288.246050     
        4.50               5.016308              35824              204.521744     
        4.60               5.016308              36553              202.251576     
        4.70               5.016308              37294              70.736459      
        4.80               5.016308              37872              19.521528      
        4.90               5.016308              38396              26.448751      
        5.00               5.016308              38677              43.607815      
        5.10               5.016308              39027              72.820118      
        5.20               5.016308              39382              -35.412790     
        5.30               5.016308              39446              -32.249033     
        5.40               5.016308              39449              -78.686682     
        5.50               5.016308              39335             -119.001653     
        5.60               5.016308              39488             -164.959536     
        5.70               5.016308              39444             -143.347201     
        5.80               5.016308              39696             -151.212898     
        5.90               5.016308              39668              -77.915827     
        6.00               5.016308              39656              -8.485175      
        6.10               5.016308              39650              -87.340657     
        6.20               5.016308              39563             -177.807240     
        6.30               5.016308              39542              -75.027969     
        6.40               5.016308              39483             -120.373830     
        6.50               5.016308              39406              -13.331811     
        6.60               5.016308              39260              -63.772279     
        6.70               5.016308              39281              -43.324008     
        6.80               5.016308              39369               4.401339      
        6.90               5.016308              39414              72.882792      
        7.00               5.016308              39324              47.646019      
        7.10               5.016308              39540              -23.761290     
        7.20               5.016308              39571              69.360938      
        7.30               5.016308              39375              188.804785     
        7.40               5.016308              39427              114.501491     
        7.50               5.016308              39285              -32.040978     
        7.60               5.016308              39242              -22.985476     
        7.70               5.016308              39346             -115.582937     
        7.80               5.016308              39245              26.629074      
        7.90               5.016308              39315              98.107929      
        8.00               5.016308              39232              -43.537960     
        8.10               5.016308              39283             -107.991688     
        8.20               5.016308              39136              85.376052      
        8.30               5.016308              39138              163.608682     
        8.40               5.016308              39036              144.300371     
        8.50               5.016308              39141              289.183370     
        8.60               5.016308              39061              107.116785     
        8.70               5.016308              39180              155.224225     
        8.80               5.016308              38882              -1.135741      
        8.90               5.016308              38833              32.568428      
        9.00               5.016308              38722              -50.862053     
        9.10               5.016308              38770              122.768119     
        9.20               5.016308              38633              114.713177     
        9.30               5.016308              38496              299.077948     
        9.40               5.016308              38631              593.798851     
        9.50               5.016308              38800              731.056650     
        9.60               5.016308              38705              689.387801     
        9.70               5.016308              38461              803.169851     
        9.80               5.016308              38476              907.142571     
        9.90               5.016308              38558              969.391769     
       10.00               5.016308              38623              951.570954     
       10.10               5.016308              38532              968.983539     
       10.20               5.016308              38640              956.348946     
       10.30               5.016308              38731             1178.555950     
       10.40               5.016308              38757             1026.219592     
       10.50               5.016308              38582              979.861271     
       10.60               5.016308              38561             1129.605733     
       10.70               5.016308              38408              980.913876     
       10.80               5.016308              38291             1057.481179     
       10.90               5.016308              38413              981.987441     
       11.00               5.016308              38421             1037.521018     
       11.10               5.016308              38376             1002.777845     
       11.20               5.016308              38288             1007.949825     
       11.30               5.016308              38207              948.606070     
       11.40               5.016308              37881              909.892385     
       11.50               5.016308              38024              993.564450     
       11.60               5.016308              37835             1087.099566     
       11.70               5.016308              37691             1299.369834     
       11.80               5.016308              37720             1264.042796     
       11.90               5.016308              37670             1087.931592     
       12.00               5.016308              37563             1083.285961     
       12.10               5.016308              37530             1171.410148     
       12.20               5.016308              37370             1169.188029     
       12.30               5.016308              37342             1205.182040     
       12.40               5.016308              37518             1419.432083     
       12.50               5.016308              37385             1305.555006     
       12.60               5.016308              37480             1137.864081     
       12.70               5.016308              37329             1079.884999     
       12.80               5.016308              37189             1253.720603     
       12.90               5.016308              37284             1154.596648     
       13.00               5.016308              36969             1022.753756     
       13.10               5.016308              37038              830.960057     
       13.20               5.016308              36971             1067.762952     
       13.30               5.016308              36726             1063.709231     
       13.40               5.016308              36594             1138.644986     
       13.50               5.016308              36335             1352.127017     
       13.60               5.016308              36194             1463.238784     
       13.70               5.016308              36527             1379.356362     
       13.80               5.016308              36133             1345.108035     
       13.90               5.016308              36272             1286.476497     
       14.00               5.016308              36063             1182.857521     
       14.10               5.016308              36032             1239.551936     
       14.20               5.016308              35935             1140.686537     
       14.30               5.016308              35962             1187.189753     
       14.40               5.016308              35915             1122.718839     
       14.50               5.016308              35978             1213.149608     
       14.60               5.016308              35927              939.341557     
       14.70               5.016308              35957             1130.894258     
       14.80               5.016308              36024             1064.951792     
