        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              33368             1535.884395          -110.631005          1646.515400     
        0.10               5.016308              33573             1220.341372          -164.395095          1384.736466     
        0.20               5.016308              33963              967.638661          -176.684948          1144.323609     
        0.30               5.016308              34348              828.001523          -117.089325           945.090848     
        0.40               5.016308              34679              721.619242           -76.323310           797.942552     
        0.50               5.016308              35018              660.241078           -36.304740           696.545818     
        0.60               5.016308              35205              463.466129          -130.766682           594.232811     
        0.70               5.016308              35413              478.944797           -62.894100           541.838897     
        0.80               5.016308              35624              542.536688           46.220481            496.316207     
        0.90               5.016308              35909              344.435651          -122.468517           466.904168     
        1.00               5.016308              36046              365.163241           -86.641105           451.804346     
        1.10               5.016308              36211              292.606548          -155.050191           447.656738     
        1.20               5.016308              36279              336.963740           -92.207727           429.171467     
        1.30               5.016308              36387              150.566558          -275.561189           426.127747     
        1.40               5.016308              36435              244.348528          -199.307758           443.656285     
        1.50               5.016308              36426              269.164298          -162.955813           432.120111     
        1.60               5.016308              36545              274.599594          -160.304976           434.904570     
        1.70               5.016308              36534              372.946111           -59.250588           432.196700     
        1.80               5.016308              36634              295.121402          -110.522733           405.644134     
        1.90               5.016308              36475              202.944095          -197.593101           400.537196     
        2.00               5.016308              36275              287.226009          -126.705970           413.931979     
        2.10               5.016308              36197              358.493763           -45.127420           403.621184     
        2.20               5.016308              36031              252.593569          -151.714591           404.308160     
        2.30               5.016308              35707              228.270727          -165.982461           394.253187     
        2.40               5.016308              32742              323.906763           -75.123920           399.030682     
        2.50               5.016308              32612              351.841718           -47.341502           399.183220     
        2.60               5.016308              32494              358.818777           -42.158365           400.977141     
        2.70               5.016308              32509              294.803510          -130.855732           425.659243     
        2.80               5.016308              32395              246.305858          -167.668692           413.974549     
        2.90               5.016308              32651              240.356403          -161.823025           402.179428     
        3.00               5.016308              26855              388.210626           -26.651940           414.862566     
        3.10               5.016308              26795              416.090870           -2.939943            419.030813     
        3.20               5.016308              26791              540.035432           110.311427           429.724005     
        3.30               5.016308              26983              479.090996           57.671786            421.419210     
        3.40               5.016308              27007              405.198795           -2.379483            407.578278     
        3.50               5.016308              26969              510.065292           88.281581            421.783711     
        3.60               5.016308              29459              567.767547           143.136383           424.631164     
        3.70               5.016308              23573              440.940854           27.069591            413.871263     
        3.80               5.016308              20858              562.283276           143.822610           418.460666     
        3.90               5.016308              20775              438.088827           36.727742            401.361085     
        4.00               5.016308              23194              449.926801           65.178443            384.748358     
        4.10               5.016308              21572              503.837659           116.608494           387.229165     
        4.20               5.016308              21532              682.547853           319.256803           363.291050     
        4.30               5.016308              22867              497.479226           140.962815           356.516411     
        4.40               5.016308              21386              566.428458           186.669075           379.759383     
        4.50               5.016308              21405              464.420594           122.534861           341.885733     
        4.60               5.016308              21405              450.787191           110.786942           340.000249     
        4.70               5.016308              21134              514.197897           173.501224           340.696673     
        4.80               5.016308              21138              420.229256           116.223887           304.005369     
        4.90               5.016308              20338              344.403523           59.428728            284.974794     
        5.00               5.016308              20257              385.340207           97.939095            287.401112     
        5.10               5.016308              20377              266.753300           -24.414301           291.167601     
        5.20               5.016308              20130              216.557735           -75.912132           292.469867     
        5.30               5.016308              20195              264.929850           -11.876656           276.806506     
        5.40               5.016308              20035              297.481591           43.302392            254.179199     
        5.50               5.016308              20241              337.649609           107.040857           230.608752     
        5.60               5.016308              20396              240.060750           17.117216            222.943534     
        5.70               5.016308              20345              230.236736            2.126454            228.110281     
        5.80               5.016308              20442              314.782966           41.240897            273.542069     
        5.90               5.016308              15482              394.077074           112.245301           281.831773     
        6.00               5.016308              15692              398.632818           111.680234           286.952584     
        6.10               5.016308              15640              471.520373           185.086494           286.433879     
        6.20               5.016308              15722              323.760686           60.423802            263.336883     
        6.30               5.016308              15800              403.090225           114.625214           288.465010     
        6.40               5.016308              15628              406.129508           107.238578           298.890930     
        6.50               5.016308              15702              396.994420           132.115765           264.878655     
        6.60               5.016308              15627              321.858258           83.626455            238.231803     
        6.70               5.016308              17787              318.027731           43.867337            274.160393     
        6.80               5.016308              17782              403.852695           149.511808           254.340887     
        6.90               5.016308              15563              299.094463           79.956510            219.137952     
        7.00               5.016308              17717              319.256624           89.649829            229.606795     
        7.10               5.016308              17679              312.796428           88.607797            224.188631     
        7.20               5.016308              15371              217.036828           39.818827            177.218002     
        7.30               5.016308              15318              197.721155            8.467525            189.253630     
        7.40               5.016308              17635              162.825431           -69.070584           231.896015     
        7.50               5.016308              17782              194.525055           -11.042080           205.567136     
        7.60               5.016308              17920              441.109433           259.902294           181.207139     
        7.70               5.016308              17904              465.474648           262.799983           202.674665     
        7.80               5.016308              17836              334.518508           159.130664           175.387844     
        7.90               5.016308              18047              373.469834           221.512854           151.956980     
        8.00               5.016308              18018              390.334123           231.409977           158.924146     
        8.10               5.016308              17992              416.677192           212.381834           204.295357     
        8.20               5.016308              17899              408.328302           201.176527           207.151775     
        8.30               5.016308              17756              444.742163           252.602573           192.139590     
        8.40               5.016308              17863              468.239498           240.558103           227.681395     
        8.50               5.016308              17749              513.463184           302.179713           211.283471     
        8.60               5.016308              17724              439.426620           219.603858           219.822762     
        8.70               5.016308              17742              419.900830           209.177835           210.722995     
        8.80               5.016308              17851              444.563498           258.992219           185.571279     
        8.90               5.016308              17866              384.266728           198.540790           185.725938     
        9.00               5.016308              17874              355.928739           162.483886           193.444853     
        9.10               5.016308              17932              364.419229           122.435699           241.983531     
        9.20               5.016308              18092              402.816707           150.326655           252.490052     
        9.30               5.016308              17911              494.417538           287.797516           206.620022     
        9.40               5.016308              17954              490.593732           284.497863           206.095869     
        9.50               5.016308              17910              429.652741           245.137185           184.515557     
        9.60               5.016308              17833              409.170144           222.191000           186.979144     
        9.70               5.016308              17798              379.878283           181.580413           198.297870     
        9.80               5.016308              17851              365.146456           193.082194           172.064262     
        9.90               5.016308              11365              307.154357           166.937382           140.216975     
       10.00               5.016308              11372              348.862388           182.064679           166.797709     
       10.10               5.016308              11356              390.732176           226.649334           164.082842     
       10.20               5.016308              11446              368.135370           156.399334           211.736036     
       10.30               5.016308              11365              388.646222           200.918046           187.728176     
       10.40               5.016308              11473              384.175814           225.488500           158.687315     
       10.50               5.016308              11519              259.652013           186.220964           73.431049      
       10.60               5.016308              11674              276.630270           205.606612           71.023658      
       10.70               5.016308              11764              267.289565           163.216493           104.073072     
       10.80               5.016308              13206              -67.024141           -71.725116            4.700975      
       10.90               5.016308              11800              301.812339           178.213285           123.599054     
       11.00               5.016308              11938              300.713865           193.708439           107.005425     
       11.10               5.016308              12127              331.911368           204.259602           127.651766     
       11.20               5.016308              12278              284.120330           164.259445           119.860886     
       11.30               5.016308              12388              324.725120           212.183359           112.541761     
       11.40               5.016308              12449              357.784273           186.130028           171.654245     
       11.50               5.016308              12475              366.084865           211.468865           154.616000     
       11.60               5.016308              12546              303.713120           172.000404           131.712717     
       11.70               5.016308              12629              357.892698           212.473511           145.419187     
       11.80               5.016308              12695              401.620609           230.080281           171.540328     
       11.90               5.016308              12797              407.319086           215.335307           191.983778     
       12.00               5.016308              12846              428.709435           229.303933           199.405502     
       12.10               5.016308              12878              406.138755           266.633162           139.505593     
