        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              42651             3186.720632          -327.512587          3514.233219     
        0.10               5.016308              42696             1573.061589          -1156.089995         2729.151585     
        0.20               5.016308              42807             -237.168070          -2298.323442         2061.155372     
        0.30               5.016308              42792             -1885.877151         -3429.039690         1543.162539     
        0.40               5.016308              42785             -4341.464892         -5515.073822         1173.608930     
        0.50               5.016308              42475             -5077.766673         -5961.648807          883.882135     
        0.60               5.016308              42048             -5924.020254         -6604.694582          680.674328     
        0.70               5.016308              41494             -6156.527914         -6689.323319          532.795404     
        0.80               5.016308              40490             -5917.459692         -6260.690889          343.231197     
        0.90               5.016308              40982             2939.738065          2763.574059           176.164006     
        1.00               5.016308              26479             2709.608382          2978.993351          -269.384969     
        1.10               5.016308              41141             2398.905463          2698.814066          -299.908603     
        1.20               5.016308              23174             2343.881108          2277.012131           66.868977      
        1.30               5.016308              23187             1627.540617          1618.419333            9.121285      
        1.40               5.016308              23212             2154.409388          2042.685098           111.724290     
        1.50               5.016308              40938             -755.461551          -487.814048          -267.647503     
        1.60               5.016308              22436             2657.422207          2639.937564           17.484643      
        1.70               5.016308              39889             -683.250890          -444.819079          -238.431811     
        1.80               5.016308              21339             2514.994528          2447.918208           67.076320      
        1.90               5.016308              21355             2717.902868          2620.378325           97.524544      
        2.00               5.016308              36973             -1072.189160         -801.434947          -270.754213     
        2.10               5.016308              34631             -636.005612          -345.315221          -290.690391     
        2.20               5.016308              21112             3479.182107          3334.052625           145.129482     
        2.30               5.016308              21353             3525.914347          3330.390346           195.524000     
        2.40               5.016308              21491             3495.274861          3297.752251           197.522610     
        2.50               5.016308              35141              506.990659           566.185898           -59.195240     
        2.60               5.016308              32785             2816.823336          2710.827949           105.995388     
        2.70               5.016308              33357             2597.715976          2452.585317           145.130659     
        2.80               5.016308              33758             2701.924457          2514.748667           187.175790     
        2.90               5.016308              34248             2817.095933          2573.981594           243.114339     
        3.00               5.016308              34520             2894.976214          2704.646565           190.329648     
        3.10               5.016308              34520             1385.893455          1193.823448           192.070007     
        3.20               5.016308              34689              84.765277            173.993117           -89.227840     
        3.30               5.016308              35063              -45.032352           116.092814          -161.125166     
        3.40               5.016308              35380              21.942986            197.682433          -175.739447     
        3.50               5.016308              35467              10.017241            171.527384          -161.510142     
        3.60               5.016308              35654              195.922467           320.074692          -124.152225     
        3.70               5.016308              35807             -156.503658           -71.538390           -84.965268     
        3.80               5.016308              36141             -119.630881           56.514528           -176.145409     
        3.90               5.016308              36105              327.298948           415.885378           -88.586430     
        4.00               5.016308              36324              -92.589241           23.828364           -116.417605     
        4.10               5.016308              36189              138.390901           236.377047           -97.986146     
        4.20               5.016308              36291              42.964207            174.641572          -131.677365     
        4.30               5.016308              36296             -295.901199          -205.319937           -90.581262     
        4.40               5.016308              36491              102.285114           213.099760          -110.814645     
        4.50               5.016308              36340              511.102986           488.374693           22.728294      
        4.60               5.016308              36322              354.500085           374.521553           -20.021469     
        4.70               5.016308              36142              518.256379           464.543413           53.712966      
        4.80               5.016308              36147             1108.455098           973.637715           134.817383     
        4.90               5.016308              36063             1328.340508          1173.417074           154.923434     
        5.00               5.016308              35966             2032.176390          1846.766915           185.409475     
        5.10               5.016308              35555             2791.405952          2644.475184           146.930768     
        5.20               5.016308              35680             2621.108434          2490.824856           130.283578     
        5.30               5.016308              35687             2576.850558          2437.174031           139.676527     
        5.40               5.016308              35697             2576.112608          2423.982076           152.130532     
        5.50               5.016308              35730             2292.601561          2096.671556           195.930005     
        5.60               5.016308              35305             2577.617560          2356.202166           221.415393     
        5.70               5.016308              35608             2416.364258          2171.383295           244.980963     
        5.80               5.016308              35596             2222.093867          1971.819401           250.274466     
        5.90               5.016308              35409             2514.229207          2274.032368           240.196838     
        6.00               5.016308              24096             2737.196668          2518.647717           218.548951     
        6.10               5.016308              35030             2603.654175          2376.086249           227.567927     
        6.20               5.016308              35196             2400.035304          2205.872938           194.162366     
        6.30               5.016308              34377             2491.213538          2261.509249           229.704289     
        6.40               5.016308              34467             2835.846178          2541.790344           294.055834     
        6.50               5.016308              34213             2729.545611          2441.518030           288.027582     
        6.60               5.016308              23962             2715.218024          2463.036456           252.181568     
        6.70               5.016308              33467             2850.830459          2614.890935           235.939525     
        6.80               5.016308              33767             2866.313513          2635.643309           230.670204     
        6.90               5.016308              33461             2916.396885          2699.680201           216.716684     
        7.00               5.016308              33559             2823.720030          2579.789241           243.930789     
        7.10               5.016308              33464             2681.564580          2397.106332           284.458248     
        7.20               5.016308              33185             3006.045996          2681.611970           324.434026     
        7.30               5.016308              33347             2882.380022          2606.695279           275.684743     
        7.40               5.016308              33562             3110.527811          2814.126252           296.401559     
        7.50               5.016308              33795             3035.450099          2739.322722           296.127377     
        7.60               5.016308              33828             2729.683666          2449.662145           280.021521     
        7.70               5.016308              33910             2658.460448          2359.260398           299.200050     
        7.80               5.016308              34083             2923.034574          2573.085313           349.949262     
        7.90               5.016308              33807             3109.734151          2732.255967           377.478184     
        8.00               5.016308              33944             2862.552151          2520.434845           342.117306     
        8.10               5.016308              34043             2737.513439          2409.382412           328.131027     
        8.20               5.016308              33984             2825.210696          2519.515319           305.695378     
        8.30               5.016308              33657             2643.700085          2332.458793           311.241292     
        8.40               5.016308              33593             2631.092582          2356.533286           274.559296     
        8.50               5.016308              33678             2757.687181          2428.378301           329.308879     
        8.60               5.016308              33731             2611.611644          2270.270981           341.340663     
        8.70               5.016308              33637             2554.477876          2235.776769           318.701107     
        8.80               5.016308              33683             2456.410240          2160.695855           295.714386     
        8.90               5.016308              33557             2349.560223          2061.314090           288.246132     
        9.00               5.016308              33769             2381.504066          2099.246913           282.257152     
        9.10               5.016308              33360             2266.589916          1959.313621           307.276295     
        9.20               5.016308              33016             2398.534184          2111.771727           286.762457     
        9.30               5.016308              32622             2621.283021          2330.423412           290.859609     
        9.40               5.016308              32258             2825.880701          2531.752826           294.127875     
        9.50               5.016308              32039             2759.154392          2471.950775           287.203617     
        9.60               5.016308              31925             3090.743767          2778.745449           311.998318     
        9.70               5.016308              31402             3509.292305          3135.836569           373.455736     
        9.80               5.016308              31307             3704.998593          3363.615528           341.383066     
        9.90               5.016308              30335             2951.856851          2668.873415           282.983436     
