        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              42631             6927.487629     
        0.10               5.016308              42805             5669.522970     
        0.20               5.016308              43141             4387.966858     
        0.30               5.016308              43408             3582.968939     
        0.40               5.016308              43629             2881.066825     
        0.50               5.016308              43754             2493.819362     
        0.60               5.016308              43811             1780.202956     
        0.70               5.016308              43759             1546.337505     
        0.80               5.016308              43749             1587.140444     
        0.90               5.016308              43646             1175.456582     
        1.00               5.016308              43562             1075.509510     
        1.10               5.016308              43433              780.791825     
        1.20               5.016308              43243              827.850005     
        1.30               5.016308              43123              671.400131     
        1.40               5.016308              42768              799.612289     
        1.50               5.016308              42360              673.919279     
        1.60               5.016308              41857              857.037305     
        1.70               5.016308              41331              903.305168     
        1.80               5.016308              40855              927.857912     
        1.90               5.016308              40894              716.659474     
        2.00               5.016308              40143              627.751284     
        2.10               5.016308              24238             -952.067168     
        2.20               5.016308              15043             1167.147464     
        2.30               5.016308              14786             1582.019227     
        2.40               5.016308              14623             2098.571456     
        2.50               5.016308              15551             1096.895458     
        2.60               5.016308              14485             1714.802828     
        2.70               5.016308              15850             1429.101250     
        2.80               5.016308              19153             1719.862334     
        2.90               5.016308              19554             1807.987050     
        3.00               5.016308              16923             1822.026729     
        3.10               5.016308              17316             1667.479668     
        3.20               5.016308              17437             1733.894673     
        3.30               5.016308              20302             1558.669587     
        3.40               5.016308              17363             1760.024293     
        3.50               5.016308              17234             1637.370891     
        3.60               5.016308              17157             1835.849338     
        3.70               5.016308              17181             1816.004165     
        3.80               5.016308              17342             2004.006773     
        3.90               5.016308              17376             1561.465664     
        4.00               5.016308              17293             1458.463706     
        4.10               5.016308              17614             1422.460195     
        4.20               5.016308              18922             2115.598557     
        4.30               5.016308              19289             1936.504576     
        4.40               5.016308              19489             2053.864994     
        4.50               5.016308              19815             1971.141654     
        4.60               5.016308              20226             2118.811049     
        4.70               5.016308              20459             2007.683418     
        4.80               5.016308              20391             2084.332180     
        4.90               5.016308              20293             2048.500340     
        5.00               5.016308              19944             1991.652958     
        5.10               5.016308              20318             1900.726576     
        5.20               5.016308              20525             1924.483150     
        5.30               5.016308              20527             1660.438960     
        5.40               5.016308              20630             1525.377288     
        5.50               5.016308              20735             1299.956887     
        5.60               5.016308              20760             1400.290512     
        5.70               5.016308              20829             1460.136909     
        5.80               5.016308              20860             1671.282222     
        5.90               5.016308              20789             1445.053750     
        6.00               5.016308              20622             1629.108702     
