        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              39979             4269.036481          -168.572595          4437.609076     
        0.10               5.016308              40113             3376.841695          -324.756701          3701.598396     
        0.20               5.016308              40433             2573.065663          -377.103360          2950.169023     
        0.30               5.016308              40738             2132.626671          -234.961147          2367.587818     
        0.40               5.016308              41018             1770.584263          -165.561162          1936.145425     
        0.50               5.016308              41294             1463.171041          -105.524053          1568.695094     
        0.60               5.016308              41569              997.074112          -298.265246          1295.339359     
        0.70               5.016308              41752              978.237896          -112.879503          1091.117399     
        0.80               5.016308              41902              894.458318           -7.825309            902.283627     
        0.90               5.016308              41976              545.629919          -238.655810           784.285729     
        1.00               5.016308              41969              463.403341          -297.692194           761.095534     
        1.10               5.016308              41897              293.079241          -433.435050           726.514291     
        1.20               5.016308              41781              452.193147          -218.354939           670.548086     
        1.30               5.016308              41726              93.957645           -543.241234           637.198879     
        1.40               5.016308              41662              295.602473          -396.333398           691.935871     
        1.50               5.016308              41573              447.944871          -196.077281           644.022152     
        1.60               5.016308              41500              590.933872           -42.554658           633.488530     
        1.70               5.016308              41406              642.063400           -7.939127            650.002527     
        1.80               5.016308              41241              538.720278           -83.790230           622.510509     
        1.90               5.016308              40909              418.716372          -244.466649           663.183021     
        2.00               5.016308              40451              423.722076          -215.027989           638.750065     
        2.10               5.016308              40308              458.293981          -171.049086           629.343067     
        2.20               5.016308              38900              417.236279          -236.449917           653.686196     
        2.30               5.016308              39277              353.851174          -308.871498           662.722671     
        2.40               5.016308              38308              201.607881          -454.704878           656.312759     
        2.50               5.016308              37861              -92.534909          -724.353627           631.818718     
        2.60               5.016308              37634              241.452599          -414.584816           656.037415     
        2.70               5.016308              27959              474.380135          -226.654465           701.034601     
        2.80               5.016308              23744              665.632833           45.966243            619.666590     
        2.90               5.016308              21952              317.066499          -317.824779           634.891278     
        3.00               5.016308              21801              487.521716          -167.284802           654.806519     
        3.10               5.016308              21728              628.475559           31.715374            596.760185     
        3.20               5.016308              18368             -308.450499          -895.569219           587.118719     
        3.30               5.016308              12621             1315.085848           552.083318           763.002530     
        3.40               5.016308              12166             1173.793917           483.221665           690.572253     
        3.50               5.016308              12169             1118.095787           453.580379           664.515408     
        3.60               5.016308              12070             1035.156553           350.833726           684.322827     
        3.70               5.016308              11974             1388.689505           741.250925           647.438581     
        3.80               5.016308              17001              897.806786           385.519546           512.287240     
        3.90               5.016308              11912             1259.937422           616.800427           643.136995     
        4.00               5.016308              11901             1143.469726           528.448333           615.021393     
        4.10               5.016308              11741             1015.684915           436.589096           579.095820     
