      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         45365             1               1              8699           20779         93.866658        1.865984       609.886652      402.742611      36.960263        4.854230          822      
      0.10          5.016308         45710             1               1              7184           21003         82.620538        1.684277       540.654632      329.436963      31.507300        2.586925          635      
      0.20          5.016308         46158             1               1              7143           21627         84.527805        1.214654       547.165029      333.009623      32.773503        2.627921          666      
      0.30          5.016308         46442             1               1              6407           21846         84.990984        1.276324       551.698259      349.175557      31.275397        2.640987          654      
      0.40          5.016308         46354             1               1              5739           21845         86.040930        1.607397       565.368639      358.154453      30.714130        2.960485          657      
      0.50          5.016308         46265             1               1              4790           21689         86.961109        1.979376       568.043747      375.515183      29.451048        4.258042          650      
      0.60          5.016308         45964             1               1              2944           21208         88.038821        2.136649       581.011445      408.360563      26.736310        5.391606          626      
      0.70          5.016308         45575             2               2              1089           20173         87.532777        2.588187       580.662721      433.975846      22.570883        5.295196          561      
      0.80          5.016308         45257             2               2              395            18900         88.676341        2.076199       583.787829      452.697798      21.183688        4.778263          540      
      0.90          5.016308         44974             1               1               94            17258         88.230869        2.170000       583.427844      465.819058      18.108757        4.410417          489      
      1.00          5.016308         44579             1               1              330            17959         87.994499        1.884031       580.828728      453.668532      19.251921        4.246213          521      
      1.10          5.016308         44216             2               2              925            18307         89.199552        3.729261       610.896076      443.392520      21.897345        6.637423          558      
      1.20          5.016308         43919             2               2              596            17299         87.979790        2.863334       573.225371      458.525159      19.278956        6.267548          509      
      1.30          5.016308         43883             1               1              280            16667         88.263270        3.463216       585.508036      469.683620      18.237077        7.150967          494      
      1.40          5.016308         44017             1               1              292            17336         89.032876        3.457121       595.959584      459.912407      19.734393        7.260172          523      
      1.50          5.016308         44074             1               1              282            17732         89.920617        4.624197       622.822957      464.418924      20.682608        8.328416          556      
      1.60          5.016308         43991             1               1              550            17916         89.966337        3.562601       605.561166      462.215026      21.318843        7.717300          559      
      1.70          5.016308         43889             1               1              467            17196         88.505729        3.696672       602.738255      463.381867      19.281383        7.724992          514      
      1.80          5.016308         43970             1               1              597            17366         88.886812        4.256083       601.275110      465.812770      19.935437        8.428195          528      
      1.90          5.016308         43734             1               1              912            17922         87.769170        8.821849       302.553201      453.124870      19.891035       13.485560          570      
      2.00          5.016308         43673             2               2              867            17339         88.286971        3.918340       592.986705      457.190739      20.101943        8.662838          525      
      2.10          5.016308         43541             3               3              1110           17226         88.521461        4.587234       610.582143      461.087645      20.643464       10.362927          528      
      2.20          5.016308         43435             2               2              1311           17121         88.602758        5.590802       603.566983      467.630114      20.862896       12.165265          539      
      2.30          5.016308         43255             1               1              1329           17092         88.541397        5.218948       594.026916      459.614109      20.872416       11.781568          540      
      2.40          5.016308         43316             1               1              1239           16671         88.331839        5.610022       591.164691      468.445009      20.152802       11.943021          524      
      2.50          5.016308         43299             2               2              1641           17089         89.018890        6.031845       607.508432      482.314692      21.441724       13.710496          555      
      2.60          5.016308         43313             1               1              1594           16964         88.594291        6.627158       602.480527      492.653955      20.994008       14.957875          539      
      2.70          5.016308         43221             1               1              1826           17390         88.248799        6.340731       592.643807      484.362986      21.601120       14.958718          558      
      2.80          5.016308         43047             1               1              1612           17092         87.778989        6.506044       605.447892      479.099376      20.481513       14.823431          534      
      2.90          5.016308         43061             1               1              1531           17249         87.451480        6.337939       594.245715      479.177045      20.689159       14.503120          531      
      3.00          5.016308         43201             1               1              1667           17365         88.358026        7.132234       594.705852      477.357846      21.415597       15.559121          550      
      3.10          5.016308         43394             1               1              1691           17364         88.322957        7.632239       610.268752      478.994357      21.410744       16.208639          553      
      3.20          5.016308         43354             1               1              1606           17287         88.369922        7.108976       597.895004      484.306196      20.999232       16.096550          550      
      3.30          5.016308         43566             1               1              1509           17410         88.662777        7.355280       614.306458      482.467437      21.184524       16.127392          555      
