      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         38509             1               1              7657           14544         92.137359        1.411213       599.247001      408.889396      29.999044        4.827873          703      
      0.10          5.016308         38588             1               1              6752           14174         88.958444        1.435800       579.071614      399.536178      26.929767        2.621303          629      
      0.20          5.016308         38907             1               1              6361           14651         90.064600        1.819760       588.848041      403.340653      28.019633        3.387044          660      
      0.30          5.016308         39148             1               1              5819           15100         91.574071        2.733103       610.636014      410.560324      28.639743        4.655059          682      
      0.40          5.016308         39341             1               1              4627           15696         108.865089       3.975847       57.358755       426.712277      43.758421        6.653610          721      
      0.40          5.016308         39341             1               2              625              0            5.997819        2.267460       47.991314        0.000000        5.997819        2.267460           16      
      0.50          5.016308         39525             1               1              3623           15915         95.750559        6.041409       712.165340      446.453830      28.497945        8.547825          699      
      0.50          5.016308         39525             1               2              1801             0           16.068396        3.228939       109.199217       0.000000       16.068396        3.228939           47      
      0.60          5.016308         39765             3               3              2680           16158         96.545864        5.284070       691.993704      472.952499      26.992032        8.859272          703      
      0.60          5.016308         39765             3               5              5227             0           27.492804       10.896412       263.511718       0.000000       27.492804       10.896412          135      
      0.70          5.016308         39822             4               4             10650           16070         98.015548       10.923567       787.702353      769.544669      40.552336       30.613975          898      
      0.70          5.016308         39822             4               3               0              108           3.694583        0.636360       23.757355        0.000000        3.694583        0.636360           16      
      0.70          5.016308         39822             4               2               0              101          69.877220       41.580150       531.185422       0.000000       69.877220       41.580150           10      
      0.80          5.016308         39927             2               2             14218           15064         96.799327        8.624326       205.113796      729.928059      35.724381       23.628627          955      
      0.90          5.016308         40005             4               4             15328           15029         97.828159        8.679210       211.479675      701.708707      13.190782       16.968334          1009     
      1.00          5.016308         40132             2               2             13970           13588         96.282610        2.869035       478.318416      644.365721      34.167930       29.290275          898      
      1.10          5.016308         40131             1               1             17765           13841         92.592989        8.211339       116.380582      625.438016      14.729281       22.356127          1033     
      1.20          5.016308         40227             1               1             17879           13131         95.549699        6.869715       107.363204      655.029810       0.319756       15.496114          1025     
      1.30          5.016308         40199             1               1             17899           10929         24.334312       11.641046       116.038638       6.688350       23.289247       12.156664          951      
      1.40          5.016308         39788             1               1             19833           13578         93.860193       39.703572       762.966388      113.803353      79.527784       47.344276          1129     
      1.50          5.016308         39423             1               1             21447           15806         108.583716      27.893984       750.494253      51.809352       100.887124      29.956229          1296     
      1.60          5.016308         38220             1               1             21309           15932         93.680329       41.708746       794.527447      80.828655       81.876004       44.651848          1313     
      1.60          5.016308         38220             1               2               26             118           8.332485        4.504821       76.721529        0.000000        8.332485        4.504821           15      
      1.70          5.016308         29968             1               1             20536           15558         116.567858       8.658990       217.631308      106.152144      105.771669      14.659087          1276     
      1.80          5.016308         29711             1               1             22618           16960         91.772536       37.078705      1135.894367      62.262767       82.305209       38.847467          1440     
      1.90          5.016308         29439             1               1             21753           17671         94.285496       47.034943       937.509502      39.033757       88.530157       48.678425          1492     
      2.00          5.016308         13559             1               1             14896           15818         94.991013       34.643824      1253.465760      45.558155       88.169971       35.824837          1153     
      2.00          5.016308         13559             1               2              5368            324          36.230765        6.209499       251.169241      81.683459       23.940517        8.764743          183      
      2.00          5.016308         13559             1               3              365             931          16.518701        2.276036       112.688221       0.000000       16.518701        2.276036           50      
      2.10          5.016308         13348             1               1             20613           16386         131.382089      17.834849       843.085234      83.046099       119.353939      21.044496          1397     
      2.10          5.016308         13348             1               2              350             844          15.315230        2.756647       112.044806       0.000000       15.315230        2.756647           45      
      2.10          5.016308         13348             1               3              197             532          10.454811        2.389736       79.652453        0.000000       10.454811        2.389736           26      
      2.20          5.016308         13439             1               1             20990           17343         79.957729       31.872066      1501.630502       0.000000       79.957729       31.872066          1432     
      2.20          5.016308         13439             1               0              3571            6749          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          1118     
      2.20          5.016308         13439             1               2              412             935          16.647689        1.716640       112.764002       0.000000       16.647689        1.716640           51      
      2.30          5.016308         25906             1               1             20378           17077         85.993076       39.035061       399.048765      31.552886       81.446084       40.704213          1394     
      2.30          5.016308         25906             1               2              423             1001         17.597172        2.157587       116.917625       0.000000       17.597172        2.157587           56      
      2.40          5.016308         30472             1               1             20399           18153         88.714557       47.383767      1067.639375      72.913729       77.587159       49.428947          1447     
      2.40          5.016308         30472             1               3              161             333           7.221585        2.965311       59.727094        0.000000        7.221585        2.965311           15      
      2.50          5.016308         17684             1               1             18789           15958         104.645241      44.975915      2159.655903      73.832436       93.356563       46.823871          1232     
      2.50          5.016308         17684             1               2              467             1032         17.713835        2.881183       126.909149       0.000000       17.713835        2.881183           59      
      2.60          5.016308         18001             1               1             18924           17153         109.248899      34.556878      1121.786473      100.610279      94.832981       39.205892          1318     
      2.60          5.016308         18001             1               2              134             299           6.944424        1.370579       50.138764        0.000000        6.944424        1.370579           14      
      2.70          5.016308         18115             1               1             14122           15679         120.461262      21.049279       801.789498      39.033757       114.705923      22.692761          1069     
      2.70          5.016308         18115             1               5              4549            372          32.247157        5.815769       234.521275       0.000000       32.247157        5.815769          162      
      2.70          5.016308         18115             1               2              419             937          15.807579        3.384670       127.869076       0.000000       15.807579        3.384670           47      
      2.70          5.016308         18115             1               3              112             233           5.596275        1.177987       40.837130        0.000000        5.596275        1.177987           11      
      2.80          5.016308         21012             1               1             13674           15370         95.579914       41.380848      1339.430821       0.000000       95.579914       41.380848          1024     
      2.80          5.016308         21012             1               4              4207            368          30.765940        5.290414       208.258396       0.000000       30.765940        5.290414          144      
      2.80          5.016308         21012             1               3              516             936          17.210561        2.673563       118.788999       0.000000       17.210561        2.673563           53      
      2.90          5.016308         23819             4               4              137             248           7.578948        3.277876       46.118569        6.404905        6.564440        3.419636           13      
      2.90          5.016308         23819             4               2              8779           14496         95.167834       45.134317      1078.679661      49.694844       87.278428       45.377647          847      
      2.90          5.016308         23819             4               3              4698            390          33.372434       13.301865       292.865781       0.000000       33.372434       13.301865          177      
      2.90          5.016308         23819             4               1              4117            371          32.250892        3.971611       224.244055       0.000000       32.250892        3.971611          159      
      2.90          5.016308         23819             4               5              525             947          16.773965        1.850964       115.220232       0.000000       16.773965        1.850964           52      
      3.00          5.016308         25620             2               2             15116           18053         98.500317       41.078960      1024.993808      67.975888       87.881091       41.813835          1249     
      3.00          5.016308         25620             2               1              4068            458          78.851868       38.691611       733.125784       0.000000       78.851868       38.691611          169      
      3.00          5.016308         25620             2               3               76              56           8.966789        3.499225       66.242354        0.000000        8.966789        3.499225           18      
      3.10          5.016308         25062             2               2             10269           15782         99.253498       29.434187       854.764318      68.256908       88.879031       31.286276          937      
      3.10          5.016308         25062             2               3              4462            1286         38.323332       17.591058       383.655324       0.000000       38.323332       17.591058          239      
      3.10          5.016308         25062             2               1              3818            429          31.749041        5.787727       229.646025       0.000000       31.749041        5.787727          154      
      3.10          5.016308         25062             2               4              686             1211         21.447448        4.779477       152.191475       0.000000       21.447448        4.779477           76      
      3.20          5.016308         25172             2               2             15706           18517         101.445585      37.901879      1648.364872      50.757647       93.414276       38.125345          1298     
      3.20          5.016308         25172             2               1              3563            455          55.685820       35.134858      1251.572583       0.000000       55.685820       35.134858          144      
      3.30          5.016308         27090             2               2             14244           18147         92.133938       27.161793       420.019591      105.876354      77.670722       31.801999          1204     
      3.30          5.016308         27090             2               1              3596            553          40.017001       19.454641       423.555454       0.000000       40.017001       19.454641          169      
      3.30          5.016308         27090             2               3              1412            106          18.372738        1.311143       120.972253       0.000000       18.372738        1.311143           60      
      3.40          5.016308         27565             1               1             17362           18185         119.420027       6.556395       130.523075      170.486103      96.583144       13.184752          1359     
      3.40          5.016308         27565             1               2              1562            248          20.294112        1.817361       134.494868       0.000000       20.294112        1.817361           71      
