      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         28090             1               1              8590            5577         85.464927        2.475714       567.574263      419.577458      22.521887        5.488175          541      
      0.10          5.016308         28567             1               1              7896            5484         84.841898        3.089875       573.253602      419.907640      20.992721        4.881461          519      
      0.20          5.016308         29079             1               1              7352            6089         86.468648        2.912976       612.014539      421.047985      21.857546        4.672688          544      
      0.20          5.016308         29079             1               2               0              163           5.104896        1.371347       36.832149        0.000000        5.104896        1.371347           12      
      0.30          5.016308         29520             1               1              6683            6397         86.960384        2.952896       604.417926      429.886452      21.292444        4.989022          538      
      0.40          5.016308         30023             1               1              5750            7186         88.989182        4.034177       634.797817      442.341558      21.688194        5.993074          560      
      0.50          5.016308         30337             1               1              6512            7458         89.416364        4.205125       625.629829      440.553025      23.288795        6.674486          584      
      0.60          5.016308         30530             2               2              6575            8422         92.559692        5.611022       697.955510      438.304513      26.563511        8.100844          658      
      0.60          5.016308         30530             2               1               0              114           6.353369        0.865865       41.656554        0.000000        6.353369        0.865865           12      
      0.70          5.016308         30914             1               1              5997            7851         89.144798        3.732191       632.584948      448.694549      22.154666        6.280173          571      
      0.80          5.016308         31168             1               1              6341            8389         90.845310        5.018941       642.543852      441.254492      24.382017        7.980022          613      
      0.90          5.016308         31339             2               2              6046            8596         90.893158        5.417360       676.005703      452.615269      23.709344        9.471844          611      
      0.90          5.016308         31339             2               3               0              176           4.831966        2.085235       44.691227        0.000000        4.831966        2.085235           12      
      1.00          5.016308         31587             3               3              6441            9340         93.935586        6.520534       696.124275      443.538531      27.628978        9.512901          681      
      1.00          5.016308         31587             3               4               0              386          12.079258        4.420481       99.838683        0.000000       12.079258        4.420481           32      
      1.10          5.016308         31776             3               3              6243            8977         91.031546        4.992898       660.281066      438.510741      24.542888        8.147265          619      
      1.20          5.016308         31941             3               3              7165            9921         95.853603        8.965471       767.792004      433.898861      30.872964       12.308024          729      
      1.20          5.016308         31941             3               1               0              282           7.628961        3.186484       78.642871        0.000000        7.628961        3.186484           22      
      1.20          5.016308         31941             3               4               0              119           5.385233        2.651690       45.097799        0.000000        5.385233        2.651690           12      
      1.30          5.016308         32114             2               2              6544            9548         92.541675        6.182436       667.426945      449.444852      26.285075       10.034449          657      
      1.30          5.016308         32114             2               6              887              0           10.922528        2.876057       74.417776        0.000000       10.922528        2.876057           25      
      1.40          5.016308         32194             2               2              5721            9154         90.441491        4.036247       632.189285      452.648253      22.913192        7.372703          586      
      1.50          5.016308         32297             1               1              5828            9180         89.900214        3.593385       618.512919      449.737359      22.562646        6.933526          578      
      1.50          5.016308         32297             1               3              748              0            9.583317        1.282501       62.642460        0.000000        9.583317        1.282501           21      
      1.60          5.016308         32485             4               4              5914            9452         91.356122        5.711122       632.257321      453.604090      24.134920        8.983062          606      
      1.60          5.016308         32485             4               5              693              0            8.956678        1.953437       60.297803        0.000000        8.956678        1.953437           19      
      1.60          5.016308         32485             4               2               0              163           2.177897        0.396825       13.937662        0.000000        2.177897        0.396825           11      
      1.60          5.016308         32485             4               1               0              138          68.229412       40.224607       519.752680       0.000000       68.229412       40.224607           12      
      1.70          5.016308         32659             2               2              5545            9875         92.455430        5.244719       659.730483      456.638661      24.674297        8.403188          623      
      1.70          5.016308         32659             2               4              694              0            8.645827        1.900458       59.768909        0.000000        8.645827        1.900458           19      
      1.70          5.016308         32659             2               3               3              104           4.389278        0.834570       29.142446        0.000000        4.389278        0.834570           10      
      1.80          5.016308         32756             2               2              5961           11145         95.974404        7.472107       694.067053      453.828732      28.762263       10.446975          746      
      1.80          5.016308         32756             2               3              684              0            8.914606        0.982499       57.329889        0.000000        8.914606        0.982499           19      
      1.80          5.016308         32756             2               4               0              265           2.858219        1.230923       33.663640        0.000000        2.858219        1.230923           20      
      1.80          5.016308         32756             2               1               0              187           5.942632        2.001061       44.626413        0.000000        5.942632        2.001061           17      
      1.90          5.016308         32826             2               2              5040           10656         85.328288       24.734599       688.379926      440.562657      22.112854       34.680400          665      
      1.90          5.016308         32826             2               4               0              130           6.007742        1.355985       40.071916        0.000000        6.007742        1.355985           12      
      2.00          5.016308         33012             1               1              4933           10220         91.076781        3.870880       625.946412      462.060777      22.340146        6.912326          602      
      2.10          5.016308         33244             3               3              5438           10694         94.710822        7.385050       719.362795      456.584452      26.718811       11.118632          661      
      2.10          5.016308         33244             3               5               1              223          10.025216        4.100188       100.849251       0.000000       10.025216        4.100188           26      
      2.10          5.016308         33244             3               2               0              129           5.567834        0.470967       35.499400        0.000000        5.567834        0.470967           11      
      2.20          5.016308         33333             3               3              5128           10340         93.342790        9.452578       703.277747      471.133286      24.966906       14.357163          612      
      2.20          5.016308         33333             3               1               0              184           6.477012        0.643081       41.556402        0.000000        6.477012        0.643081           15      
      2.20          5.016308         33333             3               2               1              100           4.950844        0.831929       33.898969        0.000000        4.950844        0.831929           10      
      2.30          5.016308         33371             4               4              5504           10759         94.500879        9.942303       706.860071      462.770700      26.579779       14.285269          661      
      2.30          5.016308         33371             4               2               1              170           5.451952        2.108220       56.990768        0.000000        5.451952        2.108220           14      
      2.40          5.016308         33253             4               4              5227           10697         93.985918        7.794363       714.532501      462.757928      25.654761       12.474330          646      
      2.40          5.016308         33253             4               1               0              187           5.122216        1.099389       34.967931        0.000000        5.122216        1.099389           13      
      2.40          5.016308         33253             4               3               1              123           4.185441        1.696655       41.038703        0.000000        4.185441        1.696655           11      
      2.50          5.016308         33429             1               1              4999           10608         92.873986        5.509047       645.871422      468.068001      24.113131       10.025602          621      
      2.60          5.016308         33496             2               2              5167           11131         94.788975        6.509215       674.498344      460.447413      26.306983       11.396176          668      
      2.60          5.016308         33496             2               4               2              205           8.703039        2.384047       70.623489        0.000000        8.703039        2.384047           21      
      2.70          5.016308         33548             1               1              5080           10961         93.971503        8.069988       673.032518      463.522622      25.420462       12.810841          639      
      2.70          5.016308         33548             1               2               1              152           9.184542        2.935670       63.939163        0.000000        9.184542        2.935670           19      
      2.80          5.016308         33630             1               1              5986           11115         93.617766        6.182413       653.088035      469.777071      26.058331       11.254952          671      
      2.80          5.016308         33630             1               4               4              221           8.747481        1.277640       57.357826        0.000000        8.747481        1.277640           26      
      2.80          5.016308         33630             1               6               0              191           8.377319        1.343778       55.745958        0.000000        8.377319        1.343778           18      
      2.80          5.016308         33630             1               5               1              130           3.983860        1.249908       30.021463        0.000000        3.983860        1.249908           10      
      2.90          5.016308         33636             3               3              5806           11531         96.129789       12.536894       708.394058      437.297746      36.464664       24.885497          708      
      2.90          5.016308         33636             3               1               1              384          12.356934        6.130924       103.374494       0.000000       12.356934        6.130924           34      
      2.90          5.016308         33636             3               5              370              0            3.894513        2.020975       41.213113        0.000000        3.894513        2.020975           10      
      2.90          5.016308         33636             3               2               9              334          12.582145        2.667007       91.356839        0.000000       12.582145        2.667007           33      
      2.90          5.016308         33636             3               7               0              113           5.146537        1.509347       40.104533        0.000000        5.146537        1.509347           11      
      3.00          5.016308         33735             3               3              5004           11139         93.496565        5.087927       664.112142      465.080444      24.746242        9.689453          637      
      3.00          5.016308         33735             3               5               8              154           5.946563        2.225452       50.762889        0.000000        5.946563        2.225452           13      
      3.00          5.016308         33735             3               2               3              139           8.586129        4.093203       71.855937        0.000000        8.586129        4.093203           15      
      3.10          5.016308         33772             4               4              4804           11583         94.965655        5.851374       714.501191      457.335845      26.054213       10.048495          672      
      3.10          5.016308         33772             4               1               2              224           6.941756        1.629189       46.757013        0.000000        6.941756        1.629189           21      
      3.10          5.016308         33772             4               5               2              117           5.527437        0.991359       37.003446        0.000000        5.527437        0.991359           13      
      3.20          5.016308         34066             5               5              4480           11790         83.603651       20.113126       481.726447      465.952520      14.025553       24.997157          674      
      3.30          5.016308         34161             2               2              3925           11605         94.005956        5.120055       641.380301      470.441227      23.429107        9.395195          637      
      3.30          5.016308         34161             2               1               3              154          32.721707        9.675953       232.076655       0.000000       32.721707        9.675953           15      
      3.30          5.016308         34161             2               4               4               99           5.125577        2.366429       43.369304        0.000000        5.125577        2.366429           12      
      3.40          5.016308         34379             3               3              4997           11900         119.844293       6.325119       52.053305       498.327050      51.245915       14.728962          701      
      3.40          5.016308         34379             3               1               5              326           3.878573        0.756083       25.843236        0.000000        3.878573        0.756083           30      
      3.40          5.016308         34379             3               8               2              152           5.781252        2.241536       58.749402        0.000000        5.781252        2.241536           14      
      3.50          5.016308         34438             2               2              3528           10775         91.854997        4.250509       625.267627      518.231908      19.559209        9.475380          544      
      3.60          5.016308         34494             1               1              5252           11579         93.940718        5.189271       660.260062      537.316169      25.204821       12.909898          654      
      3.60          5.016308         34494             1               2              854              0           10.183861        1.921966       73.652415        0.000000       10.183861        1.921966           24      
      3.60          5.016308         34494             1               4               4              221           8.076176        3.156574       59.703699        0.000000        8.076176        3.156574           25      
      3.70          5.016308         34589             2               2              3814           11093         92.662905        6.635663       691.941565      490.365695      22.482483       12.051795          585      
      3.70          5.016308         34589             2               5              526              0            6.997522        1.896125       49.193740        0.000000        6.997522        1.896125           15      
      3.70          5.016308         34589             2               3               1              132           4.656170        1.505698       34.526843        0.000000        4.656170        1.505698           13      
      3.80          5.016308         34682             1               1              3848           11205         98.822525       37.359184       643.212360      213.054062      72.276842       50.224101          590      
      3.80          5.016308         34682             1               4               7              184           8.642250        2.686596       69.291715        0.000000        8.642250        2.686596           20      
      3.90          5.016308         34807             3               3              5346           12042         100.713059      31.230394       679.648934      306.572689      64.082008       47.368062          689      
      3.90          5.016308         34807             3               7              439              0            6.194190        0.721811       39.891210        0.000000        6.194190        0.721811           12      
      3.90          5.016308         34807             3               9               6              178           6.924275        2.581994       64.794137        0.000000        6.924275        2.581994           17      
      3.90          5.016308         34807             3               5               12             151           6.978846        1.051777       45.472889        0.000000        6.978846        1.051777           18      
      3.90          5.016308         34807             3               1               3              133           7.641835        4.001799       62.208396        0.000000        7.641835        4.001799           14      
      4.00          5.016308         34851             2               2              3993           12292         96.715267        6.063333       698.892117      490.472523      25.375746       11.138113          684      
      4.00          5.016308         34851             2               3               6              169           7.552124        0.906600       51.208868        0.000000        7.552124        0.906600           16      
