      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         43208             1               1              6589           18794         93.996079        1.172444       609.851507      399.696974      32.165181        2.232473          750      
      0.10          5.016308         43433             1               1              7013           18777         86.343469        1.387834       562.880160      359.614751      30.807134        2.191690          661      
      0.20          5.016308         43801             1               1              6634           19299         86.611698        1.595494       567.465063      356.801063      31.279852        2.816665          670      
      0.30          5.016308         44159             1               1              6121           19746         87.637524        1.917961       576.539566      365.502073      31.080171        3.388798          677      
      0.40          5.016308         44430             1               1              4632           20066         89.236038        1.634509       581.551535      387.026876      29.786635        3.524823          674      
      0.50          5.016308         44598             2               2              4004           20225         90.360076        3.159989       607.109056      399.363003      29.269158        5.395617          678      
      0.60          5.016308         44659             1               1              1602           19502         90.353373        1.576911       585.959395      441.388146      24.146382        4.756713          601      
      0.70          5.016308         44667             2               2              693            18378         90.995076        2.951384       600.136099      475.225303      21.341691        6.773799          563      
      0.80          5.016308         44667             5               5              889            18631         92.903587        3.021143       620.588619      472.156275      23.159827        6.780638          606      
      0.90          5.016308         44505             4               4              647            17990         92.315618        3.011385       628.124233      484.698623      21.031240        6.336653          570      
      1.00          5.016308         44193             3               3              927            18031         93.376499        4.549663       701.270760      476.551098      22.381582        8.273044          596      
      1.00          5.016308         44193             3               6               0              148          13.544761        3.848204       119.767470       0.000000       13.544761        3.848204           33      
      1.10          5.016308         44007             1               1              260            17201         93.849260        5.565322       669.513053      483.918675      21.143630        8.510916          569      
      1.20          5.016308         43810             7               7              235            16894         93.853461        4.077940       653.282057      485.881300      20.470671        7.247233          557      
      1.20          5.016308         43810             7               8              358              13           5.081526        1.282701       38.428928        0.000000        5.081526        1.282701           10      
      1.20          5.016308         43810             7               2               0              121          70.674155       41.399197       558.778801       0.000000       70.674155       41.399197           29      
      1.30          5.016308         43564             2               2              1642           17109         95.145100        7.215742       693.148322      498.268178      24.032346       13.485096          612      
      1.30          5.016308         43564             2               1               0              170          16.766505        8.046757       145.692582       0.000000       16.766505        8.046757           45      
      1.40          5.016308         43245             3               3              2324           16384         92.230163        3.064398       611.231178      517.699912      21.600267       11.834188          571      
      1.50          5.016308         42932             3               3              5026           16148         92.937134        3.834163       523.261807      620.215320      22.886591       14.216505          653      
      1.50          5.016308         42932             3               7              989              0            9.764495        2.416618       83.840770        0.000000        9.764495        2.416618           24      
      1.50          5.016308         42932             3               5               0              112           9.651296        1.872974       68.148227        0.000000        9.651296        1.872974           23      
      1.60          5.016308         42518             2               2              3170           14609         92.293890        4.394127       626.467485      566.476933      20.122979       14.259142          554      
      1.60          5.016308         42518             2               3              1383             0           13.666030        2.331121       96.679829        0.000000       13.666030        2.331121           37      
      1.60          5.016308         42518             2               4              917              0            9.917089        1.432140       68.123421        0.000000        9.917089        1.432140           23      
      1.70          5.016308         42061             4               4              7649           14991         93.008813        4.439943       776.388744      626.697172      34.154152       27.942670          700      
      1.80          5.016308         42033             4               4             11281           15026         61.085156       29.437697       405.309399      400.403865      13.268870       53.780286          837      
      1.80          5.016308         42033             4               3               22             131          12.676764        6.918595       105.881106       0.000000       12.676764        6.918595           31      
      1.90          5.016308         41884             5               5             17623           17215         101.986141      27.669966       767.171775      388.525248      65.163767       41.952482          1090     
      2.00          5.016308         41650             3               3             19696           17525         98.455056       31.357924       723.470874      202.311521      72.857818       39.880918          1109     
      2.10          5.016308         41274             1               1             19998           17001         84.880204       41.173165       797.195898      71.170381       74.079543       43.135041          1135     
      2.20          5.016308         40858             1               1             21027           16963         88.202206       41.391484       813.811398      83.076709       76.550872       45.396408          1157     
      2.30          5.016308         39892             1               1             20605           16920         91.188346       43.017249      1378.665077       0.000000       91.188346       43.017249          1153     
      2.40          5.016308         39606             1               1             19725           16653         87.239814       39.941265       830.319986      47.340684       80.020878       41.093889          1096     
      2.50          5.016308         33654             1               1             18747           16358         90.319074       41.770710       926.384692       0.000000       90.319074       41.770710          1093     
      2.60          5.016308         33736             1               1             21569           17245         97.876725       42.305835      1112.184139      47.340684       90.657788       43.458458          1244     
      2.70          5.016308         33741             1               1             18761           16445         84.835459       29.829821       949.829565      211.407022      58.466560       39.309550          1086     
      2.80          5.016308         25974             1               1             19977           17130         99.820976       30.206726      1122.304188      197.128067      75.087362       40.304956          1204     
      2.90          5.016308         25941             1               1             20192           17162         70.221730       35.874323       519.186731      105.789275      53.841941       37.177861          1180     
      3.00          5.016308         17900             1               1             17807           13455         87.268745       28.921750       944.495027      198.656926      63.419097       38.618760          1005     
      3.00          5.016308         17900             1               2              1939            3529         43.250943       23.800850       240.613893      48.729546       35.560164       24.317500          181      
      3.10          5.016308         17711             1               1             14263            9810         80.591300       28.370494       744.001492      190.952856      56.604186       37.482739          748      
      3.10          5.016308         17711             1               2              5300            7185         70.576426       35.599439       530.865515      130.736752      50.698296       36.988508          421      
      3.20          5.016308         17916             1               1             12948            9266         67.155420       22.984140       531.384443      271.482065      37.173706       33.754240          683      
      3.20          5.016308         17916             1               3              3302            3563         41.925339        3.185161       278.100606      134.422431      21.172186        4.398906          219      
      3.20          5.016308         17916             1               2              1952            3415         33.908317        7.760151       259.176430       0.000000       33.908317        7.760151          171      
      3.30          5.016308         18172             1               1             15071           12810         80.901734       25.980187       800.836831      257.334128      52.043562       36.541197          906      
      3.30          5.016308         18172             1               2              3207            3524         42.837241        3.848910       285.994941      147.625398      20.631251        5.578517          221      
      3.40          5.016308         18397             1               1             12469            9222         68.961446       24.192169       547.525999      281.411741      37.023782       35.251947          683      
      3.40          5.016308         18397             1               3              3281            3476         42.898785        3.526244       287.858757      150.728198      19.993723        5.531681          218      
      3.40          5.016308         18397             1               2              1631            3047         30.608825        5.585671       235.675150       0.000000       30.608825        5.585671          149      
      3.50          5.016308         18604             1               1             14404           12831         81.029493       27.258676       784.572420      271.055533      49.399399       38.517123          877      
      3.50          5.016308         18604             1               2              3206            3552         43.503816        2.536529       287.904228      155.704876      19.826192        4.780374          223      
      3.50          5.016308         18604             1               4               54              65           6.761177        2.442217       49.755840        0.000000        6.761177        2.442217           13      
      3.60          5.016308         18703             1               1             17230           16670         81.688000       31.449524      1005.900370      155.204798      57.979660       33.785020          1134     
      3.70          5.016308         18772             3               3              8666            6689         68.970944       20.606491       520.826725      269.697251      36.247268       32.001484          487      
      3.70          5.016308         18772             3               1              3644            3444         42.467403        5.975699       281.230082      126.397208      24.201260       11.056501          235      
      3.70          5.016308         18772             3               4              3270            3740         44.575423        2.547199       315.474472      158.221136      20.551708        5.011341          234      
      3.70          5.016308         18772             3               2              1502            2660         30.735226        3.291969       221.191462       0.000000       30.735226        3.291969          147      
      3.80          5.016308         18833             2               2             13205           12952         81.419003       31.932215      1019.599463      161.685541      57.066156       34.894360          831      
      3.80          5.016308         18833             2               1              3477            3501         41.688223        4.782136       282.572647      133.176851      22.645502       10.026546          223      
      3.90          5.016308         18952             3               3              7667            6161         66.188509       19.761814       505.998830      287.323930      30.709503       31.032009          427      
      3.90          5.016308         18952             3               4              3183            3429         44.290222        4.921048       296.919702      178.959955      17.605828        8.446337          211      
      3.90          5.016308         18952             3               1              2874            3329         40.832104        3.864306       273.545147      165.453417      17.685445        9.357285          199      
