    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.000         38692.764       14541.864        -383.987        -383.987       15533.135       14653.512       24442.883      31129668.345     10074.821       10074.821      31120055.311    31134936.649       512.8           40334     
     0.100         42628.977       306215.747       1514.597        1514.597       301324.064      305284.503      20405.057     143411232.524    -1953107.690    -1953107.690   148466337.125   143985677.135       550.0           40534     
     0.200         42971.919       258961.124       3272.384        3272.384       273863.194      269684.542      20026.550     158556576.122    1020889.377     1020889.377    159278303.468   159938329.172       563.5           40940     
     0.300         42461.317       220922.428      -3036.351       -3036.351       221048.120      217948.923      20397.436     142571016.081    2617627.281     2617627.281    142929210.150   145367740.397       617.6           41352     
     0.400         41866.884       219283.348       5480.911        5480.911       216664.757      223454.964      20833.100     125256435.534    2861836.917     2861836.917    125348033.297   128164071.333       654.8           41576     
     0.500         41408.357       208494.545       3708.543        3708.543       209746.300      212828.965      21149.368     110579708.858    2725567.374     2725567.374    109650944.666   112840894.136       707.8           41636     
     0.600         40824.086       195749.124       6047.142        6047.142       195829.145      201836.277      21529.145      99224117.001    1253225.169     1253225.169     96268339.174    98999453.256       769.7           41750     
     0.700         40591.647       211885.951      -2704.249       -2704.249       220113.646      213295.549      21850.494      89632017.019     -95201.199      -95201.199     86828996.526    88135305.574       726.9           41619     
     0.800         40670.397       238640.673       918.592         918.592        229057.825      234767.841      21742.531      84166733.763    -1382633.117    -1382633.117    80075096.575    80738282.052       748.3           41274     
     0.900         40544.651       250950.185      -3268.023       -3268.023       245214.256      244814.198      21847.954      79378983.329    -892136.481     -892136.481     74571143.288    76082926.827       737.1           41070     
     1.000         40408.745       264518.024       449.290         449.290        263705.437      264561.021      21867.007      75599186.607    -557725.614     -557725.614     71672280.620    73078007.999       768.6           40934     
     1.100         40563.704       283626.957       5158.460        5158.460       291347.626      292645.752      21680.294      72816997.282    -498669.766     -498669.766     68604889.474    70212273.612       801.3           40476     
     1.200         40558.623       322669.792       412.851         412.851        325752.017      324623.756      21494.851      70578085.913     -22565.772      -22565.772     67255197.468    68894075.918       859.9           40250     
     1.300         40680.558       339738.957      -3671.041       -3671.041       334818.621      333607.748      21424.992      69166591.835     326988.942      326988.942     65863182.591    67841876.155       839.6           39998     
     1.400         40609.429       347298.629       -378.707        -378.707       338062.136      342301.675      21347.513      68476277.662     797445.791      797445.791     64391637.916    67231403.580       879.1           39869     
     1.500         40644.994       343200.677      -1926.589       -1926.589       339066.986      339207.243      21317.029      68176168.804     490853.702      490853.702     65290656.968    67224266.588       850.9           39817     
     1.600         40375.720       325284.002      -3567.102       -3567.102       335556.453      326853.126      21305.598      67999547.191     639059.389      639059.389     65018325.767    67147995.867       929.8           39917     
     1.700         40484.954       366749.433      -5661.535       -5661.535       369291.793      362359.078      21145.558      67870680.789     415779.063      415779.063     64790865.981    66746552.448       963.6           39670     
     1.800         40674.207       386616.560      -3231.461       -3231.461       396427.154      388290.396      20862.313      67898383.629     221616.407      221616.407     65622471.294    66982043.869       971.5           39371     
     1.900         40802.493       396489.069       4016.492        4016.492       405032.276      404777.164      20736.568      67855320.110     474797.674      474797.674     66739061.026    67771988.242       980.5           39175     
     2.000         41120.032       425429.762       6256.838        6256.838       434822.875      436383.156      20441.891      68481655.971     451139.356      451139.356     67825925.707    68604930.195       994.0           38785     
     2.100         41234.346       445396.304      -11062.396      -11062.396      458138.053      440704.782      20231.046      69582268.641     66099.407       66099.407      68528740.823    69121604.139       1012.1          38624     
     2.200         41442.652       493426.189      -11985.533      -11985.533      480139.473      474797.297      20171.348      69953915.447    -481333.845     -481333.845     68919323.720    68955285.739       947.8           38462     
     2.300         41626.824       478682.635      -6229.675       -6229.675       486098.360      476160.823      20071.006      71714485.620     -29219.765      -29219.765     70984625.421    71320335.755       941.1           38393     
     2.400         41710.654       473316.014       -815.592        -815.592       475157.104      473420.967      20012.579      74376170.429    -631848.791     -631848.791     72128923.055    72620697.951       910.6           38422     
     2.500         41445.192       453867.741       7797.833        7797.833       448976.702      459220.055      20048.143      74701533.228    -463295.344     -463295.344     72246294.879    73010618.710       997.4           38610     
     2.600         41619.203       473683.939       9876.084        9876.084       476166.284      484801.195      20026.550      73203223.996    -146357.028     -146357.028     70884570.135    71897540.038       937.7           38385     
     2.700         41642.066       467644.591      -11972.052      -11972.052      452407.708      448054.098      20076.086      72638940.118    -678027.760     -678027.760     70060000.438    70671442.518       951.2           38370     
     2.800         41456.623       475650.674       150.029         150.029        475244.035      475597.383      19964.313      71914245.769    -543103.205     -543103.205     70908564.348    70868301.854       1027.8          38459     
     2.900         41200.052       480507.449      -1475.217       -1475.217       470252.583      473904.799      19955.422      72972370.242    -304713.579     -304713.579     70827022.696    71594982.890       1107.9          38608     
     3.000         41504.889       464613.160       2055.473        2055.473       457763.851      463243.978      19914.777      73147173.961    -154260.564     -154260.564     73081935.722    72960294.278       1022.2          38521     
     3.100         41615.393       461580.636      -4628.426       -4628.426       468191.373      460257.579      20100.219      74106153.385     352265.365      352265.365     73510923.243    74160803.680       923.0           38597     
     3.200         41725.896       497012.292      -3741.699       -3741.699       493105.488      491317.191      20084.978      74914062.771      3055.147        3055.147      73412020.768    74166096.916       919.6           38501     
     3.300         41432.490       471914.110       8940.043        8940.043       471280.776      480537.485      20077.357      74262126.180    -439796.236     -439796.236     73343673.934    73363103.821       1010.9          38728     
     3.400         41570.937       452916.309       3751.859        3751.859       456548.149      458484.088      20049.413      74630426.187     167570.196      167570.196     74688760.022    74827163.300       978.2           38695     
     3.500         41421.059       463621.618      -1117.414       -1117.414       456671.442      459029.117      20109.111      75177066.921    -418510.534     -418510.534     75528885.660    74934465.757       1004.2          38828     
     3.600         41760.191       483571.164       1144.573        1144.573       470527.435      478193.873      20123.082      73768894.923    -271029.266     -271029.266     74913175.960    74070006.176       903.9           38532     
     3.700         41639.526       503518.764       8071.647        8071.647       490913.098      505287.578      19971.934      74634557.377     217288.039      217288.039     75629524.523    75349328.989       978.2           38522     
     3.800         41742.408       474548.532       1443.774        1443.774       496674.853      487055.467      20055.764      75218211.509     769068.038      769068.038     76426146.436    76591247.010       898.2           38616     
     3.900         41822.428       450656.428      -11028.320      -11028.320      459087.577      443843.682      19908.426      75346837.796     580277.362      580277.362     75462697.074    75985044.797       936.5           38480     
     4.000         41751.299       475292.481       1295.664        1295.664       491382.379      484633.093      20002.417      74995748.970     540241.979      540241.979     75179108.481    75627670.704       932.0           38424     
     4.100         41612.852       488800.946      -2898.424       -2898.424       501191.372      492097.734      19743.306      75788411.959     530161.805      530161.805     75527526.771    76188131.170       1058.3          38462     
     4.200         41737.328       475767.311       3171.368        3171.368       484987.809      483548.928      19968.123      76517044.842     403268.099      403268.099     75873309.090    76598445.065       935.4           38526     
     4.300         41968.496       500243.494      -5569.549       -5569.549       507685.269      498394.833      19748.386      76963015.765     575490.395      575490.395     76184681.620    77149339.087       938.8           38326     
     4.400         41690.332       480448.482      -12562.896      -12562.896      484373.890      469848.290      19818.245      75901827.770     265050.361      265050.361     75380001.313    75905964.903       1018.8          38401     
     4.500         41794.485       498196.448      10584.608       10584.608       503080.087      511222.876      19963.043      74563898.860     -18579.015      -18579.015     74027179.178    74276960.004       919.6           38377     
     4.600         41719.546       502106.713       3038.450        3038.450       499172.833      503678.223      19898.265      73270555.599     55137.797       55137.797      72868091.571    73124461.382       967.0           38314     
     4.700         41760.191       524628.524       -393.314        -393.314       525501.370      524671.633      19705.201      72982164.670     166504.929      166504.929     73347642.999    73331408.763       1035.7          38166     
     4.800         41830.049       522448.457      -9204.652       -9204.652       519031.914      511535.534      19725.523      73661992.685     362087.934      362087.934     74552547.086    74469357.819       999.7           38099     
     4.900         41395.656       505331.975       1248.129        1248.129       489714.921      498771.577      19559.133      72683245.109     261648.849      261648.849     74063298.201    73634920.504       1158.6          38192     
     5.000         41772.892       521952.445      -3694.150       -3694.150       542027.786      528295.966      19594.697      71061524.622     -73409.902      -73409.902     71880677.279    71397691.048       1043.6          37872     
     5.100         41781.783       536511.353      -3320.461       -3320.461       537013.679      533442.055      19376.231      73830741.157     19675.677       19675.677      73409661.527    73639877.019       1127.0          37891     
     5.200         42223.798       575484.561       876.580         876.580        568609.621      572923.671      19349.557      75671093.963     463368.150      463368.150     74749990.922    75673910.593       1030.1          37600     
     5.300         42402.890       567162.658       1268.875        1268.875       571988.215      570844.311      19273.348      76432653.982     662833.644      662833.644     74903328.387    76330824.828       961.3           37511     
     5.400         41948.174       558069.388      -7689.189       -7689.189       561243.635      551967.323      19194.598      76321771.833    1103051.811     1103051.811     74631962.375    76579918.915       1114.6          37712     
     5.500         42396.539       589439.997      -1862.644       -1862.644       581904.807      583809.758      19251.755      75850264.174     708197.767      708197.767     75456675.728    76361667.718       970.4           37516     
     5.600         42508.312       576974.734      -3425.144       -3425.144       558805.150      564464.798      19385.122      76380611.979     491203.957      491203.957     76048161.427    76705590.660       906.1           37587     
     5.700         42329.220       548659.227       3692.147        3692.147       538656.992      547350.257      19466.412      76569019.868     783097.936      783097.936     74721578.873    76428397.307       919.6           37632     
     5.800         42073.919       524658.616       1843.213        1843.213       530054.246      529199.644      19349.557      78043317.822    -354157.407     -354157.407     74600995.922    75967999.465       1022.2          37739     
     5.900         42148.858       562750.970       9248.463        9248.463       573371.658      577309.777      19322.884      77609633.002    -770486.005     -770486.005     74459570.521    75264115.756       1015.4          37655     
     6.000         42106.943       566661.551      -5246.579       -5246.579       577548.703      566858.548      19062.502      77102304.036    -157228.108     -157228.108     75111024.118    75949435.969       1123.6          37526     
