    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.000         39172.883       18818.323        207.002         207.002        18854.835       19043.581       23948.792      26651165.154     -1902.759       -1902.759      26656318.389    26651839.012       526.3           38875     
     0.100         43473.631       308447.927       265.585         265.585        304439.049      306709.072      19739.495     106163821.773     241304.570      241304.570    105645684.803   106146057.857       503.8           38932     
     0.200         43784.819       291153.615       -230.225        -230.225       294792.637      292742.901      19354.638     133322957.533     43545.344       43545.344     131374503.053   132392275.637       535.3           39343     
     0.300         43270.406       271180.166      -2596.888       -2596.888       272012.481      268999.436      19893.184     120539885.213     -91326.064      -91326.064    120153326.594   120255279.839       533.1           39795     
     0.400         42534.986       245342.031       1366.713        1366.713       241832.856      244954.156      20492.698     103848142.990    -382974.190     -382974.190    104151049.032   103616621.820       550.0           40194     
     0.500         41851.642       234297.386      -3148.424       -3148.424       239102.150      233551.344      21127.776      89692597.017    -227186.538     -227186.538     90462692.116    89850458.029       571.4           40521     
     0.600         41198.782       214966.785       2433.527        2433.527       220046.278      219940.058      21728.560      78812671.913     -32474.239      -32474.239     79152736.920    78950230.178       578.2           40865     
     0.700         40534.490       200328.193       3650.945        3650.945       210082.001      208856.042      22353.476      70540036.860     16791.294       16791.294      70474878.380    70524248.913       588.3           41218     
     0.800         40177.576       190839.800       2239.526        2239.526       192793.011      194055.932      22761.196      64674362.058     115611.589      115611.589     63998459.118    64452022.177       574.8           41408     
     0.900         39670.784       179618.295       3300.429        3300.429       192821.335      189520.244      23170.187      59783660.324     178203.870      178203.870     58940846.418    59540457.242       592.8           41632     
     1.000         39350.705       178911.204       -821.978        -821.978       184112.571      180689.910      23436.919      55544970.142     35016.677       35016.677      55032800.026    55323901.761       615.3           41649     
     1.100         39086.512       189534.913      -1041.620       -1041.620       186907.216      187179.444      23649.035      52056301.707     106778.160      106778.160     51212712.200    51741285.114       628.9           41667     
     1.200         38901.069       188802.632       -162.298        -162.298       183827.408      186152.722      23797.644      49917349.704     260562.024      260562.024     48692189.596    49565331.674       634.5           41648     
     1.300         38774.054       196054.319      -1503.580       -1503.580       188956.892      191002.026      23908.147      48087534.905     19988.764       19988.764      46960111.696    47543812.064       644.7           41621     
     1.400         38663.550       188998.848       677.959         677.959        194080.439      192217.603      23991.978      46280092.691     -74304.683      -74304.683     45519325.660    45825404.493       663.8           41595     
     1.500         38584.800       198262.197       -539.830        -539.830       197086.789      197134.663      24108.832      45013301.794     -51733.060      -51733.060     44613741.946    44761788.810       652.5           41582     
     1.600         38528.914       190726.675      -3713.815       -3713.815       188468.852      185883.949      24145.666      43847355.046    -126452.535     -126452.535     43497330.810    43545890.393       640.1           41538     
     1.700         38389.196       194336.647       4070.197        4070.197       198642.751      200559.896      24305.706      42997172.657     -77714.302      -77714.302     42490558.618    42666151.335       639.0           41567     
     1.800         38249.479       202181.508       1495.948        1495.948       196638.910      200906.157      24365.403      42386133.684    -215582.538     -215582.538     41514616.793    41734792.700       663.8           41554     
     1.900         38234.237       207000.778       1381.038        1381.038       209449.901      209606.377      24248.549      42122198.042     -36356.546      -36356.546     41689298.090    41869391.520       701.0           41412     
     2.000         38330.769       217035.359      -6532.673       -6532.673       208911.949      206440.982      24216.795      42237300.801    -378112.858     -378112.858     41716760.963    41598918.025       677.3           41367     
     2.100         38193.592       212890.258       2882.521        2882.521       216689.432      217672.366      24251.089      41865619.231     159059.747      159059.747     41291027.617    41737383.171       713.4           41347     
     2.200         38386.656       232637.481      -2100.145       -2100.145       219231.015      223834.103      24107.562      41182172.545     438546.497      438546.497     40939871.512    41499568.526       712.3           41143     
     2.300         38226.616       221659.757      -7412.326       -7412.326       222594.796      214714.951      24136.775      41016184.415     355636.108      355636.108     40834445.601    41280951.116       730.3           41199     
     2.400         38362.523       216551.948      -1608.638       -1608.638       230592.910      221963.791      24077.078      40509522.297     493138.445      493138.445     40847018.954    41171409.070       693.1           41028     
     2.500         38474.297       236527.949      -4263.229       -4263.229       232487.650      230244.571      24019.921      40727168.931     83805.154       83805.154      40560448.931    40727614.086       687.5           40933     
     2.600         38395.547       223128.651        50.017          50.017        220924.844      222076.764      24007.219      40708309.684     161317.362      161317.362     40534158.276    40782551.342       708.9           40927     
     2.700         38384.116       237138.865      -3320.042       -3320.042       234934.645      232716.712      23939.901      40646484.690     94670.287       94670.287      40277668.948    40556747.106       735.9           40890     
     2.800         38395.547       235054.902      -2216.337       -2216.337       239161.351      234891.790      23842.099      40663147.933      5876.005        5876.005      40565238.931    40620069.438       763.0           40768     
     2.900         38668.631       250951.941      -5225.580       -5225.580       257630.217      249065.499      23712.543      41050559.084     56359.220       56359.220      40896442.048    41029859.786       722.4           40568     
     3.000         38601.312       248464.888       427.850         427.850        244122.087      246721.338      23713.813      41262020.644     139164.054      139164.054     41338435.077    41439391.914       739.3           40583     
     3.100         38795.646       267936.490       -445.010        -445.010       256647.864      261847.168      23566.475      41573182.320     45295.099       45295.099      41711078.519    41687425.518       734.8           40443     
     3.200         38871.856       264125.264       -858.334        -858.334       278787.437      270598.017      23422.948      41635625.953     60302.430       60302.430      41528773.580    41642502.197       751.7           40242     
     3.300         39190.665       270594.841       377.249         377.249        266002.603      268675.971      23196.860      42382062.583     16012.049       16012.049      42345155.806    42379621.243       731.4           40052     
     3.400         39280.846       271452.168       1302.383        1302.383       271706.689      272881.812      23199.400      42805792.867     267239.877      267239.877     43291808.998    43316040.810       697.6           40083     
     3.500         39289.737       268389.140       392.687         392.687        273573.948      271374.231      23135.892      43432236.119     148739.365      148739.365     43480015.520    43604865.185       719.0           40075     
     3.600         39503.123       278641.759       1133.562        1133.562       287642.065      284275.474      23073.655      43462482.504     253591.985      253591.985     43310252.664    43639959.569       655.9           39919     
     3.700         39400.241       270315.283       4421.202        4421.202       270905.070      275031.378      23133.352      43051040.249     -89884.995      -89884.995     43051064.792    42961167.526       677.3           40035     
     3.800         39195.745       269350.891      -4137.348       -4137.348       274491.292      267783.744      23204.481      42603002.340    -201058.245     -201058.245     42563761.472    42382323.661       747.2           40135     
     3.900         39119.536       277866.708       1718.777        1718.777       272069.617      276686.939      23233.694      42491542.785     124799.497      124799.497     42322800.255    42531971.017       749.5           40167     
     4.000         39226.229       270734.295       4315.486        4315.486       273429.672      276397.469      23316.255      42382608.200     142646.174      142646.174     42299838.631    42483869.590       689.7           40168     
     4.100         39231.310       258111.329       4211.523        4211.523       252495.344      259514.859      23273.069      42577908.731     230671.834      230671.834     42557397.536    42798324.967       696.5           40187     
     4.200         39147.480       258331.407      -2407.559       -2407.559       265789.693      259652.991      23361.980      42711577.903    -214805.058     -214805.058     42210328.144    42246147.965       692.0           40288     
     4.300         39151.290       260208.189        58.951          58.951        254984.083      257655.087      23450.891      42140224.984     95545.145       95545.145      42086421.967    42208868.621       670.6           40296     
     4.400         38949.335       259850.114       732.180         732.180        257383.323      259348.898      23549.963      41791394.843     177508.779      177508.779     41750715.299    41948563.850       698.7           40448     
     4.500         38784.215       253903.321       2661.416        2661.416       257033.559      258129.856      23551.233      42181406.004     361914.696      361914.696     41427526.553    42166380.975       763.0           40479     
     4.600         38902.339       268630.876       3629.756        3629.756       268527.176      272208.781      23395.004      42680118.722     200235.550      200235.550     41776413.161    42428501.491       754.0           40403     
     4.700         39116.996       265548.223       4015.509        4015.509       265962.463      269770.853      23312.444      43225117.859     105212.420      105212.420     42517537.745    42976540.222       716.8           40284     
     4.800         39274.495       272528.261       1388.464        1388.464       260331.574      267818.381      23252.747      43180056.806     116966.897      116966.897     42677655.414    43045823.007       681.8           40162     
     4.900         39218.608       287044.687      -3147.269       -3147.269       278037.819      279393.984      23223.533      42746398.399     141838.874      141838.874     42667103.811    42848589.979       694.2           40165     
     5.000         39155.100       270386.919       -676.397        -676.397       272449.832      270741.978      23353.089      42473962.566     62235.396       62235.396      42056714.577    42327573.967       690.9           40209     
     5.100         39009.033       259228.770      -2439.614       -2439.614       262154.072      258251.807      23450.891      41878717.514     152945.677      152945.677     41902348.869    42043478.868       708.9           40343     
     5.200         38916.311       246034.587       3887.805        3887.805       255334.850      254572.524      23539.802      41347108.850     -36776.422      -36776.422     41376315.847    41324935.926       698.7           40388     
     5.300         39020.464       260089.609       7737.278        7737.278       267812.954      271688.559      23570.286      41864774.210     288363.302      288363.302     41432252.907    41936876.860       653.7           40380     
     5.400         38953.146       260552.424      -3423.238       -3423.238       256525.343      255115.646      23574.096      42692272.777     239006.937      239006.937     41849637.588    42509962.120       678.5           40480     
     5.500         38868.045       240947.153       1454.041        1454.041       245458.357      244656.796      23600.770      42672910.141      -669.148        -669.148      42525764.027    42598667.936       695.4           40594     
     5.600         38838.832       240752.916      -3499.887       -3499.887       244273.026      239013.084      23643.955      42952360.700     41490.852       41490.852      42607537.552    42821439.978       703.3           40613     
     5.700         38848.993       256159.115      -1903.087       -1903.087       264781.131      258567.036      23618.552      42951106.838     -42519.705      -42519.705     42504499.034    42685283.232       704.4           40562     
     5.800         38840.102       250928.154       2944.503        2944.503       247403.951      252110.555      23541.072      42420465.770     17368.191       17368.191      42672695.338    42563948.745       711.1           40511     
     5.900         38978.549       249300.801       -43.844         -43.844        254086.624      251649.868      23419.137      42694480.262     101928.616      101928.616     42573285.183    42735811.339       729.2           40424     
     6.000         38885.827       264820.973       1298.866        1298.866       254894.998      261156.851      23468.673      42943383.662     47884.799       47884.799      42496212.016    42767682.638       725.8           40521     
     6.100         38879.477       258045.324      -3958.041       -3958.041       245558.278      247843.760      23488.996      42255691.730     141275.679      141275.679     42812296.973    42675270.030       721.3           40534     
     6.200         38948.065       254032.630      -8243.092       -8243.092       256134.702      246840.574      23453.431      42169556.047     209433.931      209433.931     42731007.672    42659715.791       721.3           40481     
     6.300         38828.670       241662.946      -6472.070       -6472.070       237960.765      233339.786      23548.693      41779074.257     -41927.268      -41927.268     42456237.272    42075728.497       712.3           40509     
     6.400         38770.243       249494.867      -8721.489       -8721.489       246041.609      239046.749      23593.149      41705694.137     191936.699      191936.699     42316819.210    42203193.373       720.2           40612     
     6.500         38777.864       241751.285      -3362.656       -3362.656       238657.650      236841.812      23594.419      41920887.850    -152641.695     -152641.695     42401614.138    42008609.299       731.4           40620     
     6.600         38751.191       243452.978       1190.069        1190.069       249755.866      247794.491      23614.741      41446950.938    -137259.267     -137259.267     41975855.782    41574144.093       730.3           40608     
     6.700         38798.187       253898.728      -3323.725       -3323.725       255692.276      251471.777      23557.584      41573497.664    -191463.863     -191463.863     41831996.251    41511283.094       730.3           40548     
     6.800         38686.413       240725.493       1208.413        1208.413       246224.395      244683.357      23671.898      41637861.058    -167181.474     -167181.474     41980777.798    41642137.954       714.5           40622     
     6.900         38708.006       245875.277       2901.505        2901.505       242380.427      247029.357      23478.835      42031598.826    -196596.797     -196596.797     42032871.372    41835638.302       784.4           40550     
     7.000         38937.904       255241.444       -767.489        -767.489       254761.872      254234.168      23442.000      42406751.572    -115299.031     -115299.031     42278823.807    42227488.659       720.2           40436     
     7.100         38799.457       244619.967      -4784.080       -4784.080       247606.624      241329.216      23495.347      42613154.870     52727.072       52727.072      42531968.193    42625288.604       739.3           40593     
     7.200         38876.936       256915.197      -1522.582       -1522.582       260127.524      256998.778      23505.508      42477690.140     -40362.412      -40362.412     42443399.630    42420182.473       719.0           40544     
     7.300         38850.263       248991.144       4267.253        4267.253       247080.515      252303.082      23617.282      41880113.317     -58412.035      -58412.035     41957371.643    41860330.446       692.0           40591     
     7.400         38804.537       254340.316      -1283.344       -1283.344       245242.492      248508.060      23617.282      41657390.452      3052.671        3052.671      41950090.722    41806793.258       714.5           40603     
     7.500         38822.320       244450.308       5624.746        5624.746       244959.457      250329.629      23576.637      41713257.743    -240986.893     -240986.893     42078447.159    41654865.558       706.6           40533     
     7.600         38743.570       252282.980      -3777.735       -3777.735       245975.447      245351.478      23509.318      41486510.402    -154889.550     -154889.550     41928255.186    41552493.243       778.8           40539     
     7.700         38812.158       256696.251      -2699.033       -2699.033       246797.607      249047.896      23477.564      41705914.146    -324691.034     -324691.034     42086747.971    41571640.024       747.2           40487     
     7.800         38833.751       251297.654       1454.868        1454.868       255621.671      254914.531      23303.553      41787922.091    -353332.924     -353332.924     42064169.213    41572712.728       781.0           40349     
     7.900         38995.061       249314.017       -45.249         -45.249        265859.716      257541.617      23237.505      42172882.688      4259.970        4259.970      42000254.997    42090828.812       760.7           40293     
     8.000         38992.521       264041.298       -107.213        -107.213       264617.795      264222.334      23374.682      42393154.835     -83591.808      -83591.808     42076981.969    42151476.594       703.3           40421     
     8.100         38852.803       247231.604       2687.157        2687.157       254095.486      253350.702      23401.355      42521038.214    -186876.028     -186876.028     42137558.658    42142422.408       742.7           40479     
     8.200         38828.670       248471.860      -3746.088       -3746.088       245018.599      242999.141      23525.830      42154932.997     -88148.303      -88148.303     41977609.498    41978122.945       721.3           40541     
     8.300         38734.679       248625.331      -6792.314       -6792.314       243261.506      239151.104      23589.338      41351115.676    -215224.573     -215224.573     41831600.286    41376133.408       726.9           40584     
     8.400         38621.635       227477.384       -848.112        -848.112       238801.094      232291.127      23552.504      41145207.153     77961.790       77961.790      41623616.977    41462373.855       758.5           40659     
     8.500         38771.513       251716.165      -3405.378       -3405.378       251726.227      248315.818      23605.850      42136859.501     208678.169      208678.169     42088248.021    42321231.929       708.9           40645     
     8.600         38582.260       229132.242       1945.095        1945.095       235108.585      234065.509      23613.471      42268237.006     192110.392      192110.392     42245090.070    42448773.930       778.8           40813     
     8.700         38643.228       234476.557      -3252.730       -3252.730       224142.336      226056.717      23651.576      42627809.114     39830.282       39830.282      42083618.430    42395544.054       731.4           40859     
     8.800         38405.708       221527.718       2840.302        2840.302       220026.539      223617.430      23819.236      42752381.625     233795.130      233795.130     41983545.888    42601758.886       734.8           41059     
     8.900         38503.510       223346.173      -4008.156       -4008.156       233554.573      224442.217      23746.837      42940687.391     -60988.619      -60988.619     42615737.802    42717223.978       731.4           41084     
     9.000         38194.863       211076.411      -3244.000       -3244.000       210997.950      207793.180      23873.853      42732239.047     177427.323      177427.323     42719801.506    42903447.600       788.9           41312     
     9.100         38188.512       222894.601       1964.097        1964.097       224939.731      225881.263      23924.659      42092771.102     224386.713      224386.713     42246927.473    42394236.000       768.6           41302     
     9.200         38118.653       217515.297      -1560.683       -1560.683       217958.258      216176.095      23967.845      41478535.560     290056.725      290056.725     41681952.184    41870300.597       777.6           41243     
