    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.000         38705.465       14383.594        211.759         211.759        13942.094       14374.603       24426.371      31124951.269      6708.273        6708.273      31105463.697    31121915.755       524.1           40320     
     0.100         43257.705       276766.969       9269.811        9269.811       266509.018      280907.805      19932.559     135883996.893     310311.607      310311.607    136382628.037   136443624.072       515.0           40461     
     0.200         43514.276       255692.962       -850.607        -850.607       246933.704      250462.726      19642.963     162209184.183    -211432.260     -211432.260    160659985.309   161223152.486       525.2           40898     
     0.300         42829.662       225561.695      -5068.211       -5068.211       211428.052      213426.662      20257.719     142697798.959    1259161.685     1259161.685    142850398.928   144033260.629       538.7           41375     
     0.400         42119.645       202085.018       -889.356        -889.356       201337.441      200821.874      20899.148     123461982.839     471810.119      471810.119    122490038.452   123447820.765       551.1           41745     
     0.500         41368.982       173990.960       1230.454        1230.454       171322.252      173887.060      21538.036     107842486.146     830776.367      830776.367    106661088.173   108082563.527       598.4           42139     
     0.600         40801.223       173278.373       3823.625        3823.625       166246.257      173585.940      22086.744      94522443.498     704401.513      704401.513     93791703.140    94861474.832       590.6           42394     
     0.700         40210.600       157523.665       4205.243        4205.243       164859.018      165396.584      22536.379      84331627.287     544946.174      544946.174     83839278.654    84630399.144       632.3           42554     
     0.800         39886.710       168465.207       -667.789        -667.789       154223.877      160676.753      22890.752      77411355.101    -161603.960     -161603.960     77037100.979    77062624.080       622.1           42653     
     0.900         39644.111       167328.418       2069.082        2069.082       159214.339      165340.461      23148.594      71880736.420    -404379.142     -404379.142     70653363.724    70862670.930       626.6           42656     
     1.000         39364.676       159235.015       6437.158        6437.158       164756.191      168432.761      23355.629      67067469.845    -232436.780     -232436.780     65230607.922    65916602.103       626.6           42615     
     1.100         39137.318       163555.494      -1909.020       -1909.020       161780.942      160759.199      23613.471      63247797.182     -78565.167      -78565.167     60935776.402    62013221.625       623.2           42630     
     1.200         38958.226       153032.435       2413.564        2413.564       162854.185      160356.874      23699.842      60637363.170     125522.507      125522.507     58161359.861    59524884.022       652.5           42580     
     1.300         38855.344       169121.505       -752.600        -752.600       179264.774      173440.539      23739.217      57863581.251     167013.475      167013.475     55799446.795    56998527.498       662.7           42463     
     1.400         38589.881       193046.349       -303.392        -303.392       200174.407      196306.986      23821.777      54911583.803     400022.722      400022.722     53062877.044    54387253.145       734.8           42276     
