    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.000         44618.042       87670.307        1710.698        1710.698       85543.114       88317.409       18700.507      11787326.853      4744.995        4744.995      11782230.540    11789523.691       476.7           28427     
     0.100         47257.426       816281.593      -3515.223       -3515.223       827323.054      818287.100      16128.441      34680928.531     77897.999       77897.999      34631599.897    34734162.213       475.6           28309     
     0.200         47685.469       813405.017       -218.579        -218.579       816569.568      814768.713      15645.782      46915057.515     105736.210      105736.210     46534558.347    46830544.141       488.0           28653     
     0.300         47369.200       780372.044       4558.038        4558.038       801381.329      795434.725      15911.245      47393359.151     67756.917       67756.917      46967458.307    47248165.645       507.2           29098     
     0.400         46793.819       771471.420      -1069.222       -1069.222       767237.455      768285.215      16392.634      43101567.178     21283.077       21283.077      42465735.943    42804934.637       536.5           29507     
     0.500         46175.253       737962.125       4900.761        4900.761       745731.765      746747.706      16941.341      38646162.668     -9154.290       -9154.290      37766801.704    38197327.896       543.2           29970     
     0.600         45627.816       695965.539      12639.450       12639.450       704556.479      712900.459      17454.484      34544552.317     -9641.758       -9641.758      33709058.077    34117163.439       560.1           30336     
     0.700         45121.023       677326.924      -8335.977       -8335.977       684714.240      672684.605      17928.253      31032108.387     -87679.498      -87679.498     30375972.383    30616360.887       572.5           30678     
     0.800         44526.590       666847.454       3696.557        3696.557       663918.998      669079.783      18484.581      28245340.494    -181864.926     -181864.926     27494963.893    27688287.268       559.0           31018     
     0.900         44080.766       646685.763      -2346.801       -2346.801       658166.863      650079.513      18794.499      26093664.854    -244561.774     -244561.774     25556909.645    25580725.476       608.6           31310     
     1.000         43717.501       638712.798      -2955.207       -2955.207       631715.372      632258.878      19100.607      24289493.651     80661.959       80661.959      23909918.259    24180367.914       630.0           31554     
     1.100         43316.132       628097.464       8464.747        8464.747       616109.318      630568.138      19494.355      22819780.892     210454.483      210454.483     22689648.963    22965169.411       628.9           31847     
     1.200         42997.323       591577.511       -41.837         -41.837        597930.869      594712.353      19801.733      21801096.354     327908.193      327908.193     21646821.573    22051867.156       640.1           32071     
     1.300         42753.453       582686.476       8213.204        8213.204       583421.538      591267.211      20076.086      21079587.956     286571.860      286571.860     20971435.370    21312083.523       637.9           32299     
     1.400         42438.454       559273.742      -7710.538       -7710.538       566994.634      555423.650      20337.739      20200380.772     338238.924      338238.924     20400161.240    20638509.930       644.7           32548     
     1.500         42143.778       539990.059       3517.899        3517.899       538707.909      542866.883      20659.088      19896500.765     339435.791      339435.791     19797435.372    20186403.859       624.4           32806     
     1.600         41823.698       536218.592      -2340.417       -2340.417       546125.460      538831.609      20882.636      19540252.894     219370.305      219370.305     19292157.405    19635575.454       650.3           33073     
     1.700         41617.933       522661.743      -5871.091       -5871.091       526483.290      518701.425      21167.151      19326125.416     240780.326      240780.326     18810336.728    19309011.397       632.3           33303     
     1.800         41309.285       524194.513       4092.316        4092.316       505813.872      519096.509      21352.593      18882103.375     265271.400      265271.400     18468256.652    18940451.414       662.7           33524     
     1.900         41194.971       486206.390       1550.677        1550.677       486279.220      487793.482      21512.633      18686262.815     157789.241      157789.241     18360139.536    18680990.417       652.5           33650     
     2.000         40893.944       485932.931       2314.358        2314.358       484571.158      487566.402      21629.487      18495099.507     59764.356       59764.356      18044628.033    18329628.126       715.7           33817     
     2.100         40798.682       489508.136       -787.672        -787.672       484149.959      486041.375      21676.483      18434138.420     69982.280       69982.280      17784559.683    18179331.332       712.3           33831     
     2.200         40807.574       489170.896      -2776.671       -2776.671       487357.028      485487.291      21814.930      18139689.243     29085.009       29085.009      17856170.396    18027014.829       672.8           33920     
     2.300         40632.292       478549.965        75.543          75.543        480253.473      479477.262      21907.652      18007074.611     26455.978       26455.978      17617705.194    17838845.881       683.0           33993     
     2.400         40516.708       484140.499      -3741.560       -3741.560       491886.097      484271.738      21897.490      17722900.488     -19625.225      -19625.225     17761203.122    17722426.580       730.3           34051     
     2.500         40431.607       465159.130       -856.535        -856.535       469131.525      466288.793      21947.026      17695392.448     -32630.451      -32630.451     17724607.946    17677369.745       748.3           34096     
     2.600         40368.100       484412.782       -143.771        -143.771       481714.128      482919.684      21953.377      17757865.307     -56568.930      -56568.930     17695276.326    17670001.887       765.2           34176     
     2.700         40432.877       479508.842       2326.786        2326.786       477713.097      480937.755      21985.131      17573967.972     -25029.642      -25029.642     17531255.587    17527582.137       731.4           34158     
     2.800         40347.777       460698.797       3469.378        3469.378       469274.172      468455.863      22150.251      17568806.923     -25233.024      -25233.024     17590904.277    17554622.575       698.7           34274     
     2.900         40328.725       468807.995      -4830.402       -4830.402       478703.552      468925.372      22272.186      17553971.095     -73100.279      -73100.279     17435788.589    17421779.563       661.6           34293     
     3.000         40192.818       451060.240       2707.681        2707.681       463935.228      460205.415      22309.021      17400106.927     -57131.162      -57131.162     17440815.671    17363330.137       722.4           34389     
     3.100         40142.012       454784.233       210.814         210.814        449951.920      452578.891      22268.376      17189079.902    -113681.827     -113681.827     17293819.674    17127767.962       730.3           34327     
     3.200         40041.669       457227.336       -95.055         -95.055        463960.991      460499.109      22314.101      17195636.165      5955.752        5955.752      17198602.149    17203074.909       758.5           34403     
     3.300         40164.875       441245.651      -3226.751       -3226.751       456959.332      445875.741      22329.343      17094445.404     -44141.169      -44141.169     17217037.097    17111600.082       722.4           34343     
     3.400         39995.944       461177.662       546.404         546.404        463814.625      463042.548      22345.855      17370998.688     -25890.283      -25890.283     17229774.709    17274496.416       751.7           34453     
     3.500         40125.500       466735.405       9566.524        9566.524       462951.546      474410.000      22343.315      17440492.036     64950.984       64950.984      17198204.551    17384299.277       706.6           34420     
     3.600         39947.678       450347.562       4917.310        4917.310       440242.309      450212.245      22422.065      17588223.032     13980.154       13980.154      17316672.953    17466428.146       759.6           34588     
     3.700         40013.726       443867.069      -1981.938       -1981.938       450865.412      445384.302      22451.278      17456514.608     47474.596       47474.596      17451107.176    17501285.488       717.9           34593     
     3.800         40022.617       440034.564       154.720         154.720        444854.678      442599.341      22480.492      17532403.331     55243.820       55243.820      17515532.740    17579211.856       710.0           34611     
     3.900         39965.460       442282.034      -3917.036       -3917.036       436695.556      435571.759      22502.085      17667812.820     98312.131       98312.131      17823258.799    17843847.941       705.5           34654     
     4.000         39926.085       440032.246       4888.454        4888.454       429435.194      439622.174      22415.714      17734755.292     32412.135       32412.135      17838179.542    17818879.552       751.7           34668     
     4.100         39983.242       446773.088      -5344.623       -5344.623       437267.063      436675.453      22395.391      17792956.902     -21340.932      -21340.932     17833394.275    17791834.656       733.7           34654     
     4.200         39909.573       430654.650      -6245.323       -6245.323       439149.187      428656.595      22428.415      17701240.346     19088.471       19088.471      17766641.462    17753029.375       773.1           34692     
     4.300         40016.266       444808.621       -999.481        -999.481       444581.141      443695.399      22391.581      17589346.950     48912.754       48912.754      17472407.260    17579789.859       738.2           34597     
     4.400         39887.981       443688.840       716.346         716.346        447168.669      446145.101      22584.645      17418339.003     107279.263      107279.263     17577943.773    17605420.651       707.8           34728     
     4.500         39780.017       446341.143       -172.070        -172.070       450275.109      448136.056      22683.717      17378817.590     45295.731       45295.731      17429722.652    17449565.852       724.7           34841     
     4.600         39759.695       426643.610       489.088         489.088        424908.739      426265.263      22636.721      17372786.673     23174.813       23174.813      17486235.279    17452685.789       725.8           34849     
     4.700         39613.627       424779.593       387.253         387.253        418523.014      422038.556      22725.632      17490076.696     -12327.957      -12327.957     17456968.301    17461194.542       747.2           34973     
     4.800         39706.348       425970.382       -465.281        -465.281       430231.644      427635.733      22622.749      17556949.241      7250.055        7250.055      17484432.876    17527941.113       751.7           34876     
     4.900         39727.941       414141.587       3295.912        3295.912       431183.407      425958.409      22608.778      17523545.686     -62479.843      -62479.843     17489661.181    17444123.591       733.7           34854     
     5.000         39805.420       423098.663       2970.222        2970.222       422066.647      425552.876      22594.806      17535104.329     75220.943       75220.943      17489056.144    17587301.180       713.4           34868     
     5.100         39653.002       407071.638      -2843.706       -2843.706       411831.463      406607.844      22687.527      17622338.588     103500.114      103500.114     17584191.209    17706765.013       749.5           35032     
     5.200         39513.285       408709.400       1022.312        1022.312       412976.625      411865.325      22820.894      17574962.061     94093.361       94093.361      17413576.982    17588362.882       745.0           35125     
     5.300         39536.147       411230.072      -5886.234       -5886.234       412568.100      406012.853      22762.467      17386531.549     59547.531       59547.531      17430758.822    17468192.717       745.0           35070     
     5.400         39592.034       417788.163       2798.419        2798.419       418640.927      421012.964      22697.689      17382746.992     103325.668      103325.668     17397734.777    17493566.553       732.6           35073     
     5.500         39331.652       408104.619       1484.586        1484.586       409674.943      410374.367      22803.112      17402914.579     -43782.576      -43782.576     17477266.681    17396308.055       793.4           35231     
     5.600         39359.596       399494.205      -2496.024       -2496.024       404581.621      399541.889      22858.998      17336779.258     44859.893       44859.893      17346466.960    17386483.002       782.1           35229     
     5.700         39332.922       415241.031       3568.681        3568.681       409760.916      416069.655      22820.894      17444081.935     -4809.821       -4809.821      17323911.665    17379186.980       813.7           35230     
     5.800         39194.475       399080.053       1068.182        1068.182       404143.713      402680.065      22895.833      17587807.397     -4942.362       -4942.362      17485038.520    17531480.597       834.0           35360     
     5.900         39345.624       402093.598       3934.093        3934.093       402735.439      406348.612      22898.373      17638277.360     -1819.898       -1819.898      17441820.690    17538229.127       777.6           35289     
     6.000         39500.583       418088.169       -619.370        -619.370       413732.378      415290.904      22673.556      17525781.091     107921.628      107921.628     17431426.253    17586525.300       783.3           35023     
     6.100         39555.200       428003.863       -462.869        -462.869       427501.376      427289.751      22650.693      17481550.808     120602.368      120602.368     17602509.868    17662632.706       787.8           34959     
     6.200         39561.550       416418.039       818.740         818.740        416043.899      417049.708      22700.229      17617143.324     155984.948      155984.948     17716818.034    17822965.627       772.0           35031     
     6.300         39673.324       416111.913      -3306.745       -3306.745       425538.390      417518.407      22631.640      17659839.408     112457.523      112457.523     17863693.383    17874223.918       763.0           34951     
     6.400         39689.836       400142.580      -2362.212       -2362.212       406611.101      401014.628      22640.532      17993921.787     67618.482       67618.482      17964055.105    18046606.928       750.6           35050     
     6.500         39828.283       415674.525       4738.185        4738.185       417600.426      421375.661      22542.730      18017146.269     -41495.997      -41495.997     18021876.474    17978015.374       755.1           34968     
     6.600         39576.792       410807.298       1026.044        1026.044       407714.187      410286.787      22627.830      18144143.201     -15172.343      -15172.343     18107520.868    18110659.691       796.8           35130     
     6.700         39569.171       418592.571       240.246         240.246        412923.461      415998.262      22676.096      18144769.532     62701.549       62701.549      17954653.077    18112412.854       766.4           35181     
     6.800         39485.341       401534.232       973.873         973.873        405837.973      404659.976      22850.107      17955768.893     40439.243       40439.243      18062580.276    18049613.828       755.1           35295     
