        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              33368                  1                    1                 0.000000             3.272727             0.111106             3.346907            37.530768      
        0.00               5.016308              33368                  1                    1                 3.272727             6.545455             0.374472             1.845682            68.036937      
        0.00               5.016308              33368                  1                    1                 6.545455             9.818182             0.557620             2.994971            167.219191     
        0.00               5.016308              33368                  1                    1                 9.818182            13.090909             0.850898             2.657602            227.483118     
        0.00               5.016308              33368                  1                    1                13.090909            16.363636             0.819009             0.017959             1.470831      
        0.00               5.016308              33368                  1                    1                16.363636            19.636364             0.440773             0.081301             3.583535      
        0.00               5.016308              33368                  1                    1                19.636364            22.909091             0.197227             0.233026             4.595886      
        0.00               5.016308              33368                  1                    1                22.909091            26.181818            -0.033006             0.241154            -0.795948      
        0.00               5.016308              33368                  1                    1                26.181818            29.454545             0.017776             0.198892             0.353547      
        0.00               5.016308              33368                  1                    1                29.454545            32.727273             0.047459             0.076403             0.362600      
        0.00               5.016308              33368                  1                    1                32.727273            36.000000             0.041551             0.027274             0.113324      
        0.10               5.016308              33573                  1                    1                 0.000000             3.200000             0.136329             2.977181            40.587298      
        0.10               5.016308              33573                  1                    1                 3.200000             6.400000             0.333684             3.180367            107.273229     
        0.10               5.016308              33573                  1                    1                 6.400000             9.600000             0.564793             3.079029            174.184996     
        0.10               5.016308              33573                  1                    1                 9.600000            12.800000             0.635471             1.289665            82.605150      
        0.10               5.016308              33573                  1                    1                12.800000            16.000000             0.687036             0.069158             4.751419      
        0.10               5.016308              33573                  1                    1                16.000000            19.200000             0.608766             0.186765            11.369642      
        0.10               5.016308              33573                  1                    1                19.200000            22.400000             0.446709             0.189310             8.456634      
        0.10               5.016308              33573                  1                    1                22.400000            25.600000             0.384703             0.140592             5.408616      
        0.10               5.016308              33573                  1                    1                25.600000            28.800000             0.220259             0.066207             1.458276      
        0.10               5.016308              33573                  1                    1                28.800000            32.000000             0.209807             0.018924             0.397049      
        0.20               5.016308              33963                  1                    1                 0.000000             3.272727             0.095983             3.542377            34.328162      
        0.20               5.016308              33963                  1                    1                 3.272727             6.545455             0.257159             2.179553            54.505594      
        0.20               5.016308              33963                  1                    1                 6.545455             9.818182             0.454715             2.864296            130.491877     
        0.20               5.016308              33963                  1                    1                 9.818182            13.090909             0.479092             1.684083            81.004248      
        0.20               5.016308              33963                  1                    1                13.090909            16.363636             0.586336             0.045621             2.674907      
        0.20               5.016308              33963                  1                    1                16.363636            19.636364             0.421414             0.115382             4.862361      
        0.20               5.016308              33963                  1                    1                19.636364            22.909091             0.360017             0.148845             5.358664      
        0.20               5.016308              33963                  1                    1                22.909091            26.181818             0.316211             0.155425             4.914705      
        0.20               5.016308              33963                  1                    1                26.181818            29.454545             0.289321             0.082992             2.401117      
        0.20               5.016308              33963                  1                    1                29.454545            32.727273             0.255910             0.034964             0.894757      
        0.20               5.016308              33963                  1                    1                32.727273            36.000000             0.332129             0.005547             0.184218      
        0.30               5.016308              34348                  1                    1                 0.000000             3.333333             0.078919             3.141465            23.935276      
        0.30               5.016308              34348                  1                    1                 3.333333             6.666667             0.178183             2.251665            42.097933      
        0.30               5.016308              34348                  1                    1                 6.666667            10.000000             0.360366             2.483777            89.847040      
        0.30               5.016308              34348                  1                    1                10.000000            13.333333             0.398967             2.171229            86.707939      
        0.30               5.016308              34348                  1                    1                13.333333            16.666667             0.391563             0.073384             2.873450      
        0.30               5.016308              34348                  1                    1                16.666667            20.000000             0.334177             0.077685             2.596057      
        0.30               5.016308              34348                  1                    1                20.000000            23.333333             0.198152             0.139479             2.763808      
        0.30               5.016308              34348                  1                    1                23.333333            26.666667             0.254342             0.132315             3.365331      
        0.30               5.016308              34348                  1                    1                26.666667            30.000000             0.241329             0.102379             2.470692      
        0.30               5.016308              34348                  1                    1                30.000000            33.333333             0.247258             0.054074             1.337029      
        0.30               5.016308              34348                  1                    1                33.333333            36.666667             0.105642             0.026940             0.284595      
        0.30               5.016308              34348                  1                    1                36.666667            40.000000             0.183752             0.002557             0.046986      
        0.40               5.016308              34679                  1                    1                 0.000000             3.187500             0.069591             2.838449            19.659204      
        0.40               5.016308              34679                  1                    1                 3.187500             6.375000             0.180786             2.525905            45.994142      
        0.40               5.016308              34679                  1                    1                 6.375000             9.562500             0.316758             2.601307            81.831540      
        0.40               5.016308              34679                  1                    1                 9.562500            12.750000             0.335379             1.874483            62.845387      
        0.40               5.016308              34679                  1                    1                12.750000            15.937500             0.274954             0.159191             4.377016      
        0.40               5.016308              34679                  1                    1                15.937500            19.125000             0.260041             0.112647             2.929276      
        0.40               5.016308              34679                  1                    1                19.125000            22.312500             0.129546             0.120093             1.555750      
        0.40               5.016308              34679                  1                    1                22.312500            25.500000             0.155388             0.148308             2.304523      
        0.40               5.016308              34679                  1                    1                25.500000            28.687500             0.183152             0.099760             1.827124      
        0.40               5.016308              34679                  1                    1                28.687500            31.875000             0.295590             0.073021             2.158429      
        0.40               5.016308              34679                  1                    1                31.875000            35.062500             0.222144             0.037833             0.840431      
        0.40               5.016308              34679                  1                    1                35.062500            38.250000             0.180987             0.014001             0.253402      
        0.40               5.016308              34679                  1                    1                38.250000            41.437500             0.106274             0.010930             0.116160      
        0.40               5.016308              34679                  1                    1                41.437500            44.625000             0.245920             0.009321             0.229216      
        0.40               5.016308              34679                  1                    1                44.625000            47.812500            -0.102260             0.005342            -0.054630      
        0.40               5.016308              34679                  1                    1                47.812500            51.000000             0.198663             0.006782             0.134738      
        0.50               5.016308              35018                  1                    1                 0.000000             3.285714             0.094317             3.212474            32.309228      
        0.50               5.016308              35018                  1                    1                 3.285714             6.571429             0.189082             2.063436            40.066386      
        0.50               5.016308              35018                  1                    1                 6.571429             9.857143             0.278550             2.472256            68.811796      
        0.50               5.016308              35018                  1                    1                 9.857143            13.142857             0.288961             1.281259            37.023348      
        0.50               5.016308              35018                  1                    1                13.142857            16.428571             0.199052             0.105355             2.097112      
        0.50               5.016308              35018                  1                    1                16.428571            19.714286             0.224694             0.156231             3.510418      
        0.50               5.016308              35018                  1                    1                19.714286            23.000000             0.112195             0.143492             1.609905      
        0.50               5.016308              35018                  1                    1                23.000000            26.285714             0.099685             0.115755             1.153896      
        0.50               5.016308              35018                  1                    1                26.285714            29.571429             0.081354             0.083896             0.682532      
        0.50               5.016308              35018                  1                    1                29.571429            32.857143             0.332363             0.036623             1.217204      
        0.50               5.016308              35018                  1                    1                32.857143            36.142857             0.210490             0.013853             0.291586      
        0.50               5.016308              35018                  1                    1                36.142857            39.428571             0.192036             0.015785             0.303120      
        0.50               5.016308              35018                  1                    1                39.428571            42.714286             0.022790             0.010550             0.024043      
        0.50               5.016308              35018                  1                    1                42.714286            46.000000             0.225426             0.007553             0.170270      
        0.60               5.016308              35205                  1                    1                 0.000000             3.187500             0.072535             2.708049            20.221728      
        0.60               5.016308              35205                  1                    1                 3.187500             6.375000             0.164112             2.703555            44.729269      
        0.60               5.016308              35205                  1                    1                 6.375000             9.562500             0.241106             2.438622            58.943918      
        0.60               5.016308              35205                  1                    1                 9.562500            12.750000             0.228387             1.004965            22.952137      
        0.60               5.016308              35205                  1                    1                12.750000            15.937500             0.320060             0.175938             5.631070      
        0.60               5.016308              35205                  1                    1                15.937500            19.125000             0.173165             0.149652             2.591451      
        0.60               5.016308              35205                  1                    1                19.125000            22.312500             0.183043             0.140868             2.578492      
        0.60               5.016308              35205                  1                    1                22.312500            25.500000             0.018206             0.111716             0.203385      
        0.60               5.016308              35205                  1                    1                25.500000            28.687500             0.085331             0.084806             0.723664      
        0.60               5.016308              35205                  1                    1                28.687500            31.875000             0.247552             0.046732             1.156848      
        0.60               5.016308              35205                  1                    1                31.875000            35.062500             0.117911             0.029313             0.345631      
        0.60               5.016308              35205                  1                    1                35.062500            38.250000             0.251756             0.029570             0.744440      
        0.60               5.016308              35205                  1                    1                38.250000            41.437500             0.165954             0.018784             0.311731      
        0.60               5.016308              35205                  1                    1                41.437500            44.625000             0.239876             0.013831             0.331782      
        0.60               5.016308              35205                  1                    1                44.625000            47.812500             0.196662             0.008805             0.173166      
        0.60               5.016308              35205                  1                    1                47.812500            51.000000             0.081788             0.002227             0.018218      
        0.70               5.016308              35413                  1                    1                 0.000000             3.181818             0.058741             2.765550            15.479028      
        0.70               5.016308              35413                  1                    1                 3.181818             6.363636             0.154410             2.694939            42.564533      
        0.70               5.016308              35413                  1                    1                 6.363636             9.545455             0.188065             2.433847            45.667167      
        0.70               5.016308              35413                  1                    1                 9.545455            12.727273             0.232389             0.910072            21.149114      
        0.70               5.016308              35413                  1                    1                12.727273            15.909091             0.250063             0.090280             2.257561      
        0.70               5.016308              35413                  1                    1                15.909091            19.090909             0.216221             0.180386             3.900324      
        0.70               5.016308              35413                  1                    1                19.090909            22.272727             0.111308             0.191871             2.135668      
        0.70               5.016308              35413                  1                    1                22.272727            25.454545             0.107725             0.153798             1.656782      
        0.70               5.016308              35413                  1                    1                25.454545            28.636364             0.111280             0.106373             1.183718      
