        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              33358                  1                    1                 0.000000             3.400000             0.062251             3.563812            -5.919933      
        0.00               5.016308              33358                  1                    1                 3.400000             6.800000             0.220449             1.705939            -1.426525      
        0.00               5.016308              33358                  1                    1                 6.800000            10.200000             0.394659             3.547427             3.117109      
        0.00               5.016308              33358                  1                    1                10.200000            13.600000             0.654804             1.137776             2.713741      
        0.00               5.016308              33358                  1                    1                13.600000            17.000000             0.184022             0.091876             0.000000      
        0.00               5.016308              33358                  1                    1                17.000000            20.400000             0.230952             0.170297             0.000000      
        0.00               5.016308              33358                  1                    1                20.400000            23.800000             0.093493             0.280204             0.000000      
        0.00               5.016308              33358                  1                    1                23.800000            27.200000             0.008610             0.235317             0.000000      
        0.00               5.016308              33358                  1                    1                27.200000            30.600000             0.028920             0.129620             0.000000      
        0.00               5.016308              33358                  1                    1                30.600000            34.000000             0.122310             0.020765             0.000000      
