        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              36505                  1                    1                 0.000000             3.272727             0.168667             3.788929            62.066869      
        0.00               5.016308              36505                  1                    1                 3.272727             6.545455             0.553765             1.779975            98.218454      
        0.00               5.016308              36505                  1                    1                 6.545455             9.818182             0.695520             3.145939            219.751023     
        0.00               5.016308              36505                  1                    1                 9.818182            13.090909             0.902155             3.495029            317.360027     
        0.00               5.016308              36505                  1                    1                13.090909            16.363636             0.987044             0.000602             0.059398      
        0.00               5.016308              36505                  1                    1                16.363636            19.636364             0.766536             0.052185             4.000178      
        0.00               5.016308              36505                  1                    1                19.636364            22.909091             0.420092             0.166152             6.979897      
        0.00               5.016308              36505                  1                    1                22.909091            26.181818             0.238413             0.259401             6.184456      
        0.00               5.016308              36505                  1                    1                26.181818            29.454545             0.050268             0.219515             1.103450      
        0.00               5.016308              36505                  1                    1                29.454545            32.727273            -0.055760             0.099686            -0.555847      
        0.00               5.016308              36505                  1                    1                32.727273            36.000000            -0.072634             0.029425            -0.213723      
        0.10               5.016308              36569                  1                    1                 0.000000             3.333333             0.122244             3.762011            42.785357      
        0.10               5.016308              36569                  1                    1                 3.333333             6.666667             0.419316             2.303522            99.615846      
        0.10               5.016308              36569                  1                    1                 6.666667            10.000000             0.563420             3.368630            190.023488     
        0.10               5.016308              36569                  1                    1                10.000000            13.333333             0.688045             2.620038            180.666673     
        0.10               5.016308              36569                  1                    1                13.333333            16.666667             0.699481             0.066350             4.641052      
        0.10               5.016308              36569                  1                    1                16.666667            20.000000             0.702957             0.098102             6.896155      
        0.10               5.016308              36569                  1                    1                20.000000            23.333333             0.572677             0.179997            10.308021      
        0.10               5.016308              36569                  1                    1                23.333333            26.666667             0.481155             0.154098             7.414510      
        0.10               5.016308              36569                  1                    1                26.666667            30.000000             0.302340             0.091968             2.780570      
        0.10               5.016308              36569                  1                    1                30.000000            33.333333             0.375204             0.038736             1.453391      
        0.10               5.016308              36569                  1                    1                33.333333            36.666667             0.209001             0.017751             0.371001      
        0.10               5.016308              36569                  1                    1                36.666667            40.000000            -0.180811             0.003610            -0.065270      
        0.20               5.016308              36898                  1                    1                 0.000000             3.272727             0.112681             3.578643            35.394126      
        0.20               5.016308              36898                  1                    1                 3.272727             6.545455             0.307643             2.507174            79.497008      
        0.20               5.016308              36898                  1                    1                 6.545455             9.818182             0.455059             3.046861            138.373908     
        0.20               5.016308              36898                  1                    1                 9.818182            13.090909             0.519727             2.877316            149.672653     
        0.20               5.016308              36898                  1                    1                13.090909            16.363636             0.605026             0.016797             1.016278      
        0.20               5.016308              36898                  1                    1                16.363636            19.636364             0.526938             0.058667             3.091361      
        0.20               5.016308              36898                  1                    1                19.636364            22.909091             0.454444             0.164057             7.455486      
        0.20               5.016308              36898                  1                    1                22.909091            26.181818             0.359487             0.163652             5.883078      
        0.20               5.016308              36898                  1                    1                26.181818            29.454545             0.277222             0.110045             3.050695      
        0.20               5.016308              36898                  1                    1                29.454545            32.727273             0.226922             0.048878             1.109150      
        0.20               5.016308              36898                  1                    1                32.727273            36.000000             0.246400             0.010967             0.270234      
        0.30               5.016308              37190                  1                    1                 0.000000             3.166667             0.109878             2.856341            33.661934      
        0.30               5.016308              37190                  1                    1                 3.166667             6.333333             0.240196             3.417887            83.871217      
        0.30               5.016308              37190                  1                    1                 6.333333             9.500000             0.379340             2.936886            110.913628     
        0.30               5.016308              37190                  1                    1                 9.500000            12.666667             0.406878             2.449787            99.814832      
        0.30               5.016308              37190                  1                    1                12.666667            15.833333             0.452174             0.126282             5.710120      
        0.30               5.016308              37190                  1                    1                15.833333            19.000000             0.446810             0.089392             3.994130      
        0.30               5.016308              37190                  1                    1                19.000000            22.166667             0.353628             0.175193             6.195324      
        0.30               5.016308              37190                  1                    1                22.166667            25.333333             0.265095             0.185470             4.916718      
        0.30               5.016308              37190                  1                    1                25.333333            28.500000             0.223672             0.116896             2.614649      
        0.30               5.016308              37190                  1                    1                28.500000            31.666667             0.225823             0.057164             1.290893      
        0.30               5.016308              37190                  1                    1                31.666667            34.833333             0.335757             0.020529             0.689281      
        0.30               5.016308              37190                  1                    1                34.833333            38.000000             0.886857             0.001418             0.125797      
        0.40               5.016308              37490                  1                    1                 0.000000             3.285714             0.108070             3.170790            34.521340      
        0.40               5.016308              37490                  1                    1                 3.285714             6.571429             0.179618             2.599527            47.976425      
        0.40               5.016308              37490                  1                    1                 6.571429             9.857143             0.292935             2.540286            72.862338      
        0.40               5.016308              37490                  1                    1                 9.857143            13.142857             0.333031             2.757972            91.789510      
        0.40               5.016308              37490                  1                    1                13.142857            16.428571             0.296017             0.173245             5.128338      
        0.40               5.016308              37490                  1                    1                16.428571            19.714286             0.318134             0.085722             2.727107      
        0.40               5.016308              37490                  1                    1                19.714286            23.000000             0.181111             0.134186             2.430267      
        0.40               5.016308              37490                  1                    1                23.000000            26.285714             0.150772             0.139578             2.104445      
        0.40               5.016308              37490                  1                    1                26.285714            29.571429             0.180183             0.096046             1.730592      
        0.40               5.016308              37490                  1                    1                29.571429            32.857143             0.233590             0.075483             1.763207      
        0.40               5.016308              37490                  1                    1                32.857143            36.142857             0.298181             0.040111             1.196039      
        0.40               5.016308              37490                  1                    1                36.142857            39.428571             0.085216             0.018286             0.155830      
        0.40               5.016308              37490                  1                    1                39.428571            42.714286             0.157997             0.009449             0.149284      
