        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              41134                  1                    1                 0.000000             3.100000             0.139429             2.558772            -0.920058      
        0.00               5.016308              41134                  1                    1                 3.100000             6.200000             0.366629             3.164686            11.759063      
        0.00               5.016308              41134                  1                    1                 6.200000             9.300000             0.485482             2.978537            -0.361183      
        0.00               5.016308              41134                  1                    1                 9.300000            12.400000             0.614073             3.498610             0.727875      
        0.00               5.016308              41134                  1                    1                12.400000            15.500000             0.604849             1.684305            -3.545768      
        0.00               5.016308              41134                  1                    1                15.500000            18.600000             0.435859             0.808285             0.763009      
        0.00               5.016308              41134                  1                    1                18.600000            21.700000             0.449566             0.810738             4.054756      
        0.00               5.016308              41134                  1                    1                21.700000            24.800000             0.235700             0.721582            -3.338547      
        0.00               5.016308              41134                  1                    1                24.800000            27.900000             0.113683             0.660230            -6.478689      
        0.00               5.016308              41134                  1                    1                27.900000            31.000000             0.099892             0.384628             2.762676      
        0.00               5.016308              41134                  1                    1                31.000000            34.100000             0.091396             0.131151             0.613160      
        0.00               5.016308              41134                  1                    1                34.100000            37.200000             0.142010             0.072987            -0.379482      
        0.00               5.016308              41134                  1                    1                37.200000            40.300000             0.272108             0.032870             0.000000      
        0.00               5.016308              41134                  1                    1                40.300000            43.400000             0.081124             0.014055             0.000000      
        0.00               5.016308              41134                  1                    1                43.400000            46.500000             0.247300             0.006825             0.000000      
        0.00               5.016308              41134                  1                    1                46.500000            49.600000             0.223983             0.013777             0.000000      
        0.00               5.016308              41134                  1                    1                49.600000            52.700000             0.049759             0.016379             0.000000      
        0.00               5.016308              41134                  1                    1                52.700000            55.800000             0.171070             0.016911             0.000000      
        0.00               5.016308              41134                  1                    1                55.800000            58.900000             0.067518             0.020239             0.000000      
        0.00               5.016308              41134                  1                    1                58.900000            62.000000             0.019846             0.017435             0.000000      
        0.00               5.016308              41134                  1                    1                62.000000            65.100000             0.087555             0.015216             0.000000      
        0.00               5.016308              41134                  1                    1                65.100000            68.200000             0.110231             0.008736             0.000000      
        0.00               5.016308              41134                  1                    1                68.200000            71.300000            -0.139501             0.019622             0.000000      
        0.00               5.016308              41134                  1                    1                71.300000            74.400000            -0.096528             0.024174             0.000000      
        0.00               5.016308              41134                  1                    1                74.400000            77.500000             0.064463             0.030152             0.000000      
        0.00               5.016308              41134                  1                    1                77.500000            80.600000             0.222915             0.023115             0.000000      
        0.00               5.016308              41134                  1                    1                80.600000            83.700000             0.333059             0.026910             0.000000      
        0.00               5.016308              41134                  1                    1                83.700000            86.800000             0.121411             0.024436             0.000000      
        0.00               5.016308              41134                  1                    1                86.800000            89.900000            -0.023752             0.011219             0.000000      
        0.00               5.016308              41134                  1                    1                89.900000            93.000000            -0.043401             0.002932             0.000000      
        0.00               5.016308              41134                  1                    2                 0.000000             3.500000             0.166523             1.449236            108.599083     
        0.00               5.016308              41134                  1                    2                 3.500000             7.000000             0.013689             0.791250             4.873986      
        0.00               5.016308              41134                  1                    2                 7.000000            10.500000             0.032242             0.329826             4.785351      
        0.00               5.016308              41134                  1                    2                10.500000            14.000000            -0.173533             0.264147            -20.627134     
        0.00               5.016308              41134                  1                    2                14.000000            17.500000            -0.119992             0.188789            -10.193921     
        0.00               5.016308              41134                  1                    2                17.500000            21.000000             0.015227             0.047702             0.326859      
