        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              36510                  1                    1                 0.000000             3.272727             0.167830             3.697712            27.800757      
        0.00               5.016308              36510                  1                    1                 3.272727             6.545455             0.506227             1.892915            46.952610      
        0.00               5.016308              36510                  1                    1                 6.545455             9.818182             0.701999             3.193384            113.990327     
        0.00               5.016308              36510                  1                    1                 9.818182            13.090909             0.898922             3.397311            156.550086     
        0.00               5.016308              36510                  1                    1                13.090909            16.363636             0.989241             0.001799             0.088992      
        0.00               5.016308              36510                  1                    1                16.363636            19.636364             0.850408             0.060013             2.551768      
        0.00               5.016308              36510                  1                    1                19.636364            22.909091             0.540520             0.180148             4.868692      
        0.00               5.016308              36510                  1                    1                22.909091            26.181818             0.266499             0.247845             3.302523      
        0.00               5.016308              36510                  1                    1                26.181818            29.454545             0.048827             0.194338             0.474447      
        0.00               5.016308              36510                  1                    1                29.454545            32.727273             0.083369             0.105755             0.440833      
        0.00               5.016308              36510                  1                    1                32.727273            36.000000             0.100174             0.034454             0.172569      
        0.10               5.016308              36520                  1                    1                 0.000000             3.363636             0.121228             3.567535            -1.353305      
        0.10               5.016308              36520                  1                    1                 3.363636             6.727273             0.366675             1.964476            28.721505      
        0.10               5.016308              36520                  1                    1                 6.727273            10.090909             0.609988             3.787931            109.151749     
        0.10               5.016308              36520                  1                    1                10.090909            13.454545             0.709278             1.705897            60.905809      
        0.10               5.016308              36520                  1                    1                13.454545            16.818182             0.766265             0.022551             0.864012      
        0.10               5.016308              36520                  1                    1                16.818182            20.181818             0.666171             0.125753             4.188647      
        0.10               5.016308              36520                  1                    1                20.181818            23.545455             0.365281             0.193144             3.527596      
        0.10               5.016308              36520                  1                    1                23.545455            26.909091             0.229901             0.213922             2.459038      
        0.10               5.016308              36520                  1                    1                26.909091            30.272727             0.072598             0.140141             0.508696      
        0.10               5.016308              36520                  1                    1                30.272727            33.636364             0.007679             0.035890             0.013780      
        0.10               5.016308              36520                  1                    1                33.636364            37.000000             0.064971             0.006503             0.021124      
        0.20               5.016308              36780                  1                    1                 0.000000             3.300000             0.084018             3.656336            -48.923022     
        0.20               5.016308              36780                  1                    1                 3.300000             6.600000             0.250020             1.877713             4.360947      
        0.20               5.016308              36780                  1                    1                 6.600000             9.900000             0.442057             3.092807            61.022823      
        0.20               5.016308              36780                  1                    1                 9.900000            13.200000             0.520482             1.901396            48.685850      
        0.20               5.016308              36780                  1                    1                13.200000            16.500000             0.565035             0.055371             1.564336      
        0.20               5.016308              36780                  1                    1                16.500000            19.800000             0.398573             0.116936             2.330387      
        0.20               5.016308              36780                  1                    1                19.800000            23.100000             0.353925             0.196852             3.483539      
        0.20               5.016308              36780                  1                    1                23.100000            26.400000             0.210802             0.202804             2.137579      
        0.20               5.016308              36780                  1                    1                26.400000            29.700000             0.070582             0.130777             0.461529      
        0.20               5.016308              36780                  1                    1                29.700000            33.000000             0.162006             0.024148             0.195606      
        0.30               5.016308              36920                  1                    1                 0.000000             3.157895             0.077996             3.439763             5.376783      
        0.30               5.016308              36920                  1                    1                 3.157895             6.315789             0.116729             2.038384            -8.749730      
        0.30               5.016308              36920                  1                    1                 6.315789             9.473684             0.235772             2.843623            22.601576      
        0.30               5.016308              36920                  1                    1                 9.473684            12.631579             0.247814             2.698980            16.275861      
        0.30               5.016308              36920                  1                    1                12.631579            15.789474             0.151300             1.423488            -8.930126      
        0.30               5.016308              36920                  1                    1                15.789474            18.947368             0.060486             1.277169            -20.189757     
        0.30               5.016308              36920                  1                    1                18.947368            22.105263             0.035313             0.746329            -19.655118     
        0.30               5.016308              36920                  1                    1                22.105263            25.263158             0.018513             0.670169            -14.756905     
        0.30               5.016308              36920                  1                    1                25.263158            28.421053             0.086740             0.178515            -0.603411      
        0.30               5.016308              36920                  1                    1                28.421053            31.578947             0.179234             0.074571             0.668279      
        0.30               5.016308              36920                  1                    1                31.578947            34.736842             0.195125             0.049572             0.483638      
        0.30               5.016308              36920                  1                    1                34.736842            37.894737             0.109215             0.044595             0.243522      
        0.30               5.016308              36920                  1                    1                37.894737            41.052632             0.149392             0.062733             0.468590      
        0.30               5.016308              36920                  1                    1                41.052632            44.210526             0.169571             0.075768             0.642406      
        0.30               5.016308              36920                  1                    1                44.210526            47.368421             0.159326             0.055305             0.440573      
        0.30               5.016308              36920                  1                    1                47.368421            50.526316             0.078603             0.035482             0.139450      
        0.30               5.016308              36920                  1                    1                50.526316            53.684211             0.226514             0.022014             0.249321      
        0.30               5.016308              36920                  1                    1                53.684211            56.842105             0.179098             0.005655             0.050644      
        0.30               5.016308              36920                  1                    1                56.842105            60.000000            -0.163375             0.001857            -0.015169      
        0.30               5.016308              36920                  1                    2                 0.000000             3.500000             0.177761             1.531784            68.072877      
        0.30               5.016308              36920                  1                    2                 3.500000             7.000000            -0.209023             0.878698            -45.917007     
        0.30               5.016308              36920                  1                    2                 7.000000            10.500000            -0.086124             0.723145            -15.570096     
        0.30               5.016308              36920                  1                    2                10.500000            14.000000             0.025683             0.310428             1.993174      
        0.30               5.016308              36920                  1                    2                14.000000            17.500000            -0.198012             0.122701            -6.074086      
        0.30               5.016308              36920                  1                    2                17.500000            21.000000            -0.300209             0.043719            -3.281210      
        0.40               5.016308              37082                  2                    2                 0.000000             3.266667             0.198754             0.797440             7.953677      
        0.40               5.016308              37082                  2                    2                 3.266667             6.533333             0.275837             1.121688            16.056835      
        0.40               5.016308              37082                  2                    2                 6.533333             9.800000             0.282557             1.454184            20.142335      
        0.40               5.016308              37082                  2                    2                 9.800000            13.066667             0.266202             1.532381            18.887899      
        0.40               5.016308              37082                  2                    2                13.066667            16.333333             0.205312             1.673161            11.523200      
        0.40               5.016308              37082                  2                    2                16.333333            19.600000             0.092602             1.768001            -16.813397     
        0.40               5.016308              37082                  2                    2                19.600000            22.866667            -0.039392             1.705236            -45.816571     
        0.40               5.016308              37082                  2                    2                22.866667            26.133333            -0.176269             1.534653            -71.878503     
        0.40               5.016308              37082                  2                    2                26.133333            29.400000            -0.154124             1.388548            -54.251472     
        0.40               5.016308              37082                  2                    2                29.400000            32.666667            -0.125675             1.299763            -40.836802     
        0.40               5.016308              37082                  2                    2                32.666667            35.933333            -0.046266             1.280092            -14.806064     
        0.40               5.016308              37082                  2                    2                35.933333            39.200000            -0.018650             1.419906            -6.736982      
        0.40               5.016308              37082                  2                    2                39.200000            42.466667             0.021794             1.595377             8.692281      
        0.40               5.016308              37082                  2                    2                42.466667            45.733333             0.068813             1.801950            30.999560      
        0.40               5.016308              37082                  2                    2                45.733333            49.000000             0.055195             1.079113            14.890391      
        0.50               5.016308              37072                  1                    1                 0.000000             3.069767             0.131325             4.944037            19.676546      
        0.50               5.016308              37072                  1                    1                 3.069767             6.139535             0.153496             5.901276            18.920153      
        0.50               5.016308              37072                  1                    1                 6.139535             9.209302             0.177837             7.328447            48.389247      
        0.50               5.016308              37072                  1                    1                 9.209302            12.279070             0.098372             4.629196            -36.183259     
        0.50               5.016308              37072                  1                    1                12.279070            15.348837             0.110370             7.055602            -16.646909     
        0.50               5.016308              37072                  1                    1                15.348837            18.418605             0.041762             5.582787            -57.659645     
        0.50               5.016308              37072                  1                    1                18.418605            21.488372            -0.045090             4.448115           -137.463503     
        0.50               5.016308              37072                  1                    1                21.488372            24.558140            -0.115648             4.565274           -152.936522     
        0.50               5.016308              37072                  1                    1                24.558140            27.627907            -0.190280             2.747964           -131.127483     
        0.50               5.016308              37072                  1                    1                27.627907            30.697674            -0.140644             2.474452            -87.319788     
        0.50               5.016308              37072                  1                    1                30.697674            33.767442            -0.089736             1.885644            -42.302568     
        0.50               5.016308              37072                  1                    1                33.767442            36.837209            -0.096332             1.003891            -24.176811     
        0.50               5.016308              37072                  1                    1                36.837209            39.906977            -0.054928             1.797401            -24.682065     
        0.50               5.016308              37072                  1                    1                39.906977            42.976744            -0.043589             0.923010            -10.058304     
        0.50               5.016308              37072                  1                    1                42.976744            46.046512            -0.018088             1.069711            -4.837344      
        0.50               5.016308              37072                  1                    1                46.046512            49.116279             0.004387             0.678470             0.744194      
        0.50               5.016308              37072                  1                    1                49.116279            52.186047             0.020367             0.585059            -0.188111      
        0.50               5.016308              37072                  1                    1                52.186047            55.255814             0.109448             0.630804            10.603546      
        0.50               5.016308              37072                  1                    1                55.255814            58.325581            -0.035111             0.457655            -5.320507      
        0.50               5.016308              37072                  1                    1                58.325581            61.395349            -0.049728             0.182667            -3.106629      
        0.50               5.016308              37072                  1                    1                61.395349            64.465116             0.169084             0.037433             0.003861      
        0.50               5.016308              37072                  1                    1                64.465116            67.534884             0.128786             0.044198             0.284603      
        0.50               5.016308              37072                  1                    1                67.534884            70.604651             0.073156             0.052284             0.191247      
        0.50               5.016308              37072                  1                    1                70.604651            73.674419             0.071056             0.054516             0.193686      
        0.50               5.016308              37072                  1                    1                73.674419            76.744186             0.155609             0.038484             0.299423      
        0.50               5.016308              37072                  1                    1                76.744186            79.813953             0.151220             0.026805             0.202672      
        0.50               5.016308              37072                  1                    1                79.813953            82.883721             0.023252             0.017998             0.020924      
        0.50               5.016308              37072                  1                    1                82.883721            85.953488             0.172090             0.019486             0.167666      
        0.50               5.016308              37072                  1                    1                85.953488            89.023256             0.180070             0.037788             0.340228      
        0.50               5.016308              37072                  1                    1                89.023256            92.093023             0.077310             0.032332             0.124979      
        0.50               5.016308              37072                  1                    1                92.093023            95.162791             0.257321             0.025313             0.325675      
        0.50               5.016308              37072                  1                    1                95.162791            98.232558            -0.143477             0.012304            -0.088269      
        0.50               5.016308              37072                  1                    1                98.232558            101.302326            0.295304             0.018622             0.274953      
        0.50               5.016308              37072                  1                    1                101.302326           104.372093            0.162414             0.034967             0.283954      
        0.50               5.016308              37072                  1                    1                104.372093           107.441860            0.141372             0.064773             0.457851      
        0.50               5.016308              37072                  1                    1                107.441860           110.511628            0.120047             0.047158             0.283059      
        0.50               5.016308              37072                  1                    1                110.511628           113.581395           -0.041058             0.031204            -0.064059      
        0.50               5.016308              37072                  1                    1                113.581395           116.651163           -0.092100             0.032413            -0.149261      
        0.50               5.016308              37072                  1                    1                116.651163           119.720930            0.283009             0.037379             0.528933      
        0.50               5.016308              37072                  1                    1                119.720930           122.790698           -0.017079             0.021619            -0.018461      
        0.50               5.016308              37072                  1                    1                122.790698           125.860465            0.105784             0.012391             0.065539      
        0.50               5.016308              37072                  1                    1                125.860465           128.930233            0.327418             0.007843             0.128401      
        0.50               5.016308              37072                  1                    1                128.930233           132.000000           -0.265220             0.003140            -0.041643      
        0.60               5.016308              37377                  1                    1                 0.000000             3.100000             0.070757             4.290152            -17.438830     
        0.60               5.016308              37377                  1                    1                 3.100000             6.200000             0.089978             4.648419            -1.797850      
        0.60               5.016308              37377                  1                    1                 6.200000             9.300000             0.139448             6.287526            19.033400      
        0.60               5.016308              37377                  1                    1                 9.300000            12.400000             0.073391             5.345951            -16.512193     
        0.60               5.016308              37377                  1                    1                12.400000            15.500000             0.006065             5.008632            -74.082318     
        0.60               5.016308              37377                  1                    1                15.500000            18.600000            -0.025107             4.033745            -66.045607     
        0.60               5.016308              37377                  1                    1                18.600000            21.700000            -0.166506             3.412880           -162.954875     
        0.60               5.016308              37377                  1                    1                21.700000            24.800000            -0.220324             3.030475           -173.063842     
        0.60               5.016308              37377                  1                    1                24.800000            27.900000            -0.195675             2.357113           -116.420406     
        0.60               5.016308              37377                  1                    1                27.900000            31.000000            -0.119126             1.261734            -37.914644     
        0.60               5.016308              37377                  1                    1                31.000000            34.100000            -0.057639             1.180588            -17.092988     
        0.60               5.016308              37377                  1                    1                34.100000            37.200000            -0.002230             1.001608            -0.558314      
        0.60               5.016308              37377                  1                    1                37.200000            40.300000            -0.086745             1.029972            -22.336258     
        0.60               5.016308              37377                  1                    1                40.300000            43.400000            -0.032785             0.788179            -6.460068      
        0.60               5.016308              37377                  1                    1                43.400000            46.500000            -0.067206             0.652322            -11.362356     
        0.60               5.016308              37377                  1                    1                46.500000            49.600000             0.065345             0.533171             5.406495      
        0.60               5.016308              37377                  1                    1                49.600000            52.700000             0.077982             0.617300             9.054523      
        0.60               5.016308              37377                  1                    1                52.700000            55.800000             0.073244             0.414232             1.575750      
        0.60               5.016308              37377                  1                    1                55.800000            58.900000             0.071557             0.227300            -1.168776      
        0.60               5.016308              37377                  1                    1                58.900000            62.000000             0.121115             0.133807            -0.152779      
        0.60               5.016308              37377                  1                    1                62.000000            65.100000             0.060062             0.150665             1.185649      
        0.60               5.016308              37377                  1                    1                65.100000            68.200000             0.121803             0.095710             1.098843      
        0.60               5.016308              37377                  1                    1                68.200000            71.300000             0.054093             0.062559            -0.031965      
        0.60               5.016308              37377                  1                    1                71.300000            74.400000             0.120803             0.036509            -0.044401      
        0.60               5.016308              37377                  1                    1                74.400000            77.500000             0.117063             0.037975            -0.047392      
        0.60               5.016308              37377                  1                    1                77.500000            80.600000             0.116291             0.031173            -0.400532      
        0.60               5.016308              37377                  1                    1                80.600000            83.700000             0.057585             0.030729            -0.402763      
        0.60               5.016308              37377                  1                    1                83.700000            86.800000             0.119698             0.063508             0.163271      
        0.60               5.016308              37377                  1                    1                86.800000            89.900000             0.217741             0.077128             0.469596      
        0.60               5.016308              37377                  1                    1                89.900000            93.000000             0.121223             0.061360             0.291546      
        0.60               5.016308              37377                  1                    1                93.000000            96.100000             0.196691             0.046441             0.456722      
        0.60               5.016308              37377                  1                    1                96.100000            99.200000             0.270995             0.028857             0.391008      
        0.60               5.016308              37377                  1                    1                99.200000            102.300000            0.032765             0.026022             0.042631      
        0.60               5.016308              37377                  1                    1                102.300000           105.400000            0.002869             0.037652             0.005401      
        0.60               5.016308              37377                  1                    1                105.400000           108.500000            0.009143             0.075471             0.034502      
