        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              39987                  1                    1                 0.000000             3.153846             0.156030             3.532779            110.243909     
        0.00               5.016308              39987                  1                    1                 3.153846             6.307692             0.503956             2.667672            268.877856     
        0.00               5.016308              39987                  1                    1                 6.307692             9.461538             0.700559             3.272851            458.564925     
        0.00               5.016308              39987                  1                    1                 9.461538            12.615385             0.907091             3.752839            680.833501     
        0.00               5.016308              39987                  1                    1                12.615385            15.769231             0.969280             1.384291            268.353238     
        0.00               5.016308              39987                  1                    1                15.769231            18.923077             0.965838             0.192634            37.210716      
        0.00               5.016308              39987                  1                    1                18.923077            22.076923             0.823335             0.071953            11.848343      
        0.00               5.016308              39987                  1                    1                22.076923            25.230769             0.651356             0.139699            18.198777      
        0.00               5.016308              39987                  1                    1                25.230769            28.384615             0.564528             0.294515            33.252415      
        0.00               5.016308              39987                  1                    1                28.384615            31.538462             0.268777             0.222767            11.974954      
        0.00               5.016308              39987                  1                    1                31.538462            34.692308            -0.017548             0.115740            -0.406205      
        0.00               5.016308              39987                  1                    1                34.692308            37.846154             0.024554             0.037450             0.183906      
        0.00               5.016308              39987                  1                    1                37.846154            41.000000             0.032847             0.010673             0.070115      
        0.10               5.016308              40184                  1                    1                 0.000000             3.153846             0.136459             4.016733            109.623478     
        0.10               5.016308              40184                  1                    1                 3.153846             6.307692             0.399606             3.273762            261.643204     
        0.10               5.016308              40184                  1                    1                 6.307692             9.461538             0.600463             3.975074            477.376987     
        0.10               5.016308              40184                  1                    1                 9.461538            12.615385             0.698976             4.205071            587.849119     
        0.10               5.016308              40184                  1                    1                12.615385            15.769231             0.725642             0.712330            103.379197     
        0.10               5.016308              40184                  1                    1                15.769231            18.923077             0.739295             0.010882             1.609066      
        0.10               5.016308              40184                  1                    1                18.923077            22.076923             0.719011             0.083476            12.004050      
        0.10               5.016308              40184                  1                    1                22.076923            25.230769             0.632647             0.150330            19.021194      
        0.10               5.016308              40184                  1                    1                25.230769            28.384615             0.603371             0.143479            17.314234      
        0.10               5.016308              40184                  1                    1                28.384615            31.538462             0.484861             0.079765             7.734979      
        0.10               5.016308              40184                  1                    1                31.538462            34.692308             0.467861             0.042162             3.945208      
        0.10               5.016308              40184                  1                    1                34.692308            37.846154             0.475212             0.006108             0.580562      
        0.10               5.016308              40184                  1                    1                37.846154            41.000000             0.213787             0.001477             0.063140      
        0.20               5.016308              40681                  1                    1                 0.000000             3.153846             0.091483             3.834756            70.163303      
        0.20               5.016308              40681                  1                    1                 3.153846             6.307692             0.297788             3.187709            189.852372     
        0.20               5.016308              40681                  1                    1                 6.307692             9.461538             0.464637             3.876709            360.252582     
        0.20               5.016308              40681                  1                    1                 9.461538            12.615385             0.520139             4.430327            460.877028     
        0.20               5.016308              40681                  1                    1                12.615385            15.769231             0.525557             1.311445            137.847787     
        0.20               5.016308              40681                  1                    1                15.769231            18.923077             0.615394             0.010941             1.346572      
        0.20               5.016308              40681                  1                    1                18.923077            22.076923             0.579308             0.038182             4.423846      
        0.20               5.016308              40681                  1                    1                22.076923            25.230769             0.508813             0.111586            11.355265      
        0.20               5.016308              40681                  1                    1                25.230769            28.384615             0.320075             0.123035             7.876076      
        0.20               5.016308              40681                  1                    1                28.384615            31.538462             0.242386             0.107979             5.234499      
        0.20               5.016308              40681                  1                    1                31.538462            34.692308             0.288586             0.062511             3.607960      
        0.20               5.016308              40681                  1                    1                34.692308            37.846154             0.177830             0.029894             1.063212      
        0.20               5.016308              40681                  1                    1                37.846154            41.000000             0.432553             0.011255             0.973645      
        0.30               5.016308              41128                  1                    1                 0.000000             3.222222             0.117448             3.552229            83.440543      
        0.30               5.016308              41128                  1                    1                 3.222222             6.444444             0.255399             3.288198            167.960411     
        0.30               5.016308              41128                  1                    1                 6.444444             9.666667             0.388957             3.512731            273.260288     
        0.30               5.016308              41128                  1                    1                 9.666667            12.888889             0.399502             4.418277            353.022096     
        0.30               5.016308              41128                  1                    1                12.888889            16.111111             0.407479             0.416006            33.902697      
        0.30               5.016308              41128                  1                    1                16.111111            19.333333             0.515401             0.081591             8.410459      
        0.30               5.016308              41128                  1                    1                19.333333            22.555556             0.387266             0.095715             7.413418      
        0.30               5.016308              41128                  1                    1                22.555556            25.777778             0.314282             0.129479             8.138580      
        0.30               5.016308              41128                  1                    1                25.777778            29.000000             0.261221             0.137324             7.174378      
        0.30               5.016308              41128                  1                    1                29.000000            32.222222             0.215264             0.071265             3.068150      
        0.30               5.016308              41128                  1                    1                32.222222            35.444444             0.296762             0.052031             3.088178      
