      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         39989           17312             0              426              0              9128            1444            7661           15899            731              0               0               0       
      0.10          5.016308         40194           18117             0              382              0              9339            1593            6856           15688            626              0               0               0       
      0.20          5.016308         40648           18741             0              374              0              8557            1559            6232           16470            668              0               0               0       
      0.30          5.016308         41150           19122             0              384              0              8028            1556            5851           16999            661              0               0               0       
      0.40          5.016308         41606           20407             0              417              0              7529            1523            4566           17498            661              0               0               0       
      0.50          5.016308         42003           23100            203             486              0              7248            1532            1873           17576            583              0               0               0       
      0.60          5.016308         42347           23443            234             504              0              6891            1501            1530           17902            596              0               0               0       
      0.70          5.016308         42572           24455            788             548              0              6582            1461            518            17657            592              0               0               0       
      0.80          5.016308         42734           24704            1428            577              0              6384            1445            269            17215            579              0               0               0       
      0.90          5.016308         42836           24930            2077            605              0              6334            1439             43            16616            557              0               0               0       
      1.00          5.016308         42920           24880            1987            609              0              5870            1343             93            17042            622              0              128              27      
      1.10          5.016308         42927           24900            2278            622              0              5958            1372             73            16791            607              0               0               0       
      1.20          5.016308         43007           24927            2852            642              0              6162            1410             46            16013            549              0               0               0       
      1.30          5.016308         42957           24951            3219            655              0              6248            1418             22            15560            528              0               0               0       
      1.40          5.016308         42865           24835            2117            630              0              6050            1376            138            16860            595              0               0               0       
      1.50          5.016308         42804           24894            3102            658              0              6411            1406             79            15514            537              0               0               0       
      1.60          5.016308         42743           24656            1665            619              0              6093            1340            317            17125            607              0              144              35      
      1.70          5.016308         42599           24545            2154            627              0              6519            1409            428            16354            565              0               0               0       
      1.80          5.016308         42358           24273            1747            611              3              6838            1436            697            16442            554              0               0               0       
      1.90          5.016308         42201           24395            2280            627              3              7022            1440            575            15725            534              0               0               0       
      2.00          5.016308         42048           24006            1778            605              4              6807            1371            963            16136            561              0              306              64      
      2.10          5.016308         41820           24298            2486            629              6              7403            1454            669            15138            518              0               0               0       
      2.20          5.016308         41763           24543            2581            637              9              7504            1450            421            14942            514              0               0               0       
      2.30          5.016308         41782           24266            1989            618              11             7200            1405            696            15838            578              0               0               0       
      2.40          5.016308         41672           23959            1495            600              10             7113            1386            1004           16419            615              0               0               0       
      2.50          5.016308         41566           24165            1654            610              10             7505            1432            798            15868            559              0               0               0       
      2.60          5.016308         41448           23773            1413            595              10             7413            1404            1190           16201            602              0               0               0       
      2.70          5.016308         41332           23678            1313            591              12             7388            1379            1282           16191            601              1              135              30      
      2.80          5.016308         41193           23827            1566            601              20             7861            1436            1126           15600            564              0               0               0       
      2.90          5.016308         41025           23922            1938            611              25             7976            1444            1026           15113            546              0               0               0       
      3.00          5.016308         41150           24075            2278            622              35             7982            1448            863            14767            531              0               0               0       
      3.10          5.016308         41223           23740            1883            604              83             7780            1429            1150           15364            568              0               0               0       
      3.20          5.016308         41127           23090            1626            582             106             7841            1432            1777           15560            587              0               0               0       
      3.30          5.016308         40995           22841            1628            577             128             7527            1383            2004           15872            641              0               0               0       
      3.40          5.016308         41039           23378            2185            603             203             7740            1426            1392           15102            572              0               0               0       
      3.50          5.016308         41015           22788            1538            573             239             7609            1402            1946           15880            626              0               0               0       
      3.60          5.016308         40991           23032            2034            592             265             7857            1457            1676           15136            552              0               0               0       
      3.70          5.016308         40853           23041            2198            596             299             8219            1481            1633           14610            524              0               0               0       
      3.80          5.016308         40718           22679            2244            589             304             8014            1448            1990           14769            564              0               0               0       
      3.90          5.016308         40763           22940            2380            599             313             7900            1430            1720           14747            572              0               0               0       
      4.00          5.016308         40781           22865            2332            596             318             7932            1441            1790           14763            564              0               0               0       
      4.10          5.016308         40549           22500            1939            578             302             7411            1331            2159           15231            617              12             446              75      
      4.20          5.016308         40495           22302            1839            572             325             7706            1374            2339           15342            634              7              140              21      
