      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         28111           15821             0              430              0             19330            1605            9152            5697            566              0               0               0       
      0.10          5.016308         28591           17341             0              466              0             19522            1623            7632            5505            512              0               0               0       
      0.20          5.016308         29113           18256             0              487              0             19178            1602            6717            5849            512              0               0               0       
      0.30          5.016308         29579           18019             0              481              0             18186            1531            6954            6841            589              0               0               0       
      0.40          5.016308         29935           17851             0              477              0             17146            1456            7122            7881            668              0               0               0       
      0.50          5.016308         30390           18165             0              486              0             16448            1410            6808            8579            705              0               0               0       
      0.60          5.016308         30685           18060             0              483              0             16567            1450            6507            8460            657             406              0               11      
      0.70          5.016308         31013           19220             0              515              0             17013            1521            5753            8014            565              0               0               0       
      0.80          5.016308         31258           18557             0              498              4             16149            1455            6412            8646            629              0              232              19      
      0.90          5.016308         31402           19010             0              510              29            16475            1501            5934            8552            590              0               0               0       
      1.00          5.016308         31660           16904             0              453              34            14514            1328            6679            9833            727             1356            680              93      
      1.10          5.016308         31881           18711             3              503              57            15886            1474            6205            9138            624              0               0               0       
      1.20          5.016308         31917           19162             0              515              66            15126            1412            5745            9602            649              0              299              25      
      1.30          5.016308         32032           17636             0              474              66            13970            1302            6213           10882            780             1058            175              45      
      1.40          5.016308         32186           18869             3              509              80            14656            1386            6024            9982            674              0              386              32      
      1.50          5.016308         32285           18074             18             488              97            14242            1361            6801            9987            681              1              780              71      
      1.60          5.016308         32391           18130             0              488             141            15129            1446            6697            9630            642              5              268              25      
      1.70          5.016308         32434           17350             8              467             165            15343            1478            7458            9676            656              0               0               0       
      1.80          5.016308         32632           16698             0              448             184            15349            1481            6907            9678            639             1184             0               33      
      1.90          5.016308         32749           18741             9              504             187            15090            1462            6045            9928            635              0               0               0       
      2.00          5.016308         32772           19002             27             511             205            14284            1394            5760           10020            632              6              696              64      
      2.10          5.016308         32741           20450             59             552             242            15210            1493            4281            9758            556              0               0               0       
      2.20          5.016308         32910           20053             39             541             233            14433            1429            4684           10362            613              3              193              18      
      2.30          5.016308         33009           19881             31             537             286            14802            1473            4805            9911            562              1              283              29      
      2.40          5.016308         33148           19631             73             533             275            13630            1375            5061           10455            619              6              869              74      
      2.50          5.016308         33142           20687            301             569             322            14676            1475            3964           10050            557              0               0               0       
      2.60          5.016308         33316           20130            165             550             328            14381            1447            4506           10213            575              9              268              29      
      2.70          5.016308         33271           20020            447             556             384            14385            1451            4202            9833            545             367             362              49      
      2.80          5.016308         33521           20019            309             553             346            13236            1354            4600           11070            653              8              412              41      
      2.90          5.016308         33624           20018            340             554             368            12954            1331            4581           11175            660              6              558              56      
      3.00          5.016308         33746           20543            322             567             416            13447            1395            4013           11053            621              1              205              18      
      3.10          5.016308         33757           20855            617             583             490            14393            1492            3628           10017            526              0               0               0       
      3.20          5.016308         33846           20263            311             559             454            13347            1395            4256           11192            629              0              177              18      
      3.30          5.016308         33963           19750            270             543             441            12839            1339            4782           11918            719              0               0               0       
      3.40          5.016308         34102           20415            406             566             529            13481            1420            4023           10888            594              6              252              21      
      3.50          5.016308         34134           18227            209             501             492            12719            1332            5349           11684            698             905             415              70      
      3.60          5.016308         34219           19245            586             540             514            12372            1328            4604           11223            632             610             846             101      
      3.70          5.016308         34338           17236            182             473             562            11929            1281            6393           11981            729             782             935             118      
      3.80          5.016308         34238           19042            285             526             656            12844            1383            5253           11361            636              22             537              56      
      3.90          5.016308         34273           16478            228             453             826            12203            1323            7653           12024            770              16             572              55      
      4.00          5.016308         34313           18794            285             519             816            13257            1439            5363           11485            643              0               0               0       
      4.10          5.016308         34399           18770            392             522             820            13421            1452            5383           11214            627              0               0               0       
      4.20          5.016308         34367           17586            270             486             703            12500            1356            6667           11875            712              17             382              47      
      4.30          5.016308         34338           17580            337             488             818            12382            1359            6565           12181            739              10             127              15      
      4.40          5.016308         34366           16935            338             470             762            11341            1260            7229           12276            760              47             1072            111      
      4.50          5.016308         34469           18722            482             526             744            12075            1333            5496           12197            711              11             273              31      
      4.60          5.016308         34504           18296            335             508             776            12433            1389            5885           11984            675              16             275              29      
      4.70          5.016308         34522           19160            393             535             764            12239            1364            5038           12250            687              11             145              15      
      4.80          5.016308         34656           20025            845             572             847            12872            1437            4097           11190            580              4              120              12      
      4.90          5.016308         34702           18557            574             524             759            11613            1316            5619           12358            707              38             482              54      
      5.00          5.016308         34792           19620            433             548             822            12372            1395            4513           12009            635              18             213              23      
      5.10          5.016308         34874           19212            356             533             821            11887            1348            4921           12422            687              19             362              33      
      5.20          5.016308         34920           18874            557             528             1007           11998            1376            4636           12229            658             456             243              39      
      5.30          5.016308         35014           18918            406             525             888            12451            1414            5167           12170            662              0               0               0       
      5.40          5.016308         34883           19167            555             535             946            12612            1441            4860           11860            625              0               0               0       
      5.50          5.016308         34850           17787            487             494             991            12642            1450            5107           11898            627             1088             0               30      
      5.60          5.016308         34753           18244            462             505             1028           12465            1428            5110           12100            652             591              0               16      
      5.70          5.016308         34827           19424            542             538             1006           12201            1399            4524           12062            638              19             222              26      
      5.80          5.016308         34742           18584            722             520             1004           11888            1369            4909           12417            699             476              0               13      
      5.90          5.016308         34741           19897            1050            565             1000           11718            1346            4028           11830            640              48             429              50      
      6.00          5.016308         34594           19382            801             545             1080           12062            1391            4490           11824            628              21             340              37      
      6.10          5.016308         34618           19253            608             536             998            11454            1324            4713           12867            726              9               98              15      
      6.20          5.016308         34663           19521            703             545             1057           11728            1367            4370           12435            670              25             161              19      
      6.30          5.016308         34788           19711            806             553             1051           11076            1301            4187           12882            720              24             263              27      
      6.40          5.016308         34841           18302            626             510             1022           10976            1293            5618           13142            769              31             283              29      
      6.50          5.016308         34880           18604            735             522             986            10304            1210            5334           13462            805              49             526              64      
      6.60          5.016308         34944           18700            908             530             1089           11247            1324            5177           12722            732              7              150              15      
