      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         44897           13709             0              303              0              4653            1419            9815           20374            845             1449             0               34      
      0.10          5.016308         45274           17940             0              292              0              4463            1685            7033           20564            624              0               0               0       
      0.20          5.016308         45817           18295             0              304              0              3778            1651            6678           21249            646              0               0               0       
      0.30          5.016308         46135           18340             0              315              0              3459            1626            6633           21568            660              0               0               0       
      0.40          5.016308         46112           19530             0              346              0              3416            1596            5443           21611            659              0               0               0       
      0.50          5.016308         46055           21749            115             399              0              3459            1578            3224           21453            624              0               0               0       
      0.60          5.016308         45824           24590            1639            492              0              3801            1590            383            19587            519              0               0               0       
      0.70          5.016308         45545           24174            1163            486              0              3931            1541            799            19933            574              0               0               0       
      0.80          5.016308         45178           24626            2084            523              0              4346            1558            347            18597            520              0               0               0       
      0.90          5.016308         44773           24719            1840            527              0              4616            1529            254            18571            545              0               0               0       
      1.00          5.016308         44410           24642            1957            532              0              4980            1542            331            18090            527              0               0               0       
      1.10          5.016308         44090           24650            1708            530              0              5272            1532            323            18047            539              0               0               0       
      1.20          5.016308         43868           24301            1471            520              0              5432            1537            672            18124            544              0               0               0       
      1.30          5.016308         43628           24469            1948            533              0              5776            1555            504            17303            513              0               0               0       
      1.40          5.016308         43500           24001            1696            516              0              5825            1543            972            17506            542              0               0               0       
      1.50          5.016308         43564           24244            2660            541              0              5770            1543            729            16597            517              0               0               0       
      1.60          5.016308         43754           24323            2503            539              0              5533            1528            650            16991            534              0               0               0       
      1.70          5.016308         43889           24428            2362            537              0              5455            1540            545            17210            524              0               0               0       
      1.80          5.016308         44038           24653            2768            550              0              5360            1538            320            16899            513              0               0               0       
      1.90          5.016308         44123           24539            2381            539              0              5211            1528            434            17435            534              0               0               0       
      2.00          5.016308         44088           24604            2689            547              0              5327            1549            369            17011            505              0               0               0       
      2.10          5.016308         44050           24527            2271            537              0              5354            1549            446            17402            515              0               0               0       
      2.20          5.016308         44125           24582            2391            542              0              5226            1525            391            17410            534              0               0               0       
      2.30          5.016308         44185           24483            2642            546              0              5188            1531            490            17197            524              0               0               0       
      2.40          5.016308         44197           24564            2687            550              0              5268            1548            409            17072            503              0               0               0       
      2.50          5.016308         43996           24140            2195            532              0              5426            1541            833            17406            528              0               0               0       
