      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         39961           17243             0              424              0              9197            1449            7730           15830            728              0               0               0       
      0.10          5.016308         40524           18253             0              336              0              9010            1676            6720           16017            589              0               0               0       
      0.20          5.016308         41458           18901             0              337              0              7919            1663            6072           17108            601              0               0               0       
      0.30          5.016308         42389           18777             0              342              0              6651            1570            6196           18376            689              0               0               0       
      0.40          5.016308         43058           20139             0              375              0              6236            1600            4834           18791            626              0               0               0       
      0.50          5.016308         43508           22321            171             429              0              5819            1576            2652           19037            596              0               0               0       
      0.60          5.016308         43904           23404            380             464              0              5444            1545            1569           19203            592              0               0               0       
      0.70          5.016308         44135           24693            1244            516              0              5119            1515            280            18664            570              0               0               0       
      0.80          5.016308         44371           24689            1832            537              0              4944            1495            284            18251            569              0               0               0       
      0.90          5.016308         44299           24799            2205            554              0              5051            1509            174            17771            538              0               0               0       
      1.00          5.016308         44163           24895            2468            566              0              5061            1479             78            17498            556              0               0               0       
      1.10          5.016308         44060           24894            2789            577              0              5435            1523             79            16803            501              0               0               0       
      1.20          5.016308         43948           24911            2783            582              0              5378            1494             62            16866            525              0               0               0       
      1.30          5.016308         43866           24912            2774            584              0              5405            1490             61            16848            527              0               0               0       
      1.40          5.016308         43754           24825            2611            579              0              5595            1504            148            16821            518              0               0               0       
      1.50          5.016308         43654           24560            2206            566              0              5625            1478            413            17196            557              0               0               0       
      1.60          5.016308         43449           24745            2422            573              0              5856            1501            228            16749            527              0               0               0       
      1.70          5.016308         43486           24704            2445            572              0              5775            1495            269            16807            534              0               0               0       
      1.80          5.016308         43658           24658            2268            567              0              5751            1504            315            17008            530              0               0               0       
      1.90          5.016308         43705           24703            2751            579              0              5544            1475            270            16732            547              0               0               0       
      2.00          5.016308         43767           24887            3389            597              0              5671            1513             86            15967            491              0               0               0       
      2.10          5.016308         43881           24705            2303            570              0              5417            1489            268            17307            542              0               0               0       
      2.20          5.016308         43840           24589            2588            573              0              5451            1488            384            16988            540              0               0               0       
      2.30          5.016308         43724           24506            2374            567              0              5440            1468            467            17213            566              0               0               0       
      2.40          5.016308         43738           24643            3101            586              0              5588            1486            330            16338            529              0               0               0       
      2.50          5.016308         43675           24667            3319            592              0              5783            1517            306            15925            492              0               0               0       
      2.60          5.016308         43513           24513            3453            592              0              5832            1509            460            15742            500              0               0               0       
      2.70          5.016308         43597           24699            3846            605              0              5745            1502            274            15436            494              0               0               0       
      2.80          5.016308         43667           24563            3345            591              0              5727            1505            410            15955            505              0               0               0       
      2.90          5.016308         43610           24714            2889            584              0              5800            1504            259            16338            513              0               0               0       
      3.00          5.016308         43370           24444            2705            574              0              5800            1476            529            16522            551              0               0               0       
      3.10          5.016308         43350           24306            2311            562              0              5915            1489            667            16801            550              0               0               0       
      3.20          5.016308         43200           24448            2618            572              0              6209            1519            525            16200            510              0               0               0       
      3.30          5.016308         43209           24496            2808            576              0              6109            1514            477            16110            511              0               0               0       
      3.40          5.016308         43292           24217            2572            565              0              5985            1499            756            16470            537              0               0               0       
      3.50          5.016308         43295           24330            2933            575              1              6099            1522            642            15995            504              0               0               0       
      3.60          5.016308         43345           24335            2758            572              2              5911            1495            636            16358            534              0               0               0       
      3.70          5.016308         43480           24492            2893            578              2              5830            1495            479            16304            528              0               0               0       
