      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         33335           17291             0              455              0             15077            1539            7682            9950            607              0               0               0       
      0.10          5.016308         34014           17826             0              401              0             15202            1669            7147            9825            531              0               0               0       
      0.20          5.016308         34976           18251             0              381              0             13868            1632            6722           11159            588              0               0               0       
      0.30          5.016308         35944           19271             0              396              0             12784            1618            5702           12243            587              0               0               0       
      0.40          5.016308         36935           20417             0              421              0             11770            1596            4556           13257            584              0               0               0       
      0.50          5.016308         37954           20876             0              434              0             10805            1572            4097           14222            595              0               0               0       
      0.60          5.016308         38785           21888             3              459              0              9930            1534            3085           15094            608              0               0               0       
      0.70          5.016308         39558           23671            171             505              0              9481            1555            1302           15375            541              0               0               0       
      0.80          5.016308         40297           23892            314             517              0              8472            1478            1081           16241            606              0               0               0       
      0.90          5.016308         40859           24409            898             545              0              7922            1463            564            16207            593              0               0               0       
      1.00          5.016308         41374           24782            1509            570              0              7654            1486            191            15864            545              0               0               0       
      1.10          5.016308         41759           24759            1583            574              0              7256            1474            214            16188            553              0               0               0       
      1.20          5.016308         42200           24690            1607            576              0              6739            1434            283            16681            591              0               0               0       
      1.30          5.016308         42539           24841            1829            587              0              6347            1407            132            16851            607              0               0               0       
      1.40          5.016308         42788           24955            3032            619              0              6322            1445             18            15673            537              0               0               0       
      1.50          5.016308         43019           24852            2594            610              0              6120            1438            121            16313            553              0               0               0       
      1.60          5.016308         43238           24754            2476            607              0              5901            1414            219            16650            580              0               0               0       
      1.70          5.016308         43264           24916            2805            619              0              5948            1434             57            16274            548              0               0               0       
      1.80          5.016308         43294           24771            2685            613              0              6027            1451            202            16315            537              0               0               0       
      1.90          5.016308         43211           24831            2927            622              0              5997            1432            142            16103            547              0               0               0       
      2.00          5.016308         43074           24761            2534            612              0              6281            1461            212            16212            528              0               0               0       
      2.10          5.016308         42973           24741            2379            608              0              6083            1424            232            16565            569              0               0               0       
      2.20          5.016308         42899           24647            2334            605              0              6188            1432            326            16505            564              0               0               0       
      2.30          5.016308         42762           24488            1931            593              0              6172            1404            485            16924            604              0               0               0       
      2.40          5.016308         42608           24555            2049            599              0              6562            1458            418            16416            544              0               0               0       
      2.50          5.016308         42335           24643            2044            600              0              6797            1451            330            16186            550              0               0               0       
      2.60          5.016308         42272           24252            1518            579              0              6681            1419            721            16632            567              0              196              36      
      2.70          5.016308         42058           24332            1533            580              0              6841            1431            641            16653            590              0               0               0       
      2.80          5.016308         42172           24616            1823            594              0              7012            1464            357            16192            543              0               0               0       
      2.90          5.016308         42238           24524            1802            591              0              6953            1456            449            16272            554              0               0               0       
      3.00          5.016308         42272           24528            1862            592              0              6799            1448            445            16366            561              0               0               0       
      3.10          5.016308         42296           24565            2025            596              0              6746            1451            408            16256            554              0               0               0       
      3.20          5.016308         42416           24504            1970            592              0              6659            1437            469            16398            572              0               0               0       
      3.30          5.016308         42406           24657            2210            601              0              6838            1468            316            15979            532              0               0               0       
      3.40          5.016308         42374           24498            1837            590              0              6766            1444            475            16424            567              0               0               0       
      3.50          5.016308         42382           24436            1756            588              0              6668            1440            537            16603            573              0               0               0       
      3.60          5.016308         42363           24271            1779            585              0              6780            1445            702            16468            571              0               0               0       
      3.70          5.016308         42245           24503            1863            592              0              6980            1467            470            16184            542              0               0               0       
      3.80          5.016308         42214           24594            1712            590              0              6972            1455            379            16343            556              0               0               0       
      3.90          5.016308         42135           24472            1523            582              0              6978            1442            501            16526            577              0               0               0       
      4.00          5.016308         42181           24603            1890            594              0              6964            1459            370            16173            548              0               0               0       
      4.10          5.016308         42136           24523            1627            587              0              7064            1471            450            16336            543              0               0               0       
      4.20          5.016308         42004           24686            1743            593              0              7279            1484            287            16005            524              0               0               0       
      4.30          5.016308         42067           24503            1479            581              0              7155            1471            470            16393            549              0               0               0       
      4.40          5.016308         41984           24460            1584            582              0              7165            1468            513            16278            551              0               0               0       
      4.50          5.016308         42064           24594            1896            591              0              7070            1461            379            16061            549              0               0               0       
      4.60          5.016308         42112           24420            1946            589              0              7138            1479            553            15943            533              0               0               0       
      4.70          5.016308         42091           24338            1928            588              0              6982            1461            635            16117            552              0               0               0       
      4.80          5.016308         42233           24363            1650            582              0              6741            1433            610            16636            586              0               0               0       
      4.90          5.016308         42286           24431            1772            586              0              6847            1462            542            16408            553              0               0               0       
      5.00          5.016308         42312           24602            1825            590              0              6825            1462            371            16377            549              0               0               0       
      5.10          5.016308         42457           24589            2287            599              0              6743            1462            384            15997            540              0               0               0       
      5.20          5.016308         42483           24374            2116            590              0              6740            1469            599            16171            542              0               0               0       
      5.30          5.016308         42464           24241            2135            587              0              6731            1461            732            16161            553              0               0               0       
