      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         43758           18646             0              430              0              5674            1417            6327           19353            754              0               0               0       
      0.10          5.016308         44262           17696             0              291              0              5447            1693            7277           19580            617              0               0               0       
      0.20          5.016308         45010           17810             0              297              0              4525            1652            7163           20502            652              0               0               0       
      0.30          5.016308         45506           18594             0              320              0              4024            1631            6379           21003            650              0               0               0       
      0.40          5.016308         45668           20726             0              368              0              3942            1616            4247           21085            617              0               0               0       
      0.50          5.016308         45713           20774             0              380              0              3797            1582            4199           21230            639              0               0               0       
      0.60          5.016308         45629           23292            352             443              0              3958            1581            1681           20717            577              0               0               0       
      0.70          5.016308         45366           24726            1944            511              0              4176            1571            247            18907            519              0               0               0       
      0.80          5.016308         45084           24913            2247            531              0              4407            1544             60            18373            526              0               0               0       
      0.90          5.016308         44917           24925            3053            555              0              4594            1543             48            17380            503              0               0               0       
      1.00          5.016308         44657           24707            1912            532              0              4566            1492            266            18549            577              0               0               0       
      1.10          5.016308         44230           24498            2115            533              0              5175            1543            475            17737            525              0               0               0       
      1.20          5.016308         44128           24709            2820            553              0              5259            1538            264            16948            510              0               0               0       
      1.30          5.016308         44273           24692            2642            550              0              5144            1530            281            17241            521              0               0               0       
      1.40          5.016308         44346           24830            2533            552              0              4953            1511            143            17541            538              0               0               0       
      1.50          5.016308         44362           24868            2584            555              0              4975            1520            105            17468            526              0               0               0       
      1.60          5.016308         44202           24844            2873            558              0              5225            1549            129            16929            494              0               0               0       
      1.70          5.016308         44213           24850            2595            551              0              5246            1559            123            17186            491              0               0               0       
      1.80          5.016308         44151           24602            2215            538              0              5216            1537            371            17596            526              0               0               0       
      1.90          5.016308         43970           24447            1998            529              0              5237            1508            526            17792            564              0               0               0       
      2.00          5.016308         44080           24635            2590            545              0              5339            1546            338            17098            510              0               0               0       
      2.10          5.016308         44026           24643            2136            536              0              5346            1543            330            17545            522              0               0               0       
      2.20          5.016308         43985           24794            2658            550              0              5421            1556            179            16948            495              0               0               0       
      2.30          5.016308         43946           24686            2272            541              0              5493            1554            287            17262            506              0               0               0       
      2.40          5.016308         43957           24801            2701            553              0              5413            1540            172            16913            508              0               0               0       
      2.50          5.016308         43857           24512            1852            531              0              5416            1526            461            17759            544              0               0               0       
      2.60          5.016308         43851           24547            1932            532              0              5477            1522            426            17618            547              0               0               0       
      2.70          5.016308         43902           24815            2862            556              0              5474            1552            158            16691            493              0               0               0       
      2.80          5.016308         44102           24607            2543            545              0              5301            1533            366            17183            523              0               0               0       
      2.90          5.016308         44236           24710            2783            554              0              5062            1520            263            17182            527              0               0               0       
      3.00          5.016308         44275           24664            2798            554              0              5243            1549            309            16986            498              0               0               0       
      3.10          5.016308         44123           24706            2966            558              0              5344            1548            267            16717            495              0               0               0       
      3.20          5.016308         44173           24787            3276            566              0              5235            1544            186            16516            491              0               0               0       
      3.30          5.016308         44214           24775            2932            560              0              5117            1528            198            16978            513              0               0               0       
      3.40          5.016308         44253           24640            2585            550              0              5124            1539            333            17318            512              0               0               0       
      3.50          5.016308         44200           24792            2894            560              0              5116            1520            181            17017            521              0               0               0       
      3.60          5.016308         44270           24672            3066            562              0              5118            1528            301            16843            511              0               0               0       
      3.70          5.016308         44386           24677            3129            565              0              4921            1511            296            16977            525              0               0               0       
      3.80          5.016308         44312           24616            3324            570              0              4990            1513            357            16713            518              0               0               0       
      3.90          5.016308         44104           24474            2882            557              0              5341            1547            499            16804            497              0               0               0       
      4.00          5.016308         43805           24383            2515            545              0              5575            1545            590            16937            511              0               0               0       
      4.10          5.016308         43746           24512            2576            548              0              5586            1535            461            16865            518              0               0               0       
      4.20          5.016308         43730           24374            2531            542              0              5709            1562            599            16787            497              0               0               0       
      4.30          5.016308         43722           24271            2283            535              0              5486            1523            702            17258            543              0               0               0       
      4.40          5.016308         43732           24529            2626            548              0              5695            1553            444            16706            500              0               0               0       
      4.50          5.016308         43878           24484            2569            545              0              5584            1549            489            16874            507              0               0               0       
      4.60          5.016308         43927           24541            2578            547              0              5480            1545            432            16969            509              0               0               0       
      4.70          5.016308         43938           24476            2576            545              0              5430            1542            497            17021            514              0               0               0       
      4.80          5.016308         43885           24319            2050            529              1              5525            1543            653            17452            529              0               0               0       
      4.90          5.016308         43570           24067            1418            510              2              5814            1563            904            17795            528              0               0               0       
      5.00          5.016308         43464           24439            2271            533              3              5923            1573            531            16833            495              0               0               0       
      5.10          5.016308         43327           24108            1929            518              3              5984            1561            862            17114            522              0               0               0       
      5.20          5.016308         43580           24262            2489            533              4              5845            1563            707            16693            505              0               0               0       
      5.30          5.016308         43841           24248            2749            540              4              5532            1538            721            16746            523              0               0               0       
      5.40          5.016308         43956           24141            2508            535              3              5377            1536            829            17142            530              0               0               0       
      5.50          5.016308         43949           24115            2395            532              4              5353            1526            854            17279            543              0               0               0       
      5.60          5.016308         44127           24505            3357            559              4              5322            1550            464            16348            492              0               0               0       
      5.70          5.016308         44388           24478            3132            554              3              4974            1528            492            16921            519              0               0               0       
      5.80          5.016308         44513           24603            3548            567              11             4938            1541            359            16541            493              0               0               0       
      5.90          5.016308         44425           24419            3181            558              12             4941            1531            542            16905            512              0               0               0       
      6.00          5.016308         44392           24412            2975            554              12             5005            1536            549            17047            511              0               0               0       
      6.10          5.016308         44255           24397            3168            555              14             5140            1536            562            16719            510              0               0               0       
      6.20          5.016308         44088           24282            2731            543              14             5247            1537            677            17049            521              0               0               0       
      6.30          5.016308         44119           24343            3281            555              13             5347            1560            617            16399            486              0               0               0       
      6.40          5.016308         44153           24369            2813            546              13             5286            1548            591            16928            507              0               0               0       
      6.50          5.016308         43934           24029            2364            530              14             5430            1549            930            17233            522              0               0               0       
      6.60          5.016308         43849           24021            2525            533              13             5498            1543            939            17004            525              0               0               0       
      6.70          5.016308         43793           23788            2715            532              12             5596            1544            1173           16716            525              0               0               0       
      6.80          5.016308         43641           23712            2183            519              12             5663            1548            1249           17181            534              0               0               0       
      6.90          5.016308         43556           23874            2151            520              12             5737            1548            1087           17139            533              0               0               0       
      7.00          5.016308         43637           24045            2564            532              11             5743            1552            917            16720            517              0               0               0       
      7.10          5.016308         43675           23885            2289            523              10             5554            1517            1078           17184            561              0               0               0       
      7.20          5.016308         43920           24116            2860            539              10             5449            1544            847            16718            518              0               0               0       
      7.30          5.016308         44080           24210            3142            547              18             5258            1533            745            16627            521              0               0               0       
      7.40          5.016308         44363           24241            3609            561              26             5015            1530            706            16403            510              0               0               0       
      7.50          5.016308         44543           24287            3818            569              29             4794            1515            657            16415            517              0               0               0       
      7.60          5.016308         44485           24167            3921            570              29             4867            1528            777            16239            503              0               0               0       
      7.70          5.016308         44492           24296            4113            579              28             4860            1528            649            16054            494              0               0               0       
      7.80          5.016308         44482           23724            3313            551              31             4738            1479            1218           16841            535              0              135              36      
      7.90          5.016308         44235           23761            3045            544              38             5171            1542            1174           16811            515              0               0               0       
      8.00          5.016308         43975           23618            2710            533              42             5276            1518            1313           17041            550              0               0               0       
      8.10          5.016308         43774           23784            2283            527              52             5404            1512            1137           17340            562              0               0               0       
      8.20          5.016308         43730           23711            2484            529              51             5623            1548            1211           16920            524              0               0               0       
      8.30          5.016308         43623           23737            2764            534              49             5695            1549            1187           16568            518              0               0               0       
      8.40          5.016308         43556           23585            2468            524              54             5730            1547            1334           16829            530              0               0               0       
      8.50          5.016308         43689           23924            2911            540              54             5640            1552            995            16476            509              0               0               0       
      8.60          5.016308         43984           24066            3750            560              56             5470            1552            851            15807            489              0               0               0       
      8.70          5.016308         44088           23995            3291            550              58             5300            1541            920            16436            510              0               0               0       
      8.80          5.016308         44035           23972            3261            550              66             5274            1546            935            16492            505              0               0               0       
      8.90          5.016308         44208           23919            3521            555              72             5151            1540            982            16355            506              0               0               0       
      9.00          5.016308         44145           23682            2964            539              67             5091            1522            1224           16972            540              0               0               0       
      9.10          5.016308         43966           23756            2996            540              65             5282            1534            1152           16749            527              0               0               0       
      9.20          5.016308         43897           23434            2683            524              70             5438            1544            1469           16906            533              0               0               0       
      9.30          5.016308         43828           23372            2434            517              70             5559            1543            1531           17034            541              0               0               0       
      9.40          5.016308         43661           23524            2757            526              75             5738            1560            1374           16532            515              0               0               0       
      9.50          5.016308         43737           23464            2609            522              74             5495            1530            1435           16923            549              0               0               0       
      9.60          5.016308         43719           23474            3140            533             106             5582            1548            1393           16305            520              0               0               0       
      9.70          5.016308         43699           23493            3438            540             115             5578            1557            1365           16011            504              0               0               0       
