        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              28399             3952.818649     
        0.10               5.016308              28324             3368.324188     
        0.20               5.016308              28619             2716.390532     
        0.30               5.016308              29031             2234.901279     
        0.40               5.016308              29437             1746.172488     
        0.50               5.016308              29791             1409.187648     
        0.60               5.016308              30132             1225.130300     
        0.70               5.016308              30374              944.634699     
        0.80               5.016308              30692              842.400578     
        0.90               5.016308              30918              740.649279     
        1.00               5.016308              31229              684.257702     
        1.10               5.016308              31514              688.302260     
        1.20               5.016308              31855              606.061033     
        1.30               5.016308              32059              547.977348     
        1.40               5.016308              32208              490.094048     
        1.50               5.016308              32414              493.054361     
        1.60               5.016308              32684              497.112375     
        1.70               5.016308              32801              482.365521     
        1.80               5.016308              32935              448.418020     
        1.90               5.016308              32990              497.412754     
        2.00               5.016308              33084              534.636651     
        2.10               5.016308              33197              404.069241     
        2.20               5.016308              33386              457.630018     
        2.30               5.016308              33444              497.039128     
        2.40               5.016308              33503              476.392835     
        2.50               5.016308              33562              402.984297     
        2.60               5.016308              33634              408.878773     
        2.70               5.016308              33611              370.674749     
        2.80               5.016308              33724              413.148923     
        2.90               5.016308              33966              349.490520     
        3.00               5.016308              33955              400.512437     
        3.10               5.016308              34178              379.498097     
        3.20               5.016308              34337              417.033264     
        3.30               5.016308              34372              420.797028     
        3.40               5.016308              34384              468.362314     
        3.50               5.016308              34513              428.728746     
        3.60               5.016308              34530              486.716706     
        3.70               5.016308              34640              431.924940     
        3.80               5.016308              34802              499.596298     
        3.90               5.016308              34817              442.112767     
        4.00               5.016308              34767              412.401541     
        4.10               5.016308              34827              388.835073     
        4.20               5.016308              34808              422.421112     
        4.30               5.016308              34769              460.756212     
        4.40               5.016308              34832              409.295310     
        4.50               5.016308              34820              501.945417     
        4.60               5.016308              34709              511.295373     
        4.70               5.016308              34785              510.043165     
        4.80               5.016308              34761              536.058390     
        4.90               5.016308              34924              520.844433     
        5.00               5.016308              34880              421.828391     
        5.10               5.016308              35028              502.022240     
        5.20               5.016308              35069              495.803079     
        5.30               5.016308              35074              435.597793     
        5.40               5.016308              35081              424.808018     
        5.50               5.016308              35066              412.536429     
        5.60               5.016308              35130              426.056050     
        5.70               5.016308              35113              425.374779     
        5.80               5.016308              35173              352.724582     
        5.90               5.016308              35193              348.266832     
        6.00               5.016308              35308              373.699977     
        6.10               5.016308              35420              464.494655     
        6.20               5.016308              35601              517.396807     
        6.30               5.016308              35672              501.776247     
        6.40               5.016308              35686              517.248082     
        6.50               5.016308              35800              509.182862     
        6.60               5.016308              35651              556.134018     
        6.70               5.016308              35604              457.997996     
        6.80               5.016308              35726              533.420122     
        6.90               5.016308              35653              448.478185     
        7.00               5.016308              35642              430.870040     
        7.10               5.016308              35653              451.905861     
        7.20               5.016308              35558              396.493312     
        7.30               5.016308              35591              354.822583     
        7.40               5.016308              35744              417.043320     
        7.50               5.016308              35633              389.223959     
        7.60               5.016308              35753              340.557700     
        7.70               5.016308              35868              394.981549     
        7.80               5.016308              35780              306.450928     
        7.90               5.016308              35832              360.797919     
        8.00               5.016308              35838              337.379257     
        8.10               5.016308              35922              404.082237     
        8.20               5.016308              35893              416.148993     
        8.30               5.016308              35861              433.708825     
        8.40               5.016308              35927              447.055475     
        8.50               5.016308              36034              445.520349     
        8.60               5.016308              36030              412.359859     
        8.70               5.016308              35875              345.428624     
        8.80               5.016308              35902              355.557936     
        8.90               5.016308              35875              355.888696     
        9.00               5.016308              35956              380.856611     
        9.10               5.016308              35990              397.926328     
        9.20               5.016308              36130              429.126865     
        9.30               5.016308              36224              404.699770     
        9.40               5.016308              36147              398.121617     
        9.50               5.016308              36078              423.960167     
        9.60               5.016308              36034              345.986290     
        9.70               5.016308              35931              353.161455     
        9.80               5.016308              35879              381.198195     
        9.90               5.016308              35724              388.789466     
       10.00               5.016308              35812              364.888897     
       10.10               5.016308              35793              423.514326     
       10.20               5.016308              35724              424.366396     
       10.30               5.016308              35645              450.795013     
       10.40               5.016308              35660              432.639879     
       10.50               5.016308              35593              498.016673     
       10.60               5.016308              35546              455.111501     
       10.70               5.016308              35515              454.804033     
       10.80               5.016308              35411              345.258175     
       10.90               5.016308              35457              399.629148     
       11.00               5.016308              35418              369.516000     
       11.10               5.016308              35405              391.287442     
       11.20               5.016308              35508              395.192935     
       11.30               5.016308              35473              332.605656     
       11.40               5.016308              35611              341.549960     
       11.50               5.016308              35542              332.732494     
       11.60               5.016308              35623              353.974710     
       11.70               5.016308              35566              348.079086     
       11.80               5.016308              35529              223.453329     
       11.90               5.016308              35535              210.036869     
       12.00               5.016308              35614              207.523293     
       12.10               5.016308              35772              263.270413     
       12.20               5.016308              35709              318.846159     
       12.30               5.016308              35687              321.332028     
       12.40               5.016308              35728              291.469934     
       12.50               5.016308              35714              305.585331     
       12.60               5.016308              35738              365.934942     
       12.70               5.016308              35661              445.813051     
       12.80               5.016308              35653              472.615901     
       12.90               5.016308              35689              524.120879     
       13.00               5.016308              35710              514.088493     
       13.10               5.016308              35752              490.387697     
       13.20               5.016308              35815              474.819409     
       13.30               5.016308              35866              439.567398     
       13.40               5.016308              35841              405.421334     
       13.50               5.016308              35871              461.470564     
       13.60               5.016308              35941              458.758564     
       13.70               5.016308              36040              526.801936     
       13.80               5.016308              36116              512.422847     
       13.90               5.016308              36110              562.073386     
       14.00               5.016308              36056              579.436398     
       14.10               5.016308              36103              555.709506     
       14.20               5.016308              36002              575.316932     
       14.30               5.016308              35996              558.021882     
       14.40               5.016308              36044              543.202220     
       14.50               5.016308              35927              543.688433     
       14.60               5.016308              35856              529.000685     
       14.70               5.016308              35906              482.697488     
       14.80               5.016308              35939              390.915045     
       14.90               5.016308              36058              425.876584     
       15.00               5.016308              35880              451.118866     
       15.10               5.016308              35933              369.999775     
       15.20               5.016308              35992              425.872473     
       15.30               5.016308              35821              449.296266     
       15.40               5.016308              35817              410.679403     
       15.50               5.016308              35731              336.078362     
       15.60               5.016308              35762              417.290069     
       15.70               5.016308              35841              448.393374     
       15.80               5.016308              35727              486.833747     
       15.90               5.016308              35858              447.564584     
       16.00               5.016308              35721              419.376278     
       16.10               5.016308              35788              404.615548     
       16.20               5.016308              35813              419.884681     
       16.30               5.016308              35726              457.596191     
       16.40               5.016308              35860              432.046477     
       16.50               5.016308              35786              400.098445     
       16.60               5.016308              35869              391.956287     
       16.70               5.016308              35889              418.717089     
       16.80               5.016308              35833              368.850112     
       16.90               5.016308              35788              347.189103     
       17.00               5.016308              35847              288.671346     
       17.10               5.016308              35623              380.188341     
       17.20               5.016308              35544              360.525024     
       17.30               5.016308              35658              380.902834     
       17.40               5.016308              35556              361.058370     
       17.50               5.016308              35669              426.139784     
       17.60               5.016308              35709              519.245711     
       17.70               5.016308              35747              483.337731     
       17.80               5.016308              35751              457.522052     
       17.90               5.016308              35825              480.257485     
       18.00               5.016308              35862              442.883036     
       18.10               5.016308              35721              463.020732     
       18.20               5.016308              35683              420.698578     
       18.30               5.016308              35752              476.086611     
       18.40               5.016308              35732              425.551079     
       18.50               5.016308              35741              511.156271     
       18.60               5.016308              35745              515.263076     
       18.70               5.016308              35816              477.597207     
       18.80               5.016308              35830              469.105974     
       18.90               5.016308              35879              461.944114     
       19.00               5.016308              35957              462.690982     
       19.10               5.016308              35871              415.150710     
       19.20               5.016308              35820              410.036601     
       19.30               5.016308              35829              433.625351     
       19.40               5.016308              35750              453.531298     
       19.50               5.016308              35831              558.123205     
       19.60               5.016308              35846              558.812753     
       19.70               5.016308              35839              511.645769     
       19.80               5.016308              35745              516.991862     
       19.90               5.016308              35592              450.876803     
       20.00               5.016308              35548              433.839692     
       20.10               5.016308              35573              439.096390     
       20.20               5.016308              35478              395.150494     
       20.30               5.016308              35528              482.792537     
       20.40               5.016308              35516              435.770797     
       20.50               5.016308              35322              417.634330     
       20.60               5.016308              35447              375.676689     
       20.70               5.016308              35288              423.954850     
       20.80               5.016308              35448              416.871692     
       20.90               5.016308              35443              376.874030     
       21.00               5.016308              35297              425.092391     
       21.10               5.016308              35328              422.765815     
       21.20               5.016308              35221              493.322747     
       21.30               5.016308              35357              438.163388     
       21.40               5.016308              35311              453.520851     
       21.50               5.016308              35281              453.354749     
       21.60               5.016308              35391              419.599389     
       21.70               5.016308              35313              508.440023     
       21.80               5.016308              35394              479.647357     
       21.90               5.016308              35380              483.284253     
       22.00               5.016308              35386              456.878296     
       22.10               5.016308              35438              325.519948     
       22.20               5.016308              35382              341.055828     
       22.30               5.016308              35446              302.190113     
       22.40               5.016308              35412              374.642630     
       22.50               5.016308              35457              349.555271     
       22.60               5.016308              35481              368.819276     
       22.70               5.016308              35611              339.839658     
       22.80               5.016308              35547              327.333430     
       22.90               5.016308              35516              330.881279     
       23.00               5.016308              35455              279.708955     
       23.10               5.016308              35413              293.937951     
       23.20               5.016308              35512              312.139454     
       23.30               5.016308              35482              329.351232     
       23.40               5.016308              35441              285.560945     
       23.50               5.016308              35490              283.870828     
       23.60               5.016308              35567              292.294492     
       23.70               5.016308              35452              316.312627     
       23.80               5.016308              35447              443.258625     
       23.90               5.016308              35514              508.038531     
       24.00               5.016308              35375              515.000487     
       24.10               5.016308              35450              514.528356     
       24.20               5.016308              35504              467.455622     
       24.30               5.016308              35442              368.235223     
       24.40               5.016308              35261              483.810769     
       24.50               5.016308              35219              407.450177     
       24.60               5.016308              35173              460.181302     
       24.70               5.016308              35136              428.391533     
       24.80               5.016308              34891              459.918766     
       24.90               5.016308              34962              433.587707     
       25.00               5.016308              35074              470.244035     
       25.10               5.016308              35233              537.603456     
       25.20               5.016308              35230              522.435418     
       25.30               5.016308              35218              559.844323     
       25.40               5.016308              35327              569.440921     
       25.50               5.016308              35388              499.374419     
       25.60               5.016308              35374              424.107371     
       25.70               5.016308              35382              403.848425     
       25.80               5.016308              35336              336.569678     
       25.90               5.016308              35257              386.928682     
       26.00               5.016308              35114              345.769628     
       26.10               5.016308              35207              454.483380     
       26.20               5.016308              35161              453.403308     
       26.30               5.016308              35192              477.703297     
       26.40               5.016308              35257              425.478251     
       26.50               5.016308              35191              508.905874     
       26.60               5.016308              35327              482.434962     
       26.70               5.016308              35306              447.646427     
       26.80               5.016308              35260              417.675866     
       26.90               5.016308              35366              409.594986     
       27.00               5.016308              35446              400.448507     
       27.10               5.016308              35445              384.787052     
       27.20               5.016308              35644              293.270788     
       27.30               5.016308              35589              395.874018     
       27.40               5.016308              35559              444.505077     
       27.50               5.016308              35567              541.065395     
       27.60               5.016308              35679              525.358768     
       27.70               5.016308              35699              523.796702     
       27.80               5.016308              35813              484.639263     
       27.90               5.016308              35862              477.276742     
       28.00               5.016308              35898              453.611134     
       28.10               5.016308              35787              469.441340     
       28.20               5.016308              35840              472.655233     
       28.30               5.016308              35919              489.741933     
       28.40               5.016308              35790              509.250126     
       28.50               5.016308              35836              457.974763     
       28.60               5.016308              35975              414.279612     
       28.70               5.016308              35990              354.637706     
       28.80               5.016308              36050              374.896396     
       28.90               5.016308              36088              410.455926     
       29.00               5.016308              36040              420.339917     
       29.10               5.016308              36205              415.929767     
       29.20               5.016308              36274              393.748600     
       29.30               5.016308              36237              346.657000     
       29.40               5.016308              36319              486.411609     
       29.50               5.016308              36173              470.905394     
       29.60               5.016308              36237              466.434768     
       29.70               5.016308              36250              462.227154     
       29.80               5.016308              36260              417.905597     
       29.90               5.016308              36158              408.121224     
       30.00               5.016308              36107              466.670094     
       30.10               5.016308              35982              391.556319     
       30.20               5.016308              35944              353.317434     
       30.30               5.016308              35978              246.673802     
       30.40               5.016308              35961              258.043104     
       30.50               5.016308              35929              349.938056     
       30.60               5.016308              35964              357.065156     
       30.70               5.016308              36011              386.310041     
       30.80               5.016308              35925              387.176968     
       30.90               5.016308              35881              455.905958     
       31.00               5.016308              35845              397.697556     
       31.10               5.016308              35941              390.683479     
       31.20               5.016308              35905              430.181335     
       31.30               5.016308              35750              429.361220     
       31.40               5.016308              35700              452.827037     
       31.50               5.016308              35686              406.186266     
       31.60               5.016308              35693              436.954552     
       31.70               5.016308              35692              434.709954     
       31.80               5.016308              35605              373.735172     
       31.90               5.016308              35605              420.095669     
       32.00               5.016308              35589              410.208000     
       32.10               5.016308              35615              384.274902     
       32.20               5.016308              35735              431.120521     
       32.30               5.016308              35827              452.112472     
       32.40               5.016308              35849              437.090791     
       32.50               5.016308              35725              491.414842     
       32.60               5.016308              35608              439.488006     
       32.70               5.016308              35658              382.404432     
       32.80               5.016308              35767              417.880218     
       32.90               5.016308              35823              457.683271     
       33.00               5.016308              35805              463.429791     
       33.10               5.016308              35720              389.413250     
       33.20               5.016308              35786              447.624372     
       33.30               5.016308              35755              517.738990     
       33.40               5.016308              35699              514.379627     
       33.50               5.016308              35628              428.743323     
       33.60               5.016308              35755              437.660741     
       33.70               5.016308              35748              488.611854     
       33.80               5.016308              35724              533.237890     
       33.90               5.016308              35747              492.031026     
       34.00               5.016308              35805              494.934549     
       34.10               5.016308              35831              410.045513     
       34.20               5.016308              35804              379.765228     
       34.30               5.016308              35781              374.655784     
       34.40               5.016308              35657              307.835300     
       34.50               5.016308              35710              231.839072     
       34.60               5.016308              35815              201.164796     
       34.70               5.016308              35789              282.089601     
       34.80               5.016308              35809              324.387124     
       34.90               5.016308              35757              333.786547     
       35.00               5.016308              35834              361.044721     
       35.10               5.016308              35826              404.040222     
       35.20               5.016308              35813              338.334096     
       35.30               5.016308              35817              300.722132     
       35.40               5.016308              35855              332.412874     
       35.50               5.016308              35846              356.744351     
       35.60               5.016308              35829              362.063415     
       35.70               5.016308              35819              309.426735     
       35.80               5.016308              35836              312.850150     
       35.90               5.016308              35962              406.550823     
       36.00               5.016308              35942              444.097146     
       36.10               5.016308              36053              453.036989     
       36.20               5.016308              36125              448.805390     
       36.30               5.016308              36093              373.527907     
       36.40               5.016308              35941              420.101163     
       36.50               5.016308              35844              499.865715     
       36.60               5.016308              35576              456.322355     
       36.70               5.016308              35581              415.479569     
       36.80               5.016308              35439              376.521604     
       36.90               5.016308              35378              273.889753     
       37.00               5.016308              35446              361.968308     
       37.10               5.016308              35577              342.639964     
       37.20               5.016308              35698              286.694693     
       37.30               5.016308              35682              280.845111     
       37.40               5.016308              35591              348.015118     
       37.50               5.016308              35523              314.546962     
       37.60               5.016308              35568              381.786135     
