        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              38879             7238.411121     
        0.10               5.016308              38882             6417.011783     
        0.20               5.016308              39323             5171.207294     
        0.30               5.016308              39785             4097.973742     
        0.40               5.016308              40167             3293.615519     
        0.50               5.016308              40508             2823.609154     
        0.60               5.016308              40787             2256.753449     
        0.70               5.016308              40982             1901.787413     
        0.80               5.016308              41031             1660.331106     
        0.90               5.016308              41104             1370.022791     
        1.00               5.016308              41155             1181.795436     
        1.10               5.016308              40991             1004.752419     
        1.20               5.016308              40964              964.807841     
        1.30               5.016308              40803              889.320030     
        1.40               5.016308              40556              703.125030     
        1.50               5.016308              40243              909.044648     
        1.60               5.016308              40007              938.344946     
        1.70               5.016308              39805              830.243160     
        1.80               5.016308              39774              960.382165     
        1.90               5.016308              39526              982.427519     
        2.00               5.016308              39555             1020.275619     
        2.10               5.016308              39519             1070.320596     
        2.20               5.016308              39176             1062.624604     
        2.30               5.016308              39071             1158.129545     
        2.40               5.016308              39012             1136.602125     
        2.50               5.016308              38880             1109.638206     
        2.60               5.016308              38730             1136.560060     
        2.70               5.016308              38529             1286.992193     
        2.80               5.016308              38414             1219.511747     
        2.90               5.016308              38314             1218.052683     
        3.00               5.016308              38325             1005.965420     
        3.10               5.016308              38295             1019.436432     
        3.20               5.016308              38322             1076.158317     
        3.30               5.016308              38271              942.157587     
        3.40               5.016308              38179              976.730093     
        3.50               5.016308              37974             1028.656636     
        3.60               5.016308              37923              934.278508     
        3.70               5.016308              37857              911.922396     
        3.80               5.016308              37975              941.104486     
        3.90               5.016308              38025              971.383223     
        4.00               5.016308              37926             1100.573753     
        4.10               5.016308              37942             1049.562398     
        4.20               5.016308              37932             1018.463073     
        4.30               5.016308              37867              928.622689     
        4.40               5.016308              37992             1031.781465     
        4.50               5.016308              37925             1121.983090     
        4.60               5.016308              37944             1241.646901     
        4.70               5.016308              38020             1193.704759     
        4.80               5.016308              37971             1251.093557     
        4.90               5.016308              38050             1232.634591     
        5.00               5.016308              37931             1202.192561     
        5.10               5.016308              37909             1234.218157     
        5.20               5.016308              37788             1183.079926     
        5.30               5.016308              37737             1177.101044     
        5.40               5.016308              37785             1221.745157     
        5.50               5.016308              37662             1282.363400     
        5.60               5.016308              37665             1356.129702     
        5.70               5.016308              37497             1410.549467     
        5.80               5.016308              37388             1364.595937     
        5.90               5.016308              37425             1193.758414     
        6.00               5.016308              37463             1285.373165     
        6.10               5.016308              37598             1228.136077     
        6.20               5.016308              37458             1260.454942     
        6.30               5.016308              37380             1117.721136     
        6.40               5.016308              37388             1233.186380     
        6.50               5.016308              37369             1302.552883     
        6.60               5.016308              37138             1376.651712     
        6.70               5.016308              37340             1334.962938     
        6.80               5.016308              37267             1266.930485     
        6.90               5.016308              37371             1305.879114     
        7.00               5.016308              37411             1424.703611     
        7.10               5.016308              37556             1412.518313     
        7.20               5.016308              37645             1297.055941     
        7.30               5.016308              37521             1181.982717     
        7.40               5.016308              37759             1227.942244     
        7.50               5.016308              37727             1180.885104     
        7.60               5.016308              37748             1356.852467     
        7.70               5.016308              37583             1109.527336     
        7.80               5.016308              37579             1076.052345     
        7.90               5.016308              37515             1118.190171     
        8.00               5.016308              37461             1155.829263     
        8.10               5.016308              37246              999.872292     
        8.20               5.016308              37278             1021.849052     
        8.30               5.016308              37144             1030.688444     
        8.40               5.016308              37035             1180.047839     
        8.50               5.016308              37009              961.556119     
        8.60               5.016308              37010              835.142393     
        8.70               5.016308              37047              994.892876     
        8.80               5.016308              37116             1052.841305     
        8.90               5.016308              36983              885.268724     
        9.00               5.016308              36945              965.153168     
        9.10               5.016308              36896              854.079995     
        9.20               5.016308              36750             1006.412146     
        9.30               5.016308              36725              965.561323     
        9.40               5.016308              36633             1124.721195     
        9.50               5.016308              36653             1146.542352     
        9.60               5.016308              36766             1077.148347     
        9.70               5.016308              36765             1043.132845     
        9.80               5.016308              36692             1176.988354     
        9.90               5.016308              36569             1231.111089     
       10.00               5.016308              36439             1192.933548     
       10.10               5.016308              36475             1234.263587     
       10.20               5.016308              36344             1250.514935     
       10.30               5.016308              36213             1311.530348     
       10.40               5.016308              36246             1196.730275     
       10.50               5.016308              36242             1230.240102     
       10.60               5.016308              36275             1349.005117     
       10.70               5.016308              36416             1330.564653     
       10.80               5.016308              36430             1358.554629     
       10.90               5.016308              36441             1288.495694     
       11.00               5.016308              36438             1256.241819     
       11.10               5.016308              36287             1126.999382     
       11.20               5.016308              36240             1071.732844     
       11.30               5.016308              36190              920.488664     
       11.40               5.016308              36336             1062.818537     
       11.50               5.016308              36279             1056.403168     
       11.60               5.016308              36323              985.405805     
       11.70               5.016308              36399              954.029170     
       11.80               5.016308              36460             1155.098654     
       11.90               5.016308              36614             1152.662789     
       12.00               5.016308              36727             1134.271664     
       12.10               5.016308              36676             1159.366216     
       12.20               5.016308              36636             1084.238089     
       12.30               5.016308              36475              986.945240     
       12.40               5.016308              36440              899.119884     
       12.50               5.016308              36463              891.461573     
       12.60               5.016308              36482              722.661307     
       12.70               5.016308              36332              874.074072     
       12.80               5.016308              36290              942.251071     
       12.90               5.016308              36455             1136.444143     
       13.00               5.016308              36427             1042.514061     
       13.10               5.016308              36387             1026.958412     
       13.20               5.016308              36305              986.203844     
       13.30               5.016308              36309             1105.555035     
       13.40               5.016308              36269             1253.412463     
       13.50               5.016308              36250             1217.726115     
       13.60               5.016308              36184             1346.974851     
       13.70               5.016308              36176             1263.359259     
       13.80               5.016308              36138             1223.158041     
       13.90               5.016308              36303             1218.892052     
       14.00               5.016308              36144             1241.626773     
       14.10               5.016308              36179             1367.437567     
       14.20               5.016308              36177             1342.638440     
       14.30               5.016308              36201             1381.424575     
       14.40               5.016308              36073             1303.208507     
       14.50               5.016308              36107             1407.692050     
       14.60               5.016308              36052             1299.640666     
       14.70               5.016308              35993             1255.804012     
       14.80               5.016308              36153             1154.190545     
       14.90               5.016308              36163             1253.120360     
       15.00               5.016308              36292             1184.834238     
       15.10               5.016308              36285              959.593242     
       15.20               5.016308              36119             1143.529357     
