        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              40319             8501.995383     
        0.10               5.016308              40417             7568.151192     
        0.20               5.016308              40818             6001.149733     
        0.30               5.016308              41245             4869.496765     
        0.40               5.016308              41712             3883.331289     
        0.50               5.016308              42038             3287.682373     
        0.60               5.016308              42295             2780.865873     
        0.70               5.016308              42412             2299.782508     
        0.80               5.016308              42542             1944.597605     
        0.90               5.016308              42523             1570.917530     
        1.00               5.016308              42543             1328.727085     
        1.10               5.016308              42550             1032.702217     
        1.20               5.016308              42498              985.564971     
        1.30               5.016308              42308              995.252375     
        1.40               5.016308              42082             1090.612027     
        1.50               5.016308              41888             1079.400116     
        1.60               5.016308              41781             1232.121794     
        1.70               5.016308              41650             1162.635023     
        1.80               5.016308              41620             1275.054374     
        1.90               5.016308              41420             1121.987348     
        2.00               5.016308              41312             1291.700407     
        2.10               5.016308              41235             1215.866417     
        2.20               5.016308              41125             1237.190188     
        2.30               5.016308              41053             1238.858108     
        2.40               5.016308              40932             1132.524745     
        2.50               5.016308              40767             1041.072989     
        2.60               5.016308              40604             1046.774605     
        2.70               5.016308              40750             1065.334390     
        2.80               5.016308              40585              874.589469     
        2.90               5.016308              40596             1007.969202     
        3.00               5.016308              40661             1002.820454     
        3.10               5.016308              40577             1094.606531     
        3.20               5.016308              40624             1182.164665     
        3.30               5.016308              40638             1163.332270     
        3.40               5.016308              40611              980.893192     
        3.50               5.016308              40620             1076.680890     
        3.60               5.016308              40588              961.131904     
        3.70               5.016308              40550              914.009631     
        3.80               5.016308              40557              883.054509     
        3.90               5.016308              40611             1084.793648     
        4.00               5.016308              40592             1125.746296     
        4.10               5.016308              40661             1114.984791     
        4.20               5.016308              40713             1065.243423     
        4.30               5.016308              40697              984.030210     
        4.40               5.016308              40650             1274.926538     
        4.50               5.016308              40727             1302.056938     
        4.60               5.016308              40847             1241.919259     
        4.70               5.016308              40680             1295.347087     
        4.80               5.016308              40615             1247.773354     
        4.90               5.016308              40566             1234.945545     
        5.00               5.016308              40277             1256.551527     
        5.10               5.016308              40179             1376.404049     
        5.20               5.016308              40118             1118.178755     
        5.30               5.016308              40201             1161.666380     
        5.40               5.016308              40189             1280.532681     
        5.50               5.016308              40206             1343.302793     
        5.60               5.016308              40140             1313.608466     
        5.70               5.016308              40180             1449.508714     
        5.80               5.016308              40233             1453.546675     
        5.90               5.016308              40310             1353.190870     
        6.00               5.016308              40429             1261.826419     
        6.10               5.016308              40539             1186.506948     
        6.20               5.016308              40685             1176.692055     
        6.30               5.016308              40647             1010.068010     
        6.40               5.016308              40565             1008.287341     
        6.50               5.016308              40566              996.215677     
        6.60               5.016308              40536             1214.679680     
        6.70               5.016308              40487             1032.282961     
        6.80               5.016308              40476             1012.320747     
        6.90               5.016308              40447             1129.984306     
        7.00               5.016308              40348             1142.936932     
        7.10               5.016308              40303             1275.635407     
        7.20               5.016308              40103             1367.601549     
        7.30               5.016308              40167             1641.285174     
        7.40               5.016308              40083             1536.704347     
        7.50               5.016308              40132             1503.955410     
        7.60               5.016308              40057             1544.136652     
        7.70               5.016308              40079             1499.171538     
        7.80               5.016308              39998             1351.289369     
        7.90               5.016308              39995             1424.164475     
        8.00               5.016308              39974             1217.147346     
        8.10               5.016308              39966             1060.011686     
        8.20               5.016308              40014             1085.996073     
        8.30               5.016308              39952             1019.320214     
        8.40               5.016308              40082             1038.033415     
        8.50               5.016308              40152             1144.680304     
        8.60               5.016308              40190             1075.337265     
        8.70               5.016308              40306             1162.466970     
        8.80               5.016308              40292             1204.360948     
        8.90               5.016308              40284             1144.445969     
        9.00               5.016308              40232             1022.869890     
        9.10               5.016308              40225             1098.281793     
        9.20               5.016308              40220             1046.523996     
