      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         36768            5413            5353            275             6065            6168            1506           13522           13479            820              0               0               0       
      0.10          5.016308         36823            6023            5919            256             6295            6393            1648           12682           12688            697              0               0               0       
      0.20          5.016308         37224            6090            6017            241             5950            6009            1611           12960           12974            749              0               0               0       
      0.30          5.016308         37665            6345            6210            251             5525            5578            1549           13130           13212            801              0               0               0       
      0.40          5.016308         38055            6632            6519            268             5368            5395            1553           13000           13086            780              0               0               0       
      0.50          5.016308         38452            7452            7366            310             5094            5079            1509           12454           12555            782              0               0               0       
      0.60          5.016308         38811            8274            8145            351             4978            4945            1502           11748           11910            748              0               0               0       
      0.70          5.016308         39163            9878            9640            428             4726            4726            1468           10343           10579            695              53              55              10      
      0.80          5.016308         39537           11846           11511            523             4728            4719            1496            8426            8770            582              0               0               0       
      0.90          5.016308         39695           11413           11082            512             4219            4221            1358            9233            9587            697             135             110              34      
      1.00          5.016308         39927           12303           11963            561             4388            4460            1428            8309            8577            612              0               0               0       
      1.10          5.016308         40032           12774           12493            593             4352            4363            1413            7874            8144            595              0               0               0       
      1.20          5.016308         40164           12815           12546            602             4189            4272            1377            7996            8182            622              0               0               0       
      1.30          5.016308         40265           12948           12693            613             4248            4294            1401            7723            7946            561              81              67              26      
      1.40          5.016308         40389           12985           12701            619             4157            4216            1384            7858            8083            598              0               0               0       
      1.50          5.016308         40496           13503           13203            648             4219            4290            1417            7278            7507            536              0               0               0       
      1.60          5.016308         40563           13292           12979            641             4071            4128            1384            7637            7893            576              0               0               0       
      1.70          5.016308         40480           13024           12761            631             4185            4185            1398            7791            8054            572              0               0               0       
      1.80          5.016308         40529           12927           12662            627             4238            4222            1413            7835            8116            561              0               0               0       
      1.90          5.016308         40522           12988           12699            631             3903            3878            1296            8005            8332            639             104              91              35      
      2.00          5.016308         40534           12776           12506            622             4061            4076            1358            8111            8364            605              52              54              16      
      2.10          5.016308         40376           12420           12158            606             3902            3886            1284            8531            8789            659             147             167              52      
      2.20          5.016308         40230           12300           12046            601             3977            3948            1301            8478            8736            617             245             270              82      
      2.30          5.016308         40102           12168           11876            593             4238            4314            1388            8594            8810            620              0               0               0       
      2.40          5.016308         40176           12851           12615            628             4397            4414            1426            7752            7971            547              0               0               0       
      2.50          5.016308         40045           12423           12192            607             4300            4315            1381            8277            8493            613              0               0               0       
      2.60          5.016308         40069           12754           12466            622             4460            4422            1420            7786            8112            559              0               0               0       
      2.70          5.016308         40081           12284           12042            600             4223            4198            1354            8443            8708            634              50              52              13      
      2.80          5.016308         40011           12680           12380            619             4291            4286            1367            8029            8334            615              0               0               0       
      2.90          5.016308         39892           12407           12136            606             4497            4520            1419            8096            8344            576              0               0               0       
      3.00          5.016308         39864           12020           11726            585             4313            4348            1354            8495            8751            603             172             175              59      
      3.10          5.016308         39751           12006           11704            584             4253            4290            1328            8551            8799            629             190             207              60      
      3.20          5.016308         39727           12370           12088            603             4525            4584            1408            8048            8257            569              57              71              21      
      3.30          5.016308         39615           12521           12165            609             4592            4620            1425            7887            8215            567              0               0               0       
      3.40          5.016308         39667           12246           11972            598             4558            4550            1393            8196            8478            610              0               0               0       
      3.50          5.016308         39613           12455           12193            609             4646            4633            1417            7899            8174            575              0               0               0       
      3.60          5.016308         39512           12251           11964            598             4644            4641            1414            8047            8341            576              58              54              13      
      3.70          5.016308         39365           12249           11944            597             4568            4642            1392            8183            8414            612              0               0               0       
      3.80          5.016308         39444           12566           12246            612             4528            4624            1380            7857            8077            595              49              53              14      
      3.90          5.016308         39426           12443           12163            607             4647            4755            1422            7910            8082            572              0               0               0       
      4.00          5.016308         39492           12260           11959            598             4549            4659            1401            8191            8382            602              0               0               0       
      4.10          5.016308         39426           12444           12162            609             4575            4784            1422            7981            8054            570              0               0               0       
      4.20          5.016308         39418           12275           11956            599             4486            4661            1383            8239            8383            619              0               0               0       
      4.30          5.016308         39450           12547           12286            615             4556            4706            1402            7897            8008            584              0               0               0       
      4.40          5.016308         39570           12324           12038            604             4461            4566            1380            8215            8396            617              0               0               0       
      4.50          5.016308         39631           12288           12005            602             4396            4516            1368            8257            8414            612              59              65              19      
      4.60          5.016308         39521           11885           11596            582             4326            4379            1339            8659            8914            648             130             111              32      
      4.70          5.016308         39364           11675           11405            572             4436            4449            1346            8833            9100            666              56              46              17      
