      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         33680            4675            4613            244             7525            7424            1547           12800           12963            810              0               0               0       
      0.10          5.016308         33665            5120            5054            229             7882            7672            1670           11998           12274            702              0               0               0       
      0.20          5.016308         34127            5168            5069            211             7657            7327            1670           12175           12604            720              0               0               0       
      0.30          5.016308         34483            5069            4977            206             7216            6825            1598           12715           13198            797              0               0               0       
      0.40          5.016308         34899            5238            5144            217             6917            6476            1550           12845           13380            834              0               0               0       
      0.50          5.016308         35286            5791            5773            247             7005            6470            1600           12204           12757            754              0               0               0       
      0.60          5.016308         35643            7207            7161            314             6629            6032            1522           11164           11807            765              0               0               0       
      0.70          5.016308         35952            8426            8415            377             6673            6025            1551            9901           10560            673              0               0               0       
      0.80          5.016308         36216            9464            9393            431             6458            5816            1514            9000            9737            641              78              54              15      
      0.90          5.016308         36381           10607           10642            495             6473            5738            1516            7920            8620            590              0               0               0       
      1.00          5.016308         36523           10415           10385            491             6043            5304            1422            8320            9117            639             222             194              49      
      1.10          5.016308         36782           10758           10717            513             6095            5297            1431            8147            8986            657              0               0               0       
      1.20          5.016308         36951           10932           10942            529             6109            5261            1437            7959            8797            635              0               0               0       
      1.30          5.016308         37168           11691           11709            572             6148            5293            1468            7079            7935            546              82              63              15      
      1.40          5.016308         37257           11555           11557            569             5973            5150            1433            7472            8293            599              0               0               0       
      1.50          5.016308         37354           11518           11509            571             5781            4943            1388            7636            8470            626              65              78              16      
      1.60          5.016308         37475           11296           11343            564             5938            5075            1428            7766            8582            609              0               0               0       
      1.70          5.016308         37502           11206           11243            561             5800            4967            1394            7840            8636            602             154             154              44      
      1.80          5.016308         37465           11499           11496            576             5548            4829            1361            7708            8465            611             245             210              53      
      1.90          5.016308         37653           11426           11398            573             5768            4965            1408            7806            8637            620              0               0               0       
      2.00          5.016308         37624           11112           11073            558             5321            4574            1286            8238            9106            680             329             247              77      
      2.10          5.016308         37683           11557           11539            582             5743            4892            1395            7700            8569            624              0               0               0       
      2.20          5.016308         37774           11831           11815            596             5936            5032            1441            7175            8106            551              58              47              13      
      2.30          5.016308         37921           11617           11659            587             5871            5016            1445            7512            8325            569              0               0               0       
      2.40          5.016308         37834           11781           11840            596             5798            4936            1419            7421            8224            586              0               0               0       
      2.50          5.016308         37818           11526           11470            580             5607            4812            1373            7867            8718            648              0               0               0       
      2.60          5.016308         37954           11465           11445            578             5621            4814            1385            7914            8741            638              0               0               0       
      2.70          5.016308         37942           11262           11255            570             5500            4684            1359            8238            9061            672              0               0               0       
      2.80          5.016308         37964           11566           11591            587             5567            4677            1364            7805            8680            633              62              52              17      
      2.90          5.016308         37896           11234           11194            569             5244            4416            1309            8388            9268            689             134             122              34      
      3.00          5.016308         37942           11098           11136            565             5449            4582            1346            8321            9161            659             132             121              31      
      3.10          5.016308         37926           11435           11367            581             5567            4704            1373            7808            8761            602             190             168              45      
      3.20          5.016308         38025           11521           11465            587             5790            4905            1422            7689            8630            592              0               0               0       
      3.30          5.016308         38115           11628           11618            595             5828            4942            1430            7544            8440            576              0               0               0       
      3.40          5.016308         37877           11469           11425            586             5682            4854            1389            7773            8666            608              76              55              18      
      3.50          5.016308         37888           11179           11172            572             5610            4777            1377            8035            8907            615             176             144              37      
      3.60          5.016308         37831           11196           11171            573             5692            4842            1387            8051            8939            627              61              48              14      
      3.70          5.016308         37850           11219           11218            575             5783            4941            1411            7998            8841            615              0               0               0       
      3.80          5.016308         37804           11693           11707            600             5947            5111            1442            7360            8182            559              0               0               0       
      3.90          5.016308         37834           11383           11413            583             5805            4992            1410            7734            8520            588              78              75              20      
      4.00          5.016308         37765           10814           10786            552             5766            4977            1402            8354            9168            632              66              69              15      
      4.10          5.016308         37677           11081           11045            565             5594            4824            1365            8242            9071            655              83              60              16      
      4.20          5.016308         37805           11471           11489            586             5833            5057            1423            7696            8454            592              0               0               0       
      4.30          5.016308         37807           11344           11289            577             5778            4989            1411            7878            8722            613              0               0               0       
      4.40          5.016308         37793           10804           10759            549             5131            4426            1254            8737            9532            723             328             283              75      
      4.50          5.016308         37762           11161           11107            567             5296            4571            1309            8323            9131            677             220             191              48      
      4.60          5.016308         37834           11056           10997            561             5809            4971            1418            8135            9032            622              0               0               0       
      4.70          5.016308         37721           11205           11154            569             5809            4933            1415            7986            8913            617              0               0               0       
      4.80          5.016308         37809           11085           11036            562             5661            4836            1380            8174            9072            640              80              56              19      
      4.90          5.016308         37801           11480           11460            584             5835            4933            1414            7685            8607            603              0               0               0       
      5.00          5.016308         37790           11398           11348            579             5696            4861            1393            7906            8791            629              0               0               0       
      5.10          5.016308         37799           11011           10937            559             5134            4371            1250            8629            9521            744             226             171              48      
      5.20          5.016308         37642           10517           10402            534             5057            4320            1233            9098           10026            761             328             252              73      
      5.30          5.016308         37603           10633           10551            541             5286            4525            1289            8815            9696            710             266             228              61      
      5.40          5.016308         37513           10772           10736            549             5779            5012            1371            8179            9063            624             270             189              57      
      5.50          5.016308         37544           10414           10362            528             5662            4773            1353            8711            9674            668             213             191              52      
      5.60          5.016308         37504           10796           10725            547             5997            5042            1424            8132            9187            616              75              46              14      
      5.70          5.016308         37439           11216           11187            570             5901            5042            1408            7814            8717            611              69              54              12      
      5.80          5.016308         37411           11361           11305            578             5538            4705            1322            7931            8845            664             170             145              37      
      5.90          5.016308         37480           11223           11243            574             5806            5006            1397            7971            8751            630              0               0               0       
      6.00          5.016308         37555           11092           11078            566             5896            5042            1415            8012            8880            620              0               0               0       
      6.10          5.016308         37630           10864           10859            555             5489            4667            1319            8417            9257            670             230             217              57      
      6.20          5.016308         37604           11163           11159            570             5563            4694            1332            8046            8929            645             228             218              54      
      6.30          5.016308         37723           10888           10910            558             5436            4580            1302            8624            9454            728              52              56              13      
      6.40          5.016308         37690           10878           10879            558             5494            4595            1315            8559            9473            713              69              53              15      
      6.50          5.016308         37581           10831           10791            555             6041            5015            1422            8128            9194            624              0               0               0       
      6.60          5.016308         37496           10454           10400            536             5699            4739            1335            8652            9719            684             195             142              46      
      6.70          5.016308         37494           11140           11195            574             5869            4871            1373            7991            8934            654              0               0               0       
      6.80          5.016308         37563           10989           11111            568             5806            4760            1362            8080            9040            643             125              89              28      
      6.90          5.016308         37550           11310           11430            585             6156            5145            1397            7400            8308            588             134             117              31      
      7.00          5.016308         37501           11157           11220            575             5932            4932            1388            7674            8705            592             237             143              46      
      7.10          5.016308         37525           11009           11037            566             6032            4961            1401            7899            8960            618              60              42              16      
      7.20          5.016308         37428           10711           10743            550             5675            4689            1303            8368            9361            689             246             207              59      
      7.30          5.016308         37415           11146           11186            572             6224            5137            1429            7630            8677            600              0               0               0       
      7.40          5.016308         37296           10616           10738            547             6170            5111            1426            8214            9151            628              0               0               0       
      7.50          5.016308         37174           10466           10521            538             5794            4791            1336            8740            9688            727              0               0               0       
      7.60          5.016308         37211           10936           11044            564             5855            4920            1357            8096            8939            655             113              97              25      
      7.70          5.016308         37116           10871           10964            560             6218            5272            1426            7911            8764            615              0               0               0       
      7.80          5.016308         37053           10118           10161            520             5515            4719            1288            9136            9900            745             231             220              48      
      7.90          5.016308         37037           10400           10478            536             5782            4990            1341            8694            9442            700             124              90              24      
      8.00          5.016308         36989           10485           10523            540             5931            5042            1362            8584            9435            699              0               0               0       
      8.10          5.016308         36882           10245           10346            529             5565            4769            1268            8950            9675            747             240             210              57      
      8.20          5.016308         36801           11000           11148            569             6349            5417            1454            7651            8435            578              0               0               0       
      8.30          5.016308         36884           10274           10381            530             5818            4893            1319            8712            9536            702             196             190              50      
      8.40          5.016308         36837           10866           11029            561             6277            5283            1426            7857            8688            614              0               0               0       
      8.50          5.016308         36998            9940           10028            511             5727            4834            1303            9211           10037            759             122             101              28      
      8.60          5.016308         36845           10522           10649            542             6000            5050            1364            8361            9213            668             117              88              27      
      8.70          5.016308         36922           11078           11239            572             6200            5167            1403            7722            8594            626              0               0               0       
      8.80          5.016308         37021           10653           10735            548             6173            5159            1406            8174            9106            647              0               0               0       
      8.90          5.016308         36965           10478           10558            539             6037            4992            1375            8485            9450            687              0               0               0       
      9.00          5.016308         36924           10554           10613            542             6206            5099            1402            8240            9288            657              0               0               0       
      9.10          5.016308         36957           11024           11155            567             6462            5324            1456            7514            8521            578              0               0               0       
      9.20          5.016308         36931           10744           10829            551             6197            5085            1401            8059            9086            649              0               0               0       
      9.30          5.016308         36937           10631           10666            543             6199            5039            1397            8170            9295            661              0               0               0       
      9.40          5.016308         36868           10623           10712            543             6145            5061            1399            8159            9170            645              73              57              14      
