      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         42334            6839            6687            321             3364            3647            1420           14797           14666            860              0               0               0       
      0.10          5.016308         42450            7661            7426            279             3456            3733            1624           13883           13841            698              0               0               0       
      0.20          5.016308         42943            7793            7555            276             3123            3391            1614           14084           14054            711              0               0               0       
      0.30          5.016308         43421            7945            7714            289             2881            3133            1590           14174           14153            722              0               0               0       
      0.40          5.016308         43754            8308            8084            311             2629            2859            1543           14063           14057            747              0               0               0       
      0.50          5.016308         44097            9030            8776            348             2516            2724            1518           13454           13500            735              0               0               0       
      0.60          5.016308         44262           11597           11302            459             2500            2684            1519           10903           11014            623              0               0               0       
      0.70          5.016308         44354           10992           10732            444             2387            2578            1482           11621           11690            675              0               0               0       
      0.80          5.016308         44333           11877           11553            488             2365            2552            1450           10758           10895            663              0               0               0       
      0.90          5.016308         44177           13049           12749            548             2530            2693            1480            9421            9558            573              0               0               0       
      1.00          5.016308         44059           14088           13752            601             2550            2746            1470            8362            8502            530              0               0               0       
      1.10          5.016308         43978           14434           14029            623             2629            2878            1472            7937            8093            506              0               0               0       
      1.20          5.016308         43846           13924           13498            607             2486            2766            1394            8590            8736            600              0               0               0       
      1.30          5.016308         43700           13913           13537            613             2396            2637            1288            8478            8580            577             213             246             123      
      1.40          5.016308         43483           14214           13805            631             2754            3036            1434            8032            8159            536              0               0               0       
      1.50          5.016308         43258           14391           14089            646             2929            3263            1474            7680            7648            481              0               0               0       
      1.60          5.016308         43100           14159           13876            638             2963            3259            1461            7878            7865            502              0               0               0       
      1.70          5.016308         42970           13799           13448            622             2913            3151            1399            8219            8326            551              69              75              29      
      1.80          5.016308         42836           13783           13386            621             3107            3345            1448            8110            8269            532              0               0               0       
      1.90          5.016308         42609           13419           13003            603             3129            3364            1422            8398            8573            547              54              60              29      
      2.00          5.016308         42468           13259           12916            596             3037            3269            1365            8704            8815            640              0               0               0       
      2.10          5.016308         42402           13117           12768            588             3181            3370            1412            8702            8862            601              0               0               0       
      2.20          5.016308         42308           13061           12722            584             3287            3528            1445            8652            8750            572              0               0               0       
      2.30          5.016308         42195           12956           12626            578             3327            3598            1455            8717            8776            568              0               0               0       
      2.40          5.016308         41993           13150           12811            585             3509            3705            1471            8341            8484            545              0               0               0       
      2.50          5.016308         41974           12909           12578            574             3436            3706            1454            8655            8716            573              0               0               0       
      2.60          5.016308         41983           12879           12541            572             3351            3644            1446            8770            8815            583              0               0               0       
      2.70          5.016308         41940           12922           12597            574             3404            3734            1458            8674            8669            569              0               0               0       
      2.80          5.016308         41854           13247           12917            587             3557            3826            1483            8196            8257            531              0               0               0       
      2.90          5.016308         41793           13167           12814            582             3610            3859            1499            8223            8327            520              0               0               0       
      3.00          5.016308         41664           13143           12776            581             3635            3831            1480            8222            8393            540              0               0               0       
      3.10          5.016308         41789           12912           12567            571             3548            3703            1453            8540            8730            577              0               0               0       
      3.20          5.016308         41929           13036           12606            574             3455            3671            1447            8509            8723            580              0               0               0       
      3.30          5.016308         42001           12762           12361            562             3239            3404            1373            8868            9108            618             131             127              48      
      3.40          5.016308         41976           13090           12735            580             3474            3611            1452            8436            8654            569              0               0               0       
      3.50          5.016308         41921           12690           12319            562             3517            3663            1457            8793            9018            582              0               0               0       
      3.60          5.016308         41880           13011           12690            578             3541            3696            1460            8448            8614            563              0               0               0       
      3.70          5.016308         41856           13075           12730            580             3560            3673            1461            8365            8597            560              0               0               0       
      3.80          5.016308         41935           12986           12673            576             3478            3632            1452            8536            8695            573              0               0               0       
      3.90          5.016308         42025           12656           12354            561             3466            3542            1432            8878            9104            608              0               0               0       
      4.00          5.016308         41990           12790           12466            565             3499            3542            1449            8711            8992            587              0               0               0       
      4.10          5.016308         42153           13442           13117            594             3440            3555            1466            8118            8328            541              0               0               0       
      4.20          5.016308         42170           12946           12704            573             3446            3580            1473            8608            8716            555              0               0               0       
      4.30          5.016308         42255           12833           12591            567             3415            3493            1464            8752            8916            570              0               0               0       
      4.40          5.016308         42149           13290           13000            587             3398            3454            1450            8312            8546            564              0               0               0       
      4.50          5.016308         42206           13315           13056            590             3513            3583            1489            8172            8361            522              0               0               0       
      4.60          5.016308         42248           13583           13280            602             3428            3526            1473            7989            8194            526              0               0               0       
      4.70          5.016308         42326           13465           13144            598             3301            3361            1445            8234            8495            558              0               0               0       
      4.80          5.016308         42541           13419           13161            598             3219            3320            1432            8362            8519            571              0               0               0       
