      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         43096            8009            7775            372             3015            3302            1409           13976           13923            820              0               0               0       
      0.10          5.016308         43275            7910            7694            281             3147            3223            1627           13943           14083            693              0               0               0       
      0.20          5.016308         43712            7962            7730            277             2918            2857            1623           14120           14413            701              0               0               0       
      0.30          5.016308         44134            8048            7807            288             2789            2537            1596           14163           14656            717              0               0               0       
      0.40          5.016308         44354            8488            8292            313             2649            2374            1570           13863           14334            718              0               0               0       
      0.50          5.016308         44451            9185            8948            347             2566            2339            1542           13249           13713            712              0               0               0       
      0.60          5.016308         44525           10334           10132            402             2583            2343            1539           12083           12525            660              0               0               0       
      0.70          5.016308         44488           11957           11701            476             2630            2317            1519           10413           10982            606              0               0               0       
      0.80          5.016308         44418           12749           12535            520             2596            2247            1472            9655           10218            609              0               0               0       
      0.90          5.016308         44262           13760           13423            571             2772            2439            1497            8468            9138            533              0               0               0       
      1.00          5.016308         44027           13560           13327            573             2784            2501            1476            8656            9172            552              0               0               0       
      1.10          5.016308         43744           14060           13748            601             2989            2692            1500            7951            8560            500              0               0               0       
      1.20          5.016308         43521           13464           13241            582             2852            2593            1405            8544            9041            548             140             125              66      
      1.30          5.016308         43221           13366           13126            580             3096            2784            1443            8486            9031            544              52              59              34      
      1.40          5.016308         43096           13547           13291            590             3240            2865            1472            8213            8844            539              0               0               0       
      1.50          5.016308         42833           13212           12916            575             3449            3015            1487            8339            9069            539              0               0               0       
      1.60          5.016308         42661           13118           12792            570             3536            3076            1482            8346            9132            549              0               0               0       
      1.70          5.016308         42424           13085           12767            569             3657            3150            1489            8258            9083            543              0               0               0       
      1.80          5.016308         42303           12772           12475            555             3442            2953            1382            8578            9414            590             208             158              74      
      1.90          5.016308         41997           12889           12647            561             3937            3345            1515            8174            9008            525              0               0               0       
      2.00          5.016308         41917           12738           12460            551             3967            3358            1505            8295            9182            545              0               0               0       
      2.10          5.016308         41802           12706           12398            548             3989            3344            1495            8305            9258            558              0               0               0       
      2.20          5.016308         41882           12544           12264            541             3999            3289            1490            8457            9447            570              0               0               0       
      2.30          5.016308         41700           12647           12389            545             4166            3425            1525            8187            9186            531              0               0               0       
      2.40          5.016308         41658           12024           11761            515             4119            3405            1508            8857            9834            578              0               0               0       
      2.50          5.016308         41556           12382           12178            531             4147            3425            1506            8471            9397            564              0               0               0       
      2.60          5.016308         41552           12608           12348            540             4060            3351            1486            8332            9301            575              0               0               0       
      2.70          5.016308         41723           12707           12473            546             4105            3370            1513            8188            9157            542              0               0               0       
      2.80          5.016308         41918           12812           12539            550             3916            3116            1454            8272            9345            597              0               0               0       
      2.90          5.016308         42147           13169           12911            567             4010            3104            1504            7821            8985            530              0               0               0       
      3.00          5.016308         42190           13525           13335            586             4031            3068            1500            7444            8597            515              0               0               0       
      3.10          5.016308         42269           13079           12887            568             3866            2898            1452            8055            9215            581              0               0               0       
      3.20          5.016308         42191           12731           12470            551             3927            3006            1477            8342            9524            573              0               0               0       
      3.30          5.016308         41886           12489           12201            537             4099            3234            1503            8412            9565            561              0               0               0       
      3.40          5.016308         41748           12381           12094            531             4086            3303            1500            8533            9603            570              0               0               0       
      3.50          5.016308         41543           12343           12098            530             4206            3445            1522            8451            9457            549              0               0               0       
      3.60          5.016308         41467           12227           11955            524             4271            3457            1511            8502            9588            566              0               0               0       
      3.70          5.016308         41422           12245           11980            526             4273            3389            1506            8482            9631            569              0               0               0       
