      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         36760            5446            5467            279             6106            6043            1496           13448           13490            826              0               0               0       
      0.10          5.016308         36766            5957            5950            255             6440            6235            1638           12603           12815            708              0               0               0       
      0.20          5.016308         37198            6128            6185            245             6206            5849            1642           12666           12966            714              0               0               0       
      0.30          5.016308         37577            6373            6398            255             5911            5465            1598           12716           13137            748              0               0               0       
      0.40          5.016308         38033            6816            6863            279             5745            5205            1587           12439           12932            735              0               0               0       
      0.50          5.016308         38392            7210            7276            302             5424            4788            1512           12366           12936            787              0               0               0       
      0.60          5.016308         38758            8219            8300            353             5475            4706            1544           11250           11943            693              56              51              11      
      0.70          5.016308         39045            9548            9683            420             5309            4438            1496           10143           10879            685              0               0               0       
      0.80          5.016308         39345           10750           10898            482             5115            4168            1449            9135            9934            670              0               0               0       
      0.90          5.016308         39518           11397           11520            520             5159            4139            1474            8392            9289            591              52              52              16      
      1.00          5.016308         39732           11653           11767            538             4939            3985            1416            8408            9248            647              0               0               0       
      1.10          5.016308         39766           12261           12322            573             5035            3948            1434            7704            8730            594              0               0               0       
      1.20          5.016308         39841           12362           12442            584             4813            3783            1390            7760            8725            611              65              50              16      
      1.30          5.016308         39851           12401           12501            591             5118            4020            1453            7481            8479            557              0               0               0       
      1.40          5.016308         39802           12222           12338            586             4993            3931            1419            7705            8677            577              80              54              19      
      1.50          5.016308         39820           12645           12694            608             5196            4073            1458            7159            8233            535              0               0               0       
      1.60          5.016308         39656           12177           12288            589             5023            3984            1418            7800            8728            594              0               0               0       
      1.70          5.016308         39574           11843           11910            573             4950            3898            1386            8101            9092            611             106             100              31      
      1.80          5.016308         39512           11681           11794            566             4900            3962            1379            8228            9114            607             191             130              49      
      1.90          5.016308         39429           12313           12388            596             5314            4294            1469            7373            8318            536              0               0               0       
      2.00          5.016308         39344           11629           11751            565             5128            4169            1416            8243            9080            620              0               0               0       
      2.10          5.016308         39198           11700           11856            570             5034            4065            1385            8102            8962            604             164             117              42      
      2.20          5.016308         39236           11710           11815            570             5072            4002            1380            7986            8999            591             232             184              60      
      2.30          5.016308         39313           11694           11795            569             5310            4178            1444            7996            9027            588              0               0               0       
      2.40          5.016308         39233           11707           11793            569             5261            4111            1421            8032            9096            611              0               0               0       
      2.50          5.016308         39253           11960           12053            582             5391            4155            1443            7649            8792            576              0               0               0       
      2.60          5.016308         39124           11561           11696            565             5381            4151            1419            7983            9113            598              75              40              19      
      2.70          5.016308         39158           11726           11842            573             5388            4124            1422            7822            8997            591              64              37              15      
      2.80          5.016308         39176           11721           11871            573             5459            4161            1441            7820            8968            587              0               0               0       
      2.90          5.016308         39074           11661           11803            570             5515            4186            1442            7824            9011            589              0               0               0       
      3.00          5.016308         39021           11457           11598            559             5330            4067            1392            8213            9335            650              0               0               0       
