        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              38893             7265.469955          2048.233010          5217.236945     
        0.10               5.016308              38976             6470.109861          1734.841578          4735.268283     
        0.20               5.016308              39449             5177.075952          1403.948203          3773.127749     
        0.30               5.016308              39887             3996.077548          1092.285959          2903.791589     
        0.40               5.016308              40260             3036.875067           893.615693          2143.259373     
        0.50               5.016308              40588             2357.997657           635.293554          1722.704103     
        0.60               5.016308              40788             1822.715191           533.395694          1289.319497     
        0.70               5.016308              40949             1534.525262           377.622580          1156.902683     
        0.80               5.016308              40964             1319.022784           244.657788          1074.364996     
        0.90               5.016308              41018             1183.776702           262.963637           920.813065     
        1.00               5.016308              41050             1108.991254           184.158364           924.832890     
        1.10               5.016308              40964             1087.085567           176.727494           910.358073     
        1.20               5.016308              40806             1132.582133           220.330360           912.251773     
        1.30               5.016308              40691             1184.395957           196.302586           988.093371     
        1.40               5.016308              40344             1153.898909           204.823351           949.075558     
        1.50               5.016308              40269             1103.557423           240.905121           862.652302     
        1.60               5.016308              40166             1056.209275           225.112245           831.097031     
        1.70               5.016308              39970             1123.536982           242.519790           881.017191     
        1.80               5.016308              39812             1134.864311           210.707584           924.156727     
        1.90               5.016308              39626             1122.642536           137.893643           984.748893     
        2.00               5.016308              39428             1179.677118           192.664924           987.012195     
        2.10               5.016308              39542             1128.488640           155.294981           973.193660     
        2.20               5.016308              39477             1116.004156           91.022666           1024.981490     
        2.30               5.016308              39546             1205.584874           149.185608          1056.399265     
        2.40               5.016308              39571             1150.080940           183.763451           966.317489     
        2.50               5.016308              39506             1093.433877           142.495409           950.938468     
        2.60               5.016308              39575             1087.062978           170.952193           916.110785     
        2.70               5.016308              39635             1084.804381           111.961459           972.842922     
        2.80               5.016308              39550             1168.248347           144.604808          1023.643539     
        2.90               5.016308              39364             1182.107560           185.048227           997.059332     
        3.00               5.016308              39074             1251.796516           216.780228          1035.016288     
        3.10               5.016308              38988             1372.815420           187.995925          1184.819495     
        3.20               5.016308              38991             1571.972979           264.952385          1307.020594     
        3.30               5.016308              39011             1626.363073           300.293346          1326.069727     
        3.40               5.016308              38804             1555.941964           288.782643          1267.159321     
        3.50               5.016308              38632             1450.672796           297.488612          1153.184184     
        3.60               5.016308              38529             1439.852600           253.086075          1186.766526     
        3.70               5.016308              38533             1395.991487           224.060506          1171.930981     
        3.80               5.016308              38642             1416.128673           186.484755          1229.643918     
        3.90               5.016308              38786             1505.550278           194.263258          1311.287020     
        4.00               5.016308              38903             1503.764591           190.607121          1313.157471     
        4.10               5.016308              39047             1374.361492           142.047931          1232.313561     
        4.20               5.016308              39227             1399.040672           90.291615           1308.749057     
        4.30               5.016308              39292             1378.841329           136.452707          1242.388622     
        4.40               5.016308              39480             1371.051410           141.434103          1229.617308     
        4.50               5.016308              39586             1392.282254           175.713514          1216.568739     
        4.60               5.016308              39654             1425.579272           197.916053          1227.663219     
        4.70               5.016308              39705             1386.924995           170.807679          1216.117317     
        4.80               5.016308              39687             1315.111212           195.983720          1119.127492     
        4.90               5.016308              39616             1190.182077           139.382779          1050.799298     
        5.00               5.016308              39534             1157.797887           26.460443           1131.337444     
        5.10               5.016308              39375             1107.921430           21.369685           1086.551744     
        5.20               5.016308              39308             1197.557748           79.578608           1117.979140     
        5.30               5.016308              39392             1227.536083           32.140433           1195.395651     
        5.40               5.016308              39571             1325.730434           58.514454           1267.215979     
        5.50               5.016308              39606             1303.467964           109.550293          1193.917671     
        5.60               5.016308              39574             1228.292675           40.541456           1187.751219     
        5.70               5.016308              39556             1148.838543           24.059243           1124.779301     
        5.80               5.016308              39443             1165.625153           90.977928           1074.647225     
        5.90               5.016308              39565             1289.966457           147.333116          1142.633341     
        6.00               5.016308              39645             1229.826172           137.533198          1092.292974     
        6.10               5.016308              39616             1234.481528           121.559048          1112.922481     
        6.20               5.016308              39618             1205.781501           88.567590           1117.213910     
        6.30               5.016308              39666             1164.243401           68.926278           1095.317123     
        6.40               5.016308              39773             1142.140306           114.786905          1027.353400     
        6.50               5.016308              39689             1138.435407           119.273519          1019.161887     
        6.60               5.016308              39718             1140.982541           124.939964          1016.042577     
        6.70               5.016308              39676             1187.695662           106.468104          1081.227558     
        6.80               5.016308              39829             1203.376863           108.698111          1094.678752     
