        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              38893             7270.250494     
        0.10               5.016308              38976             6487.829432     
        0.20               5.016308              39449             5280.249150     
        0.30               5.016308              39887             4004.237734     
        0.40               5.016308              40260             3128.785691     
        0.50               5.016308              40588             2344.222572     
        0.60               5.016308              40788             1816.346380     
        0.70               5.016308              40949             1519.518902     
        0.80               5.016308              40964             1322.760816     
        0.90               5.016308              41018             1194.490638     
        1.00               5.016308              41050             1128.515286     
        1.10               5.016308              40964             1034.327086     
        1.20               5.016308              40806             1094.273179     
        1.30               5.016308              40691             1171.080847     
        1.40               5.016308              40344             1105.226568     
        1.50               5.016308              40269             1049.803132     
        1.60               5.016308              40166             1006.591156     
        1.70               5.016308              39970             1079.008398     
        1.80               5.016308              39812             1118.018858     
        1.90               5.016308              39626             1067.389617     
        2.00               5.016308              39428             1196.727076     
        2.10               5.016308              39542             1157.797111     
        2.20               5.016308              39477             1209.325610     
        2.30               5.016308              39546             1263.050241     
        2.40               5.016308              39571             1163.625602     
        2.50               5.016308              39506             1077.315556     
        2.60               5.016308              39575             1111.555545     
        2.70               5.016308              39635             1068.285105     
        2.80               5.016308              39550             1171.488686     
        2.90               5.016308              39364             1174.535898     
        3.00               5.016308              39074             1267.301640     
        3.10               5.016308              38988             1364.431089     
        3.20               5.016308              38991             1541.654229     
        3.30               5.016308              39011             1610.320565     
        3.40               5.016308              38804             1593.244289     
        3.50               5.016308              38632             1513.799091     
        3.60               5.016308              38529             1442.863416     
        3.70               5.016308              38533             1405.761081     
        3.80               5.016308              38642             1409.631299     
        3.90               5.016308              38786             1506.331842     
        4.00               5.016308              38903             1476.584555     
        4.10               5.016308              39047             1401.609365     
        4.20               5.016308              39227             1443.108859     
        4.30               5.016308              39292             1431.856213     
        4.40               5.016308              39480             1404.148185     
        4.50               5.016308              39586             1436.595880     
        4.60               5.016308              39654             1446.588532     
        4.70               5.016308              39705             1407.473201     
        4.80               5.016308              39687             1357.419615     
        4.90               5.016308              39616             1285.094482     
        5.00               5.016308              39534             1238.402492     
        5.10               5.016308              39375             1167.323977     
        5.20               5.016308              39308             1249.486143     
        5.30               5.016308              39392             1278.771162     
        5.40               5.016308              39571             1391.646843     
        5.50               5.016308              39606             1334.870412     
        5.60               5.016308              39574             1259.868279     
        5.70               5.016308              39556             1180.915935     
        5.80               5.016308              39443             1182.036980     
        5.90               5.016308              39565             1249.215887     
        6.00               5.016308              39645             1165.236832     
        6.10               5.016308              39616             1208.553755     
        6.20               5.016308              39618             1190.096742     
        6.30               5.016308              39666             1173.443052     
        6.40               5.016308              39773             1181.016108     
        6.50               5.016308              39689             1204.933274     
        6.60               5.016308              39718             1176.445659     
        6.70               5.016308              39676             1262.298475     
        6.80               5.016308              39829             1283.871136     
        6.90               5.016308              39854             1230.821181     
        7.00               5.016308              39804             1260.451841     
        7.10               5.016308              39646             1197.153439     
        7.20               5.016308              39512             1255.447902     
        7.30               5.016308              39672             1245.265033     
        7.40               5.016308              39674             1299.821111     
        7.50               5.016308              39607             1278.476463     
        7.60               5.016308              39384             1456.980651     
        7.70               5.016308              39240             1424.184301     
        7.80               5.016308              39269             1312.601210     
        7.90               5.016308              39123             1239.164917     
        8.00               5.016308              39126             1211.018321     
        8.10               5.016308              39125             1251.486979     
        8.20               5.016308              39122             1384.596773     
        8.30               5.016308              39017             1384.684842     
        8.40               5.016308              39019             1387.395469     
        8.50               5.016308              39007             1303.018106     
        8.60               5.016308              39028             1400.155871     
        8.70               5.016308              39027             1409.694026     
        8.80               5.016308              39103             1433.908611     
        8.90               5.016308              39063             1385.401387     
        9.00               5.016308              39299             1361.136276     
        9.10               5.016308              39088             1292.096099     
        9.20               5.016308              39153             1309.233031     
        9.30               5.016308              39162             1460.178075     
        9.40               5.016308              39078             1461.133902     
        9.50               5.016308              39211             1452.165842     
        9.60               5.016308              39206             1457.577454     
        9.70               5.016308              39199             1315.488668     
        9.80               5.016308              39231             1368.328184     
        9.90               5.016308              39322             1337.172904     
       10.00               5.016308              39281             1295.841799     
       10.10               5.016308              39405             1362.473813     
       10.20               5.016308              39489             1360.724787     
       10.30               5.016308              39515             1349.594040     
       10.40               5.016308              39502             1397.209709     
       10.50               5.016308              39569             1406.496274     
       10.60               5.016308              39582             1369.108190     
       10.70               5.016308              39524             1380.901571     
       10.80               5.016308              39632             1380.336661     
       10.90               5.016308              39643             1239.906333     
       11.00               5.016308              39579             1210.533548     
