        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              40320             8383.970781          3125.384380          5258.586401     
        0.10               5.016308              40461             7552.046344          2818.947825          4733.098519     
        0.20               5.016308              40898             6010.760736          2175.586006          3835.174730     
        0.30               5.016308              41375             4733.922835          1706.342123          3027.580712     
        0.40               5.016308              41745             3753.326395          1413.536703          2339.789692     
        0.50               5.016308              42139             2945.592872          1018.746679          1926.846193     
        0.60               5.016308              42394             2356.257313           840.533458          1515.723855     
        0.70               5.016308              42554             1968.546689           648.419980          1320.126708     
        0.80               5.016308              42653             1593.720683           505.561939          1088.158744     
        0.90               5.016308              42656             1358.682129           371.510749           987.171380     
        1.00               5.016308              42615             1398.975858           373.723405          1025.252454     
        1.10               5.016308              42630             1288.653279           397.726776           890.926503     
        1.20               5.016308              42580             1351.744076           302.362965          1049.381111     
        1.30               5.016308              42463             1173.758198           255.026823           918.731374     
        1.40               5.016308              42276              978.132068           263.929431           714.202637     
        1.50               5.016308              41974              963.833875           252.481929           711.351945     
        1.60               5.016308              41800              906.934242           212.918605           694.015637     
        1.70               5.016308              41444             1004.147830           235.101148           769.046681     
        1.80               5.016308              41389             1161.368773           375.849909           785.518864     
        1.90               5.016308              41270             1065.579605           283.794870           781.784735     
        2.00               5.016308              41144             1166.707738           311.772437           854.935300     
        2.10               5.016308              41032             1235.785924           316.285239           919.500685     
        2.20               5.016308              40849             1236.254556           182.365281          1053.889275     
        2.30               5.016308              40912             1382.298746           166.101576          1216.197170     
        2.40               5.016308              40873             1347.306918           167.500407          1179.806511     
        2.50               5.016308              40961             1151.210374           102.095291          1049.115083     
        2.60               5.016308              40836             1136.526825           185.968377           950.558447     
        2.70               5.016308              40736             1149.418138           196.060636           953.357501     
        2.80               5.016308              40694             1309.369541           290.628637          1018.740904     
        2.90               5.016308              40595             1325.373442           245.208180          1080.165262     
        3.00               5.016308              40608             1459.102527           410.679170          1048.423357     
        3.10               5.016308              40591             1584.537609           408.232256          1176.305353     
        3.20               5.016308              40554             1496.334714           377.829447          1118.505267     
        3.30               5.016308              40672             1525.801951           479.565559          1046.236392     
        3.40               5.016308              40707             1415.177241           401.342146          1013.835095     
        3.50               5.016308              40703             1395.159332           448.586232           946.573100     
