        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              28404             3889.512285     
        0.10               5.016308              28439             3268.580044     
        0.20               5.016308              28755             2657.487383     
        0.30               5.016308              29083             2080.184348     
        0.40               5.016308              29436             1759.292819     
        0.50               5.016308              29798             1445.785134     
        0.60               5.016308              30146             1163.262629     
        0.70               5.016308              30364              961.651495     
        0.80               5.016308              30697              913.620630     
        0.90               5.016308              30891              830.999747     
        1.00               5.016308              31163              719.200510     
        1.10               5.016308              31241              681.152276     
        1.20               5.016308              31284              650.012055     
        1.30               5.016308              31630              582.295299     
        1.40               5.016308              31509              542.133086     
        1.50               5.016308              31646              462.368114     
        1.60               5.016308              31554              532.404996     
        1.70               5.016308              31393              473.583161     
        1.80               5.016308              31498              426.766361     
        1.90               5.016308              31386              462.900120     
        2.00               5.016308              31445              497.740922     
        2.10               5.016308              31369              523.488509     
        2.20               5.016308              31252              516.123870     
        2.30               5.016308              31293              578.180266     
        2.40               5.016308              31117              658.772665     
        2.50               5.016308              31223              638.792234     
        2.60               5.016308              31181              604.828624     
        2.70               5.016308              31092              600.241918     
        2.80               5.016308              30966              628.417173     
        2.90               5.016308              31061              641.419271     
        3.00               5.016308              30869              646.164438     
        3.10               5.016308              30768              622.782989     
        3.20               5.016308              30714              648.065432     
        3.30               5.016308              30597              649.554057     
        3.40               5.016308              30643              614.450766     
        3.50               5.016308              30517              546.016017     
        3.60               5.016308              30355              585.775055     
        3.70               5.016308              30322              575.760748     
        3.80               5.016308              30541              579.439746     
        3.90               5.016308              30466              576.797563     
        4.00               5.016308              30457              601.435809     
        4.10               5.016308              30447              634.962040     
        4.20               5.016308              30590              612.228080     
        4.30               5.016308              30509              640.042887     
        4.40               5.016308              30457              573.852919     
        4.50               5.016308              30190              615.973372     
        4.60               5.016308              30144              626.927910     
        4.70               5.016308              30409              719.052877     
        4.80               5.016308              30329              674.521797     
        4.90               5.016308              30446              679.908183     
        5.00               5.016308              30498              661.698362     
        5.10               5.016308              30558              668.201968     
        5.20               5.016308              30585              729.550759     
        5.30               5.016308              30528              718.577337     
        5.40               5.016308              30658              633.271054     
        5.50               5.016308              30513              613.502736     
        5.60               5.016308              30684              662.525796     
        5.70               5.016308              30731              682.171054     
        5.80               5.016308              30551              720.286168     
        5.90               5.016308              30502              715.040679     
        6.00               5.016308              30761              676.374082     
        6.10               5.016308              30854              698.881408     
        6.20               5.016308              30714              659.115491     
        6.30               5.016308              30807              631.763772     
        6.40               5.016308              30672              675.893022     
        6.50               5.016308              30805              615.077163     
        6.60               5.016308              31041              614.487588     
        6.70               5.016308              30952              611.638044     
        6.80               5.016308              31032              649.241352     
        6.90               5.016308              30756              652.609602     
        7.00               5.016308              30767              714.624130     
        7.10               5.016308              30682              633.120448     
        7.20               5.016308              30697              642.995562     
        7.30               5.016308              30797              610.747089     
        7.40               5.016308              30868              598.505131     
