        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              41510             9526.812133          2168.404367          7358.407766     
        0.10               5.016308              41668             8451.935336          1797.213569          6654.721767     
        0.20               5.016308              42238             6410.354484          1352.952474          5057.402010     
        0.30               5.016308              42560             5010.650034          1095.311602          3915.338433     
        0.40               5.016308              42787             3660.384778           883.996272          2776.388507     
        0.50               5.016308              42828             3024.922492           718.806856          2306.115636     
        0.60               5.016308              42825             2392.173666           570.810745          1821.362921     
        0.70               5.016308              42852             2022.871706           444.029311          1578.842395     
        0.80               5.016308              42665             1959.960113           407.702760          1552.257353     
        0.90               5.016308              42599             1903.124244           331.797045          1571.327199     
        1.00               5.016308              42434             1859.932476           282.969444          1576.963032     
        1.10               5.016308              42196             1684.345927           228.607925          1455.738003     
        1.20               5.016308              42004             1655.404851           165.865787          1489.539064     
        1.30               5.016308              41737             1654.057328           147.548542          1506.508786     
        1.40               5.016308              41599             1576.111154           132.655674          1443.455481     
        1.50               5.016308              41364             1534.740848           159.171179          1375.569669     
        1.60               5.016308              41026             1571.113543           169.618454          1401.495090     
        1.70               5.016308              40868             1671.178128           152.527674          1518.650454     
        1.80               5.016308              40685             1733.476159           170.978932          1562.497227     
        1.90               5.016308              40435             1823.841308           178.897043          1644.944266     
        2.00               5.016308              39969             1868.667405           133.940407          1734.726997     
        2.10               5.016308              39719             1981.352593           204.459905          1776.892688     
        2.20               5.016308              39490             2159.167113           171.606465          1987.560648     
        2.30               5.016308              39514             2118.489085           122.456132          1996.032953     
        2.40               5.016308              39698             2392.078013           201.676168          2190.401845     
        2.50               5.016308              39626             2330.333822           167.094536          2163.239286     
        2.60               5.016308              39720             2304.575049           123.251578          2181.323471     
        2.70               5.016308              39810             2220.816686           105.837632          2114.979054     
        2.80               5.016308              39920             2225.993057           65.242513           2160.750543     
        2.90               5.016308              39974             2224.621811           79.194774           2145.427037     
        3.00               5.016308              39986             2204.271724           94.283855           2109.987869     
        3.10               5.016308              40049             2175.867682           45.763529           2130.104153     
        3.20               5.016308              40152             2077.788730           83.507308           1994.281421     
        3.30               5.016308              40181             1934.365516           112.824959          1821.540556     
        3.40               5.016308              40009             1896.782278           60.119966           1836.662311     
        3.50               5.016308              40073             1986.681098           85.639689           1901.041409     
        3.60               5.016308              39910             2099.898474           90.983800           2008.914674     
        3.70               5.016308              39990             2238.185049           140.923637          2097.261412     
        3.80               5.016308              40050             2240.087649           135.613081          2104.474568     
        3.90               5.016308              40164             2288.831050           109.586914          2179.244135     
        4.00               5.016308              40159             2223.839738           88.211068           2135.628670     
        4.10               5.016308              40102             2150.934709           90.363779           2060.570930     
        4.20               5.016308              40152             2133.808514           88.549401           2045.259113     
        4.30               5.016308              40352             2056.103044           79.679714           1976.423329     
        4.40               5.016308              40523             2040.796890           86.999758           1953.797132     
        4.50               5.016308              40479             2191.288169           154.466738          2036.821431     
        4.60               5.016308              40449             2192.557899           174.551168          2018.006730     
        4.70               5.016308              40141             2195.788980           231.671168          1964.117812     
