        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              33698             5136.647268          2032.260989          3104.386279     
        0.10               5.016308              33667             4377.894909          1725.635766          2652.259143     
        0.20               5.016308              34044             3430.944505          1320.478449          2110.466056     
        0.30               5.016308              34514             2831.503885          1112.515852          1718.988033     
        0.40               5.016308              34967             2275.387762           898.356875          1377.030888     
        0.50               5.016308              35334             1826.262217           688.437562          1137.824655     
        0.60               5.016308              35721             1523.352331           592.416855           930.935476     
        0.70               5.016308              36071             1259.984110           467.165667           792.818444     
        0.80               5.016308              36345             1066.800336           396.359451           670.440885     
        0.90               5.016308              36507              891.707921           308.151298           583.556623     
        1.00               5.016308              36638              743.595763           227.731833           515.863930     
        1.10               5.016308              36779              691.873478           217.214428           474.659050     
        1.20               5.016308              37010              623.481113           223.050234           400.430879     
        1.30               5.016308              37230              615.879615           194.676544           421.203071     
        1.40               5.016308              37351              713.828426           250.992208           462.836218     
        1.50               5.016308              37279              657.184080           223.383144           433.800936     
        1.60               5.016308              37381              746.454328           294.502915           451.951413     
        1.70               5.016308              37462              736.968020           283.993394           452.974626     
        1.80               5.016308              37712              668.904903           238.768794           430.136109     
        1.90               5.016308              37838              538.262991           137.340884           400.922107     
        2.00               5.016308              37915              554.902256           193.668415           361.233841     
        2.10               5.016308              37946              683.988971           224.251424           459.737547     
        2.20               5.016308              37824              618.507003           137.299660           481.207344     
        2.30               5.016308              37770              659.780106           153.078134           506.701972     
        2.40               5.016308              37737              668.997730           115.528558           553.469171     
        2.50               5.016308              37833              674.471212           143.010433           531.460779     
        2.60               5.016308              37777              751.224671           150.054127           601.170544     
        2.70               5.016308              37761              669.568771           157.710732           511.858039     
        2.80               5.016308              37673              737.322897           159.415199           577.907697     
        2.90               5.016308              37517              672.886070           98.277449            574.608621     
        3.00               5.016308              37546              705.458307           126.188929           579.269378     
        3.10               5.016308              37475              575.803655           63.107512            512.696143     
        3.20               5.016308              37385              635.062234           110.399012           524.663222     
        3.30               5.016308              37451              603.262697           165.346003           437.916695     
        3.40               5.016308              37507              639.255752           199.257223           439.998529     
        3.50               5.016308              37527              585.361542           169.072267           416.289275     
        3.60               5.016308              37466              577.870726           127.408414           450.462312     
        3.70               5.016308              37470              593.988135           173.433812           420.554323     
        3.80               5.016308              37175              558.758176           106.335045           452.423131     
        3.90               5.016308              37238              597.346595           82.020665            515.325931     
        4.00               5.016308              37207              472.982882            4.747064            468.235818     
        4.10               5.016308              37253              504.773197           -6.620214            511.393411     
        4.20               5.016308              37313              405.122042           -42.261228           447.383270     
        4.30               5.016308              37440              527.981401           80.384362            447.597039     
        4.40               5.016308              37480              589.609372           149.249332           440.360040     
        4.50               5.016308              37621              674.488571           174.176321           500.312251     
        4.60               5.016308              37669              623.715992           150.256061           473.459931     
        4.70               5.016308              37681              661.514610           126.523891           534.990719     
        4.80               5.016308              37599              688.748748           127.738027           561.010720     
        4.90               5.016308              37701              675.413558           172.259300           503.154258     
        5.00               5.016308              37695              700.969344           205.640031           495.329313     
        5.10               5.016308              37751              630.447869           151.729861           478.718007     
        5.20               5.016308              37836              581.360928           122.082118           459.278810     
        5.30               5.016308              37788              643.645276           195.054268           448.591008     
        5.40               5.016308              37853              715.210195           235.460928           479.749267     
        5.50               5.016308              37723              662.749420           178.388417           484.361003     
        5.60               5.016308              37697              615.942688           148.318546           467.624142     
        5.70               5.016308              37710              572.352538           117.671152           454.681385     
        5.80               5.016308              37672              667.208321           191.666599           475.541722     
        5.90               5.016308              37685              671.949581           161.287145           510.662436     
        6.00               5.016308              37638              642.263330           148.277675           493.985655     
        6.10               5.016308              37403              643.609697           168.157259           475.452438     
        6.20               5.016308              37522              710.010514           127.465628           582.544886     
        6.30               5.016308              37556              580.769374           81.879312            498.890062     
        6.40               5.016308              37551              558.164902           74.975685            483.189216     
        6.50               5.016308              37468              529.736710           97.836496            431.900214     
        6.60               5.016308              37436              570.856175           142.063362           428.792813     
        6.70               5.016308              37499              675.995123           158.721298           517.273825     
        6.80               5.016308              37501              683.667081           178.765297           504.901783     
        6.90               5.016308              37527              703.347783           151.156045           552.191738     
        7.00               5.016308              37549              704.134031           188.318509           515.815522     
        7.10               5.016308              37595              696.801840           186.906791           509.895049     
        7.20               5.016308              37587              688.315410           196.602264           491.713146     
        7.30               5.016308              37677              682.901474           187.889400           495.012074     
        7.40               5.016308              37684              575.260908           194.749524           380.511384     
        7.50               5.016308              37722              580.847129           188.379495           392.467634     
        7.60               5.016308              37639              568.600247           172.258447           396.341800     
        7.70               5.016308              37569              573.376586           152.188150           421.188435     
        7.80               5.016308              37674              518.708031           62.597856            456.110175     
        7.90               5.016308              37762              678.421551           178.561701           499.859850     
        8.00               5.016308              37779              836.178580           332.453012           503.725568     
        8.10               5.016308              37821              895.015853           415.677043           479.338810     
        8.20               5.016308              37733              930.518999           414.658457           515.860543     
        8.30               5.016308              37694              861.227498           340.834312           520.393186     
        8.40               5.016308              37575              789.162485           253.288743           535.873742     
        8.50               5.016308              37607              722.316999           183.754807           538.562192     
        8.60               5.016308              37544              722.675178           200.040025           522.635153     
        8.70               5.016308              37227              663.092185           160.439555           502.652630     
        8.80               5.016308              37168              722.835881           147.376221           575.459660     
        8.90               5.016308              37127              695.595847           135.707148           559.888699     
        9.00               5.016308              36992              678.506366           139.179990           539.326376     
        9.10               5.016308              37179              596.708339           161.940565           434.767775     
        9.20               5.016308              37169              694.311514           192.597960           501.713554     
        9.30               5.016308              37161              653.642520           160.039941           493.602579     
        9.40               5.016308              37337              579.354735           90.273603            489.081132     
        9.50               5.016308              37312              639.453032           89.684133            549.768898     
        9.60               5.016308              37377              611.602928           11.979614            599.623315     
        9.70               5.016308              37417              613.255516           34.265018            578.990498     
        9.80               5.016308              37481              677.187690           107.353712           569.833979     
        9.90               5.016308              37500              724.455827           143.738820           580.717007     
       10.00               5.016308              37482              719.463064           126.043401           593.419664     
       10.10               5.016308              37435              631.480913           43.329615            588.151297     
       10.20               5.016308              37342              625.590638           67.625811            557.964827     
       10.30               5.016308              37380              607.981153           73.020418            534.960735     
       10.40               5.016308              37439              668.748770           131.840440           536.908330     
       10.50               5.016308              37514              612.848312           87.557035            525.291277     
       10.60               5.016308              37607              666.541430           147.691456           518.849974     
       10.70               5.016308              37652              651.196116           168.188603           483.007513     
       10.80               5.016308              37644              558.708385           73.590301            485.118084     
       10.90               5.016308              37628              591.720289           116.802428           474.917861     
       11.00               5.016308              37592              609.222075           132.239051           476.983024     
       11.10               5.016308              37539              657.842203           181.712651           476.129552     
       11.20               5.016308              37670              665.038031           226.693163           438.344868     
       11.30               5.016308              37736              759.280164           262.771767           496.508396     
       11.40               5.016308              37787              834.222785           269.015116           565.207669     
       11.50               5.016308              37855              730.066239           184.599381           545.466857     
       11.60               5.016308              37806              775.097418           217.832775           557.264643     
       11.70               5.016308              37708              742.031392           203.441364           538.590028     
       11.80               5.016308              37656              800.838171           215.670763           585.167408     
       11.90               5.016308              37583              731.854264           184.748822           547.105443     
       12.00               5.016308              37587              662.048708           136.837138           525.211570     
       12.10               5.016308              37603              639.418478           138.153217           501.265260     
       12.20               5.016308              37637              591.993456           81.033998            510.959458     
       12.30               5.016308              37730              643.865172           110.434075           533.431097     
       12.40               5.016308              37644              625.540268           119.428699           506.111569     
       12.50               5.016308              37673              671.177371           98.103592            573.073779     
       12.60               5.016308              37704              662.699889           105.841075           556.858814     
       12.70               5.016308              37688              698.912923           159.489700           539.423223     
       12.80               5.016308              37672              671.528895           139.777721           531.751174     
       12.90               5.016308              37728              732.276904           196.869869           535.407035     
       13.00               5.016308              37628              698.231195           209.115699           489.115496     
       13.10               5.016308              37639              758.815217           221.077363           537.737855     
       13.20               5.016308              37533              757.301469           202.998201           554.303267     
       13.30               5.016308              37492              677.595994           142.605795           534.990199     
       13.40               5.016308              37539              673.519333           157.379055           516.140279     
       13.50               5.016308              37500              677.912005           153.804392           524.107613     
       13.60               5.016308              37372              676.361988           104.192963           572.169025     
       13.70               5.016308              37403              675.920488           140.363538           535.556949     
       13.80               5.016308              37417              698.268927           186.577784           511.691143     
       13.90               5.016308              37448              773.133610           234.965514           538.168096     
       14.00               5.016308              37424              723.162747           159.859606           563.303141     
       14.10               5.016308              37672              703.409310           133.357133           570.052177     
       14.20               5.016308              37683              694.561912           155.624082           538.937830     
       14.30               5.016308              37589              590.475810           108.910145           481.565664     
       14.40               5.016308              37495              609.259043           158.366982           450.892061     
       14.50               5.016308              37483              628.671324           143.096534           485.574790     
       14.60               5.016308              37469              715.025744           139.421632           575.604113     
       14.70               5.016308              37545              716.442897           139.032232           577.410666     
       14.80               5.016308              37487              771.705203           167.880153           603.825049     
       14.90               5.016308              37563              780.191297           203.392779           576.798519     
       15.00               5.016308              37505              769.374678           181.052293           588.322385     
       15.10               5.016308              37342              792.862572           147.527466           645.335106     
       15.20               5.016308              37212              813.535429           181.271959           632.263470     
       15.30               5.016308              37311              829.694579           202.760682           626.933897     
       15.40               5.016308              37401              783.834518           165.227818           618.606701     
       15.50               5.016308              37388              702.170146           102.733318           599.436828     
       15.60               5.016308              37461              731.647746           115.774742           615.873004     
       15.70               5.016308              37391              637.497055           42.258817            595.238239     
       15.80               5.016308              37359              669.333953           137.994628           531.339325     
       15.90               5.016308              37294              780.859951           192.462284           588.397668     
       16.00               5.016308              37339              775.948297           223.421156           552.527141     
       16.10               5.016308              37386              811.254648           247.629261           563.625387     
       16.20               5.016308              37529              722.770614           183.927824           538.842791     
       16.30               5.016308              37320              657.072263           98.952934            558.119329     
       16.40               5.016308              37338              641.690850           76.345955            565.344895     
       16.50               5.016308              37297              750.686960           168.462841           582.224119     
       16.60               5.016308              37455              746.365902           147.765263           598.600639     
       16.70               5.016308              37605              750.720871           143.155150           607.565722     
       16.80               5.016308              37558              737.855955           115.310887           622.545068     
       16.90               5.016308              37564              709.514924           96.267619            613.247305     
       17.00               5.016308              37596              659.621042           75.003215            584.617827     
       17.10               5.016308              37568              660.671207           97.059199            563.612008     
       17.20               5.016308              37539              557.043919           -12.864965           569.908884     
       17.30               5.016308              37653              629.720656           65.876534            563.844122     
       17.40               5.016308              37459              668.879686           91.684539            577.195147     
       17.50               5.016308              37286              675.677045           107.688439           567.988607     
       17.60               5.016308              37356              714.418694           195.825055           518.593638     
       17.70               5.016308              37341              707.220453           170.417278           536.803175     
       17.80               5.016308              37476              648.795912           114.186008           534.609904     
       17.90               5.016308              37360              682.725729           117.936010           564.789719     
       18.00               5.016308              37405              680.140408           141.773879           538.366529     
       18.10               5.016308              37557              683.907279           188.003437           495.903842     
       18.20               5.016308              37648              706.644522           210.311591           496.332931     
       18.30               5.016308              37613              756.414949           211.719115           544.695833     
       18.40               5.016308              37641              718.991755           197.247547           521.744208     
       18.50               5.016308              37549              664.124659           199.706274           464.418385     
       18.60               5.016308              37634              685.572146           217.359147           468.212999     
       18.70               5.016308              37578              692.098126           188.656608           503.441517     
       18.80               5.016308              37667              691.486608           148.896551           542.590057     
       18.90               5.016308              37546              682.557215           158.162166           524.395049     
       19.00               5.016308              37642              712.739267           135.123765           577.615502     
       19.10               5.016308              37592              695.887245           122.589906           573.297339     
       19.20               5.016308              37535              671.254170           84.645485            586.608686     
       19.30               5.016308              37515              687.786617           139.491050           548.295567     
       19.40               5.016308              37568              602.823997           73.791440            529.032557     
       19.50               5.016308              37619              653.046649           113.740336           539.306313     
       19.60               5.016308              37634              617.893853           117.586869           500.306984     
       19.70               5.016308              37590              624.231084           104.965940           519.265144     
       19.80               5.016308              37515              637.164873           147.453812           489.711061     
       19.90               5.016308              37587              663.697304           167.553549           496.143755     
       20.00               5.016308              37629              655.014760           167.901917           487.112843     
       20.10               5.016308              37388              628.966876           185.106296           443.860580     
       20.20               5.016308              37416              598.463474           115.638915           482.824559     
       20.30               5.016308              37553              556.297763           89.205298            467.092465     
       20.40               5.016308              37507              664.717567           175.568949           489.148617     
       20.50               5.016308              37407              562.915965           73.991695            488.924271     
       20.60               5.016308              37393              506.006836           32.335650            473.671186     
       20.70               5.016308              37364              515.748286           46.419657            469.328629     
       20.80               5.016308              37389              588.244172           82.366604            505.877568     
       20.90               5.016308              37410              663.860858           131.320735           532.540123     
       21.00               5.016308              37458              714.538877           196.941961           517.596916     
       21.10               5.016308              37500              730.296035           146.774889           583.521146     
       21.20               5.016308              37500              715.171626           109.202579           605.969047     
       21.30               5.016308              37696              742.716951           120.354792           622.362159     
       21.40               5.016308              37743              706.448163           133.767620           572.680544     
       21.50               5.016308              37770              758.717790           215.605387           543.112404     
       21.60               5.016308              37713              761.318856           219.888653           541.430203     
       21.70               5.016308              37696              727.409498           192.606660           534.802838     
       21.80               5.016308              37701              731.717740           187.058009           544.659731     
       21.90               5.016308              37670              691.259741           175.303769           515.955971     
