      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         28099             2               2              9027            5785         86.218605        2.551449       566.002157      418.600835      23.901379        5.741561          567      
      0.10          5.016308         28929             1               1              7852            5657         84.067983        2.676787       596.115110      403.342331      21.517395        4.175812          524      
      0.20          5.016308         29941             1               1              7579            7363         88.756423        3.102743       617.403904      399.559683      26.929242        4.282705          638      
      0.30          5.016308         30913             1               1              7021            8289         88.878930        5.133081       633.238223      399.668279      27.042091        6.393254          641      
      0.40          5.016308         31789             1               1              6391            8626         86.769166        5.375895       634.991305      403.383937      24.482083        6.719558          575      
      0.50          5.016308         32509             1               1              5832            9582         88.727254        6.840882       664.997385      405.751015      26.043727        8.479965          604      
      0.60          5.016308         33296             1               1              6035           11142         93.211667        6.608721       748.353694      403.144013      31.046071        8.342262          729      
      0.70          5.016308         34144             2               2              5169           11344         91.219758        5.709197       676.863858      410.933610      27.913253        7.327923          648      
      0.80          5.016308         35027             1               1              4537           11983         90.679279        6.590258       696.851863      418.383791      26.428171        8.244567          627      
      0.90          5.016308         35638             1               1              3648           12167         88.304277        3.871602       612.240479      427.069812      22.767979        5.424914          567      
      1.00          5.016308         36326             2               2              3520           13411         92.180519        6.060056       699.235507      433.519188      26.385624        8.005356          654      
      1.00          5.016308         36326             2               3               0              122           8.146457        0.601846       51.998615        0.000000        8.146457        0.601846           17      
      1.10          5.016308         36988             1               1              2366           14056         94.824805        8.583322       731.368020      444.907125      27.277200       10.484606          669      
      1.20          5.016308         37689             1               1              1826           14196         92.131108        4.644933       649.272401      454.152934      23.701700        6.401743          611      
      1.30          5.016308         38309             2               2              1969           14510         92.786869        4.842383       644.136528      453.793403      24.413727        7.034955          607      
      1.40          5.016308         38758             1               1              1601           15011         91.672165        3.186335       643.820987      450.467674      22.892173        4.815078          605      
      1.50          5.016308         39053             1               1              1139           15401         94.367219        7.621767       697.238944      458.055461      24.668983        9.363145          629      
      1.60          5.016308         39602             2               2              1177           15485         93.600457        3.755085       653.160264      468.312068      23.497918        6.026371          616      
      1.70          5.016308         40039             1               1              798            15530         93.232930        5.310247       659.906219      464.873228      22.438772        7.531291          592      
