      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         36508             1               1              7356           12679         90.843183        1.057030       587.513837      424.238520      27.565992        3.414227          654      
      0.10          5.016308         36833             1               1              6447           12427         85.056402        1.599012       566.104929      389.208455      24.545945        2.575296          565      
      0.20          5.016308         37471             1               1              6529           13426         86.089036        2.816645       586.032673      379.403763      27.512843        4.393698          616      
      0.30          5.016308         38086             1               1              5671           14115         87.282877        3.883109       601.525071      385.568587      27.492892        5.306014          627      
      0.40          5.016308         38696             1               1              5158           15036         89.850446        5.498330       646.885095      394.678025      29.130425        6.988396          675      
      0.40          5.016308         38696             1               2               0              175          10.160088        2.439734       77.628472        0.000000       10.160088        2.439734           25      
      0.50          5.016308         39245             1               1              3189           15601         90.409127        3.641310       616.670592      420.553775      26.206988        5.710127          635      
      0.60          5.016308         39819             2               2              1836           16048         91.670357        4.044277       657.580437      440.133032      25.029309        5.757440          622      
      0.70          5.016308         40389             2               2              954            15959         91.676054        5.080736       638.163567      451.052427      22.917315        6.748493          574      
      0.80          5.016308         40662             2               2              613            16169         92.285938        3.530973       639.199209      459.199036      22.295564        5.145076          592      
      0.80          5.016308         40662             2               3               0              138          55.068945       27.324063       386.567792       0.000000       55.068945       27.324063           21      
      0.90          5.016308         41014             3               3              329            16149         82.723863       18.660718       585.976351      463.529396      11.664829       20.259198          572      
      0.90          5.016308         41014             3               4               0              135           9.743443        2.857618       67.663903        0.000000        9.743443        2.857618           27      
      1.00          5.016308         41326             3               3              211            16193         94.133292        4.033853       663.590823      469.819558      22.183715        5.663474          596      
      1.10          5.016308         41525             2               2              380            16603         95.609765        5.052811       707.690124      479.327509      23.688184        7.466175          622      
      1.10          5.016308         41525             2               3               0              135          10.231231        3.731881       79.035268        0.000000       10.231231        3.731881           23      
      1.20          5.016308         41701             2               2              273            16370         96.492268        7.246290       717.057816      489.379771      23.643479        9.982407          614      
      1.30          5.016308         41812             1               1              299            16586         94.346568        3.074008       656.348651      481.636049      21.500131        5.740068          601      
      1.40          5.016308         41932             2               2              135            16193         94.531119        3.321878       634.802600      486.564467      20.661976        5.772900          588      
      1.50          5.016308         41950             2               2              205            16250         93.912283        2.610613       627.223653      484.550650      20.335652        4.994803          567      
      1.50          5.016308         41950             2               5               0              108          72.356530       41.513873       576.288023       0.000000       72.356530       41.513873           19      
      1.60          5.016308         41995             1               1              198            16481         93.668905        2.536073       621.016725      483.865566      20.364233        4.774896          563      
      1.70          5.016308         41936             1               1              251            15946         93.464146        2.379223       623.172966      489.487351      19.613020        4.625575          548      
      1.80          5.016308         41994             1               1              363            16018         80.813604       27.936385       574.767003      488.934047       7.023658       30.475543          558      
      1.90          5.016308         41965             7               7              386            16271         94.282596        3.762609       659.800213      491.844711      20.705471        6.470856          590      
      2.00          5.016308         41861             2               2              430            15750         93.520055        3.601938       635.436066      494.204355      19.673541        6.465707          551      
      2.10          5.016308         41728             1               1              542            16283         93.296194        2.961532       636.895404      484.229668      20.413185        5.756113          562      
      2.20          5.016308         41685             3               3              430            15725         93.338762        3.553601       635.488125      491.046069      19.619086        6.596101          550      
      2.30          5.016308         41748             2               2              413            16232         94.965537        4.597780       658.499051      490.194682      21.533693        7.513376          594      
      2.40          5.016308         41775             2               2              348            15788         94.327358        4.902961       649.816061      501.376717      20.211996        7.861661          560      
      2.50          5.016308         41834             1               1              328            15618         92.891262        2.622740       619.814975      502.852596      18.569789        5.747599          533      
      2.60          5.016308         41759             3               3              649            16296         94.730872        3.740465       656.888863      494.235226      21.243772        6.757802          632      
      2.70          5.016308         41832             1               1              485            15587         94.303361        3.792139       655.433908      506.127710      20.017694        6.585482          564      
      2.80          5.016308         41781             2               2              364            15059         93.089008        2.789359       623.062110      500.152923      18.220920        5.731932          523      
      2.90          5.016308         41762             2               2              540            15865         98.583007        7.115982       238.293228      506.984974      24.555848       10.280117          584      
      3.00          5.016308         41795             1               1              623            15903         94.333617        3.464199       640.742612      495.016624      20.778635        6.737281          581      
      3.10          5.016308         41872             2               2              896            16347         95.421916        5.250856       689.711328      496.117899      22.611856        8.647127          613      
      3.20          5.016308         41792             4               4              771            16525         96.102325        5.598163       650.427946      495.207043      23.370832        9.062211          631      
      3.30          5.016308         41859             3               3              304            15320         93.193763        3.448936       629.302917      506.197763      18.410575        7.113377          530      
      3.40          5.016308         41779             2               2              298            15456         94.007467        4.135196       637.554651      501.225901      19.341282        7.498574          551      
