      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         44189             1               1              6473           19723         93.990906        1.344198       609.794984      392.926600      32.682445        2.280037          758      
      0.10          5.016308         44558             1               1              7127           19888         82.043340        1.575036       536.520814      330.707678      30.621669        2.319669          619      
      0.20          5.016308         45250             1               1              7036           20716         83.849720        1.386625       544.783947      334.304372      31.870853        2.562515          649      
      0.30          5.016308         45676             1               1              6261           21115         84.645203        1.452267       550.145354      351.983534      30.640889        2.715481          643      
      0.40          5.016308         45848             1               1              4910           21264         85.644781        1.615625       559.291353      368.282417      29.084361        3.190267          631      
      0.50          5.016308         45771             1               1              4098           21307         86.753839        1.952017       571.974055      387.081492      28.220615        3.786677          633      
      0.60          5.016308         45738             2               2              2327           20937         87.543720        1.988813       576.409295      418.884631      25.529092        4.496975          603      
      0.70          5.016308         45407             1               1              333            19259         87.854833        2.646978       588.569108      441.559431      21.128918        4.599610          534      
      0.80          5.016308         45199             1               1              165            18170         88.306054        2.383900       586.042844      454.045490      19.710703        4.637192          515      
      0.90          5.016308         44932             1               1              159            18073         88.446830        2.378366       584.381342      451.318649      19.619731        4.864787          515      
      1.00          5.016308         44545             1               1              100            17842         88.136102        1.953018       581.086324      450.436834      19.184986        4.005653          505      
      1.10          5.016308         44195             2               2              238            17984         89.506642        3.010647       617.766405      453.614716      20.838767        5.992862          542      
      1.20          5.016308         44227             1               1               17            16439         88.178695        2.198216       575.821944      464.887284      17.438912        4.249361          473      
      1.30          5.016308         44171             1               1              190            17291         88.592302        2.319021       592.965886      464.854007      18.892544        5.247811          505      
      1.40          5.016308         43962             2               2              267            17554         88.924538        2.421544       596.122360      454.924903      19.919153        4.581386          523      
      1.50          5.016308         43733             2               2              313            16993         88.617810        4.801222       619.758831      459.767932      19.209958        6.858743          499      
      1.60          5.016308         43504             1               1              190            16586         86.921509        2.444796       577.628682      458.399535      17.522848        4.808428          472      
      1.70          5.016308         43598             1               1              265            17197         88.448906        2.648903       594.788525      463.551125      19.459918        5.507878          517      
      1.80          5.016308         43700             1               1              364            17289         88.268884        2.400675       584.659451      462.112427      19.527362        5.494373          517      
      1.90          5.016308         43655             1               1              322            16882         87.939950        2.238810       577.477253      466.935634      18.705473        5.950433          499      
      2.00          5.016308         43556             2               2              748            17992         88.366702        2.483115       588.750984      447.408248      21.267238        5.458809          542      
      2.10          5.016308         43318             1               1              506            17379         87.543126        2.986151       581.768755      454.556806      19.652238        6.006173          513      
      2.20          5.016308         43225             1               1              733            17275         86.842266        2.920397       570.520306      443.659685      19.524596        5.818812          501      
      2.30          5.016308         43100             1               1              660            16973         87.582081        3.384045       588.583400      443.678719      19.849846        5.831798          513      
      2.40          5.016308         43355             1               1              508            16946         88.528114        3.367913       592.701143      448.458748      20.040131        6.249833          524      
      2.50          5.016308         43781             1               1              463            17076         88.942727        2.636425       585.291207      451.319640      20.074017        5.385663          528      
      2.60          5.016308         43993             2               2              425            17200         88.522992        2.519645       582.323133      450.518929      19.643823        5.208417          515      
      2.70          5.016308         44163             2               2              339            16983         88.453118        2.416491       577.860568      456.151345      19.029009        4.834715          504      
