      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         33343             1               1              7745           10022         89.313495        1.302949       579.846371      416.219821      25.932528        3.115515          617      
      0.10          5.016308         33649             1               1              6951            9367         84.562132        1.503107       553.629557      400.735984      22.338996        2.754728          526      
      0.20          5.016308         34156             1               1              6348           10501         87.311347        3.196502       612.062947      400.975245      25.415920        4.478318          599      
      0.30          5.016308         34792             1               1              6054           11528         89.629386        7.108964       656.969495      397.948002      27.728551        8.470296          659      
      0.40          5.016308         35352             1               1              5150           11714         88.003794        3.411004       639.343778      418.483784      24.556594        5.383449          595      
      0.50          5.016308         35940             1               1              4485           12754         91.938442        5.939847       686.484827      423.477980      27.369107        7.991828          663      
      0.60          5.016308         36365             1               1              3368           13013         91.481626        5.123273       683.924484      433.057959      25.060194        6.890517          623      
      0.70          5.016308         36824             1               1              2260           13369         91.650323        4.812191       667.279216      447.287213      23.271798        6.823595          598      
      0.80          5.016308         37269             2               2              1903           13746         84.307735       16.056363       615.307259      456.998310      14.894976       17.610369          593      
      0.90          5.016308         37601             1               1              1259           14049         91.579287        3.117628       622.194081      461.684318      20.898951        4.824009          592      
      1.00          5.016308         37991             2               2              1130           14563         94.601765        5.316905       680.090608      461.641837      23.651653        6.725949          623      
      1.00          5.016308         37991             2               1               0              141           9.563874        1.753512       65.490005        0.000000        9.563874        1.753512           23      
      1.10          5.016308         38402             1               1              1018           15052         99.124392       21.856731      1237.344811      465.855064      27.598770       23.801366          665      
      1.20          5.016308         38747             2               2              937            14905         95.610301        5.730234       703.464880      471.773673      23.540143        7.849989          629      
      1.20          5.016308         38747             2               3               0              133           7.709474        2.004682       55.502308        0.000000        7.709474        2.004682           16      
      1.30          5.016308         39003             1               1              864            14875         94.290033        3.447950       654.482766      477.861717      21.778582        5.920510          598      
      1.40          5.016308         39218             1               1              861            15056         94.840565        5.260035       658.460912      477.624305      22.244788        7.763888          604      
      1.50          5.016308         39413             4               4              955            15200         95.190389        4.005419       660.698829      485.186913      22.525625        6.442670          612      
      1.60          5.016308         39546             1               1              524            14692         93.522281        3.359870       632.478546      489.964997      19.506996        5.889650          554      
      1.70          5.016308         39749             1               1              1008           15910         99.529886        9.334276       780.377565      487.244043      26.761963       11.906928          688      
      1.80          5.016308         39820             1               1              852            16002         98.986103        7.928201       738.828115      487.959065      25.916785       10.472786          677      
      1.80          5.016308         39820             1               4               0              105           6.222874        3.024309       68.124280        0.000000        6.222874        3.024309           14      
      1.90          5.016308         39884             1               1              774            15733         95.544389        4.174128       688.150255      494.651985      22.248057        7.151270          638      
      1.90          5.016308         39884             1               2               0              127          36.867629       10.816447       265.085432       0.000000       36.867629       10.816447           16      
      2.00          5.016308         39984             1               1              554            15161         97.318416        8.965492       729.349631      492.191641      23.044614       11.403162          591      
      2.10          5.016308         40027             1               1              681            15315         94.866045        3.068722       656.952491      495.616363      20.961770        5.564055          586      
      2.20          5.016308         40113             1               1              811            15661         95.837912        4.913817       680.483090      479.830014      22.558597        7.626103          612      
      2.30          5.016308         40161             3               3              779            15199         94.132717        3.019214       624.336140      497.703470      20.242523        5.890093          570      
      2.40          5.016308         40108             2               2              852            15337         95.353788        3.594015       655.158675      489.068787      21.598390        6.479827          593      
      2.50          5.016308         40025             1               1              877            15267         95.179731        4.438336       651.337403      495.927168      21.258233        7.622315          600      
      2.60          5.016308         40195             1               1              495            13762         93.182978        3.856306       641.900464      507.091347      17.310590        7.245847          500      
      2.70          5.016308         40241             1               1              625            14828         94.208775        3.209311       634.687291      494.388070      19.322900        5.952905          557      
      2.80          5.016308         40253             2               2              579            14783         95.311351        3.989717       640.174767      508.627532      20.078368        7.533630          570      
      2.90          5.016308         40268             1               1              948            15341         96.792767        9.484312       729.917901      493.891986      22.375302       12.875309          612      
      3.00          5.016308         40293             2               2              940            14696         94.234203        3.963642       653.997116      505.695572      19.409431        7.728483          554      
      3.00          5.016308         40293             2               4               0              120           5.104896        1.371347       36.832149        0.000000        5.104896        1.371347           23      
      3.10          5.016308         40216             3               3              1581           15440         95.574455        3.590003       669.492148      492.030216      22.468372        7.603251          610      
      3.20          5.016308         40089             2               2              1131           15348         96.192734        6.145231       721.160180      496.516687      22.233111        9.494326          601      
      3.20          5.016308         40089             2               3               0              154           9.626274        3.179184       67.219579        0.000000        9.626274        3.179184           25      
      3.30          5.016308         40097             3               3              1100           15753         99.137504        8.377172       782.905254      496.383894      25.402740       11.642704          661      
      3.40          5.016308         39991             3               3              1382           15146         94.862999        2.754193       632.854725      491.381557      21.334318        6.387880          595      
      3.50          5.016308         39923             2               2              1287           14627         93.986486        3.433961       646.893282      495.082008      19.931096        7.298500          567      
      3.60          5.016308         39867             4               4              1118           14798         94.827208        3.668857       672.051796      495.162175      20.782272        6.995936          580      
      3.70          5.016308         39762             1               1              1051           14354         93.363789        4.391438       641.006627      497.361965      18.987386        7.515974          538      
      3.80          5.016308         39654             4               4              933            14767         94.245468        3.213475       634.889234      489.274647      20.207378        6.012711          563      
      3.80          5.016308         39654             4               8               0              152           9.390256        1.053423       63.579864        0.000000        9.390256        1.053423           21      
      3.90          5.016308         39591             2               2              1283           14988         94.740479        3.604748       656.022157      488.605886      21.449669        6.952545          593      
      3.90          5.016308         39591             2               1               0              143           8.477848        1.629139       57.053672        0.000000        8.477848        1.629139           20      
      4.00          5.016308         39627             1               1              1610           15399         118.880539       5.774042       101.398862      496.607333      46.064237       10.123182          665      
      4.00          5.016308         39627             1               2               0              105           7.074031        3.634275       81.979742        0.000000        7.074031        3.634275           18      
      4.10          5.016308         39504             2               2              979            14667         95.170723        4.007518       663.578519      496.619155      20.799757        7.705016          591      
      4.10          5.016308         39504             2               1               0              106          69.473970       40.463061       556.777378       0.000000       69.473970       40.463061           16      
      4.20          5.016308         39690             3               3              874            14363         94.045358        4.233832       642.174890      500.329228      19.459371        7.536584          550      
      4.30          5.016308         39724             2               2              1304           15000         95.308742        3.611939       658.054487      488.889646      21.969579        7.210487          602      
      4.40          5.016308         39745             4               4              1809           15223         94.993393        3.603922       664.050929      509.220346      22.786604        8.341168          616      
      4.40          5.016308         39745             4               1               0              204          73.869881       41.906649       596.784815       0.000000       73.869881       41.906649           30      
      4.40          5.016308         39745             4               2               0              174          10.460194        3.928256       85.573683        0.000000       10.460194        3.928256           24      
      4.50          5.016308         39792             1               1              914            15169         95.053124        4.275197       664.017642      487.427942      21.405226        7.165472          592      
      4.60          5.016308         39903             1               1              669            15036         94.829645        4.169978       659.131504      491.810658      20.643318        7.386307          574      
      4.70          5.016308         39973             1               1              715            15002         94.998479        3.482704       659.757238      490.604220      20.762726        6.267495          591      
      4.80          5.016308         39991             1               1              795            15046         95.285871        4.564793       680.772065      484.354251      21.369664        7.064287          586      
      4.90          5.016308         39908             2               2              1153           15424         94.648653        3.485059       658.170825      475.963816      21.669210        5.823407          616      
      5.00          5.016308         39782             4               4              1655           15496         85.988535       26.013318       568.448123      480.350864      13.532891       28.855173          637      
      5.10          5.016308         39844             2               2              1914           15407         94.775133        4.334003       653.861870      489.014799      22.938934        7.390185          617      
      5.20          5.016308         39896             2               2              1381           15060         94.993830        3.532094       638.663782      486.420452      21.851933        6.263352          600      
      5.30          5.016308         39968             1               1              1235           15484         92.499421       15.891481       467.521524      490.444645      19.209051       18.665960          641      
      5.40          5.016308         40047             1               1              1016           15315         96.802253        6.321642       685.489489      483.954042      23.023428        8.924236          634      
      5.50          5.016308         40106             2               2              1176           15399         95.771215        4.740087       680.449616      487.289421      22.370925        7.318682          617      
      5.50          5.016308         40106             2               3               0              133           5.345203        1.183176       35.821047        0.000000        5.345203        1.183176           21      
      5.60          5.016308         40022             1               1              1151           15367         95.653175        4.984686       664.545753      490.118785      22.271033        7.501891          608      
      5.60          5.016308         40022             1               4               0              149          11.961986        4.657677       105.010058       0.000000       11.961986        4.657677           27      
      5.70          5.016308         40112             3               3              1003           14885         95.558377        4.458467       675.316255      497.973720      21.186180        7.473443          590      
      5.80          5.016308         40191             2               2              679            13989         98.061015       27.412821       484.955311      426.414150      39.932516       43.763652          522      
      5.90          5.016308         40085             2               2              926            14887         95.031865        4.609334       691.543154      497.808954      20.742381        7.274506          578      
      5.90          5.016308         40085             2               1               0              150          10.539223        3.106196       77.514235        0.000000       10.539223        3.106196           23      
      6.00          5.016308         40153             1               1              960            14896         95.848089        4.535244       700.398833      495.107849      21.125140        7.560246          610      
      6.00          5.016308         40153             1               2               0              114           7.352952        2.661603       64.850347        0.000000        7.352952        2.661603           17      
      6.10          5.016308         40286             2               2              1185           14773         94.580198        3.468966       642.954154      495.328807      20.324890        6.858092          573      
      6.20          5.016308         40227             2               2              1302           15238         95.567037        5.208829       680.424718      489.935036      22.013315        8.402804          604      
      6.20          5.016308         40227             2               3               0              120           8.884013        0.769937       58.058082        0.000000        8.884013        0.769937           20      
      6.30          5.016308         40313             2               2              1011           14933         94.391393        3.530159       638.291305      498.016929      20.261317        6.597534          570      
      6.40          5.016308         40304             1               1              1480           16032         97.721898        7.632041       718.672363      498.150549      25.192723       11.185170          660      
      6.50          5.016308         40385             2               2              1223           15987         95.474545        4.076722       656.638042      490.999936      22.790498        6.895194          634      
      6.60          5.016308         40322             5               5              992            15077         94.322191        3.118234       644.438590      501.610738      20.086066        6.353546          569      
      6.70          5.016308         40395             1               1              890            15374         129.093546       3.268457       65.321524       513.513050      54.921126        6.692859          624      
      6.80          5.016308         40424             1               1              1155           15694         97.071418        4.750667       683.466731      497.000996      23.476121        7.669757          644      
      6.90          5.016308         40405             2               2              1564           15860         95.958558        4.106339       652.176334      490.098710      23.542707        7.182886          635      
      6.90          5.016308         40405             2               5               0              105           7.421226        2.291366       52.505317        0.000000        7.421226        2.291366           15      
      6.90          5.016308         40405             2               8               0              104           7.464239        1.247297       49.630773        0.000000        7.464239        1.247297           19      
      6.90          5.016308         40405             2               6               0              103           6.019076        2.572191       58.343731        0.000000        6.019076        2.572191           16      
      7.00          5.016308         40248             2               2              1032           14823         94.098036        3.745513       647.444654      489.672954      19.797288        6.282806          560      
      7.10          5.016308         40199             1               1              1077           14947         93.888134        3.781846       644.246790      489.845427      20.026888        6.576273          562      
      7.20          5.016308         40117             2               2              1181           15189         95.260271        5.191387       677.026112      491.184167      21.733915        8.315532          592      
