      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         39989             1               1              7661           15899         92.968571        1.595858       603.260257      420.301222      31.220622        4.057268          731      
      0.10          5.016308         40194             1               1              6856           15688         86.513446        1.755029       565.818902      382.363555      28.017696        3.021712          626      
      0.20          5.016308         40648             1               1              6232           16470         87.887041        2.906178       600.703515      373.247849      30.067369        4.325392          668      
      0.30          5.016308         41150             1               1              5851           16999         87.846931        1.969641       579.391727      384.799949      29.120538        3.404686          661      
      0.40          5.016308         41606             1               1              4566           17498         89.368277        1.702565       594.288336      395.497645      28.369409        3.375343          661      
      0.50          5.016308         42003             1               1              1873           17576         89.300186        2.907002       600.447407      432.356850      23.635346        5.127114          583      
      0.60          5.016308         42347             3               3              1530           17902         90.687115        2.714258       598.270828      450.706262      23.966473        4.751347          596      
      0.70          5.016308         42572             2               2              518            17657         92.166127        2.339393       606.476160      450.839626      22.721757        3.823385          592      
      0.80          5.016308         42734             2               2              269            17215         92.757384        2.534697       617.426949      463.253960      21.654696        4.416704          579      
      0.90          5.016308         42836             1               1               43            16616         93.120394        2.816199       617.208167      473.189075      20.328125        4.436283          557      
      1.00          5.016308         42920             2               2               93            17042         96.252929        5.146308       679.077741      480.599680      23.159923        6.910312          622      
      1.00          5.016308         42920             2               1               0              128           9.766919        4.366833       92.288746        0.000000        9.766919        4.366833           27      
      1.10          5.016308         42927             3               3               73            16791         96.322240        5.816263       684.936080      482.477887      22.430609        7.563034          607      
      1.20          5.016308         43007             2               2               46            16013         94.289632        2.451498       628.148003      492.077770      19.274946        4.482198          549      
      1.30          5.016308         42957             1               1               22            15560         93.960396        2.823214       624.049789      496.030293      18.308847        4.978198          528      
      1.40          5.016308         42865             3               3              138            16860         95.969207        4.820988       702.489033      493.824438      21.558438        7.404617          595      
      1.50          5.016308         42804             2               2               79            15514         94.930516        4.077318       669.115217      502.691913      19.081611        6.536875          537      
      1.60          5.016308         42743             3               3              317            17125         95.599449        2.980751       651.643520      491.205401      21.868264        5.495886          607      
      1.60          5.016308         42743             3               2               0              144          12.366028        4.004953       122.340756       0.000000       12.366028        4.004953           35      
      1.70          5.016308         42599             3               3              428            16354         94.487373        3.675312       657.963866      497.921670      20.251118        6.778522          565      
      1.80          5.016308         42358             2               2              697            16442         93.224749        3.120240       626.576634      487.418692      19.929880        6.525578          554      
      1.90          5.016308         42201             2               2              575            15725         92.880213        2.711082       619.495998      494.135031      18.611326        6.454369          534      
      2.00          5.016308         42048             4               4              963            16136         93.191144        3.027194       626.302318      497.975487      19.999167        7.098268          561      
      2.00          5.016308         42048             4               3               0              306          19.550621        7.438444       160.182156       0.000000       19.550621        7.438444           64      
      2.10          5.016308         41820             2               2              669            15138         92.476880        3.498732       617.734483      517.957533      17.881860        8.191389          518      
      2.20          5.016308         41763             1               1              421            14942         92.468428        3.095318       622.320161      515.563970      17.464700        7.463948          514      
      2.30          5.016308         41782             1               1              696            15838         94.438085        3.664800       638.886156      504.705089      20.526238        7.234245          578      
      2.40          5.016308         41672             1               1              1004           16419         85.193339       21.045785       490.733905      498.977420      12.395815       24.676574          615      
      2.50          5.016308         41566             2               2              798            15868         93.411150        3.858278       631.667844      494.145072      20.083144        7.287249          559      
      2.60          5.016308         41448             4               4              1190           16201         94.444135        3.618288       663.304935      497.749143      21.936643        7.860299          602      
      2.70          5.016308         41332             2               2              1282           16191         94.233449        3.999816       653.540722      491.963792      22.048106        7.803105          601      
      2.70          5.016308         41332             2               1               1              135          10.848742        3.009433       75.601304        0.000000       10.848742        3.009433           30      
      2.80          5.016308         41193             2               2              1126           15600         93.197105        4.360067       627.124701      507.270832      20.266306        8.766702          564      
      2.90          5.016308         41025             1               1              1026           15113         92.957311        5.101664       626.027716      511.994888      19.578734        9.680957          546      
