      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         44897             1               1              9815           20374         94.044748        1.913564       611.190194      440.831308      38.992354        7.978752          845      
      0.00          5.016308         44897             1               2              511              0            5.058438        1.576892       41.592926        0.000000        5.058438        1.576892           12      
      0.00          5.016308         44897             1               5              511              0            5.218965        1.359245       39.652396        0.000000        5.218965        1.359245           12      
      0.00          5.016308         44897             1               3              427              0            4.354665        1.163507       31.999030        0.000000        4.354665        1.163507           10      
      0.10          5.016308         45274             1               1              7033           20564         82.329264        1.485124       539.863633      330.709545      30.906723        2.224844          624      
      0.20          5.016308         45817             1               1              6678           21249         83.859087        1.704503       545.267222      339.316710      31.420738        3.118172          646      
      0.30          5.016308         46135             1               1              6633           21568         85.135423        1.260279       552.452854      349.545554      31.648781        2.728249          660      
      0.40          5.016308         46112             1               1              5443           21611         86.289662        1.751241       561.750164      360.512795      30.522151        3.053630          659      
      0.50          5.016308         46055             1               1              3224           21453         87.136520        1.691327       575.665398      400.483779      27.172285        4.231688          624      
      0.60          5.016308         45824             1               1              383            19587         86.533055        1.680013       568.359634      442.220225      20.490846        3.775020          519      
      0.70          5.016308         45545             1               1              799            19933         88.939432        3.478389       604.547301      439.824708      23.271332        5.757256          574      
      0.80          5.016308         45178             1               1              347            18597         87.985939        1.876901       578.224846      450.406779      20.016396        4.363103          520      
      0.90          5.016308         44773             2               2              254            18571         89.431794        2.809215       608.503184      446.110533      21.236600        5.242507          545      
      1.00          5.016308         44410             1               1              331            18090         88.698106        2.864629       593.808939      448.435968      20.222308        5.205579          527      
      1.10          5.016308         44090             3               3              323            18047         89.240359        3.301141       615.459272      452.627596      20.886558        5.707448          539      
      1.20          5.016308         43868             1               1              672            18124         88.979499        3.132848       602.645471      457.577636      21.090816        6.259676          544      
      1.30          5.016308         43628             1               1              504            17303         88.090184        2.928408       589.887577      464.477530      19.443138        6.286259          513      
      1.40          5.016308         43500             2               2              972            17506         88.494466        3.408162       607.606516      455.634617      20.839007        6.927170          542      
      1.50          5.016308         43564             1               1              729            16597         88.560002        3.247664       586.208658      464.128115      19.407474        6.996725          517      
      1.60          5.016308         43754             1               1              650            16991         89.315679        3.909959       598.596993      457.340468      20.347225        7.980143          534      
      1.70          5.016308         43889             1               1              545            17210         88.751629        3.610164       592.222782      460.343774      19.884232        7.469656          524      
      1.80          5.016308         44038             1               1              320            16899         88.855444        3.479938       591.452320      461.091644      19.215479        7.210011          513      
      1.90          5.016308         44123             1               1              434            17435         89.280237        4.277264       610.640985      458.411783      20.184997        8.453449          534      
      2.00          5.016308         44088             1               1              369            17011         88.282019        3.924960       593.747369      463.497552      18.706688        8.297684          505      
      2.10          5.016308         44050             1               1              446            17402         88.464391        3.464256       588.481836      464.074372      19.397309        7.465881          515      
      2.20          5.016308         44125             1               1              391            17410         89.419327        3.393960       600.375607      461.979889      20.156351        6.996445          534      
      2.30          5.016308         44185             1               1              490            17197         89.016465        3.686227       603.259599      468.074810      19.312799        7.796451          524      
      2.40          5.016308         44197             1               1              409            17072         88.283194        2.922949       589.287924      469.980472      18.408590        6.716893          503      
      2.50          5.016308         43996             2               2              833            17406         88.808901        3.898213       609.781121      468.662033      20.010027        8.057222          528      
      2.60          5.016308         43676             1               1              710            16877         87.925439        3.978366       584.787500      476.280103      18.481251        9.001219          501      
      2.70          5.016308         43630             2               2              516            16958         88.231842        3.246999       594.310028      459.779989      19.089424        6.171312          518      
      2.80          5.016308         43766             2               2              519            16855         88.836109        2.595566       584.342337      462.089307      19.346423        5.314813          515      
      2.90          5.016308         43755             1               1              274            16288         87.503759        2.536241       575.808592      460.748121      17.281779        4.840627          473      
      3.00          5.016308         43885             1               1              666            17080         89.094745        3.160633       593.158241      459.767341      19.930563        6.054429          526      
      3.10          5.016308         43688             1               1              555            17157         88.326820        2.663808       592.606734      458.790403      19.276611        5.667439          514      
      3.20          5.016308         43619             2               2              506            17001         87.435201        3.047700       587.261658      461.581464      18.599553        5.455220          496      
      3.30          5.016308         43568             1               1              652            17218         88.004711        3.350862       587.747125      458.685759      19.481728        6.302494          515      
      3.40          5.016308         43590             1               1              590            17031         87.678475        3.395472       587.937832      458.676714      18.861139        6.592863          504      
      3.50          5.016308         43654             1               1              571            16930         88.030537        2.638990       583.548324      451.798392      19.123879        5.680803          506      
      3.60          5.016308         43699             1               1              672            17008         88.623154        3.570334       595.784861      459.332484      19.573635        7.522692          522      
      3.70          5.016308         43974             1               1              601            17083         89.386756        3.856285       607.694656      466.152735      19.956263        7.962275          536      
      3.80          5.016308         44190             1               1              461            16823         91.203559        7.714134       648.692184      461.832844      21.024063       11.823216          529      
      3.90          5.016308         44275             1               1              414            16687         89.151501        3.704450       611.795661      464.237326      18.847454        7.096788          508      
      4.00          5.016308         44314             2               2              670            16769         86.160157       11.548100       624.460251      469.838886      16.040850       15.806480          527      
      4.10          5.016308         44322             1               1              570            16699         88.918430        3.722902       588.344535      469.756017      18.537206        7.750513          502      
      4.20          5.016308         44264             1               1              549            16770         88.755948        3.655286       606.668371      463.495977      18.572496        7.483638          500      
      4.30          5.016308         44160             1               1              464            16706         88.391051        3.334364       599.292744      468.253205      18.065333        6.810002          497      
      4.40          5.016308         44116             1               1              531            16675         88.763968        3.978785       590.851536      463.574025      18.544564        7.502172          500      
      4.50          5.016308         43966             1               1              474            16372         88.455367        4.107029       591.237379      474.740646      17.721023        8.843246          493      
      4.60          5.016308         43824             1               1              497            16200         88.259300        3.203457       587.320654      464.993231      17.880364        6.317990          484      
      4.70          5.016308         43916             2               2              847            16580         88.858544        3.737714       596.211636      461.917271      19.219785        6.775861          513      
      4.80          5.016308         43890             2               2              808            16724         89.658224        4.011641       611.656702      459.875937      20.077217        7.431451          529      
      4.90          5.016308         43963             1               1              1102           16571         89.469472        2.976900       602.937683      466.017202      19.961027        6.292877          530      
      5.00          5.016308         43989             2               2              1393           16680         88.629357        3.141204       594.223680      470.531662      19.832129        6.798221          522      
      5.10          5.016308         43870             1               1              1437           17207         88.614685        3.358375       594.781707      467.764031      20.609742        7.633148          533      
      5.20          5.016308         43858             2               2              1143           16811         87.706560        3.854578       584.208079      470.555673      19.100116        8.366057          506      
      5.30          5.016308         43567             1               1              1239           16986         87.524318        3.939412       589.273461      455.907156      19.650933        8.708302          513      
      5.40          5.016308         43569             1               1              1184           16755         88.979126        3.854430       599.712745      458.368033      20.604904        8.610380          539      
      5.50          5.016308         43580             2               2              1187           16436         87.976980        4.388715       593.935799      465.564546      19.099667        9.534132          507      
      5.60          5.016308         43757             1               1              1203           16662         88.786427        4.938718       606.993284      465.028859      19.986243        9.952053          526      
      5.70          5.016308         43894             1               1              1158           16624         89.219812        3.948014       606.551920      458.458565      20.177688        8.570321          530      
