        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              45365             18479.476619    
        0.10               5.016308              45710             16649.811779    
        0.20               5.016308              46158             12648.230518    
        0.30               5.016308              46442             9645.085868     
        0.40               5.016308              46354             7431.234352     
        0.50               5.016308              46265             5985.423480     
        0.60               5.016308              45964             4570.508233     
        0.70               5.016308              45575             3920.628681     
        0.80               5.016308              45257             3664.100225     
        0.90               5.016308              44974             3004.482157     
        1.00               5.016308              44579             3199.796946     
        1.10               5.016308              44216             2811.784951     
        1.20               5.016308              43919             3116.064754     
        1.30               5.016308              43883             2602.976589     
        1.40               5.016308              44017             2940.105639     
        1.50               5.016308              44074             3016.904104     
        1.60               5.016308              43991             3250.226702     
        1.70               5.016308              43889             3894.568251     
        1.80               5.016308              43970             3698.449851     
        1.90               5.016308              43734             3514.188761     
        2.00               5.016308              43673             3850.791628     
        2.10               5.016308              43541             3897.919781     
        2.20               5.016308              43435             3209.080474     
        2.30               5.016308              43255             2960.079261     
        2.40               5.016308              43316             3382.574747     
        2.50               5.016308              43299             3456.761202     
        2.60               5.016308              43313             3460.142914     
        2.70               5.016308              43221             3120.523246     
        2.80               5.016308              43047             3178.338444     
        2.90               5.016308              43061             3430.365166     
        3.00               5.016308              43201             3503.201112     
        3.10               5.016308              43394             3721.419859     
        3.20               5.016308              43354             3947.179116     
        3.30               5.016308              43566             4034.843874     
        3.40               5.016308              43649             3831.727152     
        3.50               5.016308              43820             3955.883724     
        3.60               5.016308              43792             3966.140980     
        3.70               5.016308              43851             3920.863780     
        3.80               5.016308              43727             3502.255615     
        3.90               5.016308              43694             3281.507575     
        4.00               5.016308              43657             3395.929635     
        4.10               5.016308              43552             4017.333533     
        4.20               5.016308              43623             3929.936750     
        4.30               5.016308              43608             3650.803415     
        4.40               5.016308              43618             3306.674666     
        4.50               5.016308              43743             3192.679676     
        4.60               5.016308              43878             3723.435669     
        4.70               5.016308              44114             3609.790894     
        4.80               5.016308              44302             3349.506141     
        4.90               5.016308              44160             3454.050934     
        5.00               5.016308              43946             2894.944707     
        5.10               5.016308              43885             2958.874434     
        5.20               5.016308              43866             3233.415478     
        5.30               5.016308              43902             2932.729916     
        5.40               5.016308              43920             2867.551967     
        5.50               5.016308              44046             3390.330012     
        5.60               5.016308              43996             3658.162869     
        5.70               5.016308              43753             3657.911573     
        5.80               5.016308              43468             3909.848638     
        5.90               5.016308              43481             4310.612150     
        6.00               5.016308              43597             4338.899831     
        6.10               5.016308              43651             3967.966856     
        6.20               5.016308              43454             3867.346038     
        6.30               5.016308              43408             4053.640357     
        6.40               5.016308              43158             4341.624162     
        6.50               5.016308              43029             4259.630819     
        6.60               5.016308              42945             4092.673289     
        6.70               5.016308              42994             4185.827740     
        6.80               5.016308              42966             4365.595376     
        6.90               5.016308              43241             4375.458146     
        7.00               5.016308              43319             4119.762451     
        7.10               5.016308              43467             4251.884708     
        7.20               5.016308              43678             3467.976326     
        7.30               5.016308              43804             3551.027547     
        7.40               5.016308              43864             3578.720536     
        7.50               5.016308              43770             2744.083186     
        7.60               5.016308              43559             3371.034849     
        7.70               5.016308              43480             3161.868074     
        7.80               5.016308              43391             3519.372244     
        7.90               5.016308              43298             3504.147100     
        8.00               5.016308              43092             4020.672737     
        8.10               5.016308              43156             3602.299672     
        8.20               5.016308              43250             3985.996745     
        8.30               5.016308              43591             3606.789826     
        8.40               5.016308              43825             3428.258331     
        8.50               5.016308              43936             3487.621640     
        8.60               5.016308              44091             3419.590873     
        8.70               5.016308              43938             3432.814730     
        8.80               5.016308              43946             3209.344067     
        8.90               5.016308              44019             3103.023982     
        9.00               5.016308              43983             3004.823386     
        9.10               5.016308              43832             3167.688669     
        9.20               5.016308              43646             3840.971255     
        9.30               5.016308              43699             3281.112949     
        9.40               5.016308              43977             3178.833853     
        9.50               5.016308              44058             3103.324445     
        9.60               5.016308              44123             2883.959656     
        9.70               5.016308              44239             3228.202116     
        9.80               5.016308              44181             2734.127883     
        9.90               5.016308              43914             2931.969207     
       10.00               5.016308              43679             3067.611743     
       10.10               5.016308              43523             3608.024413     
       10.20               5.016308              43625             3985.224286     
       10.30               5.016308              43672             3748.955066     
       10.40               5.016308              43699             3937.437210     
       10.50               5.016308              43542             4090.008918     
       10.60               5.016308              43318             4001.383883     
       10.70               5.016308              43115             4180.941151     
       10.80               5.016308              43012             4107.333202     
       10.90               5.016308              43181             3500.479917     
       11.00               5.016308              43450             3244.117025     
       11.10               5.016308              43635             3128.966012     
       11.20               5.016308              43490             3466.053101     
       11.30               5.016308              43262             3026.488330     
       11.40               5.016308              43425             2915.091932     
       11.50               5.016308              43256             2893.966932     
       11.60               5.016308              43252             2984.973169     
       11.70               5.016308              43305             3502.411247     
       11.80               5.016308              43353             3477.232095     
       11.90               5.016308              43398             4000.775636     
       12.00               5.016308              43316             4349.639565     
       12.10               5.016308              43310             3881.614326     
       12.20               5.016308              43482             3746.239356     
       12.30               5.016308              43391             3580.767343     
       12.40               5.016308              43525             3453.333966     
       12.50               5.016308              43525             3693.487011     
       12.60               5.016308              43583             3925.671863     
       12.70               5.016308              43682             3513.037291     
       12.80               5.016308              43610             3566.812862     
       12.90               5.016308              43798             3593.045055     
       13.00               5.016308              44003             3314.017431     
       13.10               5.016308              44182             3496.813377     
       13.20               5.016308              43949             3206.579268     
       13.30               5.016308              43979             3464.816933     
       13.40               5.016308              43724             3309.299874     
       13.50               5.016308              43465             3194.719322     
       13.60               5.016308              43246             3005.501860     
       13.70               5.016308              43138             3278.778299     
       13.80               5.016308              43199             3787.532334     
       13.90               5.016308              43009             3876.385193     
       14.00               5.016308              43362             4043.600106     
       14.10               5.016308              43705             4267.914180     
       14.20               5.016308              43631             3776.195703     
       14.30               5.016308              43695             3660.529514     
       14.40               5.016308              43736             3775.719188     
       14.50               5.016308              43540             3543.583835     
       14.60               5.016308              43342             3360.253787     
       14.70               5.016308              43132             3185.325937     
       14.80               5.016308              43071             3645.772041     
       14.90               5.016308              43180             3908.252545     
       15.00               5.016308              43023             3748.093817     
       15.10               5.016308              43072             3616.626052     
       15.20               5.016308              43200             3461.639781     
       15.30               5.016308              43292             3281.514515     
       15.40               5.016308              43338             2998.347276     
       15.50               5.016308              43523             2951.580444     
       15.60               5.016308              43689             2679.337267     
       15.70               5.016308              43744             2747.701020     
       15.80               5.016308              43811             2949.881867     
       15.90               5.016308              43833             2948.072629     
       16.00               5.016308              43723             2886.286322     
       16.10               5.016308              43666             3403.325246     
       16.20               5.016308              43796             3428.079542     
       16.30               5.016308              43843             3565.685548     
       16.40               5.016308              43859             3486.675500     
       16.50               5.016308              43626             3035.391936     
       16.60               5.016308              43434             3257.980437     
       16.70               5.016308              43509             3698.455812     
       16.80               5.016308              43466             3446.774021     
       16.90               5.016308              43609             3848.904527     
       17.00               5.016308              43384             3567.463735     
       17.10               5.016308              43228             3654.222108     
       17.20               5.016308              43345             3635.268301     
       17.30               5.016308              43307             3515.541802     
       17.40               5.016308              43334             3673.601851     
       17.50               5.016308              43479             3876.936762     
       17.60               5.016308              43672             3968.903443     
       17.70               5.016308              43674             4065.017933     
       17.80               5.016308              43503             3901.121931     
       17.90               5.016308              43188             3469.338857     
       18.00               5.016308              42944             3423.071063     
       18.10               5.016308              42862             3874.615628     
       18.20               5.016308              42959             4328.476814     
       18.30               5.016308              43008             4590.277734     
