        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              41923             8291.874680     
        0.10               5.016308              42148             7248.331260     
        0.20               5.016308              42641             5904.700954     
        0.30               5.016308              43146             4740.446216     
        0.40               5.016308              43573             3872.297722     
        0.50               5.016308              43924             3232.300338     
        0.60               5.016308              44099             2459.824946     
        0.70               5.016308              44215             2144.958200     
        0.80               5.016308              44251             2015.507014     
        0.90               5.016308              44221             1558.381115     
        1.00               5.016308              44085             1480.074297     
        1.10               5.016308              43857             1326.122027     
        1.20               5.016308              43694             1426.174848     
        1.30               5.016308              43440              939.828858     
        1.40               5.016308              43382             1045.954798     
        1.50               5.016308              43271             1214.278664     
        1.60               5.016308              43109             1283.063373     
        1.70               5.016308              42987             1423.742772     
        1.80               5.016308              42885             1406.022982     
        1.90               5.016308              42676             1291.696294     
        2.00               5.016308              42491             1507.516152     
        2.10               5.016308              42351             1587.412494     
        2.20               5.016308              42132             1313.648249     
        2.30               5.016308              42051             1339.627027     
        2.40               5.016308              41963             1439.255014     
        2.50               5.016308              41900             1390.269716     
        2.60               5.016308              41927             1257.212272     
        2.70               5.016308              42049             1239.464208     
        2.80               5.016308              41950             1189.295601     
        2.90               5.016308              42084             1213.046889     
        3.00               5.016308              42140             1260.797466     
        3.10               5.016308              42200             1348.069354     
        3.20               5.016308              42230             1318.900312     
        3.30               5.016308              42201             1560.635409     
        3.40               5.016308              42208             1384.025235     
        3.50               5.016308              42238             1611.365610     
        3.60               5.016308              42292             1672.827106     
        3.70               5.016308              42377             1756.711823     
        3.80               5.016308              42422             1673.217511     
        3.90               5.016308              42503             1264.102561     
        4.00               5.016308              42548             1324.744176     
        4.10               5.016308              42581             1375.989898     
        4.20               5.016308              42553             1440.859064     
        4.30               5.016308              42659             1392.285408     
        4.40               5.016308              42633             1330.628184     
        4.50               5.016308              42551             1295.260738     
        4.60               5.016308              42477             1465.128537     
        4.70               5.016308              42357             1498.618661     
        4.80               5.016308              42210             1387.312277     
        4.90               5.016308              42206             1350.006519     
        5.00               5.016308              42083             1436.212325     
        5.10               5.016308              42012             1534.964314     
        5.20               5.016308              41958             1483.801545     
        5.30               5.016308              42020             1383.416139     
        5.40               5.016308              42048             1440.572786     
        5.50               5.016308              42045             1660.661829     
        5.60               5.016308              42007             1545.849416     
        5.70               5.016308              42061             1687.602778     
        5.80               5.016308              42117             1611.520064     
        5.90               5.016308              42174             1811.095914     
        6.00               5.016308              42091             1689.964895     
        6.10               5.016308              42235             1644.589172     
        6.20               5.016308              42375             1555.517581     
        6.30               5.016308              42473             1639.796742     
        6.40               5.016308              42591             1792.369140     
        6.50               5.016308              42706             1836.583002     
        6.60               5.016308              42647             1394.876640     
        6.70               5.016308              42555             1490.068668     
        6.80               5.016308              42433             1435.730717     
        6.90               5.016308              42291             1393.821694     
        7.00               5.016308              42214             1485.082620     
        7.10               5.016308              42126             1479.833824     
        7.20               5.016308              42129             1203.957448     
        7.30               5.016308              42140             1414.018295     
        7.40               5.016308              42158             1452.347774     
