        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              44198             9487.687777     
        0.10               5.016308              44355             7628.867018     
        0.20               5.016308              44648             5994.215041     
        0.30               5.016308              44980             4565.240224     
        0.40               5.016308              45146             3510.700169     
        0.50               5.016308              45117             2844.316316     
        0.60               5.016308              45072             2115.813067     
        0.70               5.016308              44987             1872.627591     
        0.80               5.016308              44860             1840.531267     
        0.90               5.016308              44647             1113.043921     
        1.00               5.016308              44262              960.728623     
        1.10               5.016308              44060              423.650501     
        1.20               5.016308              43807              178.768076     
        1.30               5.016308              43107             -1944.433587    
        1.40               5.016308              42441             -2240.669852    
        1.50               5.016308              41911             -3176.100328    
        1.60               5.016308              19011             -2793.021414    
        1.70               5.016308              18477             -2006.602399    
        1.80               5.016308              20121             -1774.654320    
        1.90               5.016308              18270             -1169.117443    
        2.00               5.016308              17913             -979.551279     
        2.10               5.016308              12853             -235.483100     
        2.20               5.016308              13010              20.665951      
        2.30               5.016308              18393             -436.516341     
        2.40               5.016308              18757             -427.078918     
        2.50               5.016308              18887             -148.047352     
        2.60               5.016308              18793             -628.364999     
        2.70               5.016308              11089             2964.673085     
        2.80               5.016308              10961             2948.514451     
        2.90               5.016308              10690             2878.491241     
        3.00               5.016308              11041             3080.386097     
        3.10               5.016308              11635             3137.511292     
        3.20               5.016308              12224             3368.099571     
        3.30               5.016308              12659             3492.373046     
        3.40               5.016308              13083             3114.594364     
        3.50               5.016308              13438             2914.301334     
        3.60               5.016308              14007             3242.249830     
        3.70               5.016308              14685             3077.169308     
        3.80               5.016308              20167             2509.861167     
        3.90               5.016308              20780             2728.121761     
        4.00               5.016308              21139             2700.155846     
        4.10               5.016308              21612             2518.928767     
        4.20               5.016308              22157             2527.033775     
        4.30               5.016308              22584             2662.329263     
        4.40               5.016308              22897             2614.867318     
        4.50               5.016308              23093             2328.489385     
        4.60               5.016308              23211             1859.376245     
        4.70               5.016308              23441             1774.523344     
        4.80               5.016308              23551             2078.152332     
        4.90               5.016308              23539             2010.239948     
        5.00               5.016308              23605             2356.886396     
        5.10               5.016308              23559             2357.755909     
        5.20               5.016308              23629             2266.748617     
        5.30               5.016308              23433             2101.407917     
        5.40               5.016308              23001             1902.670919     
        5.50               5.016308              22813             2287.931406     
        5.60               5.016308              22914             2162.897948     
        5.70               5.016308              23098             2607.300151     
        5.80               5.016308              23274             2416.101928     
        5.90               5.016308              23235             2157.916505     
        6.00               5.016308              23443             2309.098434     
        6.10               5.016308              23665             2131.916121     
        6.20               5.016308              23725             2083.213097     
        6.30               5.016308              41740             1092.644749     
        6.40               5.016308              41620              820.467148     
        6.50               5.016308              41539             1648.911718     
        6.60               5.016308              41334             2255.522844     
        6.70               5.016308              41342             2076.066655     
        6.80               5.016308              41111             2413.382319     
        6.90               5.016308              41167             2520.958893     
        7.00               5.016308              41156             2995.385777     
        7.10               5.016308              41420             3044.428640     
        7.20               5.016308              41506             2799.453771     
        7.30               5.016308              41733             2820.142876     
        7.40               5.016308              41788             2644.349469     
        7.50               5.016308              41899             2555.177686     
        7.60               5.016308              41928             2039.844354     
        7.70               5.016308              42134             1941.290573     
        7.80               5.016308              42323             2386.883425     
        7.90               5.016308              42232             2454.255595     
        8.00               5.016308              42196             2015.908631     
        8.10               5.016308              41957             2266.715589     
        8.20               5.016308              41884             2566.765789     
        8.30               5.016308              41840             2506.706614     
        8.40               5.016308              41924             2400.137360     
        8.50               5.016308              42108             2280.270202     
        8.60               5.016308              42233             2631.066588     
        8.70               5.016308              42064             2634.929201     
        8.80               5.016308              41995             2658.652342     
        8.90               5.016308              42029             2723.746088     
        9.00               5.016308              42034             2934.692980     
        9.10               5.016308              42126             2860.617107     
        9.20               5.016308              42215             2693.744056     
        9.30               5.016308              42195             2902.839078     
        9.40               5.016308              42232             3037.612463     
        9.50               5.016308              42340             2948.298126     
        9.60               5.016308              42123             3036.550080     
        9.70               5.016308              42122             3063.744953     
        9.80               5.016308              42217             2964.763897     
        9.90               5.016308              42112             2975.234277     
       10.00               5.016308              42111             2664.797914     
