    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.000         38883.287       14329.246        516.903         516.903        15345.693       15354.373       24242.198      30829065.562      5995.225        5995.225      30838596.088    30839826.050       519.6           39980     
     0.100         38911.231       98138.901        -322.187        -322.187       99716.144       98605.335       23588.068      43675436.821    -121237.397     -121237.397     44091001.607    43761981.818       646.9           39999     
     0.200         38187.242       101222.198       -397.008        -397.008       101794.744      101111.462      22033.397      46419508.721    -132378.024     -132378.024     46638220.525    46396486.599       1211.5          40007     
     0.300         37351.479       106346.556      -3521.683       -3521.683       107595.950      103449.570      21611.705      46114399.413     19714.061       19714.061      46159424.274    46156625.904       1493.3          40145     
     0.400         36759.586       133110.696       4189.160        4189.160       136173.842      138831.430      21253.521      44997881.944    -282591.211     -282591.211     44322489.604    44377594.563       1727.7          39953     
     0.500         36345.515       154626.474       632.712         632.712        161085.353      158488.625      20849.612      45130857.010     479483.815      479483.815     45470646.338    45780235.489       1963.3          39953     
     0.600         35954.307       155169.422       1475.567        1475.567       163014.076      160567.316      20906.769      45626364.157     333399.680      333399.680     46413988.353    46353575.935       2019.6          40298     
     0.700         35296.366       194409.584       -477.411        -477.411       193361.801      193408.281      21010.921      42910350.944     303423.940      303423.940     42735337.817    43126268.320       2119.9          30569     
     0.800         34729.877       287155.613       3361.500        3361.500       307061.126      300469.869      20481.266      39485498.549     276109.114      276109.114     39490060.612    39763888.695       2398.3          31138     
     0.900         38413.329      3802209.885      72627.234       72627.234      3699792.340     3823628.346      17712.326      34459326.649     164839.968      164839.968     34175416.327    34482211.456       2234.9          19778     
     1.000         39212.258      3076344.726      -86112.402      -86112.402     3127262.789     3015691.355      17614.524      39004478.610     251327.602      251327.602     38715188.564    39111161.188       2072.6          28642     
     1.100         35730.760       428357.429      -4029.868       -4029.868       427156.127      423726.910      19510.867      44705897.104     -68870.656      -68870.656     44353706.402    44460931.097       2494.1          33230     
     1.200         37251.137      3920897.876      -62938.345      -62938.345     3766064.789     3780542.988      18435.045      44246930.259    -262851.031     -262851.031     44108064.706    43914646.451       2418.6          34258     
     1.300         36905.654      3145849.025      -97050.042      -97050.042     3168821.728     3060285.335      18785.608      46986452.606     -8074.614       -8074.614      46796856.097    46883579.738       2481.7          35422     
     1.400         38563.208      5412355.883      -38138.624      -38138.624     5509405.078     5422741.856      18128.937      45058383.127     62030.843       62030.843      45484399.214    45333422.014       2234.9          36185     
     1.500         38224.076      3433898.991      66026.954       66026.954      3526581.395     3546267.146      18484.581      46798911.228    -181709.453     -181709.453     48430570.012    47433031.167       2336.3          37012     
     1.600         38226.616      2319045.139      -3799.470       -3799.470      2326171.510     2318808.855      19217.461      48635357.031    -212288.780     -212288.780     50193052.812    49201916.141       2033.1          37448     
     1.700         38152.947      1305409.759       2771.088        2771.088      1321034.204     1315993.069      19468.952      49946999.134     168179.239      168179.239     50224655.220    50254006.416       2038.8          38034     
