    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.000         38244.399        2972.003        145.657         145.657         3124.006        3193.661       24874.736      70583367.116     13894.583       13894.583      70589944.245    70600550.263       522.9           45365     
     0.100         44465.623       88501.447        2182.841        2182.841       85406.298       89136.713       18811.011     463066643.117    -494605.788     -494605.788    461490795.424   461784113.482       491.4           45710     
     0.200         43679.396       64699.994        -401.425        -401.425       69672.411       66784.777       19531.190     394460273.709     496744.988      496744.988    395221266.180   395337514.932       506.0           46158     
     0.300         42879.198       54162.686        -591.108        -591.108       54029.039       53504.754       20252.638     325222353.889     134185.740      134185.740    327926810.876   326708768.123       530.8           46442     
     0.400         42294.926       64852.053        1006.599        1006.599       62367.071       64616.161       20755.620     268574566.567     259311.719      259311.719    269712436.191   269402813.099       548.9           46354     
     0.500         41789.404       60179.794       -2329.007       -2329.007       64504.751       60013.265       21276.384     229232046.224     955991.787      955991.787    227992743.006   229568386.402       535.3           46265     
     0.600         41473.135       84661.254       -1672.229       -1672.229       88994.659       85155.727       21552.008     196525079.980     606824.471      606824.471    197439907.080   197589318.001       544.3           45964     
     0.700         41240.697       98866.867        5429.542        5429.542       92531.088       101128.520      21756.503     170445383.393    1514275.558     1514275.558    175482151.389   174478042.949       554.5           45575     
     0.800         41069.226       110480.690       3686.809        3686.809       115408.557      116631.433      21889.869     153342125.184     923619.850      923619.850    159547011.719   157368188.301       568.0           45257     
     0.900         40914.267       130840.876      -5734.178       -5734.178       131227.880      125300.200      22021.966     139194300.792    -1479380.290    -1479380.290   147168251.283   141701895.747       581.5           44974     
     1.000         41000.637       150037.779       1942.961        1942.961       155518.310      154721.005      21878.438     134866844.195    -185374.047     -185374.047    142939717.066   138717906.584       605.2           44579     
     1.100         41132.733       179840.192      -2165.911       -2165.911       177508.773      176508.572      21759.043     135221777.205    1597536.652     1597536.652    138311193.374   138364021.942       581.5           44216     
     1.200         41318.176       194277.536      -6523.252       -6523.252       197814.358      189522.695      21611.705     132462340.052    1745437.335     1745437.335    135853976.715   135903595.718       575.9           43919     
     1.300         41313.096       185651.084       1667.565        1667.565       183733.457      186359.836      21661.241     130616883.795    2164749.356     2164749.356    133724825.516   134335604.011       559.0           43883     
     1.400         41179.729       179300.586      -4795.042       -4795.042       188861.994      179286.248      21713.318     131876934.698    1432049.868     1432049.868    133290084.303   134015559.368       578.2           44017     
     1.500         41147.975       181042.502      -1579.381       -1579.381       183702.059      180792.900      21666.322     131054371.100     526174.646      526174.646    134327171.024   133216945.708       621.0           44074     
     1.600         41160.677       174168.736      -4804.253       -4804.253       186882.186      175721.208      21685.374     131693735.929     454127.578      454127.578    134953267.308   133777629.196       598.4           43991     
     1.700         41278.801       196940.184       367.560         367.560        189229.212      193452.258      21576.141     134041052.026     480494.593      480494.593    136041463.207   135521752.210       603.0           43889     
     1.800         41214.023       198108.586      -1232.074       -1232.074       178159.634      186902.036      21618.056     133970321.709    -569850.367     -569850.367    136254016.996   134542318.986       615.3           43970     
     1.900         41273.721       212345.821       2345.314        2345.314       214625.854      215831.151      21524.064     132137369.398    -264626.129     -264626.129    134046225.187   132827171.164       630.0           43734     
     2.000         41328.337       204473.944      -1209.465       -1209.465       204442.651      203248.833      21451.665     132521886.517     712963.927      712963.927    135883368.202   134915591.287       615.3           43673     
     2.100         41435.031       234874.424       3532.111        3532.111       222130.521      232034.584      21364.025     132559896.553    -692439.045     -692439.045    136736395.272   133955706.867       616.5           43541     
     2.200         41525.212       216148.024       -678.711        -678.711       221191.085      217990.844      21365.295     132636035.037    -371341.279     -371341.279    136264950.773   134079151.626       583.8           43435     
     2.300         41551.885       235949.315      -1681.803       -1681.803       249692.415      241139.062      21244.630     131331064.559     602026.883      602026.883    134057302.663   133296210.494       607.5           43255     
     2.400         41559.506       219832.233       1098.522        1098.522       225219.848      223624.562      21361.484     130306793.409     -48306.454      -48306.454    133998159.148   132104169.825       560.1           43316     
     2.500         41495.998       229073.993       2727.001        2727.001       226514.757      230521.375      21328.460     130511559.082    -555776.966     -555776.966    132541601.787   130970803.469       603.0           43299     
     2.600         41456.623       228285.909      -2766.256       -2766.256       224872.960      223813.179      21318.299     131137617.322    -1002679.640    -1002679.640   131888502.342   130510380.191       634.5           43313     
     2.700         41469.325       249142.363      -2834.334       -2834.334       232225.374      237849.535      21254.791     128945587.499    -1061907.039    -1061907.039   133098926.537   129960349.979       626.6           43221     
     2.800         41675.090       248519.504       7223.338        7223.338       244894.855      253930.517      21115.074     129284328.982    -2454459.216    -2454459.216   136756459.668   130565935.109       608.6           43047     
     2.900         41743.679       242571.730      -10893.339      -10893.339      242265.947      231525.500      21090.941     132505347.382     17697.460       17697.460     138394642.544   135467692.423       595.1           43061     
     3.000         41736.058       236530.994      -4908.957       -4908.957       239433.833      233073.456      21090.941     136934599.882    -157753.222     -157753.222    138680354.880   137649724.159       604.1           43201     
     3.100         41607.772       243149.491       102.924         102.924        244253.269      243804.304      21163.340     137550235.723    -195743.315     -195743.315    140374436.610   138766592.851       621.0           43394     
     3.200         41670.009       239279.644       7468.923        7468.923       234143.276      244180.382      21163.340     139631131.593    -879442.096     -879442.096    139546099.375   138709173.387       588.3           43354     
     3.300         41583.639       209925.524      -4294.506       -4294.506       210615.357      205975.935      21226.848     140667128.890    -1046422.099    -1046422.099   140710153.045   139642218.868       604.1           43566     
     3.400         41605.232       222228.316      10072.854       10072.854       209759.465      226066.745      21313.218     143135723.106    -780292.912     -780292.912    139807288.305   140691212.794       569.1           43649     
     3.500         41396.926       201672.042      -11429.022      -11429.022      201856.683      190335.341      21347.513     141326523.071    -1006321.334    -1006321.334   138540740.465   138927310.434       618.7           43820     
     3.600         41469.325       200970.933       2468.859        2468.859       199899.569      202904.110      21388.158     141065145.532    -572799.214     -572799.214    136791532.373   138355539.738       588.3           43792     
     3.700         41236.886       189701.027       323.937         323.937        194464.592      192406.747      21499.931     136222529.958    -1697179.455    -1697179.455   135943969.624   134386070.337       614.2           43851     
     3.800         41366.442       208552.173      -2788.634       -2788.634       216597.513      209786.209      21419.912     136249463.394    -868323.144     -868323.144    136945519.713   135729168.410       612.0           43727     
     3.900         41399.466       201142.973      -1325.945       -1325.945       217303.344      207897.213      21348.783     137812195.714     329162.657      329162.657    137029681.006   137750101.017       622.1           43694     
     4.000         41447.732       216070.192      -5118.692       -5118.692       208728.575      207280.692      21375.456     139290678.806     589224.628      589224.628    136101079.818   138285103.940       586.0           43657     
     4.100         41531.562       206739.978       747.314         747.314        213314.093      210774.349      21256.061     140847203.483    -272312.173     -272312.173    138222591.233   139262585.185       605.2           43552     
     4.200         41587.449       214794.034       5861.059        5861.059       217413.030      221964.591      21238.279     143018718.617    -116326.342     -116326.342    142461537.362   142623801.648       606.3           43623     
     4.300         41647.147       212603.744       6613.653        6613.653       210009.508      217920.279      21172.231     143021923.807    1194738.475     1194738.475    143426296.575   144418848.666       603.0           43608     
     4.400         41634.445       209085.695       2083.829        2083.829       213602.561      213427.957      21224.308     140514321.532    -391813.906     -391813.906    143777741.833   141754217.776       581.5           43618     
     4.500         41490.917       191804.587       -780.260        -780.260       194258.939      192251.504      21327.190     138180419.628    -410518.240     -410518.240    140058913.072   138709148.110       606.3           43743     
     4.600         41445.192       194586.191      -5821.639       -5821.639       188026.062      185484.488      21471.988     135585899.626    -836489.915     -836489.915    139929898.612   136921409.204       578.2           43878     
     4.700         41241.967       180564.647      -2748.874       -2748.874       183218.217      179142.558      21614.245     134576748.084    -305157.425     -305157.425    137809630.078   135888031.656       591.7           44114     
     4.800         41061.605       164823.696       2073.623        2073.623       167588.649      168279.795      21790.797     133689212.942     532738.202      532738.202    137415534.823   136085112.085       600.7           44302     
     4.900         40979.045       178121.912       6847.798        6847.798       183731.407      187774.457      21806.039     130654014.132     979829.692      979829.692    134751335.376   133682504.447       603.0           44160     
     5.000         41155.596       194016.519       3582.465        3582.465       191897.363      196539.406      21701.886     130155299.178     542453.056      542453.056    131673781.440   131456993.365       590.6           43946     
     5.100         41104.790       207348.445       2038.597        2038.597       192473.203      201949.421      21686.644     130088710.648     231766.879      231766.879    129462072.848   130007158.627       607.5           43885     
     5.200         41125.113       183011.167       728.591         728.591        206181.425      195324.887      21673.943     129717568.204    1034529.910     1034529.910    130268457.985   131027543.004       608.6           43866     
     5.300         41140.354       195983.171      -3748.253       -3748.253       186553.657      187520.161      21748.882     127680877.932     -55078.477      -55078.477    130359546.375   128965133.677       593.9           43902     
