    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.000         38869.315       15408.913        -430.746        -430.746       14787.691       14667.556       24215.525      30810235.704      7689.187        7689.187      30822079.169    30823846.623       531.9           39979     
     0.100         41661.118       221194.395      -4816.385       -4816.385       216065.285      213813.455      21456.746      76234835.480     21435.430       21435.430      77730156.320    77003931.330       545.5           40113     
     0.200         41850.372       211893.124       5034.993        5034.993       208340.606      215151.858      21200.175      86736393.677    -104761.086     -104761.086     86511279.878    86519075.691       546.6           40433     
     0.300         41495.998       191835.957       -575.289        -575.289       201571.192      196128.285      21544.387      84139128.551     90343.198       90343.198      84407258.744    84363536.845       548.9           40738     
     0.400         40893.944       176737.589       956.413         956.413        186857.435      182753.925      22009.264      76250082.842     -51582.231      -51582.231     76099924.154    76123421.266       591.7           41018     
     0.500         40384.612       171061.856       2152.094        2152.094       174621.644      174993.844      22509.705      68604378.226     553550.665      553550.665     67956608.075    68834043.816       599.6           41294     
     0.600         39735.562       158466.450       -173.968        -173.968       156713.079      157415.796      23050.792      62378643.403     174327.033      174327.033     61006393.778    61866845.624       636.8           41569     
     0.700         39251.632       155718.411       835.356         835.356        155810.381      156599.752      23542.342      55995237.864     -28259.052      -28259.052     56103893.861    56021306.811       622.1           41752     
     0.800         38737.219       168150.139      -3453.310       -3453.310       160428.073      160835.795      23947.522      51424424.254     190736.116      190736.116     51351136.912    51578516.699       641.3           41902     
     0.900         38386.656       163085.386      -2371.005       -2371.005       154847.783      156595.580      24362.863      47465944.326     36503.727       36503.727      47803831.413    47671391.597       626.6           41976     
     1.000         38037.363       149327.980      -1970.916       -1970.916       154562.036      149974.092      24608.003      45283989.613     232298.158      232298.158     45455282.991    45601934.460       657.0           41969     
     1.100         37834.138       157331.971      -1299.149       -1299.149       154793.347      154763.511      24675.322      43594122.613     170108.977      170108.977     43717751.106    43826045.837       688.6           41897     
     1.200         37643.615       156285.659      -2434.986       -2434.986       160226.328      155821.008      24662.620      42112939.938     -4759.514       -4759.514      42181677.773    42142549.341       732.6           41781     
     1.300         37421.337       154306.923       1496.954        1496.954       155559.675      156430.253      24455.585      41072772.155     12351.079       12351.079      41409795.214    41253634.763       819.3           41726     
     1.400         37097.448       161713.230       3368.415        3368.415       164577.279      166513.670      24036.433      41072065.770     -98192.452      -98192.452     41091690.300    40983685.583       983.9           41662     
     1.500         36762.127       172178.611       1029.886        1029.886       166831.811      170535.096      23637.604      40603156.333     -30852.324      -30852.324     41070019.445    40805735.565       1146.2          41573     
     1.600         36416.644       169660.044       136.571         136.571        169160.077      169546.631      23236.235      40463365.700    -121773.551     -121773.551     40967611.183    40593714.891       1362.6          41500     
     1.700         36156.262       181075.515      -1311.915       -1311.915       186816.728      182634.207      23113.030      39800031.431     -71869.103      -71869.103     39836282.057    39746287.640       1448.2          41406     
     1.800         35674.873       194683.044       636.398         636.398        193624.963      194790.401      22651.963      39506358.750     141723.795      141723.795     39329497.038    39559651.689       1713.1          41241     
     1.900         35746.002       218371.181       377.504         377.504        230118.070      224622.130      22199.787      39656862.123    -200631.533     -200631.533     39714255.286    39484927.172       1787.4          40909     
     2.000         35824.751       240177.939       1305.408        1305.408       236470.319      239629.537      21835.253      39331112.579     52968.647       52968.647      39249072.350    39343061.112       1853.9          40451     
     2.100         35396.709       261016.152      -1499.114       -1499.114       259927.651      258972.787      21544.387      38423019.015     167588.144      167588.144     38071946.587    38415070.945       2064.7          40308     
     2.200         36651.623       790080.797      12394.403       12394.403       802451.613      808660.608      20952.494      37662442.919     -81035.838      -81035.838     36935346.911    37217859.077       1850.6          38900     
     2.300         36074.972       314061.641      -5456.241       -5456.241       313045.135      308097.147      20932.172      37310343.053     -90616.334      -90616.334     37184207.568    37156658.976       2038.8          39277     
     2.400         36725.292       821943.508      -10029.795      -10029.795      809185.549      805534.733      20427.920      35985720.111    -358409.630     -358409.630     35960499.621    35614700.236       1968.9          38308     
     2.500         36778.639       806542.955      -1954.824       -1954.824       821827.074      812230.190      20109.111      35277663.750     -72809.267      -72809.267     35177935.128    35154990.172       2048.9          37861     
     2.600         36711.320       789195.937      14944.030       14944.030       772740.937      795912.467      19790.301      35271603.137     92633.123       92633.123      34188712.135    34822790.758       2184.1          37634     
     2.700         38368.874      1776761.720      19883.198       19883.198      1767890.556     1792209.336      18503.633      33789213.485     -55762.795      -55762.795     33641621.007    33659654.451       2087.2          27959     
     2.800         37200.330       636792.887        -8.557          -8.557        643927.465      640351.619      19244.134      34452672.274     22473.143       22473.143      34131900.683    34314759.622       2181.9          23744     
     2.900         38887.098      1570317.194      23206.912       23206.912      1602009.659     1609370.338      18300.408      32920261.397    -117782.596     -117782.596     32811805.653    32748250.929       2010.6          21952     
     3.000         39009.033      1526744.027      -11039.477      -11039.477     1538705.935     1521685.504      18408.372      32695806.969     -4716.453       -4716.453      32563482.009    32624928.036       1941.8          21801     
     3.100         39175.423      1506229.992       1322.187        1322.187      1518816.493     1513845.429      18466.799      32507941.163    -119664.530     -119664.530     32131269.885    32199940.993       1876.5          21728     
     3.200         38620.365      1478401.262      15871.124       15871.124      1485681.709     1497912.610      18197.526      32535214.923    -206951.947     -206951.947     32255643.695    32188477.361       2144.7          18368     
